---,Type,Item,Prop,PropSpawn,Trait,Currency,Pet,PetSpawn,Spawn,AffixSpawn,ItemModifySpawn,SpawnLevelFrom,SpawnLevelFixed,SpawnLevelAdd,SpawnLevelMult,Query,RequiredItemLevel,Tags,TagQuery,Quantity,bDropOnGround,bHidden,TraitParameterRowName,TraitParameterSource,bLimitedTime,bApplyToFortProp,StatusEffectClass,StatusEffectDuration,Notes
FortDecoUnlock_Magic_Arch_WoodMoss_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Arch_WoodMoss_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Magic_Banner_Imperial_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Banner_Imperial_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Magic_Campfire_CookPot_Gob_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Campfire_CookPot_Gob_02","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_Cauldron_Goblin,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Cauldron_Goblin","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_CrateCrystals_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","CrateCrystals_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_Gcave_banner_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_banner_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Magic_Gcave_carvedrocks_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_carvedrocks_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_Gcave_dome_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_dome_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_Gcave_entrance_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_entrance_02","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Magic_Gcave_gourd_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_gourd_02","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Magic_Gcave_minecart_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_minecart_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_Gobrr_fishingpile_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gobrr_fishingpile_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_GroundHatch,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","GroundHatch","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_ITU_Bathtub_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Bathtub_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_ITU_Wall_Wood_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Wall_Wood_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_ITU_Wall_Wood_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Wall_Wood_02","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_LampPost,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","LampPost","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_LampPost_Imperial_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","LampPost_Imperial_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Magic_Rug_Cowskin_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Rug_Cowskin_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_Rug_ImperialOutpost_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Rug_ImperialOutpost_02","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_Table_Wood_Bare_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Table_Wood_Bare_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_Telescope_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Telescope_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_Tent_White_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Tent_White_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_Tree_Evergreen_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Tree_Evergreen_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_Tree_IO_Oaktree_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Tree_IO_Oaktree_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Magic_Tree_Stump_Goblin_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Tree_Stump_Goblin_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_Wagon_Broken_Gobbf_Fallen,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Wagon_Broken_Gobbf_Fallen","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_Wagon_Broken_Gobbf_Upright,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Wagon_Broken_Gobbf_Upright","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Magic_Wall_WoodMoss_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Wall_WoodMoss_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Magic_WeaponRack_Imperial_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","WeaponRack_Imperial_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Magic_YardOrnament_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","YardOrnament_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Rare_EmberCrystals_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","EmberCrystals_02","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_Fireplace_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Fireplace_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_Gate_Cemetery_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gate_Cemetery_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Rare_Gcave_minecart_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_minecart_02","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Rare_Gcave_totemcolumn_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_totemcolumn_02","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Rare_GoblinAltar_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","GoblinAltar_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_GoblinShrine_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","GoblinShrine_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Rare_GoblinWatermill_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","GoblinWatermill_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_ITU_CrowsNest_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_CrowsNest_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_ITU_Firepit_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Firepit_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_ITU_Globe_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Globe_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Rare_ITU_MusicSet_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_MusicSet_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Rare_ITU_Tent_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Tent_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Rare_ITU_Tent_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Tent_02","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlock_Rare_Lamp_Street_02,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Lamp_Street_02","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_Machine,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Machine","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_Mausoleum_Tall_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Mausoleum_Tall_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlock_Rare_Table_Wood_Runner_01,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Table_Wood_Runner_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlock_Rare_Well_03,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Well_03","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Legendary_CampaignMap,"Item","(RowName=""FortDecoUnlockItem_Legendary_CampaignMap"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","CampaignMap","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Legendary_ChickenCoop_02,"Item","(RowName=""FortDecoUnlockItem_Legendary_ChickenCoop_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ChickenCoop_02","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Legendary_Fireplace_02,"Item","(RowName=""FortDecoUnlockItem_Legendary_Fireplace_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Fireplace_02","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Legendary_Gcave_hut_01,"Item","(RowName=""FortDecoUnlockItem_Legendary_Gcave_hut_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_hut_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
