---,DisplayName,Description,DescriptionLong,FlavorText,CustomTypeText,EmberWeaponData,OffHandWeaponToEquip,bUseAffixWithName,SlotForSkillDescription,LevelRangeString,MinLevel,MaxLevel,DropWeight,GoldValue,ItemWardrobe,bCanBeDyed,DyeRow,GameplayTagContainer,AffixAnyTagContainer,AffixAllTagContainer,AffixSpawnRowName,ItemQuality,LootContent,LootContentRecipe,LootContentRecipeUnit,DamageTypeTag,SpokeTags,PlayerClassTags,ItemSetTag,AnimSlotPrefix,AnimSlotSuffix,bIsTwoHanded,bCanSell,bCanDestroy,bCanBeUsed,bCanBulkBuy,bIgnoreLevel,bIgnoreSpoke,bIgnoreDroppedArea,AttackSpeedIndex,bIsStatStick,PickupAction,PickUpTraitString,MaxStackSize,IconOverride,ItemClass,Notes
Currency_RareStone_100,"NSLOCTEXT(""ItemsTable"", ""AA5B0AFB49CEF3C209CBA68115EED198"", ""100 Comet Fragments"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.RareStone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|RareStone=100","0","None","/Game/Items/Harvesting/HarvestingItem_RareStone_T104.HarvestingItem_RareStone_T104_C",""
Currency_RareStone_25,"NSLOCTEXT(""ItemsTable"", ""02571B2F4F0B08D2BC1E01A297924230"", ""25 Comet Fragments"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.RareStone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|RareStone=25","0","None","/Game/Items/Harvesting/HarvestingItem_RareStone_T103.HarvestingItem_RareStone_T103_C",""
Currency_RareWood,"NSLOCTEXT(""ItemsTable"", ""A1CB1B304E498A21AEEDF58CBB81FBF4"", ""Sacred Hardwood"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.RareWood"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|RareWood=1","0","None","/Game/Items/Harvesting/HarvestingItem_RareWood_T1.HarvestingItem_RareWood_T1_C",""
Currency_RareWood_05,"NSLOCTEXT(""ItemsTable"", ""81D77ADD464D92A4C3D94FA5E75D3027"", ""5 Sacred Hardwood"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.RareWood"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|RareWood=5","0","None","/Game/Items/Harvesting/HarvestingItem_RareWood_T101.HarvestingItem_RareWood_T101_C",""
Currency_RareWood_10,"NSLOCTEXT(""ItemsTable"", ""C006D16B4B777F52703C34B4B93C54CE"", ""10 Sacred Hardwood"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.RareWood"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|RareWood=10","0","None","/Game/Items/Harvesting/HarvestingItem_RareWood_T102.HarvestingItem_RareWood_T102_C",""
Currency_RareWood_100,"NSLOCTEXT(""ItemsTable"", ""A51ED9664E2222B16226A99B00DA7FCE"", ""100 Sacred Hardwood"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.RareWood"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|RareWood=100","0","None","/Game/Items/Harvesting/HarvestingItem_RareWood_T104.HarvestingItem_RareWood_T104_C",""
Currency_RareWood_25,"NSLOCTEXT(""ItemsTable"", ""B302AFEE4C0A581E9D990B899F63B7F2"", ""25 Sacred Hardwood"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.RareWood"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|RareWood=25","0","None","/Game/Items/Harvesting/HarvestingItem_RareWood_T103.HarvestingItem_RareWood_T103_C",""
Currency_StoneBlock_T1_Flint_01,"NSLOCTEXT(""ItemsTable"", ""7F63F46743DF136C3EEBC1A15CB68AA1"", ""Flint Block"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Flint=1","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Flint.HarvestingItem_StoneBlock_T1_Flint_C",""
Currency_StoneBlock_T1_Flint_05,"NSLOCTEXT(""ItemsTable"", ""2A3AE63246EDB225758167BA06A57065"", ""5 Flint Blocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Flint=5","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Flint.HarvestingItem_StoneBlock_T1_Flint_C",""
Currency_StoneBlock_T1_Flint_10,"NSLOCTEXT(""ItemsTable"", ""656BE5F84550AE8AE576998EB739F363"", ""10 Flint Blocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Flint=10","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Flint.HarvestingItem_StoneBlock_T1_Flint_C",""
Currency_StoneBlock_T1_Flint_100,"NSLOCTEXT(""ItemsTable"", ""62F906414A323AE95B70F787A2549908"", ""100 Flint Blocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Flint=100","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Flint.HarvestingItem_StoneBlock_T1_Flint_C",""
Currency_StoneBlock_T1_Flint_25,"NSLOCTEXT(""ItemsTable"", ""95B73BBF4996182DA8A6D58B71A982A9"", ""25 Flint Blocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Flint=25","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Flint.HarvestingItem_StoneBlock_T1_Flint_C",""
Currency_StoneBlock_T1_Sandstone_01,"NSLOCTEXT(""ItemsTable"", ""B05B1DDD45DBE1C57512BD92E5B9A2EA"", ""Stone Block"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Sandstone=1","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Sandstone.HarvestingItem_StoneBlock_T1_Sandstone_C",""
Currency_StoneBlock_T1_Sandstone_05,"NSLOCTEXT(""ItemsTable"", ""E775B0E4464C4BDD9E4224B1699AE866"", ""5 Stone Blocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Sandstone=5","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Sandstone.HarvestingItem_StoneBlock_T1_Sandstone_C",""
Currency_StoneBlock_T1_Sandstone_10,"NSLOCTEXT(""ItemsTable"", ""BD1091C843DFE06D7160A48675B7C31D"", ""10 Stone Blocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Sandstone=10","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Sandstone.HarvestingItem_StoneBlock_T1_Sandstone_C",""
Currency_StoneBlock_T1_Sandstone_100,"NSLOCTEXT(""ItemsTable"", ""9D8A3CA4486FAAFE57C345A07DA4312C"", ""100 Stone Blocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Sandstone=100","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Sandstone.HarvestingItem_StoneBlock_T1_Sandstone_C",""
Currency_StoneBlock_T1_Sandstone_25,"NSLOCTEXT(""ItemsTable"", ""F15AB654470ED1D05F5589BCABF29BB1"", ""25 Stone Blocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneBlock_T1_Sandstone=25","0","None","/Game/Items/Harvesting/HarvestingItem_StoneBlock_T1_Sandstone.HarvestingItem_StoneBlock_T1_Sandstone_C",""
Currency_StoneRock_T1_Flint_01,"NSLOCTEXT(""ItemsTable"", ""53FCE22549CFE813E613FFB32DD9642C"", ""Flint Rock"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Flint=1","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Flint.HarvestingItem_StoneRock_T1_Flint_C",""
Currency_StoneRock_T1_Flint_05,"NSLOCTEXT(""ItemsTable"", ""2028C8C0424AB3FB680ADBB79E4E56DD"", ""5 Flint Rocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Flint=5","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Flint01.HarvestingItem_StoneRock_T1_Flint01_C",""
Currency_StoneRock_T1_Flint_10,"NSLOCTEXT(""ItemsTable"", ""818E9ACE4EC22311A0D04F8B70574305"", ""10 Flint Rocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Flint=10","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Flint02.HarvestingItem_StoneRock_T1_Flint02_C",""
Currency_StoneRock_T1_Flint_100,"NSLOCTEXT(""ItemsTable"", ""165A35A14650455C260E898A54DCE8D3"", ""100 Flint Rocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Flint=100","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Flint04.HarvestingItem_StoneRock_T1_Flint04_C",""
Currency_StoneRock_T1_Flint_25,"NSLOCTEXT(""ItemsTable"", ""AC50436C4CEA23E0AEEB80A4C8E68616"", ""25 Flint Rocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Flint"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Flint=25","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Flint03.HarvestingItem_StoneRock_T1_Flint03_C",""
Currency_StoneRock_T1_Sandstone_01,"NSLOCTEXT(""ItemsTable"", ""6DCCE4AF401BC1A3CB8E69905712B5AA"", ""Stone Rock"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Sandstone=1","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Sandstone.HarvestingItem_StoneRock_T1_Sandstone_C",""
Currency_StoneRock_T1_Sandstone_05,"NSLOCTEXT(""ItemsTable"", ""41A1A3654D8765C3B1C123B5D1D1E576"", ""5 Stone Rocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Sandstone=5","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Sandstone01.HarvestingItem_StoneRock_T1_Sandstone01_C",""
Currency_StoneRock_T1_Sandstone_10,"NSLOCTEXT(""ItemsTable"", ""33CC9E0543BF20286AC434A35A87F837"", ""10 Stone Rocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Sandstone=10","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Sandstone02.HarvestingItem_StoneRock_T1_Sandstone02_C",""
Currency_StoneRock_T1_Sandstone_100,"NSLOCTEXT(""ItemsTable"", ""1460C21249D851B3D88349B88C45D833"", ""100 Stone Rocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Sandstone=100","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Sandstone04.HarvestingItem_StoneRock_T1_Sandstone04_C",""
Currency_StoneRock_T1_Sandstone_25,"NSLOCTEXT(""ItemsTable"", ""189198224B1BA6046A0E2B8B9FDC1206"", ""25 Stone Rocks"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Stone.T1.Sandstone"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|StoneRock_T1_Sandstone=25","0","None","/Game/Items/Harvesting/HarvestingItem_StoneRock_T1_Sandstone03.HarvestingItem_StoneRock_T1_Sandstone03_C",""
Currency_WoodLog_T1_Ash_01,"NSLOCTEXT(""ItemsTable"", ""A12C40F54187DA3AF9BAD49E745DB603"", ""Wood Log"")","","","","","(RowName="""")","(RowName="""")","False","None","1-60","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.Ash"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|WoodLog_T1_Ash=1","0","None","/Game/Items/Harvesting/HarvestingItem_WoodLog_T1_Ash.HarvestingItem_WoodLog_T1_Ash_C",""
Currency_WoodLog_T1_Ash_05,"NSLOCTEXT(""ItemsTable"", ""970B4F9240D2119C4AE1B49E342C6627"", ""5 Wood Logs"")","","","","","(RowName="""")","(RowName="""")","False","None","1-60","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.Ash"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|WoodLog_T1_Ash=5","0","None","/Game/Items/Harvesting/HarvestingItem_WoodLog_T1_Ash01.HarvestingItem_WoodLog_T1_Ash01_C",""
Currency_WoodLog_T1_Ash_10,"NSLOCTEXT(""ItemsTable"", ""0AC61EC249C35822FC05A0A7EA5CE399"", ""10 Wood Logs"")","","","","","(RowName="""")","(RowName="""")","False","None","1-60","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.Ash"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|WoodLog_T1_Ash=10","0","None","/Game/Items/Harvesting/HarvestingItem_WoodLog_T1_Ash02.HarvestingItem_WoodLog_T1_Ash02_C",""
Currency_WoodLog_T1_Ash_100,"NSLOCTEXT(""ItemsTable"", ""B158DE3D4932072A61264EB5DBE39834"", ""100 Wood Logs"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.Birch"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|WoodLog_T1_Ash=100","0","None","/Game/Items/Harvesting/HarvestingItem_WoodLog_T1_Ash04.HarvestingItem_WoodLog_T1_Ash04_C",""
Currency_WoodLog_T1_Ash_25,"NSLOCTEXT(""ItemsTable"", ""FC72CEC2458160EB66C864AA2B0D02F3"", ""25 Wood Logs"")","","","","","(RowName="""")","(RowName="""")","False","None","1-60","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.Ash"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|WoodLog_T1_Ash=25","0","None","/Game/Items/Harvesting/HarvestingItem_WoodLog_T1_Ash03.HarvestingItem_WoodLog_T1_Ash03_C",""
Currency_WoodLog_T1_Birch_01,"NSLOCTEXT(""ItemsTable"", ""19CF20E145253C0AEE7D868ED0BE2C0C"", ""Birch Log"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.Birch"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|WoodLog_T1_Birch=1","0","None","/Game/Items/Harvesting/HarvestingItem_WoodLog_T1_Birch.HarvestingItem_WoodLog_T1_Birch_C",""
Currency_WoodLog_T1_Birch_05,"NSLOCTEXT(""ItemsTable"", ""7D59E37045D4B0FA262092BD4AFA7A4E"", ""5 Birch Logs"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.Birch"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|WoodLog_T1_Birch=5","0","None","/Game/Items/Harvesting/HarvestingItem_WoodLog_T1_Birch01.HarvestingItem_WoodLog_T1_Birch01_C",""
Currency_WoodLog_T1_Birch_10,"NSLOCTEXT(""ItemsTable"", ""F78104EB40D8575013CECCA3B9E1D994"", ""10 Birch Logs"")","","","","","(RowName="""")","(RowName="""")","False","None","","0.000000","0.000000","0","0.000000","(RowName="""")","False","(RowName="""")","(GameplayTags=((TagName=""Item.Harvesting.Wood.T1.Birch"")))","(GameplayTags=)","(GameplayTags=)","None","Currency","(RowName="""")","None","(RowName="""")","(TagName="""")","(GameplayTags=)","(GameplayTags=((TagName=""Character.Player"")))","(TagName="""")","None","None","False","False","False","False","False","False","False","False","None","False","AddToTrait","Currency|WoodLog_T1_Birch=10","0","None","/Game/Items/Harvesting/HarvestingItem_WoodLog_T1_Birch02.HarvestingItem_WoodLog_T1_Birch02_C",""
