---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
Lore_ImperialOutpost_2,"((RowName=""Lore_ImperialOutpost_Anonymous""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_ImperialOutpost_2_TitleText"", ""Tales of Trevail"")","NSLOCTEXT(""DialogueTable"", ""Lore_ImperialOutpost_2_Text"", ""General, I am sending this letter to you under condition of my anonymity. We know each other, but not well. In my quarter of town, I met a quiet old man. It took some convincing, some plying with drink, but I learned that this old man was actually a survivor of Trevail\'s Fall. I\'m sure you\'ve heard the tales, nearly the entire outpost wiped out, nearly overnight. I\'ve got to tell you — I\'m worried."")","","(AssetGuid=3062EE20FB5947CF8588D087F7F91DA3)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_ImperialOutpost_3,"((RowName=""Lore_ImperialOutpost_Anonymous""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_ImperialOutpost_3_TitleText"", ""Tales of Trevail"")","NSLOCTEXT(""DialogueTable"", ""Lore_ImperialOutpost_3_Text"", ""Even after decades, this quiet old man was still terrified. He said it wasn\'t the goblins that led to so many dead or driven mad. It was something inside the walls. Something inside one of the men. I don\'t know if it\'s that place, if it\'s cursed or what, but don\'t let the same fate befall you. You\'ve got to come back to us. Please."")","","(AssetGuid=84496EDEAB30453794A2B4547048E4AD)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_GeneralGraye_1,"((RowName=""Lore_GeneralGraye_Scribe""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_GeneralGraye_1_TitleText"", ""General Service"")","NSLOCTEXT(""DialogueTable"", ""Lore_GeneralGraye_1_Text"", ""In recognition of meritorious service in the face of grave peril, the Imperial Corps of Engineers hereby confers upon General Abrilla Graye the honorable Star of Service. Your exceptional leadership at the Battle of Farfeathers was key to our victory."")","","(AssetGuid=FB4BACD2A9024687975E125681E174CA)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_GeneralGraye_2,"((RowName=""Lore_GeneralGraye_Official""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_GeneralGraye_2_TitleText"", ""General Service"")","NSLOCTEXT(""DialogueTable"", ""Lore_GeneralGraye_2_Text"", ""General, I hope this letter finds you faring well. I appreciate you taking on yet another difficult challenge. Time and again you have proven your mettle. After this, you really should reconsider my offer of a teaching position. You\'ve much to offer the troops. Sincerely, Varn Heldam."")","","(AssetGuid=CE108804EA544A7885F8700360F5585C)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Brall_1,"((RowName=""Lore_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""AC67192A42AEAF5052EA5DB9EC1A8261"", ""A Pet of My Own"")","NSLOCTEXT(""DialogueTable"", ""Lore_Brall_1_Text"", ""Humans and their pets. I don’t understand the appeal, always bringing their pets everywhere they go. Maybe I’ll take a human as a pet. I’d have my pick at Trevail’s Point. But which would make the best pet? The general is too strong-willed. What about the young one? I think her name is Zaya..."")","","(AssetGuid=F4F449F9F4D1423187D376AFF6DFF3F5)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Kronch_1,"((RowName=""Lore_Kronch_Foreman""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Kronch_1_TitleText"", ""Excavation Revelation"")","NSLOCTEXT(""DialogueTable"", ""Lore_Kronch_1_Text"", ""The vein is promising. The deposits are good. But there’s something unsettling about the… I don’t know… energy of the place? I could swear I’ve seen the stones shift on their own. We’ve begun work on the Lower Excavation, we need more timber for supports."")","","(AssetGuid=F5C0BCBBA7E34CADAFF3AAF7553A2338)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Kronch_2,"((RowName=""Lore_Kronch_Foreman""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Kronch_2_TitleText"", ""Excavation Revelation"")","NSLOCTEXT(""DialogueTable"", ""Lore_Kronch_2_Text"", ""The Upper Excavation is humming along, but the strata down here is really doing a number on our equipment. It’s like the very stone is fighting back, blunting our picks and warping our shovels. We’ve had four injuries at the spoil tip this week! I swear the rocks don’t want us here."")","","(AssetGuid=2C013B69700F447E9443C29988CCC016)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_SecretWeapon_1,"((RowName=""Lore_SecretWeapon_Guard""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_SecretWeapon_1_TitleText"", ""Test Subject #29"")","NSLOCTEXT(""DialogueTable"", ""Lore_SecretWeapon_1_Text"", ""I\'m hurt bad... They took me out of my cage and tossed me into an arena with some sort of machine. You have to free the other guards before they share the same fate."")","","(AssetGuid=56F57FF1FCFB4EC489B8E7C3174CC1AA)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_SecretWeapon_2,"((RowName=""Lore_SecretWeapon_Goblin""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_SecretWeapon_2_TitleText"", ""The Goblin Workshop"")","NSLOCTEXT(""DialogueTable"", ""Lore_SecretWeapon_2_Text"", ""Knuckleheads! This means YOU. Do not place machine arms in leg sockets. We already tried that and it doesn\'t work. Follow the instructions or you will become the next \""volunteer\"" to test the Secret Weapon."")","","(AssetGuid=28D8A36EFDF847DFB6939533802AABD7)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Brall_2,"((RowName=""Lore_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Brall_2_TitleText"", ""Dwarven Ruins in the Forest"")","NSLOCTEXT(""DialogueTable"", ""9BA4CFCC44D8A3AF409E208E98156123"", ""There is no corner of this world without some ancient Dwarven ruin. A testament to their expansive empire. To think goblins were once slaves to the dwarves. Dwarves are reviled in goblin culture, but look how the goblins bend to my will! Like grass in the breeze. It’s as though they want to be dominated, as though they need something to hate."")","","(AssetGuid=B7582C2AFBFE4138AEF91ABA0DA7E79A)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Brall_3,"((RowName=""Lore_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Brall_3_TitleText"", ""A Hero"")","NSLOCTEXT(""DialogueTable"", ""Lore_Brall_3_Text"", ""A hero has caught my attention. I pride myself on my ability to see into the hearts of my foes, but this one eludes me. How did they come to be here, among the Imperial rabble? What drives them? I’ll let the goblin chieftain, Wideload, break this hero, so I may turn my attention to more pressing matters. At least I know what drives Wideload: Alpaca meat! And plenty of it!"")","","(AssetGuid=3633D61705334A1BA0027953C2699E98)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Brall_4,"((RowName=""Lore_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""771FFBA14765DC92CEE820AFE44E69D3"", ""Order is Death: Brall"")","NSLOCTEXT(""DialogueTable"", ""Lore_Brall_4_Text"", ""Order is death. Humans fight to preserve the status quo but theirs is a world of chaos, a world of predators and prey. In this sense the Netherim are no different from the hawk or the wolf, but we upset the humans. We make the humans feel like prey. Order is death, and if the humans do not yet know, they soon will."")","","(AssetGuid=4CA0D08D33DF481DA22209FB539BE0EE)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Fishing_1,"((RowName=""Lore_Fishing_Fisherman""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Fishing_1_TitleText"", ""Angler\'s Paradise"")","NSLOCTEXT(""DialogueTable"", ""Lore_Fishing_1_Text"", ""I’ve never seen so much unspoiled wilderness in all my years! It’s a travesty to trample upon it, even in the name of spreading “civilization.” Pah! Whatever that’s worth. The stevedores tell me the fishing is incomparable. If you can get by the goblin patrols, that is. Judging by the hauls of prismatic morey they bring in at the coast, I have high hopes for the interior!"")","","(AssetGuid=9F54BCADE4284C499203BBC5EBF92CF4)","None","None","None","None","None","None","(TagName=""Gadget.Lore.Fishing"")","(GameplayTags=)","1","","True",""
Lore_Fishing_2,"((RowName=""Lore_Fishing_Fisherman""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Fishing_2_TitleText"", ""Angler\'s Paradise"")","NSLOCTEXT(""DialogueTable"", ""Lore_Fishing_2_Text"", ""The previous settlers knew, that’s for sure. There isn’t an old dock or pier that isn’t absolutely teeming with relatives to the warsnout, web, or a dozen other species of fish I don’t recognize. Truly, I’ve been ferried across the seas to an angler’s paradise. I’m torn between sharing this with the folks back home or keeping the secret."")","","(AssetGuid=9A71905CF8274C2EAE1DE167EF4049B0)","None","None","None","None","None","None","(TagName=""Gadget.Lore.Fishing"")","(GameplayTags=)","1","","True",""
Lore_Fishing_3,"((RowName=""Lore_Fishing_Fisherman""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Fishing_3_TitleText"", ""Angler\'s Paradise"")","NSLOCTEXT(""DialogueTable"", ""Lore_Fishing_3_Text"", ""Clear skies and a never ending network of streams, rivers, and pools. It’s a shame, maybe even a crime, to have this place all to myself. Well, me and the goblins, but they seem content to leave me be so long as there’s a stretch of water between us. Maybe someone should suggest we lay down our swords and pick up rods and reels."")","","(AssetGuid=F43268ECDD334744A35C16CABA95CBE7)","None","None","None","None","None","None","(TagName=""Gadget.Lore.Fishing"")","(GameplayTags=)","1","","True",""
Lore_Undead_1,"((RowName=""Lore_Undead_Witch""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Undead_1_TitleText"", ""Re-Re-Risen"")","NSLOCTEXT(""DialogueTable"", ""Lore_Undead_1_Text"", ""More people come. More busy, nosey, tools of the Emperor. How many years, how many decades will they throw their warm bodies at my shores, only to be left here, pallid and cold? I have made myself clear that they are unwelcome. Now, they will face their own long passed history."")","","(AssetGuid=C907C98CD3224B2F82CF9E59E2339EC3)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Undead_2,"((RowName=""Lore_Undead_Witch""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Undead_2_TitleText"", ""Re-Re-Risen"")","NSLOCTEXT(""DialogueTable"", ""Lore_Undead_2_Text"", ""Invasion, incursion, destruction, derision.\nLong dead soldiers in a pointless war.\nRise to face your progeny\nDestroy your own offspring\nRevenge on your masters, arise now and hereafter…"")","","(AssetGuid=20D87906372F402CB866DC1AB0AE2B0C)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Battlefield_1,"((RowName=""Lore_Battlefield_Guard""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Battlefield_1_TitleText"", ""Situation Report #13"")","NSLOCTEXT(""DialogueTable"", ""Lore_Battlefield_1_Text"", ""Our infantry pushed forward to allow our scouts to search for the whereabouts of the missing siege weapons. So far, we\'ve only encountered more goblins and a cave full of the undead. I can\'t imagine how the goblins managed to move all of that equipment so quickly, as if with brute strength alone."")","","(AssetGuid=CCFB0605EFA24320812CAD7FD8F0D1C7)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Brall_5,"((RowName=""Lore_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Brall_5_TitleText"", ""Netherim Viper"")","NSLOCTEXT(""DialogueTable"", ""19F4AB9348D6AE17A8CF72877BB9F3FE"", ""Goblins are easy to control, they respond well to brute force. But humans... sometimes you must be indirect. Suppose a certain goblin prisoner let slip to some soldiers the existence a goblin treasure hoard. Suppose he told them its location. And suppose all the soldiers found instead... was an ambush. Start with sublety, the brute force will follow soon after."")","","(AssetGuid=92282A29ADDD4538BEA6F4034B51419C)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
Lore_Brall_6,"((RowName=""Lore_Brall""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_Brall_6_TitleText"", ""The Mercenary Called Kenik"")","NSLOCTEXT(""DialogueTable"", ""Lore_Brall_6_Text"", ""Gullible. Insubordinate. Self-interested. I’m starting to like the mercenary called Kenik. The empire has bought him with a few meager gold coins, but Mother could offer him so much more. I will keep an eye on that one."")","","(AssetGuid=E37C24F9B00448FEA57B0CEB0B3999F1)","None","None","None","None","None","None","(TagName=""Gadget.Lore"")","(GameplayTags=)","1","","True",""
A3C1Q0_Task_InteractHilde,"((RowName=""MayorHilde""))","Quest","","NSLOCTEXT(""DialogueTable"", ""0B34CDA34EC7F375F89237B15F00F259"", ""We suspect that the Voltura are under the Netherim influence, performing strange experiments within the Dwarven ruins. Unfortunately, they have been attacking any airships that get too close to the mountaintop. Before you can proceed, you’ll need to find the missing parts to repair the library’s security gate. If you can find the library’s ancient tomes and codex, Wolfram should be able to shed some light on what the Netherim are after."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C1Q0"
A3C2Q1_Task_InteractWolfram,"((RowName=""Wolfram""))","Quest","","NSLOCTEXT(""DialogueTable"", ""4FFAFDB64F17C574E45E5B8C1E93F7DA"", ""One moment. Ah, yes… this codex should help. According to this tome, there is an Astral Door--a gateway leading to the Clockwork Core at the mountain peak. It would be nothing short of a disaster if the Netherim gains access to the heart of this world. Go to the Machineworks and take the service elevator to the apex of the mountain."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C2Q1_Task_InteractWolfram"
A3C2Q1_Task_TurnIn,"((RowName=""Kenik""),(RowName=""Kenik_Act3""))","Quest","","NSLOCTEXT(""DialogueTable"", ""3D863A864AC63A2DD4E73BBD2FEDAA24"", ""Well if it isn’t Graye’s favorite recruit. Listen up, I’ve found the Astral Door. I’ll mark it on your map, you’ll know it when you see it, heh. What’s that? How did I know about the Astral Door? Where did I go in the swamp? There’s no time for that, you have to hurry!"")","","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C2Q1_Task_TurnIn"
A3C3Q1_Task_InteractWolfram,"((RowName=""Wolfram""))","Quest","","NSLOCTEXT(""DialogueTable"", ""719CB2184DED433D8199FD810B3E7F1A"", ""Grim news. While you were gone we were attacked by the Voltura. They carried off some townsfolk… and Hix. I tried to stop them, but they were too quick. And now you’re telling me the Service Elevator has been destroyed? What are we going to do?"")","NSLOCTEXT(""DialogueTable"", ""E199D8954E042AB2F417A4996A72C443"", ""Rescue!"")","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C3Q1_Task_InteractWolfram"
A3C3Q1_Task_RescueHix_01,"((RowName=""HixCaged""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""E4DD8AEE44C432FCADFB16A4934097F1"", ""Help!"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A3C3Q1:Task_RescueHix","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C3Q1_Task_RescueHix"
A3C3Q1_Task_RescueHix_02,"((RowName=""HixCaged""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""B412708740D8F6E965C64AAEB70BD8CC"", ""Thank you. I\'ll find my own way back to town."")","","(AssetGuid=00000000000000000000000000000000)","QuestComplete","A3C3Q1:Task_RescueHix","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C3Q1_Task_RescueHix_02"
A3C3Q2_Task_InteractHix,"((RowName=""Hix_Act3_Town""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A942E6B44C51A337AF074F992DAB6549"", ""It’s terrible! Automatons, spiders, townsfolk, the Voltura’s mad scientist Shriekbeak is converting anything he can get his hands on into an electric army! They were about to convert me, too! Some townsfolk are still alive, but not for long! Save the townsfolk, destroy the Electro-Converter, and stop Shriekbeak!"")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C3Q2_Task_InteractHix"
A3C4Q1_Task_InteractWolfram,"((RowName=""Wolfram""))","Quest","","NSLOCTEXT(""DialogueTable"", ""1F5D422F4B864BB236ABBD99ED505330"", ""You saved the townsfolk, and Hix! Thank heavens. Now\'s the time to end the Netherim threat. Head over to King\'s Plateau and find the Royal Key to the Sundered Throne."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C4Q1_Task_InteractWolfram"
A3C4Q2_Task_InteractGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""9DD447704586F1C0C9697182F9B17FA2"", ""I knew you could do it. You’ve saved countless lives, not only Imperial subjects, but innocent souls all over the world. I’m proud to know you, recruit."")","NSLOCTEXT(""DialogueTable"", ""E57F9B3E42977E3AA28EBFB1748C560E"", ""Thanks!"")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","A3C4Q2_Task_InteractGraye"
A1C1Q0_Task_InteractKenik,"((RowName=""Kenik_Intro""))","Quest","","NSLOCTEXT(""DialogueTable"", ""87B398F247670D71B00E75BEA02827CD"", ""Another adventurer seekin\' fame and fortune, eh? Well, you won\'t get either if we don\'t repel this attack! \r\n\r\nWideload, the goblin leader around these parts--he\'s the big brute whippin\' this tribe into a frenzy. But there\'s somethin\' else goin\' on, mark my words. These goblins are too organized... See if you can capture that other loudmouth goblin subordinate up ahead! "")","","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C1Q0_Task_TurnInGraye,"((RowName=""GeneralGraye_Intro""))","Quest","","NSLOCTEXT(""DialogueTable"", ""E9B66E7148740BD0C6CC8680369B2B16"", ""Thanks for your help, recruit, we couldn\'t have defeated Yapper without you. I have no idea what provoked the attack, but no matter now; We must tend to the wounded.\r\n\r\nRecruit, not everyone survived the battle. I need you to take the fallen soldiers\' swords to <span color=\""#F6BA19\"">Heroes\' Rest</>, and lay them upon the altars there. Hurry back once you\'re finished, there is much to do."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C1Q1_Task_TalktoGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""3EBDB3A948CB9A06501941810207D553"", ""May the fallen soldiers rest in peace. We’re all grateful for your help, recruit, but we must resume our mission. I need you to continue gathering medicinal ingredients while we’re shorthanded. There are a lot of sick people back in Redhaven counting on you. Are you up to the task?"")","NSLOCTEXT(""DialogueTable"", ""ADEC35AB499A3B4F6DB33B87CB6EC002"", ""Yes!"")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C1Q2_Task_TalktoGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""313A099F4A60E05988D1888618C5CF43"", ""Good job on the mushrooms, recruit. What’s that? A giant purple monster? Recruit, I’m grateful for your help, but you’re trying my patience. Do you think this is a game? Giant purple monsters! Hmph, sounds like something that young embermage Zaya would be yammering about."")","NSLOCTEXT(""DialogueTable"", ""2FC37DF3491D1541E34240AED4D0D089"", ""Hmm..."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C2Q2_Task_InteractGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""BF05867A4E0654D1010E35A3F520D7BA"", ""I already spoke to Zaya, so let me see those, recruit. Hmm. As outlandish as your claims are, it’s hard to ignore the proof when I’m holding it in my hands. I\'m putting my faith in you after all.\r\n\r\nThat said, I have more immediate problems that require your help. Some of my soldiers have gone missing. I need you to find them. If they’re alive, bring them back. We won’t be able to tackle the Netherim problem with our ranks diminished.\r\n\r\nBring back the missing soldiers, then we will discuss our Netherim problem."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_RescueCocoonedNPC_01,"","Bubble","","NSLOCTEXT(""DialogueTable"", ""E0FC6AC346962B5E1E73148B4D571320"", ""Help!"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A1C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_RescueCocoonedNPC_02,"","Bubble","","NSLOCTEXT(""DialogueTable"", ""42E1DE5342B10F8C2F40E191C5B801DE"", ""Help me!"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A1C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_RescueCocoonedNPC_03,"","Bubble","","NSLOCTEXT(""DialogueTable"", ""10A0B5B04BA9C5CC4D583DB81CF894C4"", ""Mmmmphf!"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A1C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_RescueCocoonedNPC_04,"","Bubble","","NSLOCTEXT(""DialogueTable"", ""ACF7F901464A4C9AD7ACB0842FA6FF18"", ""I\'m stuck!"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A1C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_RescueCocoonedNPC_05,"","Bubble","","NSLOCTEXT(""DialogueTable"", ""A26B423240791BEC2FED59BD1A54EFA4"", ""Get this off of me!"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A1C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_SavedCocoonedNPC_01,"((RowName=""HixCocoon""),(RowName=""LtHix""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""844209204D551FA0F49C59A743669F36"", ""I\'m saved!"")","","(AssetGuid=00000000000000000000000000000000)","QuestComplete","A1C3Q1:Task_RescueHix","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_SavedCocoonedNPC_02,"((RowName=""KenikCocoon""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""04902A7A4AD4C645FBE35DB101E37362"", ""I survived!"")","","(AssetGuid=00000000000000000000000000000000)","QuestComplete","A1C3Q1:Task_RescueKenik","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_SavedCocoonedNPC_03,"((RowName=""KenikCocoon""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""00CE7FF742C4D989510433B7BF8E5BC7"", ""I can breathe again!"")","","(AssetGuid=00000000000000000000000000000000)","QuestComplete","A1C3Q1:Task_RescueKenik","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_SavedCocoonedNPC_04,"((RowName=""HixCocoon""),(RowName=""LtHix""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""D705F0C547C7E4E6A240A2A1F1AAC3BC"", ""Thanks for the save."")","","(AssetGuid=00000000000000000000000000000000)","QuestComplete","A1C3Q1:Task_RescueHix","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_SavedCocoonedNPC_05,"((RowName=""WolframCocoon""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""C54191D74DA6219F9801C489BB5060DC"", ""I\'m glad you showed up."")","","(AssetGuid=00000000000000000000000000000000)","QuestComplete","A1C3Q1:Task_RescueWolfram","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C3Q1_Task_RescueWolfram,"((RowName=""WolframCocoon""))","Quest","","NSLOCTEXT(""DialogueTable"", ""58E3928D4F6D1097F25394904841506E"", ""You have my thanks, soldier, but there\'s no time to celebrate! I overheard the goblins plotting an attack. They found an ancient Dwarven automaton in the Excavated Workshop. Hurry and destroy it, before the goblins get it working again!"")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C4Q1_Task_InteractGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""2C4389FF4CDCE023DBB43EA9A2F5E322"", ""Recruit, good job on rescuing our officers. It\'s my understanding that Yapper is at the bottom of all this. As usual I have Kenik on one side of me demanding we execute Yapper, and Zaya on the other insisting the opposite, that we try to befriend Yapper. He may hold a lot of useful knowledge about the enemy, so I\'m siding with Zaya once more. \r\n\r\nSpeak to Yapper, and see if you can get him to cooperate with us."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C4Q1_Task_InteractYapper,"((RowName=""Yapper""))","Quest","","NSLOCTEXT(""DialogueTable"", ""53D63E464C3CC0C53822E08EF1D9E523"", ""What’s that? Adventurer wants to help Yapper in exchange for information? Very interesting… Yes! Yapper agrees! Here’s a list, get these things and Yapper will help. Will tell secrets... Netherim secrets…"")","","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C4Q1_Task_TurnInYapper,"((RowName=""Yapper""))","Quest","","NSLOCTEXT(""DialogueTable"", ""D65A6F944DD2C53D76C76A8CE33943E3"", ""Heh, heh! No more scary tree, no more Dogjockey, and hero has all Yapper\'s things. Good, good. Yapper will tell secrets now.\r\n\r\nNetherim spreading throughout world, making friends with monsters everywhere. Netherim planning attack against humans here in fort. Brall has tamed great forest beast, Strongtusk! Strongtusk slumbers in Guarded Path, past Hidden Falls. Hero\'s only chance is to go there, catch Strongtusk by surprise.\r\n\r\nNow, hand over Yapper\'s things! Wait, why general looking at Yapper like that?"")","NSLOCTEXT(""DialogueTable"", ""FDDBD4F84564D82FD1ED4885A33A1201"", ""Wait..."")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C4Q1_Task_TurnInGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A89AA2E44A84F68B9A5D7A9F311879A3"", ""Not so fast. Adhesive? Fertilizer? Flint and steel? These look an awful lot like bomb ingredients, hand them over recruit. Yapper\'s not escaping that easily.\r\n\r\nNow we have to deal with Strongtusk. Yapper already told you where to find him, so what are you waiting for, recruit? Report back once the threat is neutralized."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q1_Task_TurnInGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""AF5BC45B4737C2A07FA73AB2F3EBAC42"", ""Good work recruit, you\'ve neutralized the threat to Trevail Point, and bought us enough time to track down Brall. Our scouts found her lair, but the entrance is sealed by some kind of barrier. Zaya says she knows how to get through. Something about dimensions and magic, you\'ll need to talk to her for details."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
