---,ItemWardrobeRow,GameplayTag,NameOverride,DyeOverride,ItemClass,Notes
Newbie_Boots_DM_M,"(RowName=""Newbie_Boots"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName=""StarterDM"")","/Game/Items/Armour/duskmage/dm_m_t1c_boots/dm_m_t1c_boots_bp.dm_m_t1c_boots_bp_C",""
Newbie_Boots_RM_F,"(RowName=""Newbie_Boots"")","(TagName=""Character.Player.Railman.Female"")","","(RowName=""StarterRM"")","/Game/Items/Armour/railman/rm_f_t1c_boots/rm_f_t1c_boots_bp.rm_f_t1c_boots_bp_C",""
Newbie_Boots_RM_M,"(RowName=""Newbie_Boots"")","(TagName=""Character.Player.Railman.Male"")","","(RowName=""StarterRM"")","/Game/Items/Armour/railman/rm_m_t1c_boots/rm_m_t1c_boots_bp.rm_m_t1c_boots_bp_C",""
Newbie_Boots_SS_F,"(RowName=""Newbie_Boots"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName=""StarterSS"")","/Game/Items/Armour/sharpshooter/ss_f_t1a_boots/ss_f_t1a_boots_bp.ss_f_t1a_boots_bp_C",""
Newbie_Boots_SS_M,"(RowName=""Newbie_Boots"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName=""StarterSS"")","/Game/Items/Armour/sharpshooter/ss_m_t1a_boots/ss_m_t1a_boots_bp.ss_m_t1a_boots_bp_C",""
Newbie_Chest_DM_F,"(RowName=""Newbie_Chest"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName=""StarterDM"")","/Game/Items/Armour/duskmage/dm_f_t1c_chest/dm_f_t1c_chest_bp.dm_f_t1c_chest_bp_C",""
Newbie_Chest_DM_M,"(RowName=""Newbie_Chest"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName=""StarterDM"")","/Game/Items/Armour/duskmage/dm_m_t1c_chest/dm_m_t1c_chest_bp.dm_m_t1c_chest_bp_C",""
Newbie_Chest_FG,"(RowName=""Newbie_Chest"")","(TagName=""Character.Player.Forged"")","NSLOCTEXT(""ItemWardrobeEntryTable"", ""8BB6A59C43DB1317219275926F87028D"", ""Battered Chest"")","(RowName=""StarterFG"")","/Game/Items/Armour/forged/for_t1a_chest/for_t1a_chest_bp.for_t1a_chest_bp_C",""
Newbie_Chest_RM_F,"(RowName=""Newbie_Chest"")","(TagName=""Character.Player.Railman.Female"")","","(RowName=""StarterRM"")","/Game/Items/Armour/railman/rm_f_t1c_chest/rm_f_t1c_chest_bp.rm_f_t1c_chest_bp_C",""
Newbie_Chest_RM_M,"(RowName=""Newbie_Chest"")","(TagName=""Character.Player.Railman.Male"")","","(RowName=""StarterRM"")","/Game/Items/Armour/railman/rm_m_t1c_chest/rm_m_t1c_chest_bp.rm_m_t1c_chest_bp_C",""
Newbie_Chest_SS_F,"(RowName=""Newbie_Chest"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName=""StarterSS"")","/Game/Items/Armour/sharpshooter/ss_f_t1a_chest/ss_f_t1a_chest_bp.ss_f_t1a_chest_bp_C",""
Newbie_Chest_SS_M,"(RowName=""Newbie_Chest"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName=""StarterSS"")","/Game/Items/Armour/sharpshooter/ss_m_t1a_chest/ss_m_t1a_chest_bp.ss_m_t1a_chest_bp_C",""
Newbie_Gloves_FG,"(RowName=""Newbie_Gloves"")","(TagName=""Character.Player.Forged"")","","(RowName=""StarterFG"")","/Game/Items/Armour/forged/for_t1a_gloves/for_t1a_gloves_bp.for_t1a_gloves_bp_C",""
Newbie_Hatch_FG,"(RowName=""Newbie_Hatch"")","(TagName=""Character.Player.Forged"")","","(RowName=""StarterFG"")","/Game/Items/Armour/forged/for_t1a_hatch/for_t1a_hatch_bp.for_t1a_hatch_bp_C",""
Newbie_Locomotion_FG,"(RowName=""Newbie_Locomotion"")","(TagName=""Character.Player.Forged"")","","(RowName=""StarterFG"")","/Game/Items/Armour/forged/for_t1a_locomotion/for_t1a_locomotion_bp.for_t1a_locomotion_bp_C",""
Newbie_Pants_DM_F,"(RowName=""Newbie_Pants"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName=""StarterDM"")","/Game/Items/Armour/duskmage/dm_f_t1c_pants/dm_f_t1c_pants_bp.dm_f_t1c_pants_bp_C",""
Newbie_Pants_DM_M,"(RowName=""Newbie_Pants"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName=""StarterDM"")","/Game/Items/Armour/duskmage/dm_m_t1c_pants/dm_m_t1c_pants_bp.dm_m_t1c_pants_bp_C",""
Newbie_Pants_RM_F,"(RowName=""Newbie_Pants"")","(TagName=""Character.Player.Railman.Female"")","","(RowName=""StarterRM"")","/Game/Items/Armour/railman/rm_f_t1c_pants/rm_f_t1c_pants_bp.rm_f_t1c_pants_bp_C",""
Newbie_Pants_RM_M,"(RowName=""Newbie_Pants"")","(TagName=""Character.Player.Railman.Male"")","","(RowName=""StarterRM"")","/Game/Items/Armour/railman/rm_m_t1c_pants/rm_m_t1c_pants_bp.rm_m_t1c_pants_bp_C",""
Newbie_Pants_SS_F,"(RowName=""Newbie_Pants"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName=""StarterSS"")","/Game/Items/Armour/sharpshooter/ss_f_t1a_pants/ss_f_t1a_pants_bp.ss_f_t1a_pants_bp_C",""
Newbie_Pants_SS_M,"(RowName=""Newbie_Pants"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName=""StarterSS"")","/Game/Items/Armour/sharpshooter/ss_m_t1a_pants/ss_m_t1a_pants_bp.ss_m_t1a_pants_bp_C",""
Nude_1_Boots_DM_F,"(RowName=""Nude_1_Boots"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0a_boots/dm_f_t0a_boots_bp.dm_f_t0a_boots_bp_C",""
Nude_1_Boots_DM_M,"(RowName=""Nude_1_Boots"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0a_boots/dm_m_t0a_boots_bp.dm_m_t0a_boots_bp_C",""
Nude_1_Boots_RM_F,"(RowName=""Nude_1_Boots"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0a_boots/rm_f_t0a_boots_bp.rm_f_t0a_boots_bp_C",""
Nude_1_Boots_RM_M,"(RowName=""Nude_1_Boots"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0a_boots/rm_m_t0a_boots_bp.rm_m_t0a_boots_bp_C",""
Nude_1_Boots_SS_F,"(RowName=""Nude_1_Boots"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0a_boots/ss_f_t0a_boots_bp.ss_f_t0a_boots_bp_C",""
Nude_1_Boots_SS_M,"(RowName=""Nude_1_Boots"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0a_boots/ss_m_t0a_boots_bp.ss_m_t0a_boots_bp_C",""
Nude_1_Chest_DM_F,"(RowName=""Nude_1_Chest"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName=""Undies"")","/Game/Items/Armour/duskmage/dm_f_t0b_chest/dm_f_t0b_chest_bp.dm_f_t0b_chest_bp_C",""
Nude_1_Chest_DM_M,"(RowName=""Nude_1_Chest"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName=""Undies"")","/Game/Items/Armour/duskmage/dm_m_t0a_chest/dm_m_t0a_chest_bp.dm_m_t0a_chest_bp_C",""
Nude_1_Chest_FG,"(RowName=""Nude_1_Chest"")","(TagName=""Character.Player.Forged"")","","(RowName=""Undies"")","/Game/Items/Armour/forged/for_t0a_chest/for_t0a_chest_bp.for_t0a_chest_bp_C",""
Nude_1_Chest_RM_F,"(RowName=""Nude_1_Chest"")","(TagName=""Character.Player.Railman.Female"")","","(RowName=""Undies"")","/Game/Items/Armour/railman/rm_f_t0b_chest/rm_f_t0b_chest_bp.rm_f_t0b_chest_bp_C",""
Nude_1_Chest_RM_M,"(RowName=""Nude_1_Chest"")","(TagName=""Character.Player.Railman.Male"")","","(RowName=""Undies"")","/Game/Items/Armour/railman/rm_m_t0b_chest/rm_m_t0b_chest_bp.rm_m_t0b_chest_bp_C",""
Nude_1_Chest_SS_F,"(RowName=""Nude_1_Chest"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName=""Undies"")","/Game/Items/Armour/sharpshooter/ss_f_t0b_chest/ss_f_t0b_chest_bp.ss_f_t0b_chest_bp_C",""
Nude_1_Chest_SS_M,"(RowName=""Nude_1_Chest"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName=""Undies"")","/Game/Items/Armour/sharpshooter/ss_m_t0a_chest/ss_m_t0a_chest_bp.ss_m_t0a_chest_bp_C",""
Nude_1_Gloves_DM_F,"(RowName=""Nude_1_Gloves"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0a_gloves/dm_f_t0a_gloves_bp.dm_f_t0a_gloves_bp_C",""
Nude_1_Gloves_DM_M,"(RowName=""Nude_1_Gloves"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0a_gloves/dm_m_t0a_gloves_bp.dm_m_t0a_gloves_bp_C",""
Nude_1_Gloves_FG,"(RowName=""Nude_1_Gloves"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0a_gloves/for_t0a_gloves_bp.for_t0a_gloves_bp_C",""
Nude_1_Gloves_RM_F,"(RowName=""Nude_1_Gloves"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0a_gloves/rm_f_t0a_gloves_bp.rm_f_t0a_gloves_bp_C",""
Nude_1_Gloves_RM_M,"(RowName=""Nude_1_Gloves"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0a_gloves/rm_m_t0a_gloves_bp.rm_m_t0a_gloves_bp_C",""
Nude_1_Gloves_SS_F,"(RowName=""Nude_1_Gloves"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0a_gloves/ss_f_t0a_gloves_bp.ss_f_t0a_gloves_bp_C",""
Nude_1_Gloves_SS_M,"(RowName=""Nude_1_Gloves"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0a_gloves/ss_m_t0a_gloves_bp.ss_m_t0a_gloves_bp_C",""
Nude_1_Hatch_FG,"(RowName=""Nude_1_Hatch"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0a_hatch/for_t0a_hatch_bp.for_t0a_hatch_bp_C",""
Nude_1_Head_DM_F,"(RowName=""Nude_1_Head"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0a_head/dm_f_t0a_head_bp.dm_f_t0a_head_bp_C",""
Nude_1_Head_DM_M,"(RowName=""Nude_1_Head"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0a_head/dm_m_t0a_head_bp.dm_m_t0a_head_bp_C",""
Nude_1_Head_FG,"(RowName=""Nude_1_Head"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0a_head/for_t0a_head_bp.for_t0a_head_bp_C",""
Nude_1_Head_RM_F,"(RowName=""Nude_1_Head"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0a_head/rm_f_t0a_head_bp.rm_f_t0a_head_bp_C",""
Nude_1_Head_RM_M,"(RowName=""Nude_1_Head"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0a_head/rm_m_t0a_head_bp.rm_m_t0a_head_bp_C",""
Nude_1_Head_SS_F,"(RowName=""Nude_1_Head"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0a_head/ss_f_t0a_head_bp.ss_f_t0a_head_bp_C",""
Nude_1_Head_SS_M,"(RowName=""Nude_1_Head"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0a_head/ss_m_t0a_head_bp.ss_m_t0a_head_bp_C",""
Nude_1_Helm_DM_F,"(RowName=""Nude_1_Helm"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0b_helm/dm_f_t0b_helm_bp.dm_f_t0b_helm_bp_C",""
Nude_1_Helm_DM_M,"(RowName=""Nude_1_Helm"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0b_helm/dm_m_t0b_helm_bp.dm_m_t0b_helm_bp_C",""
Nude_1_Helm_RM_F,"(RowName=""Nude_1_Helm"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0a_helm/rm_f_t0a_helm_bp.rm_f_t0a_helm_bp_C",""
Nude_1_Helm_RM_M,"(RowName=""Nude_1_Helm"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0a_helm/rm_m_t0a_helm_bp.rm_m_t0a_helm_bp_C",""
Nude_1_Helm_SS_F,"(RowName=""Nude_1_Helm"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0a_helm/ss_f_t0a_helm_bp.ss_f_t0a_helm_bp_C",""
Nude_1_Helm_SS_M,"(RowName=""Nude_1_Helm"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0a_helm/ss_m_t0a_helm_bp.ss_m_t0a_helm_bp_C",""
Nude_1_Locomotion_FG,"(RowName=""Nude_1_Locomotion"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0a_locomotion/for_t0a_locomotion_bp.for_t0a_locomotion_bp_C",""
Nude_1_Pants_DM_F,"(RowName=""Nude_1_Pants"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName=""Undies"")","/Game/Items/Armour/duskmage/dm_f_t0b_pants/dm_f_t0b_pants_bp.dm_f_t0b_pants_bp_C",""
Nude_1_Pants_DM_M,"(RowName=""Nude_1_Pants"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName=""Undies"")","/Game/Items/Armour/duskmage/dm_m_t0b_pants/dm_m_t0b_pants_bp.dm_m_t0b_pants_bp_C",""
Nude_1_Pants_RM_F,"(RowName=""Nude_1_Pants"")","(TagName=""Character.Player.Railman.Female"")","","(RowName=""Undies"")","/Game/Items/Armour/railman/rm_f_t0b_pants/rm_f_t0b_pants_bp.rm_f_t0b_pants_bp_C",""
Nude_1_Pants_RM_M,"(RowName=""Nude_1_Pants"")","(TagName=""Character.Player.Railman.Male"")","","(RowName=""Undies"")","/Game/Items/Armour/railman/rm_m_t0b_pants/rm_m_t0b_pants_bp.rm_m_t0b_pants_bp_C",""
Nude_1_Pants_SS_F,"(RowName=""Nude_1_Pants"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName=""Undies"")","/Game/Items/Armour/sharpshooter/ss_f_t0b_pants/ss_f_t0b_pants_bp.ss_f_t0b_pants_bp_C",""
Nude_1_Pants_SS_M,"(RowName=""Nude_1_Pants"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName=""Undies"")","/Game/Items/Armour/sharpshooter/ss_m_t0b_pants/ss_m_t0b_pants_bp.ss_m_t0b_pants_bp_C",""
Nude_1_Shoulders_FG,"(RowName=""Nude_1_Shoulders"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0a_shoulders/for_t0a_shoulders_bp.for_t0a_shoulders_bp_C",""
Nude_2_Head_DM_F,"(RowName=""Nude_2_Head"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0b_head/dm_f_t0b_head_bp.dm_f_t0b_head_bp_C",""
Nude_2_Head_DM_M,"(RowName=""Nude_2_Head"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0b_head/dm_m_t0b_head_bp.dm_m_t0b_head_bp_C",""
Nude_2_Head_FG,"(RowName=""Nude_2_Head"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0b_head/for_t0b_head_bp.for_t0b_head_bp_C",""
Nude_2_Head_RM_F,"(RowName=""Nude_2_Head"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0b_head/rm_f_t0b_head_bp.rm_f_t0b_head_bp_C",""
Nude_2_Head_RM_M,"(RowName=""Nude_2_Head"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0b_head/rm_m_t0b_head_bp.rm_m_t0b_head_bp_C",""
Nude_2_Head_SS_F,"(RowName=""Nude_2_Head"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0c_head/ss_f_t0c_head_bp.ss_f_t0c_head_bp_C",""
Nude_2_Head_SS_M,"(RowName=""Nude_2_Head"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0c_head/ss_m_t0c_head_bp.ss_m_t0c_head_bp_C",""
Nude_2_Helm_DM_F,"(RowName=""Nude_2_Helm"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0c_helm/dm_f_t0c_helm_bp.dm_f_t0c_helm_bp_C",""
Nude_2_Helm_DM_M,"(RowName=""Nude_2_Helm"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0c_helm/dm_m_t0c_helm_bp.dm_m_t0c_helm_bp_C",""
Nude_2_Helm_RM_F,"(RowName=""Nude_2_Helm"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0b_helm/rm_f_t0b_helm_bp.rm_f_t0b_helm_bp_C",""
Nude_2_Helm_RM_M,"(RowName=""Nude_2_Helm"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0b_helm/rm_m_t0b_helm_bp.rm_m_t0b_helm_bp_C",""
Nude_2_Helm_SS_F,"(RowName=""Nude_2_Helm"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0b_helm/ss_f_t0b_helm_bp.ss_f_t0b_helm_bp_C",""
Nude_2_Helm_SS_M,"(RowName=""Nude_2_Helm"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0b_helm/ss_m_t0b_helm_bp.ss_m_t0b_helm_bp_C",""
Nude_3_Head_DM_F,"(RowName=""Nude_3_Head"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0c_head/dm_f_t0c_head_bp.dm_f_t0c_head_bp_C",""
Nude_3_Head_DM_M,"(RowName=""Nude_3_Head"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0c_head/dm_m_t0c_head_bp.dm_m_t0c_head_bp_C",""
Nude_3_Head_FG,"(RowName=""Nude_3_Head"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0c_head/for_t0c_head_bp.for_t0c_head_bp_C",""
Nude_3_Head_RM_F,"(RowName=""Nude_3_Head"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0c_head/rm_f_t0c_head_bp.rm_f_t0c_head_bp_C",""
Nude_3_Head_RM_M,"(RowName=""Nude_3_Head"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0c_head/rm_m_t0c_head_bp.rm_m_t0c_head_bp_C",""
Nude_3_Head_SS_F,"(RowName=""Nude_3_Head"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0d_head/ss_f_t0d_head_bp.ss_f_t0d_head_bp_C",""
Nude_3_Head_SS_M,"(RowName=""Nude_3_Head"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0d_head/ss_m_t0d_head_bp.ss_m_t0d_head_bp_C",""
Nude_3_Helm_DM_F,"(RowName=""Nude_3_Helm"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0d_helm/dm_f_t0d_helm_bp.dm_f_t0d_helm_bp_C",""
Nude_3_Helm_DM_M,"(RowName=""Nude_3_Helm"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0d_helm/dm_m_t0d_helm_bp.dm_m_t0d_helm_bp_C",""
Nude_3_Helm_RM_F,"(RowName=""Nude_3_Helm"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0c_helm/rm_f_t0c_helm_bp.rm_f_t0c_helm_bp_C",""
Nude_3_Helm_RM_M,"(RowName=""Nude_3_Helm"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0c_helm/rm_m_t0c_helm_bp.rm_m_t0c_helm_bp_C",""
Nude_3_Helm_SS_F,"(RowName=""Nude_3_Helm"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0c_helm/ss_f_t0c_helm_bp.ss_f_t0c_helm_bp_C",""
Nude_3_Helm_SS_M,"(RowName=""Nude_3_Helm"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0c_helm/ss_m_t0c_helm_bp.ss_m_t0c_helm_bp_C",""
Nude_4_Head_DM_F,"(RowName=""Nude_4_Head"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0d_head/dm_f_t0d_head_bp.dm_f_t0d_head_bp_C",""
Nude_4_Head_DM_M,"(RowName=""Nude_4_Head"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0d_head/dm_m_t0d_head_bp.dm_m_t0d_head_bp_C",""
Nude_4_Head_FG,"(RowName=""Nude_4_Head"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0d_head/for_t0d_head_bp.for_t0d_head_bp_C",""
Nude_4_Head_RM_F,"(RowName=""Nude_4_Head"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0d_head/rm_f_t0d_head_bp.rm_f_t0d_head_bp_C",""
Nude_4_Head_RM_M,"(RowName=""Nude_4_Head"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0d_head/rm_m_t0d_head_bp.rm_m_t0d_head_bp_C",""
Nude_4_Head_SS_F,"(RowName=""Nude_4_Head"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0b_head/ss_f_t0b_head_bp.ss_f_t0b_head_bp_C",""
Nude_4_Head_SS_M,"(RowName=""Nude_4_Head"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0b_head/ss_m_t0b_head_bp.ss_m_t0b_head_bp_C",""
Nude_4_Helm_DM_F,"(RowName=""Nude_4_Helm"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0e_helm/dm_f_t0e_helm_bp.dm_f_t0e_helm_bp_C",""
Nude_4_Helm_DM_M,"(RowName=""Nude_4_Helm"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0e_helm/dm_m_t0e_helm_bp.dm_m_t0e_helm_bp_C",""
Nude_4_Helm_RM_F,"(RowName=""Nude_4_Helm"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0d_helm/rm_f_t0d_helm_bp.rm_f_t0d_helm_bp_C",""
Nude_4_Helm_RM_M,"(RowName=""Nude_4_Helm"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0d_helm/rm_m_t0d_helm_bp.rm_m_t0d_helm_bp_C",""
Nude_4_Helm_SS_F,"(RowName=""Nude_4_Helm"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0d_helm/ss_f_t0d_helm_bp.ss_f_t0d_helm_bp_C",""
Nude_4_Helm_SS_M,"(RowName=""Nude_4_Helm"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0d_helm/ss_m_t0d_helm_bp.ss_m_t0d_helm_bp_C",""
Nude_5_Head_FG,"(RowName=""Nude_5_Head"")","(TagName=""Character.Player.Forged"")","","(RowName="""")","/Game/Items/Armour/forged/for_t0e_head/for_t0e_head_bp.for_t0e_head_bp_C",""
Nude_5_Helm_DM_F,"(RowName=""Nude_5_Helm"")","(TagName=""Character.Player.DuskMage.Female"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_f_t0f_helm/dm_f_t0f_helm_bp.dm_f_t0f_helm_bp_C",""
Nude_5_Helm_DM_M,"(RowName=""Nude_5_Helm"")","(TagName=""Character.Player.DuskMage.Male"")","","(RowName="""")","/Game/Items/Armour/duskmage/dm_m_t0f_helm/dm_m_t0f_helm_bp.dm_m_t0f_helm_bp_C",""
Nude_5_Helm_RM_F,"(RowName=""Nude_5_Helm"")","(TagName=""Character.Player.Railman.Female"")","","(RowName="""")","/Game/Items/Armour/railman/rm_f_t0e_helm/rm_f_t0e_helm_bp.rm_f_t0e_helm_bp_C",""
Nude_5_Helm_RM_M,"(RowName=""Nude_5_Helm"")","(TagName=""Character.Player.Railman.Male"")","","(RowName="""")","/Game/Items/Armour/railman/rm_m_t0e_helm/rm_m_t0e_helm_bp.rm_m_t0e_helm_bp_C",""
Nude_5_Helm_SS_F,"(RowName=""Nude_5_Helm"")","(TagName=""Character.Player.Sharpshooter.Female"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_f_t0e_helm/ss_f_t0e_helm_bp.ss_f_t0e_helm_bp_C",""
Nude_5_Helm_SS_M,"(RowName=""Nude_5_Helm"")","(TagName=""Character.Player.Sharpshooter.Male"")","","(RowName="""")","/Game/Items/Armour/sharpshooter/ss_m_t0e_helm/ss_m_t0e_helm_bp.ss_m_t0e_helm_bp_C",""
