---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixGameplayTags,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,TextOnDrop,Notes
Damage_Physical_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""BC1CF90147F27FE0F265F7BBBC357858"", ""Lethal {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.Global;Affix.DamageFocusStrong","Damage","None","None","None","None","None","Damage|Element.Physical","0.37-0.58","0.47-0.64","0.6-0.71","1.6-2.1","","","","","1.200000","",""
Damage_Physical_Primary_Focus_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""72408D65411F86FADF948CBB5F5E5AA1"", ""{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""E7589D0B40BA959E73378D84B94D360A"", ""Musty {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Physical","Damage","None","None","None","None","None","Damage|Element.Physical","0.18","","","","","","","","1.200000","","Starting Gear"
Damage_Physical_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag","Damage","None","None","None","None","None","Damage|Element.Physical","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","","","","1.200000","",""
Damage_Physical_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""657301714A1CFF543A38BCB6C0FE3816"", ""+{0} Physical Damage"")","NSLOCTEXT(""AffixTable"", ""DFEFEE2E4BA88E42B61BA89B9E32A3A1"", ""{0} of Pain"")","False","False","Weapon","Affix.Secondary;Affix.NonElemental;Affix.Damage.Global;Affix.Damage.Physical;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Physical","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","","","","1.200000","",""
Damage_Poison_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""9F7660384E528BB70ED7D2B94C8660F9"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""9EB372AE45497F940A76D0A343BC5E6E"", ""Venomous {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.1H;Item.Pet.Tag","Damage","None","None","None","None","None","Damage|Element.Poison","0.77-1.19","0.98-1.33","1.26-1.47","2.65-3.2","","","","","1.200000","",""
Damage_Poison_Primary_2H,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""128A04C54F0525CC74CCA8976372BC31"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""1E643B62446D0635A04AF495953B85B8"", ""Venomous {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Poison","1.1-1.7","1.4-1.9","1.8-2.1","3.65-4.0","","","","","1.200000","",""
Damage_Poison_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""DD625E5145FD6917F31DDBB6590B8CCD"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""777AAAFB444BBDE0E2590A8547055C62"", ""Venomous {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.Global","Damage","None","None","None","None","None","Damage|Element.Poison","0.31-0.48","0.39-0.53","0.5-0.59","0.95-1.5","","","","","1.200000","",""
Damage_Poison_Primary_Focus_Strong,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""14C7B55D496FFACFFD65C3ACB417C036"", ""{0} Poison Damage"")","NSLOCTEXT(""AffixTable"", ""665B4F4247D332D628A6E4AB98CF5781"", ""Venomous {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.Global;Affix.DamageFocusStrong","Damage","None","None","None","None","None","Damage|Element.Poison","0.37-0.58","0.47-0.64","0.6-0.71","1.6-2.1","","","","","1.200000","",""
Damage_Poison_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""8C1D7D9E49911CB69B269F821CB83955"", ""+{0} Poison Damage"")","","False","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.1H;Item.Weapon.Focus;Item.Pet.Tag;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest","Damage","None","None","None","None","None","Damage|Element.Poison","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","","","","1.200000","",""
Damage_Poison_Secondary_2H,"1.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""8C1D7D9E49911CB69B269F821CB83955"", ""+{0} Poison Damage"")","","False","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Poison;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Poison","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","","","","1.200000","",""
Damage_Water_Primary,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""0709AF07481A9B5BCDB695A4253FE3AA"", ""{0} Water Damage"")","NSLOCTEXT(""AffixTable"", ""E9F2014E42BA1FC5D96964A7AE729495"", ""Soaked {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Water;Item.Weapon.1H;Item.Pet.Tag","Damage","None","None","None","None","None","Damage|Element.Water","0.77-1.19","0.98-1.33","1.26-1.47","2.65-3.2","","","","","1.200000","",""
Damage_Water_Primary_2H,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""AD2B2F8443DF4B0893B1EFBB28555971"", ""{0} Water Damage"")","NSLOCTEXT(""AffixTable"", ""A215D239432841332FA1648A47084DEC"", ""Soaked {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Water;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Water","1.1-1.7","1.4-1.9","1.8-2.1","3.65-4.0","","","","","1.200000","",""
Damage_Water_Primary_Focus,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""49439F974061AB5D7AD5A4A8B2D8D98C"", ""{0} Water Damage"")","NSLOCTEXT(""AffixTable"", ""50DDF6F345EEB1DEAC0ED1B1A70BFBD1"", ""Soaked {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Water;Item.Weapon.Global","Damage","None","None","None","None","None","Damage|Element.Water","0.31-0.48","0.39-0.53","0.5-0.59","0.95-1.5","","","","","1.200000","",""
Damage_Water_Primary_Focus_Strong,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""49439F974061AB5D7AD5A4A8B2D8D98C"", ""{0} Water Damage"")","NSLOCTEXT(""AffixTable"", ""50DDF6F345EEB1DEAC0ED1B1A70BFBD1"", ""Soaked {0}"")","False","True","Weapon","Affix.Primary;Item.Weapon.Focus;Affix.Damage.Global;Affix.Damage.Water;Item.Weapon.Global;Affix.DamageFocusStrong","Damage","None","None","None","None","None","Damage|Element.Water","0.37-0.58","0.47-0.64","0.6-0.71","1.6-2.1","","","","","1.200000","",""
Damage_Water_Secondary,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""FA972EAE4F0FA15938134A94A806DB0E"", ""+{0} Water Damage"")","","False","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Water;Item.Weapon.1H;Item.Weapon.Focus;Item.Pet.Tag","Damage","None","None","None","None","None","Damage|Element.Water","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","","","","1.200000","",""
Damage_Water_Secondary_2H,"1.000000","100.000000","0","2","NSLOCTEXT(""AffixTable"", ""FA972EAE4F0FA15938134A94A806DB0E"", ""+{0} Water Damage"")","","False","False","Weapon","Affix.Secondary;Item.Weapon.Global;Affix.Damage.Global;Affix.Damage.Water;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","Damage|Element.Water","0.19-0.3","0.25-0.33","0.32-0.37","0.47-0.53","","","","","1.200000","",""
Damage_Undead_Primary_Focus,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""CC933AD24DA00E31FE1E53BDDD967CB4"", ""{0} Undead Damage"")","","False","True","Weapon","Affix.Primary;Affix.Damage.Undead;Item.Weapon.Focus","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Undead","0.31-0.48","0.39-0.53","0.5-0.59","1.14-1.8","","","","","1.200000","",""
Damage_vsGoblins_Secondary,"10.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""4FE4870D4C9264FCC12F4EABECACF15F"", ""+{0} Damage vs Goblins"")","NSLOCTEXT(""AffixTable"", ""783C82DD4280CD67C1779B8DD0E7EBFD"", ""{0} of Goblin Slaying"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Goblin;Affix.vsMonsterType.Goblins;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Goblin","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsGoblins_Secondary_2H,"10.000000","100.000000","100","2","NSLOCTEXT(""AffixTable"", ""4FE4870D4C9264FCC12F4EABECACF15F"", ""+{0} Damage vs Goblins"")","NSLOCTEXT(""AffixTable"", ""783C82DD4280CD67C1779B8DD0E7EBFD"", ""{0} of Goblin Slaying"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Goblin;Affix.vsMonsterType.Goblins;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Goblin","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsNetherim_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""B98690264F25F7B1CA7AA5B07CD8BFD5"", ""+{0} Damage vs Netherim"")","NSLOCTEXT(""AffixTable"", ""86A47D3F498FDCE7F5ECE699373F72E0"", ""{0} of Netherim Banishing"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Netherim;Affix.vsNetherim;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Netherim","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsNetherim_Secondary_2H,"10.000000","100.000000","50","2","NSLOCTEXT(""AffixTable"", ""B98690264F25F7B1CA7AA5B07CD8BFD5"", ""+{0} Damage vs Netherim"")","NSLOCTEXT(""AffixTable"", ""C47C747B4D3E81E58E25F7BCA976A3C7"", ""{0} of Netherim Banishing"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Netherim;Affix.vsNetherim;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Netherim","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsUndead_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""67C4B0704C95F761553B419E1DA7B5A3"", ""+{0} Damage vs Undead"")","NSLOCTEXT(""AffixTable"", ""72C682FE4DADA593D1B44B863C339F33"", ""Deadhunter {0}"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Undead;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Undead","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsUndead_Secondary_2H,"10.000000","100.000000","50","2","NSLOCTEXT(""AffixTable"", ""67C4B0704C95F761553B419E1DA7B5A3"", ""+{0} Damage vs Undead"")","NSLOCTEXT(""AffixTable"", ""72C682FE4DADA593D1B44B863C339F33"", ""Deadhunter {0}"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Undead;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Undead","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsSkeletons_Secondary,"1.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""4A3ECA4346BCF58F8BCFEB9EF5D624D4"", ""+{0} Damage vs Skeletons"")","","False","False","Weapon","Affix.Secondary;Affix.Damage.Undead;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Skeleton","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsVespid_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""230AAE214A29AE7CCC56ED8F7B445B67"", ""+{0} Damage vs Hyvid"")","NSLOCTEXT(""AffixTable"", ""3A2D70B2431E407B243A79887679D1A0"", ""{0} of Vespid Extermination"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Vespid;Affix.vsMonsterType.Vespid;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Vespid","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsVespid_Secondary_2H,"10.000000","100.000000","50","2","NSLOCTEXT(""AffixTable"", ""230AAE214A29AE7CCC56ED8F7B445B67"", ""+{0} Damage vs Hyvid"")","NSLOCTEXT(""AffixTable"", ""3A2D70B2431E407B243A79887679D1A0"", ""{0} of Vespid Extermination"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Vespid;Affix.vsMonsterType.Vespid;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Vespid","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsVoltura_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""E5657CE84DC538EE97196786DBD764BF"", ""+{0} Damage vs Voltura"")","NSLOCTEXT(""AffixTable"", ""95D432764D319683CF5C1493B99D445B"", ""{0} of Voltura Disassembling"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Voltura;Affix.vsMonsterType.Voltura;Item.Weapon.1H;Item.Weapon.Focus;Item.Armour.Pants;Item.Armour.Locomotion;Item.Armour.Chest;Item.Pet.Tag","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Voltura","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Damage_vsVoltura_Secondary_2H,"10.000000","100.000000","50","2","NSLOCTEXT(""AffixTable"", ""E5657CE84DC538EE97196786DBD764BF"", ""+{0} Damage vs Voltura"")","NSLOCTEXT(""AffixTable"", ""95D432764D319683CF5C1493B99D445B"", ""{0} of Voltura Disassembling"")","False","False","Weapon","Affix.Secondary;Affix.Damage.Voltura;Affix.vsMonsterType.Voltura;Item.Weapon.2H;Item.Weapon.Cannon","Damage","None","None","None","None","None","DamageVsTarget|Character.Monster.Voltura","0.46-0.71","0.59-0.8","0.76-0.88","0.92-1.05","","","","","1.200000","",""
Defense_Electric_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""0EE59BBA4F4281F0C8E810BDE1DAAC0C"", ""+{0} Electric Defense"")","NSLOCTEXT(""AffixTable"", ""14CE7A82439ADC70CB92EDA535586350"", ""Galvanized {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Electric","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","0.47-0.52","0.51-0.58","0.57-0.72","0.72-0.79","","","","","1.200000","",""
Defense_Electric_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""0EE59BBA4F4281F0C8E810BDE1DAAC0C"", ""+{0} Electric Defense"")","NSLOCTEXT(""AffixTable"", ""14CE7A82439ADC70CB92EDA535586350"", ""Galvanized {0}"")","False","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Electric;Affix.Defense.ShieldStrong","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","","","","1.200000","",""
Defense_Electric_Large_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D8E8D2AE4EB3142906D50BADD87B14A1"", ""+{0} Electric Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Electric","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","","0.1-0.3","0.2-0.5","0.5-0.72","","","","","1.200000","",""
Defense_Electric_Medium_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""7DF45B7045650CFDBCBDC88990580588"", ""+{0} Electric Defense"")","NSLOCTEXT(""AffixTable"", ""FF6657804BEE7CE3BDCCA29C7CC8BE7F"", ""Galvanized {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Electric;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","0.31-0.36","0.35-0.38","0.37-0.48","0.47-0.55","","","","","1.200000","",""
Defense_Electric_Medium_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C97BA1C445278FCE62B462BBECBD7293"", ""+{0} Electric Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Electric;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","","0.08-0.2","0.1-0.5","0.4-1","","","","","1.200000","",""
Defense_Electric_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""F7D51E104FE21BA05F7362A2371FE817"", ""+{0} Electric Defense"")","NSLOCTEXT(""AffixTable"", ""D705E4DA46F3990BE27D82BCBBC5FDA7"", ""Galvanized {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Electric","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","0.17-0.21","0.2-0.23","0.22-0.28","0.27-0.3","","","","","1.200000","",""
Defense_Electric_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""F24B130144654D9D86C62CB462D9D29E"", ""+{0} Electric Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Electric","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","","0.05-0.12","0.11-0.28","0.27-0.35","","","","","1.200000","",""
Defense_Fire_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""E311DDC747CB1742108A949E432DA520"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""92B81F404F6B2E81D75254905E674C8D"", ""Blazing {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Fire","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.47-0.52","0.51-0.58","0.57-0.72","0.72-0.79","","","","","1.200000","",""
Defense_Fire_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""E311DDC747CB1742108A949E432DA520"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""92B81F404F6B2E81D75254905E674C8D"", ""Blazing {0}"")","False","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Fire;Affix.Defense.ShieldStrong","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","","","","1.200000","",""
Defense_Fire_Large_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""149F70F24B8B563B912BFB9F29FCB817"", ""+{0} Fire Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Fire","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.1-0.3","0.2-0.5","0.5-0.72","","","","","1.200000","",""
Defense_Fire_Medium_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""6DABF842438D2F3F56248AA006EA884D"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""177F52E3448DBAE13BF3638241B75424"", ""Blazing {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Fire;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.31-0.36","0.35-0.38","0.37-0.48","0.47-0.55","","","","","1.200000","",""
Defense_Fire_Medium_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6DABF842438D2F3F56248AA006EA884D"", ""+{0} Fire Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Fire;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.08-0.2","0.1-0.5","0.4-1","","","","","1.200000","",""
Defense_Fire_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""3AEDA1BB4406F6001E63D0AC0537F266"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""6A64DB54489C8CAF6EBD8B8FB9C92622"", ""Blazing {0}"")","False","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Fire","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.17-0.21","0.2-0.23","0.22-0.28","0.27-0.3","","","","","1.200000","",""
Defense_Fire_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""3AEDA1BB4406F6001E63D0AC0537F266"", ""+{0} Fire Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Fire","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.05-0.12","0.11-0.28","0.27-0.35","","","","","1.200000","",""
Defense_Ice_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""62D768B2425B1667E6E7358E27A9D373"", ""+{0} Ice Defense"")","NSLOCTEXT(""AffixTable"", ""D228161846D903CF10044BB0BA567478"", ""Frosted {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Ice","Defense","None","None","None","None","None","DefenseVsElement|Element.Ice","0.47-0.52","0.51-0.58","0.57-0.72","0.72-0.79","","","","","1.200000","",""
Defense_Ice_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""62D768B2425B1667E6E7358E27A9D373"", ""+{0} Ice Defense"")","NSLOCTEXT(""AffixTable"", ""D228161846D903CF10044BB0BA567478"", ""Frosted {0}"")","False","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Ice;Affix.Defense.ShieldStrong","Defense","None","None","None","None","None","DefenseVsElement|Element.Ice","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","","","","1.200000","",""
Defense_Physical_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""60FEE4924359D77F0438DFBE6CB3DD22"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""FF2F4A704469EF373AC0EE8EBBBD3BA0"", ""Hardened {0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.47-0.52","0.51-0.58","0.57-0.72","0.72-0.79","","","","","1.200000","",""
Defense_Physical_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""60FEE4924359D77F0438DFBE6CB3DD22"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""FF2F4A704469EF373AC0EE8EBBBD3BA0"", ""Hardened {0}"")","False","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Physical;Affix.Defense.ShieldStrong","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","","","","1.200000","",""
Defense_Physical_Large_Primary_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""7C7FEE63473F84267A0120827EFA6659"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""7B855EA740446A7DF9DDCD808598AF3B"", ""{0}"")","False","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.18","","","","","","","","1.200000","","Starting Gear"
Defense_Physical_Large_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A54166684FCED00195EDF19FD1115C05"", ""+{0} Physical Defense"")","","False","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.04","0.08-0.24","0.23-0.6","0.5-1","","","","","1.200000","",""
Defense_Physical_Medium_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""35A057C146CC500D300D4DABCE8288FE"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""B6E8C5C04F7BC7B33615D08E793B1D3C"", ""Hardened {0}"")","False","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Physical;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.31-0.36","0.35-0.38","0.37-0.48","0.47-0.55","","","","","1.200000","",""
