---,DisplayName,CompletableTasks,OfferedQuests,ActivatingTasks,ActivatingCompletedTasks,DeactivatingTasks,DeactivatingCompletedTasks,bAlwaysActive,bMapMarkerIsArea,AreaSize,Notes
HyvidJuvenileGland,"NSLOCTEXT(""QuestObjectTable"", ""E6FCA65E420CB78EC9A2A688790609CA"", ""Juvenile Hyvid Gland"")","","","(""DQ_MuskyBusiness:Task_GetJuvGland"")","","","","False","False","0.000000",""
HyvidAdultGland,"NSLOCTEXT(""QuestObjectTable"", ""A2F09C494F1CB6BF934F42BEA804192F"", ""Adult Hyvid Gland"")","","","(""DQ_MuskyBusiness:Task_GetGland"")","","","","False","False","0.000000",""
HyvidMutatedGland,"NSLOCTEXT(""QuestObjectTable"", ""A89B1ED546B75CC07D2223BDBD19E9CA"", ""Mutated Hyvid Gland"")","","","(""DQ_MuskyBusiness:Task_GetMutatedGland"")","","","","False","False","0.000000",""
EarthEmberNode,"NSLOCTEXT(""QuestObjectTable"", ""EF0DFB5640F512CAF70E4DBF0E026C29"", ""Earth Ember Deposit"")","","","","(""GFQ_RareEarth:Task_GoToGF4_Cave2"")","","","False","False","0.000000","GFQ_RareEarth"
ImperialOutpostOccupiedThreshold,"NSLOCTEXT(""QuestObjectTable"", ""1ED282284BCE175205D377A2BE397C94"", ""Outpost"")","(""TUT_Intro:Task_TriggerIntroThreshold"")","","","","","","False","False","0.000000",""
FortPortalPad,"","","","","(""TUT_IntroFort:Task_KillBoss"")","(""TUT_IntroWaypoint:Task_ShowWidget"")","","False","False","0.000000","TravelPortal_Fort"
GeneralGraye_Intro,"NSLOCTEXT(""QuestObjectTable"", ""DC46F10A4617E0A9D68C0589E3710B62"", ""General Graye"")","(""TUT_Intro:Task_TalkToGeneralGraye"")","","","","","","False","False","0.000000",""
Kenik_Intro,"NSLOCTEXT(""QuestObjectTable"", ""128F65994BFD5E31ED9F41AF7B9C6E19"", ""Kenik"")","(""TUT_Intro:Task_TalkToKenik"")","","","","","","False","False","0.000000",""
AlphaSprite,"NSLOCTEXT(""QuestObjectTable"", ""5440D5F34F706E3D1C13FFA2688D2593"", ""Alyph, Junior Explorers Alpha Cadet"")","","","","","","","False","False","0.000000",""
Trigger_IntroPortal,"NSLOCTEXT(""QuestObjectTable"", ""327C9C2E47534D253EEFB0A9B91C5BFA"", ""Portal"")","","","","(""TUT_Intro:Task_TalkToGeneralGraye"")","","","False","False","0.000000",""
VespidSoldierChampSpawn,"","","","(""Quest_Infested_AreaSoldierChampions:Task_KillHyvidSoldierChampions"",""Quest_Infested_AreaFlierChamps:Task_KillHyvidFlierChamps"")","","","","False","False","0.000000",""
VespidSoldierToughChampSpawn,"","","","(""HFQ_Exterminate:Task_KillChampHyvid"")","","","","False","False","0.000000",""
Spawner_DwarvenRainbowBoss,"","","","(""Quest_Echonok_EM1_DwarvenRainbow:Task_SeeBoss"")","","","","False","False","0.000000",""
EM_GrandGate,"NSLOCTEXT(""QuestObjectTable"", ""DF37624C4C7C35A0E535068AEBA79F21"", ""Grand Gate"")","(""Quest_Echonok_EM1_EM1-2pass:Task_InteractGate"")","","(""Quest_Echonok_EM1_EM1-2pass:Task_InteractGate"")","","(""Quest_Echonok_EM2_Int1:Task_GotoEM2"")","","False","False","0.000000",""
EM_GrandGateOpened,"NSLOCTEXT(""QuestObjectTable"", ""032933DE4CC55698335C16B485E7293F"", ""Grand Gate"")","","","(""Quest_Echonok_EM2_Int1:Task_GotoEM2"")","","","","False","False","0.000000",""
EM_PowerConduit,"NSLOCTEXT(""QuestObjectTable"", ""911B1EB64CF89D57343A0B91B46FD1D5"", ""Power Conduit"")","","","(""Quest_Echonok_EM1_Interior2:Task_InteractConduits"")","","","","False","False","0.000000",""
EM_DwarvenCodex,"NSLOCTEXT(""QuestObjectTable"", ""91A22F92470B1413524CE28D1B90A24C"", ""Dwarven Codex"")","","","(""Quest_Echonok_EM1_Interior1:Task_FindCodex"")","","","","False","False","0.000000",""
EM_EmberGenerator,"NSLOCTEXT(""QuestObjectTable"", ""EE879CA84C0B3552959F9EB6D378E6B9"", ""Ember Generator"")","","","(""Quest_Echonok_EM1_Interior2:Task_InteractGenerator"")","","","","False","False","0.000000",""
EM_BustFlamebeard,"NSLOCTEXT(""QuestObjectTable"", ""79849465431FED486B31D6BFBA7D53B0"", ""Bust of Flamebeard"")","","","(""Quest_Echonok_EM1_DwarvenRainbow:Task_CollectRelicFlame"")","","","","False","False","0.000000",""
EM_ExposedPanel,"NSLOCTEXT(""QuestObjectTable"", ""A0CA555F43372FC03E475F95F2F88C84"", ""Exposed Panel"")","","","(""Quest_Echonok_EM1_DwarvenRainbow:Task_RelicSpark"")","","","","False","False","0.000000",""
Spawner_Rescavenge,"","","","(""Quest_Echonok_EM1_Rescavenge:Task_KillBoss"")","","","","False","False","0.000000","Spawn boss: (VolturaBomber_Story_Boss) Trinket-Taker."
ClenseTheCavePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""1823E7FB4CEC180EE6DE2A8D4F5911FF"", ""Portal"")","","","(""DQ_CleansetheCave:Task_KillBoss"")","","","","False","False","0.000000",""
RiderDiePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""CA9C7D074270BC5EEE37E9A8BA44E6F8"", ""Portal"")","","","(""DQ_RiderDie:Task_KillMonsters"",""DQ_RiderDie:Task_KillBoss"")","","","","False","False","0.000000",""
RoidRagePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""1C448EA94069852066854CB2EBAB5635"", ""Portal"")","","","(""DQ_RoidRage:Task_KillBoss"")","","","","False","False","0.000000",""
Chest_Boss,"NSLOCTEXT(""QuestObjectTable"", ""B471D0834DCAA0C5D0C07E8F34CB8339"", ""Cursed Chest"")","","","(""DQ_CursedCoin:Task_InteractChest"")","","","","False","False","0.000000","DQ_CursedCoin"
PhixBlacksmith,"NSLOCTEXT(""QuestObjectTable"", ""B9DD193E442D203B6117FEA4BB904164"", ""Phix the Blacksmith"")","(""DQ_BarrelOfAGun:Task_TurnIn"")","","","","","","False","False","0.000000",""
Gadfly,"NSLOCTEXT(""QuestObjectTable"", ""BB79320A41B08690C07B7094E8CBBF32"", ""Officer Gadfly"")","(""DQ_WhatABoar:Task_TalktoGadfly"",""DQ_BrambleWrangle:Task_TurnIn"")","","","","","","False","False","0.000000","npcgeneric16_bp"
BaitAltar,"NSLOCTEXT(""QuestObjectTable"", ""210439234BF88FA155BCD2832A8CE478"", ""Bait Altar"")","","","(""DQ_WhatABoar:Task_BaitAltar"")","","","","False","False","0.000000",""
Boat_Goblin,"NSLOCTEXT(""QuestObjectTable"", ""6BA336654EB9DCF4A7FB3CBAD5518C43"", ""Goblin Trading Boat"")","","","(""DQ_PiratedPackages:Task_InteractBoat"")","","","","False","False","0.000000",""
Graffiti,"NSLOCTEXT(""QuestObjectTable"", ""55D2FE364A7A5A00E81D34A09510A899"", ""Graffiti"")","","","(""DQ_WritingsOnTheWall:Task_InteractGraffiti"")","","","","False","False","0.000000",""
LarvaeTrap,"NSLOCTEXT(""QuestObjectTable"", ""EED5167741F50B3BE36A498741E9DBDD"", ""Larvae Trap"")","","","(""DQ_ItsATrap:Task_LarvaeTrap"")","","","","False","False","0.000000",""
FallenScout,"NSLOCTEXT(""QuestObjectTable"", ""AE12C3EE4A2936AA7CB6DFB5830661B5"", ""Fallen Scout"")","","","(""DQ_ItsATrap:Task_FallenScout"",""DQ_WritingsOnTheWall:Task_FallenScout"")","","","","False","False","0.000000",""
Footprints,"NSLOCTEXT(""QuestObjectTable"", ""ED0E29A040225EF73926928E524FB614"", ""Footprints"")","","","(""DQ_MonsterHunter:Task_Footprints"")","","","","False","False","0.000000",""
GoblinLivestock,"NSLOCTEXT(""QuestObjectTable"", ""DF5DE8A64C314C32BA229FBEDF39AB61"", ""Goblin Livestock"")","","","(""DQ_BruteSquad:Task_GoblinLivestock"")","","","","False","False","0.000000",""
Hobbs,"NSLOCTEXT(""QuestObjectTable"", ""540C2FE54DA2D2B5719D8C8341E78E01"", ""Officer Hobbs"")","","","","","","","False","False","0.000000","npcgeneric17_bp"
QuestSpawner_Champ_HyvidGuardians,"","","","(""HFQ_Exterminate:Task_KillChampHyvid"",""Quest_Infested_AreaGuardianChamps:Task_KillHyvidGuardianChampions"",""Quest_Infested_AreaGuardianChamps:Task_DoSpawnEvent"",""Quest_Infested_AreaGuardianChamps:Task_DoSpawnEvent2"",""Quest_Infested_AreaGuardianChamps:Task_DoSpawnEvent3"")","","","","False","False","0.000000","HFQ_Exterminate"
NetherimRift,"NSLOCTEXT(""QuestObjectTable"", ""2893C0524245023BEB69EFA994B0958B"", ""Netherim Rift"")","(""HFQ_NetherRealm:Task_DestroyRifts"")","","(""HFQ_NetherRealm:Task_DestroyRifts"")","","","","False","False","0.000000","HFQ_NetherRealm"
ImprisonedGuard,"NSLOCTEXT(""QuestObjectTable"", ""7D38EF1A42A36C7CC0E9C189274682FC"", ""Imprisoned Guard"")","","","","","","","False","False","0.000000","gob_prop_goblincage_02_bp"
ImprisonedGuardLocked,"NSLOCTEXT(""QuestObjectTable"", ""59F9AD964EAF9E7F361373B28A0CAB0E"", ""Imprisoned Guard"")","","","","","","","False","False","0.000000","gob_prop_goblincage_02_locked_bp"
BossPetCage_RedDragonlingReward,"NSLOCTEXT(""QuestObjectTable"", ""B1B2BC8949FCA374677F849CF41047AE"", ""Caged Red Dragonling"")","(""TUT_PetRescue:Task_RescuePet"")","","","(""TUT_PetRescue:Task_SeeBoss"")","","","False","False","0.000000",""
GoblinDecoy,"NSLOCTEXT(""QuestObjectTable"", ""046CD5AB4913B0DBB79D1087C48AFAE7"", ""Goblin Decoy"")","","","","","","","False","False","0.000000",""
Trigger_Boat_Shipment,"NSLOCTEXT(""QuestObjectTable"", ""A95C12624D141D70ECB27AA073CE2287"", ""Shipment"")","(""GFQ_FindShipment:Task_InteractShip"")","","","","","","False","False","0.000000","gob_triggersphere_quest_boatshipment_bp (GFQ_FindShipment)"
Spawner_GoblinBruteChampion,"","","","(""GFQ_EndOfTheLine:Task_KillChampGoblin"",""GFQ_BestFrenemies:Task_KillGoblinChamps"")","","","","False","False","0.000000",""
Spawner_GoblinChamps,"","","","(""GFQ_BestFrenemies:Task_KillGoblinChamps"",""GFQ_Battlefield:Task_KillGoblinElites"",""GFQ_Wreckoning:Task_KillGoblinChamps"",""GFQ_VillageWrecker:Task_KillGoblinChampions"")","","","","False","False","0.000000",""
Spawner_Netherim_Champs,"","","","(""GFQ_KillNetherim:Task_KillNetherimChamps"")","","","","False","False","0.000000",""
FameQuestGiver_GF1,"NSLOCTEXT(""QuestObjectTable"", ""49336ECB4540003BA15FD089DC8F6929"", ""Imperial Assignments Board"")","","(""Fame_LostandFound"",""Fame_SendingaMessage"",""Fame_SpilledSecret"")","","","","","True","False","0.000000",""
FameQuestGiver_GF2,"NSLOCTEXT(""QuestObjectTable"", ""0F3EEE214E79233F2165A39AB4EB30A9"", ""Imperial Assignments Board"")","","(""Fame_Uncaged"",""Fame_MineTip"",""Fame_MurkyOrigins"")","","","","","False","False","0.000000",""
FameQuestGiver_GF3,"NSLOCTEXT(""QuestObjectTable"", ""75D725BA4C69B34245E3958EC844408F"", ""Imperial Assignments Board"")","","(""Fame_BrambleWrangle"",""Fame_PuttoRest"",""Fame_PretendThatWereDead"")","","","","","False","False","0.000000",""
FameQuestGiver_GF4,"NSLOCTEXT(""QuestObjectTable"", ""9EE6D1C246FE6FC14EB3279E76515D3C"", ""Imperial Assignments Board"")","","(""Fame_LeaveNoStoneUnturned"",""Fame_PinInterest"",""Fame_CleansetheCave"")","","","","","False","False","0.000000",""
FameQuestGiver_GF5,"NSLOCTEXT(""QuestObjectTable"", ""ABF7473942BCA220B2D207885C54C28B"", ""Imperial Assignments Board"")","","(""Fame_DanceLikeYoureOnFire"",""Fame_ChewyStewy"",""Fame_RottenExtraction"")","","","","","False","False","0.000000",""
FameQuestGiver_GF6,"NSLOCTEXT(""QuestObjectTable"", ""C46E6C9840842FE116A76B9EB1471813"", ""Imperial Assignments Board"")","","(""Fame_Netherpurge"",""Fame_Jawsome"",""Fame_RiderDie"")","","","","","False","False","0.000000",""
FameQuestGiver_IF1,"NSLOCTEXT(""QuestObjectTable"", ""5C17EBF6443B2079B86F258AB0F73FAE"", ""Imperial Assignments Board"")","","(""Fame_ActiveDefense"",""Fame_EggcelentDestruction"",""Fame_MuskyBusiness"")","","","","","False","False","0.000000",""
FameQuestGiver_IF2,"NSLOCTEXT(""QuestObjectTable"", ""3FEBB82F4B3AF45C077278B5FDF312D3"", ""Imperial Assignments Board"")","","","","","","","False","False","0.000000",""
FameQuestGiver_IF3,"NSLOCTEXT(""QuestObjectTable"", ""D65DE89945E3B4BB15CA9684F67EE11B"", ""Imperial Assignments Board"")","","","","","","","False","False","0.000000",""
FameQuestGiver_IF4,"NSLOCTEXT(""QuestObjectTable"", ""884550F14C813F5DE14DBBB0FA4F0B52"", ""Imperial Assignments Board"")","","","","","","","False","False","0.000000",""
FameQuestGiver_IF5,"NSLOCTEXT(""QuestObjectTable"", ""BE418C5F4E9824C3EC9B9CB110301A26"", ""Imperial Assignments Board"")","","","","","","","False","False","0.000000",""
FameQuestGiver_IF6,"NSLOCTEXT(""QuestObjectTable"", ""F2D3B50E49DBBAF18078F6A0374AA3A5"", ""Imperial Assignments Board"")","","","","","","","False","False","0.000000",""
FameQuestGiver_IO,"NSLOCTEXT(""QuestObjectTable"", ""35388F7B45710411E05B6584FA868AD1"", ""Imperial Assignments Board"")","","(""Fame_LostandFound"",""Fame_SendingaMessage"",""Fame_SpilledSecret"",""Fame_ActiveDefense"",""Fame_EggcelentDestruction"",""Fame_MuskyBusiness"")","","","","","False","False","0.000000",""
TrappedAlpaca,"NSLOCTEXT(""QuestObjectTable"", ""111B00F84D407D1C514F16803B4EC975"", ""Trapped Alpaca"")","(""Fame_Uncaged:Task_InteractTrappedAlpacas"")","","(""Fame_Uncaged:Task_InteractTrappedAlpacas"")","","","","True","False","0.000000",""
Trigger_NeuromaticDevice,"","(""HFQ_Netherneurosis:Task_InteractDevice"")","","(""HFQ_Netherneurosis:Task_InteractDevice"")","","","","False","False","0.000000",""
