---,QuestRewardText,QuestRewardIconGameplayTag,RequiredPlayerGameplayTags,QuestObjectFilter,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
Gold_1000,"NSLOCTEXT(""ItemSpawnTable"", ""A6565A074A95DEF19369C9929E676BFB"", ""1,000 Gold"")","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Gold:1000","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_Lucky,"","(TagName=""Item.Currency.Gold"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddAffix","Lucky","1","GotoItemSpawnRow","Gold_Lucky_Roll","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gold_Lucky_Roll,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Gold_1","25","GotoItemSpawnRow","Gold_2","10","GotoItemSpawnRow","Gold_3","3","GotoItemSpawnRow","Gold_4","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
FamePoints,"NSLOCTEXT(""ItemSpawnTable"", ""D86092234301DDC50F3852A58FD64187"", ""Random Amount of Fame"")","(TagName=""Item.Fame"")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","ItemAddCurrency","Fame:5-10","1","ItemAddCurrency","Fame:6-12","1","ItemAddCurrency","Fame:7-14","1","ItemAddCurrency","Fame:8-16","1","ItemAddCurrency","Fame:10-20","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None,None)",""
FamePoints_1,"NSLOCTEXT(""ItemSpawnTable"", ""1E16F00C484E11EFDA83049957C11A73"", ""1 Fame"")","(TagName=""Item.Fame"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Fame:1","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
FamePoints_3,"NSLOCTEXT(""ItemSpawnTable"", ""0B5E66724D302C57CD39CF8106A76DC6"", ""3 Fame"")","(TagName=""Item.Fame"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Fame:3","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
FamePoints_5,"NSLOCTEXT(""ItemSpawnTable"", ""D5DDE94A4F540048483988AB12DE7991"", ""5 Fame"")","(TagName=""Item.Fame"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Fame:5","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
FamePoints_10,"NSLOCTEXT(""ItemSpawnTable"", ""55DE6C3243AE9B31F72B659DC3E63B0B"", ""10 Fame"")","(TagName=""Item.Fame"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddCurrency","Fame:10","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
PotionDropper,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","MonsterCurrency","1","RemoveStemGameplayTagAll","Currency.Monster","1","GotoItemSpawnRow","Potion","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Potion,"NSLOCTEXT(""ItemSpawnTable"", ""0377F20D42796A7CEF12BF994AD58770"", ""Potion"")","(TagName=""Item.Potion"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","AddAreaTagsToAll","0","1","AddItemByFilter","Item.Potion","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Potion_Health,"NSLOCTEXT(""ItemSpawnTable"", ""9D4EF8C54FF2E1B955DB15A06D09073F"", ""Health Potion"")","(TagName=""Item.Potion.Health"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","AddItemByName","Potion_Health","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Potion_Antidote,"NSLOCTEXT(""ItemSpawnTable"", ""33FDEEBD42CCE7F98E8569A18B4F31D0"", ""Antidote Potion"")","(TagName=""Item.Potion.Poison"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","AddItemByName","Potion_Poison","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Potion_Antidote_5,"NSLOCTEXT(""ItemSpawnTable"", ""0E9F0B9649CB9732F20F13A9CCA3E6FB"", ""5 Antidote Potions"")","(TagName=""Item.Potion.Poison"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","AddItemByName","Potion_Poison","5","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Potion_Lucky,"NSLOCTEXT(""ItemSpawnTable"", ""9D4EF8C54FF2E1B955DB15A06D09073F"", ""Health Potion"")","(TagName=""Item.Potion"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddAffix","Lucky","1","GotoItemSpawnRow","Potion","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Potion_Champs,"NSLOCTEXT(""ItemSpawnTable"", ""9D4EF8C54FF2E1B955DB15A06D09073F"", ""Health Potion"")","(TagName=""Item.Potion"")","(GameplayTags=)","(RowName="""")","Pick","2","3","False","False","GotoItemSpawnRow","Potion","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gear_Lucky,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","ItemAddAffix","Lucky","1","GotoItemSpawnRow","Gear_Lucky_Roll","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gear_Lucky_Roll,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Normal","0","GotoItemSpawnRow","Magic","0","GotoItemSpawnRow","Rare","0","GotoItemSpawnRow","Rare","0","GotoItemSpawnRow","Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Normal;Magic;Rare;RareLucky-Luck.RareSpawn;Legendary","(None,None,None,None,None)",""
LevelAdjust_Normal,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","80","0","False","False","LevelDelta","1","10","LevelDelta","2","7","LevelDelta","3","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
LevelAdjust_Magic,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","80","0","False","False","LevelDelta","1","10","LevelDelta","2","10","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
LevelAdjust_Rare,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","80","0","False","False","LevelDelta","1","20","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Phased_Pick,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","7","False","False","ItemRemoveAffix","LifeBound","1","ItemAddAffix","LifeBound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Phased_NoPick;Phased_Pick-Affix.Lifebound","",""
Phased_Pick_Normal,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","7","False","False","ItemRemoveAffix","LifeBound","1","GotoItemSpawnRow","Phased_Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Phased_NoPick;Phased_Pick-Affix.Lifebound","",""
Tags_Area,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","AddAreaTagsToAll","0","1","RemoveGameplayTagAll","Region.Global","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Tags_Global,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","RemoveAreaTagsFromAll","0","1","GameplayTagAll","Region.Global","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Gear,"NSLOCTEXT(""ItemSpawnTable"", ""BA61F3EB4B2CB6F1303981A0D50CECCD"", ""Random Item"")","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Normal","0","GotoItemSpawnRow","Magic","0","GotoItemSpawnRow","Rare","0","GotoItemSpawnRow","Rare","0","GotoItemSpawnRow","Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Normal;Magic;Rare;RareLucky-Luck.RareSpawn;Legendary","(None,None,None,None,None)",""
Gear_MagicMin,"NSLOCTEXT(""ItemSpawnTable"", ""F1A00BB74693070B2DC7728EE6C1D82D"", ""Random Item (Magic or Better)"")","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Magic","0","GotoItemSpawnRow","Rare","0","GotoItemSpawnRow","Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Magic_Min;Rare;Legendary","(None,None,None)",""
Gear_MagicMin_Phase,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Magic_Phase","0","GotoItemSpawnRow","Rare_Phase","0","GotoItemSpawnRow","Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Magic_Min;Rare;Legendary","",""
Gear_RareMin,"NSLOCTEXT(""ItemSpawnTable"", ""C516085C47338357AE93E2991CE1CA8A"", ""Random Item (Rare or Better)"")","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Rare","0","GotoItemSpawnRow","Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Rare_Min;Legendary","(None,None)",""
Gear_RareMin_Phase,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Rare_Phase","0","GotoItemSpawnRow","Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Rare_Min;Legendary","",""
Normal,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","LevelAdjust_Normal","1","GotoItemSpawnRow","Phased_Pick_Normal","1","GotoItemSpawnRow","Gear_Normal_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Magic,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","LevelAdjust_Magic","1","GotoItemSpawnRow","Phased_Pick","1","GotoItemSpawnRow","Gear_Magic_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Magic_Phase,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","LevelAdjust_Magic","1","GotoItemSpawnRow","Phased","1","GotoItemSpawnRow","Gear_Magic_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Rare,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","LevelAdjust_Rare","1","GotoItemSpawnRow","Phased_Pick","1","GotoItemSpawnRow","Gear_Rare_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Rare_Phase,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","LevelAdjust_Rare","1","GotoItemSpawnRow","Phased","1","GotoItemSpawnRow","Gear_Rare_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary,"","(TagName="""")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Gear_Legendary_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Gear_Normal_PickType,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Armour_Normal","43","GotoItemSpawnRow","Weapon_Normal","43","AddItemByFilter","Item.Pet.Collar;ItemQuality.Normal","7","AddItemByFilter","Item.Pet.Tag;ItemQuality.Normal","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gear_Magic_PickType,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Armour_Magic","43","GotoItemSpawnRow","Weapon_Magic","43","AddItemByFilter","Item.Pet.Collar;ItemQuality.Magic","7","AddItemByFilter","Item.Pet.Tag;ItemQuality.Magic","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Gear_Rare_PickType,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Rare","43","GotoItemSpawnRow","Weapon_Rare","43","AddItemByFilter","Item.Pet.Collar;ItemQuality.Rare","7","AddItemByFilter","Item.Pet.Tag;ItemQuality.Rare","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Gear_Legendary_PickType,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Legendary","43","GotoItemSpawnRow","Weapon_Legendary","43","AddItemByFilter","Item.Pet.Collar;ItemQuality.Legendary","7","AddItemByFilter","Item.Pet.Tag;ItemQuality.Legendary","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Normal_QuestRewardText"", ""Common Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","AddItemByFilter","Item.Armour.Chest;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Normal","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Normal","1","None","","1","None","","0","None","","0","None","(None,None)",""
Armour_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Magic_QuestRewardText"", ""Magic Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","AddItemByFilter","Item.Armour.Chest;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Magic","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Rare_QuestRewardText"", ""Rare Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Rare_Global","1","GotoItemSpawnRow","Armour_Rare_Area","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Rare_Global,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Rare_Global_QuestRewardText"", ""Rare Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","GotoItemSpawnRow","Armour_Rare_PickSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Rare_Area,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Rare_Area_QuestRewardText"", ""Rare Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","GotoItemSpawnRow","Armour_Rare_PickSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Rare_PickSlot,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Rare_PickSlot_QuestRewardText"", ""Rare Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","Pick","0","0","True","True","AddItemByFilter","Item.Armour.Chest;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Rare","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Legendary_QuestRewardText"", ""Legendary Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Legendary_Global","1","GotoItemSpawnRow","Armour_Legendary_Area","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Legendary_Global,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Legendary_Global_QuestRewardText"", ""Legendary Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","GotoItemSpawnRow","Armour_Legendary_PickSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Legendary_Area,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Legendary_Area_QuestRewardText"", ""Legendary Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","GotoItemSpawnRow","Armour_Legendary_PickSlot","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Legendary_PickSlot,"NSLOCTEXT(""ItemSpawnTable"", ""Armour_Legendary_PickSlot_QuestRewardText"", ""Legendary Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","Pick","0","0","True","True","AddItemByFilter","Item.Armour.Chest;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.Pants;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.Gloves;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.Helm;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.Shoulders;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.Boots;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.Hatch;ItemQuality.Legendary","1","AddItemByFilter","Item.Armour.Locomotion;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_MagicMin,"NSLOCTEXT(""ItemSpawnTable"", ""9629815E423D17DDE6487784D4861269"", ""Magic or Better Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GameplayTagAll","Item.Armour","1","GotoItemSpawnRow","Armour_MagicMin_PickQuality","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_RareMin,"NSLOCTEXT(""ItemSpawnTable"", ""039704A944F0FEBD6F65C7A94310E73E"", ""Rare or Better Armor"")","(TagName=""Item.Armour"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GameplayTagAll","Item.Armour","1","GotoItemSpawnRow","Armour_RareMin_PickQuality","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_MagicMin_PickQuality,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Armour_Magic","0","GotoItemSpawnRow","Armour_Rare","0","GotoItemSpawnRow","Armour_Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Magic_Min;Rare;Legendary","(None,None,None)",""
Armour_RareMin_PickQuality,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Armour_Rare","0","GotoItemSpawnRow","Armour_Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Rare_Min;Legendary","(None,None)",""
Weapon_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""Weapon_Normal_QuestRewardText"", ""Common Weapon"")","(TagName=""Item.Weapon"")","(GameplayTags=)","(RowName="""")","Pick","0","0","True","True","AddItemByFilter","Item.Weapon.Cannon;ItemQuality.Normal","2","AddItemByFilter","Item.Weapon.Digitus;ItemQuality.Normal","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Normal","1","AddItemByFilter","Item.Weapon.GreatWeapon;ItemQuality.Normal","1","AddItemByFilter","Item.Weapon.Hammer;ItemQuality.Normal","2","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Normal","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Normal","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Normal","1","AddItemByFilter","Item.Weapon.Pistol;ItemQuality.Normal","2","AddItemByFilter","Item.Weapon.Bow;ItemQuality.Normal","2","AddItemByFilter","Item.Weapon.Rifle;ItemQuality.Normal","2","None","(None,None,None,None,None,None,None,None)",""
Weapon_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""F1A520AF48B7FBC3C89509A927E6AF31"", ""Magic Weapon"")","(TagName=""Item.Weapon"")","(GameplayTags=)","(RowName="""")","Pick","0","0","True","True","AddItemByFilter","Item.Weapon.Cannon;ItemQuality.Magic","2","AddItemByFilter","Item.Weapon.Digitus;ItemQuality.Magic","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Magic","1","AddItemByFilter","Item.Weapon.GreatWeapon;ItemQuality.Magic","1","AddItemByFilter","Item.Weapon.Hammer;ItemQuality.Magic","2","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Magic","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Magic","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Magic","1","AddItemByFilter","Item.Weapon.Pistol;ItemQuality.Magic","2","AddItemByFilter","Item.Weapon.Bow;ItemQuality.Magic","2","AddItemByFilter","Item.Weapon.Rifle;ItemQuality.Magic","2","None","(None,None,None,None,None,None,None,None)",""
Weapon_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""037E3B6E4F80152FD36CA38092E2C930"", ""Rare Weapon"")","(TagName=""Item.Weapon"")","(GameplayTags=)","(RowName="""")","Pick","0","0","True","True","AddItemByFilter","Item.Weapon.Cannon;ItemQuality.Rare","2","AddItemByFilter","Item.Weapon.Digitus;ItemQuality.Rare","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Rare","1","AddItemByFilter","Item.Weapon.GreatWeapon;ItemQuality.Rare","1","AddItemByFilter","Item.Weapon.Hammer;ItemQuality.Rare","2","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Rare","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Rare","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Rare","1","AddItemByFilter","Item.Weapon.Pistol;ItemQuality.Rare","2","AddItemByFilter","Item.Weapon.Bow;ItemQuality.Rare","2","AddItemByFilter","Item.Weapon.Rifle;ItemQuality.Rare","2","None","(None,None,None,None,None,None,None,None)",""
Weapon_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""A187860A4F0771A04AC5359C1D820997"", ""Legendary Weapon"")","(TagName=""Item.Weapon"")","(GameplayTags=)","(RowName="""")","Pick","0","0","True","False","AddItemByFilter","Item.Weapon.Cannon;ItemQuality.Legendary","2","AddItemByFilter","Item.Weapon.Digitus;ItemQuality.Legendary","1","AddItemByFilter","Item.Weapon.Focus;ItemQuality.Legendary","1","AddItemByFilter","Item.Weapon.GreatWeapon;ItemQuality.Legendary","1","AddItemByFilter","Item.Weapon.Hammer;ItemQuality.Legendary","2","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Legendary","1","AddItemByFilter","Item.Weapon.Staff;ItemQuality.Legendary","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","(None,None,None,None,None,None,None,None)",""
Weapon_MagicMin,"NSLOCTEXT(""ItemSpawnTable"", ""24D276974B1245E1F12DA5B35F053F48"", ""Magic or Better Weapon"")","(TagName=""Item.Weapon"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GameplayTagAll","Item.Weapon","1","GotoItemSpawnRow","Weapon_MagicMin_PickQuality","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Weapon_RareMin,"NSLOCTEXT(""ItemSpawnTable"", ""241648C045333689B8765FBC0DEF2062"", ""Rare or Better Weapon"")","(TagName=""Item.Weapon"")","(GameplayTags=)","(RowName="""")","All","0","0","False","False","GameplayTagAll","Item.Weapon","1","GotoItemSpawnRow","Weapon_RareMin_PickQuality","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Weapon_MagicMin_PickQuality,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Weapon_Magic","0","GotoItemSpawnRow","Weapon_Rare","0","GotoItemSpawnRow","Weapon_Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Magic_Min;Rare;Legendary","(None,None,None)",""
Weapon_RareMin_PickQuality,"","(TagName="""")","(GameplayTags=)","(RowName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Weapon_Rare","0","GotoItemSpawnRow","Weapon_Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Rare_Min;Legendary","(None,None)",""
