---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
RM_Pound,"/Game/Skills/Blueprints/Railman/Skill_Pound.Skill_Pound_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName="""")","0","Default","BonusStunChanceforSkill|RM_Pound=.02;RandomBonusPctBySkillName|RM_Pound=.0168","(NSLOCTEXT(""SkillsTable"", ""C462988C4FD34BBC246A78AA521305E2"", ""Pound Stun Chance""),NSLOCTEXT(""SkillsTable"", ""CBB88273497CBBA7416700AEED6066D6"", ""Damage Reduction in melee combat""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
RM_RearCar_MortarTurret,"/Game/Skills/Blueprints/Railman/Skill_MortarRearCart.Skill_MortarRearCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","1","Default","DurationPctBySkillName|RM_RearCar_MortarTurret=.0425;CooldownPctBySkillTag|Skill.Railman.Turret=-.0252","(NSLOCTEXT(""SkillsTable"", ""7F932FF64A593324A23651AFA1DCD718"", ""Activated burning duration""),NSLOCTEXT(""SkillsTable"", ""7C3D76D04E64B4FF5FAC14B62A018C4A"", ""Active Train skill cooldown""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","1","1","(RowName=""TrySkill_RM_RearCar_MortarTurret"")","30.000000","Default","Skill00",""
RM_BlastingCharge,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_BlastingCharge.Skill_Railmaster_BlastingCharge_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","Default","DamagePctBySkillTag|Skill.Railman.Melee=0.042;MiscBonusBySkillName|RM_BlastingCharge=0.085","(NSLOCTEXT(""SkillsTable"", ""02EAF8A24C348E9DB2A253BE9C895614"", ""Damage Vulnerability""),NSLOCTEXT(""SkillsTable"", ""AFEEFA96432DCE03A25C0EB46FBB217A"", ""Lineage Skill Damage""))","(NSLOCTEXT(""SkillsTable"", ""RM_BlastingCharge_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""1AAA8BF54727ABF963389AB076BB95BD"", ""Lineage Skills""))","PerLevelByOnes","PerLevelByOnes","None","None","False","False","1","0","(RowName=""TrySkill_RM_BlastingCharge"")","30.000000","Default","Skill00",""
RM_HammerSpin,"/Game/Skills/Blueprints/Railman/Skill_HammerSpin.Skill_HammerSpin_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","Default","DurationPctBySkillName|RM_HammerSpin=.17;DamagePctBySkillTag|Skill.Weapon.Railhammer=0.084","(NSLOCTEXT(""SkillsTable"", ""C991D0E245CA5FAC83DA79944F653500"", ""Hammer Spin Speed Boost Duration""),NSLOCTEXT(""SkillsTable"", ""DFFA0001415FA6BC24D2CA88DC361822"", ""Railhammer Damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","1","2","(RowName=""TrySkill_RM_HammerSpin"")","30.000000","Default","Skill00",""
RM_ThirdRail,"/Game/Skills/Blueprints/Railman/Skill_ShockingRounds.Skill_ShockingRounds_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","5","Default","DamagePctBySkillName|RM_ThirdRail=0.068","(NSLOCTEXT(""SkillsTable"", ""748A397440B50AF8A0BC2ABE12081721"", ""Shocking Rounds Damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","2","2","(RowName="""")","30.000000","Default","Skill00",""
RM_SpikeThrow,"/Game/Skills/Blueprints/Railman/Skill_SpikeThrow.Skill_SpikeThrow_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","5","Default","DamagePctBySkillName|RM_SpikeThrow=.085;RailmanEndurance.Regen.Multiplier=.042","(NSLOCTEXT(""SkillsTable"", ""4885CA954365A79AA3775DBD9FBF3EC2"", ""Flying Picks Damage""),NSLOCTEXT(""[D646AC2346C1C22DFD7020A90B63A064]"", ""D13586B7411B4E500B412AA5631B3033"", ""Endurance Recharge Rate Bonus""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","2","1","(RowName=""TrySkill_RM_SpikeThrow"")","30.000000","Default","Skill00",""
RM_MiddleCar_Shield,"/Game/Skills/Blueprints/Railman/Skill_ShieldMIddleCart.Skill_ShieldMiddleCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","5","Default","RandomBonusPctBySkillName|RM_MiddleCar_Shield=.085;MiscBonusBySkillName|RM_MiddleCar_Shield=.0168","(NSLOCTEXT(""SkillsTable"", ""AD3AF54D42736769E76A8F96DD5D0348"", ""Passive Damage Reduction""),NSLOCTEXT(""SkillsTable"", ""B177886A4522C2B0C5FD01BA4369B69E"", ""Damage when near your Train""))","(NSLOCTEXT(""SkillsTable"", ""RM_MiddleCar_Shield_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""F3E03ED04EDE9BFFB9055185D2092F5D"", ""Conductor Skills""))","PerLevelByOnes","PerLevelByOnes","None","None","False","False","2","0","(RowName=""TrySkill_RM_MiddleCar_Shield"")","30.000000","Default","Skill00",""
RM_LanternFlash,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_LanternFlash.Skill_Railmaster_LanternFlash_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","Default","RandomBonusPctBySkillName|RM_LanternFlash=.085;DamagePctByStatusEffectTag|StatusEffect.Blinded=.0588;DamagePctByStatusEffectTag|StatusEffect.Slow=.0588;DamagePctByStatusEffectTag|StatusEffect.Stunned=.0588","(NSLOCTEXT(""SkillsTable"", ""B72A60F04E9E2678BD0B84ADF776679D"", ""Lantern Flash Blind Duration""),NSLOCTEXT(""SkillsTable"", ""72B4E28E4A026D2E932695B7B64BEF86"", ""Damage vs Stunned, Blinded, or Slowed targets""))","","PerLevelByOnes","PerLevelByOnes","PerLevelByOnes","PerLevelByOnes","False","False","3","0","(RowName="""")","30.000000","Default","Skill00",""
RM_GhostTrain,"/Game/Skills/Blueprints/Railman/Skill_GhostTrain.Skill_GhostTrain_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee""),(TagName=""Skill.Railman.GhostTrain"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","Default","DamagePctBySkillName|RM_GhostTrain=0.068;MiscBonusBySkillName|RM_GhostTrain=0.042;ProcChance|AncestralPride=1","(NSLOCTEXT(""SkillsTable"", ""F02BD02048E4A3B21C9DE592B82AC2F1"", ""Ghost Train Damage""),NSLOCTEXT(""SkillsTable"", ""0F42BBE243F39E7A697C84A8190DD6B2"", ""Health regenration for 5s after using a Lineage Skill""))","(NSLOCTEXT(""SkillsTable"", ""RM_GhostTrain_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""FBA7220043EC96239C56239A3F4627A9"", ""Lineage Skills""))","PerLevelByOnes","PerLevelByOnes","None","None","False","False","3","2","(RowName=""TrySkill_RM_GhostTrain"")","30.000000","Default","Skill00",""
RM_MiddleCar_Shotgonne,"/Game/Skills/Blueprints/Railman/Skill_ShotgonneMiddleCart.Skill_ShotgonneMiddleCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","10","Default","DamagePctBySkillTag|Skill.Railman.Turret.Passive.Shotgonne=.0765;DamagePctBySkillTag|Skill.Railman.Turret.Active=.0168","(NSLOCTEXT(""SkillsTable"", ""8BA333FA4D49F2F3967B838D3594589F"", ""Train Shotgonne car passive damage""),NSLOCTEXT(""SkillsTable"", ""986F9B9F475A5BFEB0326F8B734F4C83"", ""Active skill damage to all train cars""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","3","1","(RowName=""TrySkill_RM_MiddleCar_Shotgonne"")","30.000000","Default","Skill00",""
RM_OverloadTurret,"/Game/Skills/Blueprints/Railman/Skill_OverloadTurret.Skill_OverloadTurret_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","15","Default","CooldownPctBySkillName|RM_OverloadTurret=-.03;DamagePctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=.05","(NSLOCTEXT(""SkillsTable"", ""7B75A51040079BC17AC5E8818C259287"", ""Overload Cooldown""),NSLOCTEXT(""SkillsTable"", ""BCEB50224E7013C691DAFAABBFAA28AF"", ""Train lead car passive damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","True","True","4","2","(RowName="""")","30.000000","Default","Skill00",""
RM_SpikeDrive,"/Game/Skills/Blueprints/Railman/Skill_SpikeDrive.Skill_SpikeDrive_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName=""RM_Melee"")","15","Default","DamagePctBySkillName|RM_SpikeDrive=.042;ProcChance|EnduranceOnMelee=0.015","(NSLOCTEXT(""SkillsTable"", ""FAD2997F4614ED5A00BF53AA575082DF"", ""Increased Damage to Spike Drive""),NSLOCTEXT(""SkillsTable"", ""6DC88BAF47C0FCEF368ADD91AD6FCC78"", ""Chance to Return an Endurance on Melee Attack""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","4","1","(RowName="""")","30.000000","Default","Skill00",""
RM_RearCar_Flamethrower,"/Game/Skills/Blueprints/Railman/Skill_FlamethrowerRearCart.Skill_FlamethrowerRearCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","15","Default","DurationPctBySkillName|RM_RearCar_Flamethrower=.1275;CooldownPctBySkillTag|Skill.Railman.Turret.Passive=-.042","(NSLOCTEXT(""SkillsTable"", ""2F0B2AF04B7229D67C2ADFA26AC3BCA0"", ""Flamethrower passive burning duration""),NSLOCTEXT(""SkillsTable"", ""8CC1EF2B4C20A39EE4F18CA05DF7B1D7"", ""Default Train Car Skill Cooldowns""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","4","0","(RowName=""TrySkill_RM_RearCar_Flamethrower"")","30.000000","Default","Skill00",""
SS_Pipi,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Pipi.Skill_Sharpshooter_Pipi_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","15","Default","RandomBonusPctBySkillName|SS_Pipi=.01;ProcChance|PrecisionAmmo=.01","(NSLOCTEXT(""SkillsTable"", ""37BFB83A4E967D7EB12122906A35E7B4"", ""More Ammo Returned on Kill for Curse of Pi\'Pi""),NSLOCTEXT(""SkillsTable"", ""BD9CD7864FCB7D428C5752B9743B18DB"", ""Chance to Return Ammo on Kill for Precision Skills""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","4","2","(RowName="""")","30.000000","Default","Skill00",""
SS_ScatterShot,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Scattershot.Skill_Sharpshooter_Scattershot_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","1","Default","DamagePctBySkillName|SS_Scattershot=.042;DamagePctBySkillTag|Skill.BasicAttack.Ranged=.05","(NSLOCTEXT(""SkillsTable"", ""0D0C335945FC62565DC898AE1614043F"", ""Damage for Scattershot""),NSLOCTEXT(""SkillsTable"", ""7167F34D4E39D08AD00060B383D5C3B7"", ""Damage for Ranged Basic Attacks""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
SS_Rizzi,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Rizzi.Skill_Sharpshooter_Rizzi_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","5","Default","CooldownPctBySkillName|SS_Rizzi=-.02;RandomBonusPctBySkillName|SS_Rizzi=.0425","(NSLOCTEXT(""SkillsTable"", ""45354677488C0D779164EAAE3ECF4D77"", ""Cooldown for Rizzi\'s Fate""),NSLOCTEXT(""SkillsTable"", ""824B4A184F03BC052162E6B4E9CFBF77"", ""Damage to Blinded, Slowed, or Stunned enemies""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","2","0","(RowName="""")","30.000000","Default","Skill00",""
SS_Reload,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Reload.Skill_Sharpshooter_Reload_C","Character.Player.Sharpshooter","None","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged"")))","(GameplayTags=)","(RowName=""SS_Precision"")","10","Default","CooldownPctBySkillName|SS_Reload=-.0205;DamagePctBySkillTag|Skill.Sharpshooter.Ranged=.025","(NSLOCTEXT(""SkillsTable"", ""A6517C6B49926EF0517D6DA1F8417DBF"", ""Cooldown for Reload""),NSLOCTEXT(""SkillsTable"", ""91638D9746DBF76708392D92995D3375"", ""Damage for Precision Skills""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","3","0","(RowName="""")","30.000000","Default","Skill00",""
SS_Onslaught,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Onslaught.Skill_Sharpshooter_Onslaught_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","15","Default","DurationPctBySkillName|SS_Onslaught=.0417;DamagePctBySkillTag|Skill.EmberWeapon.Active=0.0168","(NSLOCTEXT(""SkillsTable"", ""559882284B00D213DC1435830F60E93D"", ""Duration for Onslaught""),NSLOCTEXT(""SkillsTable"", ""2193132D45715A1278196286EB7A9AC0"", ""Relic Active Skill Damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","True","4","1","(RowName="""")","30.000000","Default","Skill00",""
SS_Goose,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Goose.Skill_Sharpshooter_Goose_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","5","Default","MiscBonusBySkillName|SS_Goose=0.05;CooldownPctBySkillTag|Skill.Sharpshooter.Adventurer=-.0168","(NSLOCTEXT(""SkillsTable"", ""522F5DA441788329A1442E858187741B"", ""Damage Vulnerability""),NSLOCTEXT(""SkillsTable"", ""A3B61731455EB13EB6C48781ED62B1C4"", ""Cooldown Reduction for Adventurer Skills""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","2","2","(RowName="""")","30.000000","Default","Skill00",""
SS_Goblin,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Goblin.Skill_Sharpshooter_Goblin_C","Character.Player.Sharpshooter","None","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","10","Default","MinionLifespanBonus|Character.Minion.Goblin=1;DamagePctBySkillTag|Skill.Pet=0.0588","(NSLOCTEXT(""SkillsTable"", ""8DD475C64AF2CE5025467589D891E681"", ""Increased Lifespan for Goblins""),NSLOCTEXT(""SkillsTable"", ""1F78A540494614BA1C95F1BFFECF14D7"", ""Increased Pet Damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","3","1","(RowName="""")","30.000000","Default","Skill00",""
SS_Scout,"/Game/Skills/Blueprints/Sharpshooter/Skill_Scout.Skill_Scout_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","(RowName="""")","0","Default","DamagePctBySkillName|SS_Scout=.025;CriticalHitChanceForType|Skill.Sharpshooter.Ranged=.01","(NSLOCTEXT(""SkillsTable"", ""5AC4E5504FF2AABE8348219D9736E0D7"", ""Damage to Scout\'s Bones""),NSLOCTEXT(""SkillsTable"", ""BB71CF5D4B81D1D7F6F748A0A95BE80C"", ""Critical Hit Chance for Precision Skills""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
SS_Heartseeker,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Heartseeker.Skill_Sharpshooter_Heartseeker_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","5","Default","RandomBonusPctBySkillName|SS_Heartseeker=.05;ProcChance|PrecisionHeal=.005","(NSLOCTEXT(""SkillsTable"", ""DEA9FB3B48AB618AC30C5BB67610F449"", ""Damage to Heartseeker\'s Bleed""),NSLOCTEXT(""SkillsTable"", ""FC0630D9416ACF1A60EDF3A100BCEEE0"", ""Chance for Precision Skills to Heal You for 5% of Your Total Health On Hit""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","2","1","(RowName="""")","30.000000","Default","Skill00",""
SS_ExplosiveArrow,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_ExplosiveArrow.Skill_Sharpshooter_ExplosiveArrow_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","1","Default","DamagePctBySkillName|SS_ExplosiveArrow=.05;ProcChance|PrecisionStun=.005","(NSLOCTEXT(""SkillsTable"", ""0622700C443CDDF65C80B6B5A9605EED"", ""Damage for Explosive Arrow""),NSLOCTEXT(""SkillsTable"", ""48323059485CF0A1C4F756A0E7DD29C8"", ""Chance for Precision Skills to Stun for 1s""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","1","2","(RowName="""")","30.000000","Default","Skill00",""
SS_Shasta,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Shasta.Skill_Sharpshooter_Shasta_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","15","Default","","(NSLOCTEXT(""SkillsTable"", ""09DB82A64BFDCD0C7B0730A7975C046A"", ""Increased Taunt Duration""),NSLOCTEXT(""SkillsTable"", ""666AF9824A287C6CA9F45D82998ABE1D"", ""Increased Damage to Taunted Enemies""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","True","4","0","(RowName="""")","30.000000","None","Skill00",""
SS_SmokeBomb,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_SmokeBomb.Skill_Sharpshooter_SmokeBomb_C","Character.Player.Sharpshooter","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","1","Default","RandomBonusPctBySkillName|SS_SmokeBomb=.025;ProcChance|PotionIntangible=.0215","(NSLOCTEXT(""SkillsTable"", ""A4A3199F48F1BDFF6C3697A0EB42345C"", ""Increase to Critical Hit Chance After Using Ghost Visage""),NSLOCTEXT(""SkillsTable"", ""556E1A614234D2EF1B962585EA66AC74"", ""Chance to Become Intangible After Using a Potion for 3s""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
SS_TargetedStrikes,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_TargetedStrikes.Skill_Sharpshooter_TargetedStrikes_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","10","Default","DamagePctBySkillName|SS_TargetedStrikes=.056;Ammo.Regen.Multiplier=.042","(NSLOCTEXT(""SkillsTable"", ""2E080DC447612D3B940CABBF9A4B6584"", ""Damage for Targeted Strikes""),NSLOCTEXT(""[D646AC2346C1C22DFD7020A90B63A064]"", ""02B8157041B17DF27BA7C5B87FECC05E"", ""Ammo Recharge Rate Bonus""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","3","2","(RowName=""TrySkill_Skill_Sharpshooter_TargetedStrikes"")","30.000000","Default","Skill00",""
SS_TriShot,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_TriShot.Skill_Sharpshooter_TriShot_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName="""")","0","Default","DamagePctBySkillName|SS_TriShot=.05;CooldownPctBySkillTag|Skill.Emberweapon=-.0168","(NSLOCTEXT(""SkillsTable"", ""DB5DFF81455CD1C3054CDABAA4D97EAF"", ""Damage to Tight Grouping""),NSLOCTEXT(""SkillsTable"", ""83AD3DEE48729A579F115187389ADAD2"", ""Cooldown to Relic Active Skills""))","","PerLevelByOnes","PerLevelByOnes","None","None","False","False","0","1","(RowName="""")","30.000000","Default","Skill00",""
Skill_BasicAttack,"/Game/Skills/Blueprints/Weapons/Skill_BasicAttack.Skill_BasicAttack_C","Character.Player","Instant","None","1","1","0","False","(GameplayTags=((TagName=""Skill.Global""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Skill00",""
Skill_Potion,"/Game/Skills/Blueprints/Skill_Potion.Skill_Potion_C","Character.Player","Default","None","1","1","0","False","(GameplayTags=((TagName=""Skill.Potion"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Potion",""
Skill_PoisonCurePotion,"/Game/Skills/Blueprints/Skill_PoisonCurePotion.Skill_PoisonCurePotion_C","Character.Player","Default","None","1","1","0","True","(GameplayTags=((TagName=""Skill.Potion"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Potion",""
Skill_SendPetToTown,"/Game/Skills/Blueprints/Skill_SendPetToTown.Skill_SendPetToTown_C","Character.Player","Instant","None","1","1","0","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","None",""
Skill_PainandGain_SpeedOnBlock,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_Passive_PainandGain_IncreasedAttackSpeed.Skill_Passive_PainandGain_IncreasedAttackSpeed_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_PainandGain_ShieldBash,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_PainandGain_ShieldBash.Skill_PainandGain_ShieldBash_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_PainandGain_VictoryPerformance,"/Game/Skills/Blueprints/EmberWeapons/ChampionsAmulet/Skill_PainandGain_VictoryPerformance.Skill_PainandGain_VictoryPerformance_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Glacier,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_Glacier.Skill_Glacier_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon.Active""),(TagName=""Skill.EmberWeapon.ColdHeart"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_IceAge,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_IceAge.Skill_IceAge_C","Character.Player","Instant","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","False","False","1","0","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
Skill_Icicles,"/Game/Skills/Blueprints/EmberWeapons/Coldheart/Skill_Icicles.Skill_Icicles_C","Character.Player","None","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","5","Default","","","","None","None","None","None","False","False","0","1","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_CursedStaff_ColdSickness,"/Game/Skills/Blueprints/EmberWeapons/Skill_ColdSickness.Skill_ColdSickness_C","Character.Player","Default","None","1","0","0","True","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","10","Default","","","","None","None","None","None","False","False","0","2","(RowName="""")","30.000000","Default","Skill00","Relic Weapon"
