---,MonsterClass,MonsterGroup,DisplayName,LevelRangeString,ChampionLevelRangeString,HitpointPercent,DamagePercent,PickWeight,ItemSpawn,ChampionScaleMultiplier,ChampionHitpoints,ChampionDamage,ChampionSpeedBonusPercent,ChampionExperience,ChampionNameSpawnRow,RecentDamageDecayRate,GetHitThreshold,GetHitCooldown,GetHitChance,Drama,AudioDrama,AudioCategory,TraitString1,TraitString2,TraitString3,ExperiencePercent,DamageElement,MonsterGameplayTags,ItemSpawnGameplayTags,ChampionItemSpawnGameplayTags,ScaleMultiplier,PackSizeSmall,PackSizeMedium,PackSizeLarge,PackSizeExtraLarge,Defense,DefensePhysical,DefenseWater,DefenseFire,DefenseCold,DefensePoison,DefenseElectric,Skill00Cooldown,Skill00DamageFactor,Skill01Cooldown,Skill01DamageFactor,Skill02Cooldown,Skill02DamageFactor,Skill03Cooldown,Skill03DamageFactor,Skill04Cooldown,Skill04DamageFactor,Skill05Cooldown,Skill05DamageFactor,MonsterDescription,Bank,Notes
Gargoyle,"/Game/Monsters/mimicgarg/mimicgarg_b.mimicgarg_b_C","Gargoyle","NSLOCTEXT(""MonstersTable"", ""67BA1C674F0C0674D3B04C8B9F1082AF"", ""Mimic Gargoyle"")","9-100","7-100","5.000000","1.250000","0","Tough","1.150000","17.000000","1.360000","0.000000","6.000000","None","0.020000","0.300000","1.500000","1.000000","5.000000","0.000000","Brute","KnockbackResistance=1.0","","","2.700000","Element.Physical","Character.Monster.Day;Character.Monster.Night;Character.Monster.Rare;Character.Monster.Championable;Character.Monster.Championable.Solo;Character.Monster.NonBiological;Character.Monster.Tough;Character.Monster.HighHealth;Character.Monster.Gargoyle;Region.GoblinIsle.InfestedForest.Forest","None","None","1.000000","1","1","1","1","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","5.000000","1.500000","2.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""52DE84C3479997FD3CFB2FA17AAF5B4E"", ""Mimic: Knockback Immune"")","(AssetGuid=4AAC6DECA2104B30810CA0E14882F6D7)",""
Goblin_Apprentice,"/Game/Monsters/prototypes/goblin_apprentice/goblin_apprentice_b.goblin_apprentice_b_C","Goblin_Apprentice","NSLOCTEXT(""MonstersTable"", ""0E17C5774C5EA357C11CB18A7941F67F"", ""Goblin Apprentice Chanter"")","7-100","7-100","0.600000","0.275000","1000","Standard","1.350000","17.000000","1.360000","1.000000","6.000000","GoblinName","0.020000","0.200000","0.400000","1.000000","1.000000","2.000000","Popcorn","","","","0.580000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Day;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby;Character.Monster.Goblin.ForestNewbie","None","None","1.000000","1","2","3","3","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","3.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""9421E06F4658C4BE9FD313878194EAEF"", ""Enhances damage and prevents cowardice."")","(AssetGuid=00000000000000000000000000000000)",""
Goblin_Bomber,"/Game/Monsters/gobgeneric/gobgeneric_bomber_b.gobgeneric_bomber_b_C","Goblin_Bomber","NSLOCTEXT(""MonstersTable"", ""1A602ADB4FCC5F7ACC6D2EAE7BC8FC3A"", ""Goblin Bomber"")","18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","1.500000","1.250000","1000","Standard","1.500000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","1.000000","1.500000","2.000000","Medium","Energy.Max=4;Energy.RegenMax=4;","","","1.830000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Championable;Character.Monster.Championable.Solo;Character.Monster.Resurrectable;Character.Monster.Goblin.Bomber","None","None","1.000000","1","2","3","5","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.750000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""13BA11F643719B7ADF01F8A8131A2C13"", ""Bomber"")","(AssetGuid=00000000000000000000000000000000)",""
Goblin_Bomber_Cave,"/Game/Monsters/gobgeneric/gobgeneric_bomber_cave_b1.gobgeneric_bomber_cave_b1_C","Goblin_Bomber","NSLOCTEXT(""MonstersTable"", ""C44BF37B4E54A6B5925700A90BE19629"", ""Goblin Bomber"")","18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","1.500000","1.250000","1000","Standard","1.500000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","1.000000","1.500000","2.000000","Medium","Energy.Max=4;Energy.RegenMax=4;","","","1.830000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Championable;Character.Monster.Championable.Solo;Character.Monster.Resurrectable;Character.Monster.Goblin.Bomber","None","None","1.000000","1","2","3","5","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.750000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""1FF564004BEE21C1DFA322A394CBD55B"", ""Bomber"")","(AssetGuid=00000000000000000000000000000000)",""
Goblin_Bomber_Boss,"/Game/Monsters/gobgeneric/gobgeneric_bomber_boss_b.gobgeneric_bomber_boss_b_C","Goblin_Bomber_Boss","NSLOCTEXT(""MonstersTable"", ""FD198C064068C527C7119DBCFDC07D37"", ""Goblin Grenadier"")","1","0","0.400000","0.175000","0","Standard","1.500000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.500000","1.500000","2.000000","Brute","","","","0.480000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Common;Character.Monster.Goblin;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Stabby;Character.Monster.IntroGoblin","None","None","1.000000","1","2","3","5","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","0.250000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""197C92DA4EA3A28154FBE48522EF7074"", ""Bomber"")","(AssetGuid=00000000000000000000000000000000)",""
Goblin_Brute,"/Game/Monsters/gobbrute/goblin_brute_b.goblin_brute_b_C","Goblin_Brute","NSLOCTEXT(""MonstersTable"", ""58FFD4464E4F779C7F68679C116EDABC"", ""Goblin Brute"")","18-100","18-100","3.000000","1.250000","1000","Tough","1.250000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.100000","1.000000","0.500000","4.000000","5.000000","Brute","","","","2.200000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Championable;Character.Monster.Championable.Solo;Character.Monster.Resurrectable;Character.Monster.Goblin.Brute;Character.Monster.Tough;Character.Monster.HighHealth","None","None","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","0.500000","0.000000","2.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""B0E935D94CC57776C675909163381F39"", ""Brute"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Brute_Boss,"/Game/Monsters/gobbrute/goblin_brute_boss_bp.goblin_brute_boss_bp_C","Goblin_Brute_Boss","NSLOCTEXT(""MonstersTable"", ""0AC79572409A993831BE37AD5F4EC44C"", ""Goblin Brute"")","21-100","21-100","3.000000","1.250000","0","Tough","1.250000","17.000000","1.360000","0.000000","6.000000","None","0.020000","0.250000","1.000000","0.500000","4.000000","8.000000","Brute","","","","2.200000","Element.Fire","None","None","None","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","0.500000","0.000000","2.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""B351A31846BA337A6EAEEAA9484CBD8F"", ""Brute"")","(AssetGuid=00000000000000000000000000000000)",""
Goblin_Brute2,"/Game/Monsters/gobbrute/goblin_brute_cave_b.goblin_brute_cave_b_C","Goblin_Brute","NSLOCTEXT(""MonstersTable"", ""B7D3F07F4CED0DE537E24E91C449A16F"", ""Goblin Brute"")","21-100","21-100","3.000000","1.250000","1000","Tough","1.250000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.100000","1.000000","0.500000","4.000000","5.000000","Brute","","","","2.200000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Championable;Character.Monster.Championable.Solo;Character.Monster.Resurrectable;Character.Monster.Goblin.Brute;Character.Monster.Tough;Character.Monster.HighHealth","None","None","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.500000","1.000000","4.500000","1.000000","0.000000","0.500000","0.000000","2.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""AB6F5D184A3600E3F895B0A61211FD3C"", ""Brute"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter,"/Game/Monsters/gobchanter/gobchanter_b.gobchanter_b_C","Goblin_Chanter","NSLOCTEXT(""MonstersTable"", ""A841859D43D0CD3FB978588ED8C20242"", ""Goblin Chanter"")","3-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","3-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","1.750000","1.600000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.500000","4.000000","5.000000","Brute","","","","1.880000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin.Chanter;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Championable;Character.Monster.Championable.Solo","None","None","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""CBBACD644069E07BECFF439C9F833193"", ""Chanter"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter_Tough,"/Game/Monsters/gobchanter/gobchanter_tough_b.gobchanter_tough_b_C","Goblin_Chanter_Tough","NSLOCTEXT(""MonstersTable"", ""EE14D08E4F600A38A4995AA2A52580B2"", ""Goblin Firedancer"")","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","1.750000","1.750000","1000","Tough","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.500000","5.000000","6.000000","Brute","","","","2.110000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin.Chanter;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Championable;Character.Monster.Championable.Solo","None","None","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","5.000000","2.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""E96999714A6182D511C793B23D973C64"", ""Chanter"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter2,"/Game/Monsters/gobchanter/gobchanter_cave_b.gobchanter_cave_b_C","Goblin_Chanter","NSLOCTEXT(""MonstersTable"", ""4817B10448427AC5D6AA5F9EA7B90D84"", ""Goblin Chanter"")","5-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","5-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","1.750000","1.600000","1000","Standard","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.500000","4.000000","5.000000","Brute","","","","1.880000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin.Chanter;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Championable;Character.Monster.Championable.Solo","None","None","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""D255C3E3450A0EC0A36AED98EB8F439C"", ""Chanter"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chanter2_Tough,"/Game/Monsters/gobchanter/gobchanter_tough_cave_bp.gobchanter_tough_cave_bp_C","Goblin_Chanter_Tough","NSLOCTEXT(""MonstersTable"", ""7AA94F184A14626A7995229ADA1414B0"", ""Goblin Firedancer"")","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","1.750000","1.600000","1000","Tough","1.350000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.500000","5.000000","6.000000","Brute","","","","2.110000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin.Chanter;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Championable;Character.Monster.Championable.Solo","None","None","1.000000","1","1","2","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","5.000000","2.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""05330252455E53127C5724898A2E5BF3"", ""Chanter"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Chucky,"/Game/Monsters/gobgeneric/gobgeneric_chucky_b.gobgeneric_chucky_b_C","Goblin_Chucky","NSLOCTEXT(""MonstersTable"", ""D85D3CA64CA8954763C1429F5CCFAE47"", ""Goblin Hurler"")","1-100","4-100","0.300000","0.750000","0","Standard","1.350000","17.000000","1.360000","-0.500000","6.000000","GoblinName","0.020000","0.250000","1.000000","0.500000","3.000000","3.000000","Popcorn","","","","1.030000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Forest;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Resurrectable","None","None","1.000000","1","2","4","6","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","5.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""B4491B3742C9AB20AF9315A96D45FAB8"", ""Hurler"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Engineer,"/Game/Monsters/gobbrute/goblin_engineer_b.goblin_engineer_b_C","Goblin_Engineer","NSLOCTEXT(""MonstersTable"", ""E593C2334B89DCA277D1278F0CE4BB57"", ""Goblin Engineer"")","13-100","13-100","4.000000","2.000000","0","Tough","1.250000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.200000","2.000000","1.000000","4.000000","5.000000","Brute","","","","3.200000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Championable;Character.Monster.Resurrectable;Character.Monster.Goblin.Brute;Character.Monster.Championable.Solo;Character.Monster.HighHealth;Character.Monster.Goblin.Engineer","None","None","1.000000","1","1","3","6","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","4.000000","0.200000","0.000000","0.200000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""09E287C24DD4E3BBF90740895DCB4869"", ""Engineer"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Engineer2,"/Game/Monsters/gobbrute/goblin_engineer_cave_b.goblin_engineer_cave_b_C","Goblin_Engineer","NSLOCTEXT(""MonstersTable"", ""5E7E54D94514BC626573B9AF33360060"", ""Goblin Engineer"")","13-100","13-100","4.000000","2.000000","1000","Tough","1.250000","17.000000","1.360000","0.000000","6.000000","GoblinName","0.020000","0.200000","2.000000","1.000000","4.000000","5.000000","Brute","","","","3.200000","Element.Fire","Character.Monster.Day;Character.Monster.Rare;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Championable;Character.Monster.Resurrectable;Character.Monster.Goblin.Brute;Character.Monster.Championable.Solo;Character.Monster.HighHealth;Character.Monster.Goblin.Engineer","None","None","1.000000","1","1","3","6","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","4.000000","0.200000","0.000000","0.200000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""924FC69546E7DA33EDDBA2B992F3FB74"", ""Engineer"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner,"/Game/Monsters/gobgeneric/gobgeneric_gunner_b.gobgeneric_gunner_b_C","Goblin_Gunner","NSLOCTEXT(""MonstersTable"", ""70ACA1114877CF50C65977947474A111"", ""Goblin Gunner"")","2-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","4-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","0.500000","1.250000","1000","Standard","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.200000","1.000000","1.000000","2.000000","4.000000","Medium","","","","1.230000","Element.Fire","Character.Monster.Day;Character.Monster.Uncommon;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Gunner;Character.Monster.Goblin.ForestNewbie","None","None","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""5DBF6A5D42C462D99FBCC7986F3050B9"", ""Gunner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner_Intro_Single,"/Game/Monsters/gobgeneric/gobgeneric_gunner_b.gobgeneric_gunner_b_C","Goblin_Gunner_Intro","NSLOCTEXT(""MonstersTable"", ""4805AA6F4D06299CEDFE569A9EF40254"", ""Goblin Raider"")","1","0","0.500000","0.750000","1000","Popcorn","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.250000","0.400000","0.750000","2.000000","4.000000","Medium","","","","0.530000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Uncommon;Character.Monster.IntroGoblin","None","None","1.000000","1","1","1","1","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""DD56176A4CCCBACF0B5D31A350E55224"", ""Gunner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner_Intro_Double,"/Game/Monsters/gobgeneric/gobgeneric_gunner_b.gobgeneric_gunner_b_C","Goblin_Gunner_Intro","NSLOCTEXT(""MonstersTable"", ""4805AA6F4D06299CEDFE569A9EF40254"", ""Goblin Raider"")","1","0","0.500000","0.750000","1000","Popcorn","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.250000","0.400000","0.750000","2.000000","4.000000","Medium","","","","0.530000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Uncommon;Character.Monster.IntroGoblin","None","None","1.000000","2","2","2","2","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""DD56176A4CCCBACF0B5D31A350E55224"", ""Gunner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner_Intro_Triple,"/Game/Monsters/gobgeneric/gobgeneric_gunner_b.gobgeneric_gunner_b_C","Goblin_Gunner_Intro","NSLOCTEXT(""MonstersTable"", ""4805AA6F4D06299CEDFE569A9EF40254"", ""Goblin Raider"")","1","0","0.500000","0.750000","1000","Popcorn","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.250000","0.400000","0.750000","2.000000","4.000000","Medium","","","","0.530000","Element.Fire","Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Uncommon;Character.Monster.IntroGoblin","None","None","1.000000","3","3","3","3","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""DD56176A4CCCBACF0B5D31A350E55224"", ""Gunner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner_Tough,"/Game/Monsters/gobgeneric/gobgeneric_gunner_tough_b.gobgeneric_gunner_tough_b_C","Goblin_Gunner_Tough","NSLOCTEXT(""MonstersTable"", ""6D702A054130B68E9BBA43874F51D294"", ""Goblin Blaster"")","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","0.750000","1.500000","1000","Tough","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.350000","2.500000","1.000000","2.000000","4.000000","Medium","","","","1.390000","Element.Fire","Character.Monster.Day;Character.Monster.Uncommon;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Forest;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Gunner","None","None","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.500000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""470C7E574B396FE707FAF5AAF99A4B3F"", ""Gunner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner2,"/Game/Monsters/gobgeneric/gobgeneric_gunner_cave_b.gobgeneric_gunner_cave_b_C","Goblin_Gunner","NSLOCTEXT(""MonstersTable"", ""AC54E6D04A4EC206E09E77883ADC5591"", ""Goblin Gunner"")","2-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","4-12;18-22;27-30;35-38;43-46;51-54;59-62;67-70;75-78;83-86;91-94;99-100","0.500000","1.250000","1000","Standard","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.200000","1.000000","1.000000","2.000000","4.000000","Medium","","","","1.230000","Element.Fire","Character.Monster.Day;Character.Monster.Uncommon;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Gunner","None","None","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""8D9A8FC64F14F338C9055D95844EDB0E"", ""Gunner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Gunner2_Tough,"/Game/Monsters/gobgeneric/gobgeneric_gunner_tough_cave_b.gobgeneric_gunner_tough_cave_b_C","Goblin_Gunner_Tough","NSLOCTEXT(""MonstersTable"", ""EA1FAFE14AE4B739BEBB5FA362F426FE"", ""Goblin Blaster"")","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","13-17;23-26;31-34;39-42;47-50;55-58;63-66;71-74;79-82;87-90;95-98","0.750000","1.500000","1000","Tough","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.350000","2.500000","1.000000","2.000000","4.000000","Medium","","","","1.390000","Element.Fire","Character.Monster.Day;Character.Monster.Uncommon;Character.Monster.Goblin;Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Resurrectable;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.Championable.Solo;Character.Monster.Goblin.Gunner","None","None","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","1.500000","1.500000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""34DD11F14F4E3295FF612096D44A3E80"", ""Gunner"")","(AssetGuid=56B6AA1C07CE4D2E848ECE75A8087E68)",""
Goblin_Infested,"/Game/Monsters/gobgeneric/gobgeneric_infested_b.gobgeneric_infested_b_C","Goblin_Infested","NSLOCTEXT(""MonstersTable"", ""712F8A3B4C07DAF92C0180A110F3B7B4"", ""Infested Goblin"")","1-100","1-100","0.500000","0.750000","1000","Standard","1.350000","17.000000","1.360000","0.500000","6.000000","GoblinName","0.020000","0.200000","1.500000","1.000000","2.000000","3.000000","Popcorn","","","","0.250000","Element.Poison","Character.Monster.Day;Character.Monster.Common;Region.GoblinIsle.InfestedForest.Forest;Character.Monster.Championable;Character.Monster.Championable.Pack;Character.Monster.InfestedGoblin","None","None","1.000000","2","4","5","6","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""BC633FDD406DD782DB773FA4E6E5CD66"", ""Infested"")","(AssetGuid=00000000000000000000000000000000)",""
