---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Defense_Physical_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""08F58C8F4C84C255EAA4A68C5242C848"", ""+{0} Defense"")","NSLOCTEXT(""AffixTable"", ""18DC248F46BC791CFCB811BF630B9E05"", ""Hardened {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Physical""),(TagName=""Element.Physical"")))","(TagName="""")","Defense","None","None","None","None","None","Defense","0.17-0.21","0.2-0.23","0.22-0.28","0.27-0.3","","","","","1.200000","False","",""
Defense_Physical_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""08715CC5455D5B56FD56ACA2D376C550"", ""+{0} Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Physical""),(TagName=""Element.Physical"")))","(TagName="""")","Defense","None","None","None","None","None","Defense","0.02","0.02-0.09","0.08-0.23","0.22-0.35","","","","","1.200000","False","",""
Defense_Poison_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""A637E65D443B9C577239638E10A5A475"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""F9086D684B6C3A5D60D307AAEAEE5C21"", ""Venomous {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Poison""),(TagName=""Element.Poison"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.70-0.75","0.76-0.88","0.86-1.04","1.04-1.20","","","","","1.200000","False","",""
Defense_Poison_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A637E65D443B9C577239638E10A5A475"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""F9086D684B6C3A5D60D307AAEAEE5C21"", ""Venomous {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Poison""),(TagName=""Affix.Defense.ShieldStrong""),(TagName=""Element.Poison"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.84-0.90","0.92-1.04","1.03-1.20","1.25-1.40","","","","","1.200000","False","",""
Defense_Poison_Large_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6E3316644AA1BDD3ABA3BBB47FB46C0C"", ""+{0} Poison Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Poison""),(TagName=""Element.Poison"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.15-0.45","0.3-0.75","0.75-1.1","","","","","1.200000","False","",""
Defense_Poison_Medium_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""77130F824E320968AB0AAAB7628799DF"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""44345B3C4477C99F2E14A896C745800D"", ""Venomous {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Poison""),(TagName=""Item.Pet.Collar""),(TagName=""Element.Poison"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.45-0.51","0.52-0.57","0.55-0.72","0.69-0.78","","","","","1.200000","False","",""
Defense_Poison_Medium_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2E9C99FD4684F28579137A88ADA4483E"", ""+{0} Poison Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Poison""),(TagName=""Item.Pet.Collar""),(TagName=""Element.Poison"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.12-0.3","0.15-0.5","0.6-1","","","","","1.200000","False","",""
Defense_Poison_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""94EF2F0D4BAC93906B5E21AAB5C6B5F9"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""E1DB625E4028A4328043ECA5E20DB9AD"", ""Venomous {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Poison""),(TagName=""Element.Poison"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.26-0.31","0.3-0.35","0.3-0.45","0.42-0.5","","","","","1.200000","False","",""
Defense_Poison_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B201AB21422F95306F63909010E38399"", ""+{0} Poison Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Poison""),(TagName=""Element.Poison"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.07-0.18","0.17-0.42","0.4-0.5","","","","","1.200000","False","",""
Defense_vsGoblins_Large_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""302E4AE147FF4E76EC3FA3A723AB2544"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""3BC92EAF41C07AD841C3FABE877F7643"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Goblin"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.76-0.88","0.86-1.04","1.04-1.20","","","","","1.200000","False","",""
Defense_vsGoblins_Large_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""357A282340E780F70A84D69E078EAFD7"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Goblin"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.15-0.45","0.3-0.75","0.75-1.1","","","","","1.200000","False","",""
Defense_vsGoblins_Medium_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""56C034644BFC3998D03306B530CC63E5"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""4B20280C4E0484A3D4D2C388ECEB7395"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Goblin""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.52-0.57","0.55-0.72","0.69-0.78","","","","","1.200000","False","",""
Defense_vsGoblins_Medium_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""7D4E59B94A47CFA90163ED964719E759"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Goblin""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.12-0.3","0.15-0.5","0.6-1","","","","","1.200000","False","",""
Defense_vsGoblins_Small_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""8E6A7BA04E4187E147B663A02B6D9DC7"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""02D5258A452DE261C3F5219CAB29D566"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Goblin"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.3-0.35","0.3-0.45","0.42-0.5","","","","","1.200000","False","",""
Defense_vsGoblins_Small_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""A8230C424A6BE051C7377B9A16BAA6D3"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Goblin"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.07-0.18","0.17-0.42","0.4-0.5","","","","","1.200000","False","",""
Defense_vsNetherim_Large_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""8EA51EA946E717F1CBFAB3944CF4AF8F"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""E00C2B8A466732BF109936BC56094F85"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Netherim"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.76-0.88","0.86-1.04","1.04-1.20","","","","","1.200000","False","",""
Defense_vsNetherim_Large_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""CD8695AF47C6DA2060CA46AB4099B697"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Netherim"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.15-0.45","0.3-0.75","0.75-1.1","","","","","1.200000","False","",""
Defense_vsNetherim_Medium_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""823976E74C8E47F3F872EB94B814A8E7"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""1407EDB1462F9B886878DFA31C40AE2E"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Netherim""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.52-0.57","0.55-0.72","0.69-0.78","","","","","1.200000","False","",""
Defense_vsNetherim_Medium_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""85856626413394E7889EF3B1F0EB56ED"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Netherim""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.12-0.3","0.15-0.5","0.6-1","","","","","1.200000","False","",""
Defense_vsNetherim_Small_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""8D08F52C45396BD102074DA2C2765846"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""E68B8C754DD84F8BF6899FBBE8424EAB"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Netherim"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.3-0.35","0.3-0.45","0.42-0.5","","","","","1.200000","False","",""
Defense_vsNetherim_Small_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""EBF5E3894C900CCB352BD2881FB2CF37"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Netherim"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.07-0.18","0.17-0.42","0.4-0.5","","","","","1.200000","False","",""
Defense_vsUndead_Large_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""56210D6E49D323968DFBCFAD4F857A4C"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""8C5B0B8C459AFFA09E2C8CA6E12DC207"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Undead"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.76-0.88","0.86-1.04","1.04-1.20","","","","","1.200000","False","",""
Defense_vsUndead_Large_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""8C84DBF54F8A4B931C91BDAB6571FC06"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Undead"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.15-0.45","0.3-0.75","0.75-1.1","","","","","1.200000","False","",""
Defense_vsUndead_Medium_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""014CBDA04D802DA00D5D35A15350F3EB"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""FCDCB83A4BA94B84AF468DBD1920D561"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Undead""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.52-0.57","0.55-0.72","0.69-0.78","","","","","1.200000","False","",""
Defense_vsUndead_Medium_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""A4CD140E4C8E61E9EF47A785FB2B84AA"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Undead""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.12-0.3","0.15-0.5","0.6-1","","","","","1.200000","False","",""
Defense_vsUndead_Small_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""EA01766B429C12489A533D820DAEB3FF"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""AF4C98824F37897786D77AA6A2A9A096"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Undead"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.3-0.35","0.3-0.45","0.42-0.5","","","","","1.200000","False","",""
Defense_vsUndead_Small_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""C2E6C06E4EC9676B2623FCBA3D8BC9DF"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Undead"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.07-0.18","0.17-0.42","0.4-0.5","","","","","1.200000","False","",""
Defense_vsSkeletons_Large_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""47AC215243B57B78826BE2A53A61B4DC"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""8C5B0B8C459AFFA09E2C8CA6E12DC207"", ""Blazing {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Skeleton"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.76-0.88","0.86-1.04","1.04-1.20","","","","","1.200000","False","",""
Defense_vsVespid_Large_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""4548BF57493BFC74D9C6479E26001B44"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""C51A9AE844EEFAF0CBC2C6BED4B0A6BA"", ""Bugproof {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Vespid"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.76-0.88","0.86-1.04","1.04-1.20","","","","","1.200000","False","",""
Defense_vsVespid_Large_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""5544CC974672640DDCEB4DBAB57D4E7D"", ""+{0} Poison Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Vespid"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.15-0.45","0.3-0.75","0.75-1.1","","","","","1.200000","False","",""
Defense_vsVespid_Medium_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""43642499480C1AF26817419E532BA882"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""CD9DC9DD47A99E417543D08AC1AD5279"", ""Bugproof {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Vespid""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.52-0.57","0.55-0.72","0.69-0.78","","","","","1.200000","False","",""
Defense_vsVespid_Medium_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""033A2FEA404D6B69CEFD08AFF57E845C"", ""+{0} Poison Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Vespid""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.12-0.3","0.15-0.5","0.6-1","","","","","1.200000","False","",""
Defense_vsVespid_Small_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""CDFE20FB4E99894FF1E56ABF0FA23EB2"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""D651BD52433CD0E16A0BB2AFACCA9504"", ""Bugproof {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Vespid"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.3-0.35","0.3-0.45","0.42-0.5","","","","","1.200000","False","",""
Defense_vsVespid_Small_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""4E28778B410BDBC6C5E186944F5C60C2"", ""+{0} Poison Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Vespid"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.07-0.18","0.17-0.42","0.4-0.5","","","","","1.200000","False","",""
Defense_vsVoltura_Large_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""6F1332284ACD0FCF97FA009E635B3AB5"", ""+{0} Electric Defense"")","NSLOCTEXT(""AffixTable"", ""0FD6CECA4D8447AC9383EFADA0E1437E"", ""Ceramic Lined {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Voltura"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.76-0.88","0.86-1.04","1.04-1.20","","","","","1.200000","False","",""
Defense_vsVoltura_Large_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""4199736D49A858B8EB963C87BE8FE6EF"", ""+{0} Electric Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Defense.Voltura"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","","0.15-0.45","0.3-0.75","0.75-1.1","","","","","1.200000","False","",""
Defense_vsVoltura_Medium_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""96765F894BFA586A39540E8741791D7B"", ""+{0} Electric Defense"")","NSLOCTEXT(""AffixTable"", ""158B8DC4474B0DAB2EE719BF299071CB"", ""Ceramic Lined {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Voltura""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","","0.52-0.57","0.55-0.72","0.69-0.78","","","","","1.200000","False","",""
Defense_vsVoltura_Medium_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""BDC5B0EF4CD747C7EBCC04A8D20E8DD5"", ""+{0} Electric Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Affix.Defense.Voltura""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","","0.12-0.3","0.15-0.5","0.6-1","","","","","1.200000","False","",""
Defense_vsVoltura_Small_Primary,"10.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""4E08898E4E7488A24486CEA85F157B74"", ""+{0} Electric Defense"")","NSLOCTEXT(""AffixTable"", ""9BAD14F64CF4F23D0BDC55984DA8C1E8"", ""Ceramic Lined {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Voltura"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","","0.3-0.35","0.3-0.45","0.42-0.5","","","","","1.200000","False","",""
Defense_vsVoltura_Small_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""2E30EC1B431F897B9D0798867F343C4E"", ""+{0} Electric Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Defense.Voltura"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Electric","","0.07-0.18","0.17-0.42","0.4-0.5","","","","","1.200000","False","",""
Defense_vsSkeletons_Large_Secondary,"10.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""EE5FA8C14E0704F6C8F70492AEDE129D"", ""+{0} Fire Defense"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.1H""),(TagName=""Affix.Defense.Skeleton"")))","(TagName="""")","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","","","0.75-1.1","","","","","1.200000","False","",""
EmberCoreTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""B85CB47749A3C8C50BEFAF8AA3F3B6F0"", ""An ancient item that goes towards the construction of a Relic."")","","False","False","NoTraits","(GameplayTags=((TagName=""Item.EmberCore"")))","(TagName="""")","None","None","None","None","None","None","","","","","","","","","","1.200000","False","","Tooltip"
EmberWeaponChargeRegen,"15.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6DCABBFE43C6C67DEA16D795702D13BE"", ""-{0%}% Relic cooldown"")","","False","False","Always","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","EmberWeaponCharge.Regen.Multiplier","0.01-0.03","0.02-0.045","0.044-0.66","0.065-0.1","","","","","1.200000","False","",""
EmberWeaponDrainRegen,"15.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""FB462AF44BCE295E93BE50811A81585D"", ""+{0%}% Relic active duration on kill"")","","False","False","Always","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","Ones","None","None","None","None","None","EmberWeaponDrainBonus","0.001","0.0025-0.0075","0.005-0.02","0.01-0.05","","","","","1.200000","False","",""
