---,DisplayName,bSave,bStartingPet,bIgnoreSpawnCollision,MinionOffset,MinionScaleMultiplier,Description,DefaultSkill,MinionClass,CharacterCreateMinionClass,ClosestDyeColor,bIsFlying,CharacterSelectIdle,Hitpoints,Damage,LifetimeSeconds,QualityTags,DropWeight,GameplayTags,MinionTypeTag,AggroRadius,MinionGameplayTags,MinionTypeGameplayTag,TraitString1,TraitString2,TraitString3,TraitString4,TraitString5,Notes
SpiritWellNetherimSlugger,"NSLOCTEXT(""MinionsTable"", ""1CF3B144464E342797C4D2AD8FBF94FB"", ""Soullless Slugger"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","0.500000","","(RowName="""")","/Game/Monsters/netherimbrute/netherimbrute_slugger_bp_minion_friendly.netherimbrute_slugger_bp_minion_friendly_C","None","(RowName="""")","False","None","0.250000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.NetherimSlugger"")))","(TagName="""")","1000.000000","None","None","","","","","",""
RailmasterFreightCar,"","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/rmturrett1a/Railman_FreightCar_Actor.Railman_FreightCar_Actor_C","None","(RowName="""")","False","None","0.000000","0.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Turret"")))","(TagName="""")","1000.000000","None","None","","","","","",""
RailmasterCabooseCar,"","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/rmturrett1a/Railman_CabooseCar_Actor.Railman_CabooseCar_Actor_C","None","(RowName="""")","False","None","0.000000","0.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Turret"")))","(TagName="""")","1000.000000","None","None","","","","","",""
RailmasterTurretCar,"","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/rmturrett1a/Railman_Turret_Follow_Actor.Railman_Turret_Follow_Actor_C","None","(RowName="""")","False","None","0.000000","0.500000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Turret"")))","(TagName="""")","440.000000","None","None","","","","","",""
RailmasterMortarTurret,"","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/rmturrett1a/Railman_MortarCar_Actor.Railman_MortarCar_Actor_C","None","(RowName="""")","False","None","0.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Turret"")))","(TagName="""")","775.000000","None","None","","","","","",""
LostLegion,"NSLOCTEXT(""MinionsTable"", ""8E0A71D7455A6570515D46AD1EAD923F"", ""Lost Legion"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/Skeleton_01_melee_friendly_ghostly_b.Skeleton_01_melee_friendly_ghostly_b_C","None","(RowName="""")","False","None","0.350000","0.800000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.LostLegion"")))","(TagName="""")","1000.000000","None","None","","","","","",""
LostLegionHero,"NSLOCTEXT(""MinionsTable"", ""28568C004626A0374D3B40A0CB1251D4"", ""Lost Legion Hero"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_shield_ghost_minion.skeleton_shield_ghost_minion_C","None","(RowName="""")","False","None","0.750000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.LostLegionHero"")))","(TagName="""")","1000.000000","None","None","","","","","",""
ColdSicknessMinion,"NSLOCTEXT(""MinionsTable"", ""CDDBD0B54E5FF0F6257F3ABD01453742"", ""Cold Sickness Minion"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/prototypes/spiritwell_minion/ColdSicknessMinion.ColdSicknessMinion_C","None","(RowName="""")","False","None","0.250000","0.250000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.ColdSickness"")))","(TagName="""")","1000.000000","None","None","","","","","",""
InfestedLarvae,"NSLOCTEXT(""MinionsTable"", ""240A081948D7ED2419447DA5700F47BD"", ""Hyvid Larva"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/vsplarvae/vsplarvae_minion_bp.vsplarvae_minion_bp_C","None","(RowName="""")","False","None","0.250000","0.250000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.InfestedLarvae"")))","(TagName="""")","1000.000000","None","None","","","","","",""
Sharpshooter_GoblinMinion,"NSLOCTEXT(""MinionsTable"", ""D5AA71EF4B9E88C2074BE69C7B4541FB"", ""Goblin Soldier"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Sharpshooter/Sharpshooter_GoblinMinion.Sharpshooter_GoblinMinion_C","None","(RowName="""")","False","None","0.500000","0.300000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Goblin"")))","(TagName="""")","1000.000000","None","None","","","","","",""
EggGuard,"NSLOCTEXT(""MinionsTable"", ""36AC0678476372032894FD871B759635"", ""Egg Guard"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/vspsoldier/vspeggguard_b.vspeggguard_b_C","None","(RowName="""")","False","None","1.000000","0.250000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.EggGuard"")))","(TagName="""")","1000.000000","None","None","","","","","",""
Spellbreaker_Netherling,"NSLOCTEXT(""MinionsTable"", ""4F0C611041081C309A95F7845F150B70"", ""Netherling"")","False","False","True","(X=-450.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/netherling/netherling_minion_b.netherling_minion_b_C","None","(RowName="""")","False","None","0.115000","0.035000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Netherling"")))","(TagName="""")","1000.000000","None","None","","","","","",""
TemporalStaffDuplicate,"NSLOCTEXT(""MinionsTable"", ""AB103EB64A51AFCC249F7C8BAF19B510"", ""Temporal Clockwork Duplicate"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/spiritweapon/spiritweapon_staff_temporal_b.spiritweapon_staff_temporal_b_C","None","(RowName="""")","False","None","0.350000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Duplicate"")))","(TagName="""")","1000.000000","None","None","","","","","",""
RailmasterShieldCar,"","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/rmturrett1a/Railman_ShieldCar_Actor.Railman_ShieldCar_Actor_C","None","(RowName="""")","False","None","0.000000","0.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Turret"")))","(TagName="""")","1000.000000","None","None","","","","","",""
SquawkclawTrackBuffer,"","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/Blueprints/SquawkclawBoss/SquawkclawTrackBuffer.SquawkclawTrackBuffer_C","None","(RowName="""")","False","None","0.000000","0.000000","0.000000","(GameplayTags=)","0","(GameplayTags=)","(TagName="""")","1000.000000","None","None","","","","","",""
SquawkclawLaserEyes,"","True","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/Blueprints/SquawkclawBoss/SquawkclawLaserEyesMinion.SquawkclawLaserEyesMinion_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=)","(TagName="""")","1000.000000","None","None","","","","","",""
Vespid_Egg,"","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/vspegg/vspegg_bp.vspegg_bp_C","None","(RowName="""")","False","None","0.250000","0.250000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion"")))","(TagName="""")","1000.000000","None","None","","","","","",""
RailmasterShotgonneCar,"","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/rmturrett1a/Railman_ShotgonneCar_Actor.Railman_ShotgonneCar_Actor_C","None","(RowName="""")","False","None","0.000000","0.500000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Turret"")))","(TagName="""")","350.000000","None","None","","","","","",""
RailmasterFlamethrowerCar,"","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/rmturrett1a/Railman_FlamethrowerCar_Actor.Railman_FlamethrowerCar_Actor_C","None","(RowName="""")","False","None","0.000000","0.500000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Turret"")))","(TagName="""")","500.000000","None","None","","","","","",""
SpiderAllies,"NSLOCTEXT(""MinionsTable"", ""E1098A274375D7D4D8CB4F9F1412E368"", ""Summoned Spiderling"")","False","False","True","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/EmberWeapons/Bane/Bane_SpiderMinion.Bane_SpiderMinion_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.BaneSpider"")))","(TagName="""")","1000.000000","None","None","","","","","",""
AffixSkeletonMelee,"NSLOCTEXT(""MinionsTable"", ""057CED554DECB5902D6A228A19585CAE"", ""Skeleton Warrior"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/Skeleton_01_melee_friendly_affix_b.Skeleton_01_melee_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton"")))","(TagName=""Character.Minion.Affix.Skeleton"")","1000.000000","None","None","","Immortal=1","","","",""
AffixSkeletonShield,"NSLOCTEXT(""MinionsTable"", ""5B50A3F743311323A953CCBB7E35FEBB"", ""Skeleton Knight"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_02_shield_friendly_affix_b.skeleton_02_shield_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton"")))","(TagName=""Character.Minion.Affix.Skeleton"")","1000.000000","None","None","","Immortal=1","","","",""
AffixSkeletonRanged,"NSLOCTEXT(""MinionsTable"", ""9F469A62494A236852108982F9391CDA"", ""Skeleton Archer"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_03_ranged_friendly_affix_b.skeleton_03_ranged_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.350000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton"")))","(TagName=""Character.Minion.Affix.Skeleton"")","1000.000000","None","None","","Immortal=1","","","",""
OrdrakSkeletonMelee,"NSLOCTEXT(""MinionsTable"", ""5586D8E84D1F5153CCF619BC40201709"", ""Enslaved Warrior"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/Blueprints/Ordrak/skeleton_01_melee_b_Ordrak.skeleton_01_melee_b_Ordrak_C","None","(RowName="""")","False","None","0.025000","0.250000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.OrdrakSkeleton"")))","(TagName=""Character.Minion.OrdrakSkeleton"")","1000.000000","None","None","","","","","",""
OrdrakSkeletonShield,"NSLOCTEXT(""MinionsTable"", ""1359513D47A3C348FC206C9885D076E3"", ""Enslaved Knight"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/Blueprints/Ordrak/skeleton_02_shield_b_Ordrak.skeleton_02_shield_b_Ordrak_C","None","(RowName="""")","False","None","0.040000","0.250000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.OrdrakSkeleton"")))","(TagName=""Character.Minion.OrdrakSkeleton"")","1000.000000","None","None","","","","","",""
OrdrakSkeletonRanged,"NSLOCTEXT(""MinionsTable"", ""FE16D718425B8ED944C56AABE6964A18"", ""Enslaved Archer"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/Blueprints/Ordrak/skeleton_03_ranged_b_Ordrak.skeleton_03_ranged_b_Ordrak_C","None","(RowName="""")","False","None","0.025000","0.100000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.OrdrakSkeleton"")))","(TagName=""Character.Minion.OrdrakSkeleton"")","1000.000000","None","None","","","","","",""
AffixSkeletonFireMelee,"NSLOCTEXT(""MinionsTable"", ""9861E92E4FE1567DBADAE487C209D6E0"", ""Burning Skeleton Warrior"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_01_melee_fire_friendly_affix_bp.skeleton_01_melee_fire_friendly_affix_bp_C","None","(RowName="""")","False","None","0.350000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton"")))","(TagName=""Character.Minion.Affix.Skeleton"")","1000.000000","None","None","","Immortal=1","","","",""
AffixSkeletonFireRanged,"NSLOCTEXT(""MinionsTable"", ""7B7A8579436FC85048EC5C84F87FE6A6"", ""Burning Skeleton Archer"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_03_ranged_fire_friendly_affix_bp.skeleton_03_ranged_fire_friendly_affix_bp_C","None","(RowName="""")","False","None","0.350000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton"")))","(TagName=""Character.Minion.Affix.Skeleton"")","1000.000000","None","None","","Immortal=1","","","",""
AffixZombieMelee,"NSLOCTEXT(""MinionsTable"", ""3B33D859464229A348AF81A5E9888AA7"", ""Zombie"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/zombmelee/zombmelee_friendly_affix_b.zombmelee_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Zombie"")))","(TagName=""Character.Minion.Affix.Zombie"")","1000.000000","None","None","","Immortal=1","","","",""
AffixRat,"NSLOCTEXT(""MinionsTable"", ""C39CC81244FD790C760180867934C6F3"", ""Rat"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/mossrat/mossrat_friendly_affix_b.mossrat_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.300000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Rat"")))","(TagName=""Character.Minion.Affix.Rat"")","1000.000000","None","None","","Immortal=1","","","",""
AffixNetherling,"NSLOCTEXT(""MinionsTable"", ""C76AA4414E4E9B96D080E0B481EF75F4"", ""Enthralled Netherling"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/netherling/netherling_friendly_affix_b.netherling_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.350000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Netherling"")))","(TagName=""Character.Minion.Affix.Netherling"")","1000.000000","None","None","","Immortal=1","","","",""
AffixDireWolf,"NSLOCTEXT(""MinionsTable"", ""1D28351D4BB890ECDFCE018FAB6E5577"", ""Dire Wolf"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/petwolf/petwolf_direwolf_affix_bp.petwolf_direwolf_affix_bp_C","None","(RowName="""")","False","None","0.350000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Wolf"")))","(TagName=""Character.Minion.Affix.Wolf"")","1000.000000","None","None","","Immortal=1","","","",""
AffixGhostGuard,"NSLOCTEXT(""MinionsTable"", ""E967ABD34A4CBF79A1057F9028066075"", ""Spectral Guard"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/npcimperialguard/npcimperialguard_attack_affix_bp.npcimperialguard_attack_affix_bp_C","None","(RowName="""")","False","None","0.500000","0.400000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.GhostGuard"")))","(TagName=""Character.Minion.Affix.GhostGuard"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcSkeletonMelee,"NSLOCTEXT(""MinionsTable"", ""057CED554DECB5902D6A228A19585CAE"", ""Skeleton Warrior"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/Skeleton_01_melee_friendly_affix_b.Skeleton_01_melee_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.400000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton.Melee"")))","(TagName=""Character.Minion.Affix.Skeleton.Melee"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcSkeletonShield,"NSLOCTEXT(""MinionsTable"", ""1BCA0F1E47AB20FD4FEE57A7321A1B4F"", ""Skeleton Knight"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_02_shield_friendly_affix_b.skeleton_02_shield_friendly_affix_b_C","None","(RowName="""")","False","None","0.500000","0.400000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton.Shield"")))","(TagName=""Character.Minion.Affix.Skeleton.Shield"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcSkeletonRanged,"NSLOCTEXT(""MinionsTable"", ""D04865E4467EE44710EA61841C82726C"", ""Skeleton Archer"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_03_ranged_friendly_affix_b.skeleton_03_ranged_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.350000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton.Ranged"")))","(TagName=""Character.Minion.Affix.Skeleton.Ranged"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcSkeletonFireMelee,"NSLOCTEXT(""MinionsTable"", ""70D47B954B1F8564D7558E99253940E8"", ""Burning Skeleton Warrior"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_01_melee_fire_friendly_affix_bp.skeleton_01_melee_fire_friendly_affix_bp_C","None","(RowName="""")","False","None","0.350000","0.600000","10.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton"")))","(TagName=""Character.Minion.Affix.Skeleton"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcSkeletonFireRanged,"NSLOCTEXT(""MinionsTable"", ""335DF0FB429547A9039BCF8651DBA856"", ""Burning Skeleton Archer"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/skeleton/skeleton_03_ranged_fire_friendly_affix_bp.skeleton_03_ranged_fire_friendly_affix_bp_C","None","(RowName="""")","False","None","0.350000","0.400000","10.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Skeleton"")))","(TagName=""Character.Minion.Affix.Skeleton"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcZombieMelee,"NSLOCTEXT(""MinionsTable"", ""F52E2FCF469F0743E15AE3B20B74758D"", ""Zombie"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/zombmelee/zombmelee_friendly_affix_b.zombmelee_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.400000","10.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Zombie"")))","(TagName=""Character.Minion.Affix.Zombie"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcRat,"NSLOCTEXT(""MinionsTable"", ""DDE8E9384BFB35B43BC3FB9A50ACCA63"", ""Rat"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/mossrat/mossrat_friendly_affix_b.mossrat_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.300000","10.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Rat"")))","(TagName=""Character.Minion.Affix.Rat"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcNetherling,"NSLOCTEXT(""MinionsTable"", ""6D6799AC4212D48BC50D8AA5142497D9"", ""Enthralled Netherling"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/netherling/netherling_friendly_affix_b.netherling_friendly_affix_b_C","None","(RowName="""")","False","None","0.350000","0.350000","10.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Netherling"")))","(TagName=""Character.Minion.Affix.Netherling"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcDireWolf,"NSLOCTEXT(""MinionsTable"", ""DF9F3A77474B0DF84F8D9BB5BB588F48"", ""Dire Wolf"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/petwolf/petwolf_direwolf_affix_bp.petwolf_direwolf_affix_bp_C","None","(RowName="""")","False","None","0.350000","0.400000","10.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Wolf"")))","(TagName=""Character.Minion.Affix.Wolf"")","1000.000000","None","None","","Immortal=1","","","",""
AffixOnProcGhostGuard,"NSLOCTEXT(""MinionsTable"", ""CE133A4B4F1AD5FF0A8F738884C354DF"", ""Spectral Guard"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/npcimperialguard/npcimperialguard_attack_affix_bp.npcimperialguard_attack_affix_bp_C","None","(RowName="""")","False","None","0.350000","0.400000","10.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.GhostGuard"")))","(TagName=""Character.Minion.Affix.GhostGuard"")","1000.000000","None","None","","Immortal=1","","","",""
ShadowBeastMinionMelee,"NSLOCTEXT(""MinionsTable"", ""1465664F4694BCEDC42F5E9F448F286B"", ""Shadow Spawn"")","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/shadowbeast/shadowbeast_minion_melee_b.shadowbeast_minion_melee_b_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Shadowbeast"")))","(TagName=""Character.Minion.Shadowbeast"")","1000.000000","None","None","","","","","",""
ShadowBeastMinionRanged,"NSLOCTEXT(""MinionsTable"", ""C8C7C5364759F069394274AE6BAF5716"", ""Shadow Spawn"")","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/shadowbeast/shadowbeast_minion_ranged_b.shadowbeast_minion_ranged_b_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Shadowbeast"")))","(TagName=""Character.Minion.Shadowbeast"")","1000.000000","None","None","","","","","",""
AffixOnProcGoblinHound,"NSLOCTEXT(""MinionsTable"", ""7BE5AA334B6D8D444A9CAD971DD7970E"", ""Goblin Hound"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/gobrider/gobrider_beast_b_Friendly.gobrider_beast_b_Friendly_C","None","(RowName="""")","False","None","0.700000","0.800000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.GoblinHound"")))","(TagName=""Character.Minion.Affix.GoblinHound"")","1000.000000","None","None","","","","","",""
AffixOnProcGhostlyRailmaster,"NSLOCTEXT(""MinionsTable"", ""59AA902D48CAF5B7BBC4A3B85D690CD0"", ""Ancestral Spirit"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Railman/Legendary/pet_SpectralRailmaster_bp.pet_SpectralRailmaster_bp_C","None","(RowName="""")","False","None","1.000000","1.000000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.SpectralRailmaster"")))","(TagName=""Character.Minion.Affix.SpectralRailmaster"")","1000.000000","None","None","","","","","",""
AffixOnProcAutomabot,"NSLOCTEXT(""MinionsTable"", ""7CBA409B476A175539B2A1B68F93D68B"", ""Explodobot"")","False","False","False","(X=0.000000,Y=0.000000,Z=0.000000)","0.750000","","(RowName="""")","/Game/Skills/Blueprints/Forged/Legendary/pet_Automabot_bp.pet_Automabot_bp_C","None","(RowName="""")","False","None","1.000000","1.000000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.Automabot"")))","(TagName=""Character.Minion.Affix.Automabot"")","1000.000000","None","None","","","","","",""
IceGolemFriendly,"NSLOCTEXT(""MinionsTable"", ""026D3836407968933ADB119D3F7263EB"", ""Ice Golem"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Monsters/stoneelemental/stoneelemental_ice_b.stoneelemental_ice_b_C","None","(RowName="""")","False","None","0.500000","0.800000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.IceGolem"")))","(TagName=""Character.Minion.IceGolem"")","1000.000000","None","None","","","","","",""
AffixOnProcEnchantedHammer,"NSLOCTEXT(""MinionsTable"", ""9565A4CF48FEA7D605648B97D8D7F385"", ""Enchanted Hammer"")","False","False","False","(X=-300.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Railman/Legendary/pet_EnchantedHammer_bp.pet_EnchantedHammer_bp_C","None","(RowName="""")","False","None","1.000000","2.000000","20.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.EnchantedHammer"")))","(TagName=""Character.Minion.Affix.EnchantedHammer"")","1000.000000","None","None","","","","","",""
Legendary_PoisonEgg,"NSLOCTEXT(""MinionsTable"", ""F8744F094C519BBFA1F75C8C55D4B900"", ""Poison Egg"")","False","False","True","(X=0.000000,Y=0.000000,Z=0.000000)","1.000000","","(RowName="""")","/Game/Skills/Blueprints/Legendaries/poisonEgg_bp.poisonEgg_bp_C","None","(RowName="""")","False","None","1.000000","1.000000","0.000000","(GameplayTags=)","0","(GameplayTags=((TagName=""Character.Minion.Affix.PoisonEgg"")))","(TagName=""Character.Minion.Affix.PoisonEgg"")","1000.000000","None","None","","","","","",""
