---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
A1C4Q1_Modal_Yapper2,"((RowName=""Yapper""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C4Q1_Modal_Yapper2_Text"", ""Dumb, stupid, dumb humans! You get what deserve, Strongtusk smash you!"")","","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","QuestActive","A1C4Q1:Task_TurnInGraye","QuestActive","A1C5Q1","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q1_Task_TurnInGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Task_TurnInGraye_Text"", ""Good work recruit, you\'ve neutralized the threat to Trevail Point and bought us enough time to track down Brall. Our scouts found her lair, but the entrance is sealed by some kind of dark energy. Luckily for us, Zaya has a plan. Something about magic, and inter-dimensional something-or-another… Talk to her, she\'ll explain it better."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q1_Task_TurnInZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Task_TurnInZaya_Text"", ""Wow, you defeated Strongtusk all by yourself? I could never defeat a Varkenin chieftain. But where was I... oh right!\r\n\r\nThe seal to Brall\'s lair. You can\'t break the seal with elemental magic. You need the kind of power found in a Dimensional Prism. Luckily, I sensed prismatic energy emanating from deep within the forest. Go there, and find its source. Once it\'s yours, you can break the seal and finally confront Brall. Good luck, partner."")","NSLOCTEXT(""DialogueTable"", ""D1D86E19484603BF4581CC9B6A366303"", ""Thanks."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q1_Modal_Zaya1,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""820D16A542E1377B0454D7B66FA47343"", ""Oh, dear. I heard about Strongtusk. The Varkenin are known to hold grudges. I hope that this doesn’t create more strife against humankind."")","NSLOCTEXT(""DialogueTable"", ""3B82AA284F878A19DE8A2793A9099DFE"", ""Agreed."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A1C5Q1:Task_TurnInGraye","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q1_Modal_GeneralGraye,"((RowName=""GeneralGraye""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Modal_GeneralGraye_Text"", ""Recruit, you’ve made us proud. If the beast had made it to Trevail Point, we\'d have been helpless to stop it. Now it\'s time to confront the mastermind behind the beast. May the Empire grant you strength!"")","NSLOCTEXT(""DialogueTable"", ""3B82AA284F878A19DE8A2793A9099DFE"", ""Agreed."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A1C5Q2","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q1_Modal_Zaya2,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Modal_Zaya2_Text"", ""My studies on dimensional energy are inspired by my father\'s research on the Netherim. The energy shares properties with the \""Aether,\"" which is supposedly where the Netherim come from. I guess it\'s no surprise we\'re seeing these forces resurface."")","NSLOCTEXT(""DialogueTable"", ""3B82AA284F878A19DE8A2793A9099DFE"", ""Agreed."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A1C5Q2","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q1_Modal_Kenik,"((RowName=""Kenik_Act1_Town""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A1C5Q1_Modal_Kenik_Text"", ""So, Rookie, you beat up some giant monster? I\'m not impressed. I beat up stuff all the time, and usually I\'m not even sober!"")","NSLOCTEXT(""DialogueTable"", ""FB07D44F4DA7F08E9BA10E914F097CC2"", ""Sure."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A1C5Q2","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q3_Task_TalktoGraye,"((RowName=""GeneralGraye""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C5Q3_Task_TalktoGraye_Text"", ""Great job Recruit, you continue to exceed our expectations. But we can’t stop now. We must discover what this... “Mother” is planning. Our only lead is a researcher we lost contact with several weeks ago. He spoke often of the netherim, but nobody paid him any mind. Now I wish we had kept him closer. \r\n\r\nRecruit, I need you to find him. He was last spotted at McTyres Cove. Zaya and Kenik will escort you there. Speak to Kenik at the docks when you\'re ready to depart."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q3_Modal_GeneralGraye,"((RowName=""GeneralGraye""))","Modal","","NSLOCTEXT(""DialogueTable"", ""1AA05900487C6406BD5257BE96559509"", ""Go down to the docks in Trevail\'s Point and speak to Kenik."")","","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","QuestActive","A1C5Q3:Task_TalktoKenik","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A1C5Q3_Task_TalktoKenik,"((RowName=""Kenik_Act1""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A1C5Q3_Task_TalktoKenik_Text"", ""Great. Now I have to babysit you whelps. After years busting my hump for the general, you and this brat Zaya come along and start calling the shots. This gig doesn\'t pay enough. (Sigh) Whatever, let\'s go."")","","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
TQ_Wardrobes_Task_TalktoKlive,"((RowName=""SgtKlive""))","Quest","","NSLOCTEXT(""DialogueTable"", ""E18861504337D8E6908212ACC8521C88"", ""It looks like you\'re ready for a new wardrobe. As you venture further into the frontier, you\'ll find that it may be necessary to have an extra set of gear ready to be equipped at a moment\'s notice. Once you have a wardrobe in your fort, you\'ll be able to hang your hat on the mannequin, so to speak. "")","","(AssetGuid=7CCC8333992A4E5BA0FF76D0B7771C0E)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
IO_Modal_ThanesSnow_02,"((RowName=""ThanesSnow""))","Modal","","NSLOCTEXT(""DialogueTable"", ""721F6F86466EC301335E1F915DAE8790"", ""The Hyvid proliferation is growing. If you thought the Goblins were bad, wait until you stumble upon an entire swarm of Hyvid. You\'ll want to stock up on poison gear for this place."")","","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestComplete","A1C5Q3","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
IO_Modal_ThanesSnow_03,"((RowName=""ThanesSnow""))","Modal","","NSLOCTEXT(""DialogueTable"", ""C636909D4A816086699D27B75B2E78EE"", ""Stock up on poison gear if you want to survive the Polluted Plateau."")","","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestComplete","A1C5Q3","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q0_Task_InteractZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Task_InteractZaya_Text"", ""Partner, I know the General was trying to keep it quiet, but the missing researcher? I\'m pretty sure that\'s my father. Nobody knows more about the netherim than him. Let\'s see if a local can point us in the right direction."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q0_Task_InteractWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Task_InteractWitch_Text"", ""Imperial researcher? I know the one. Haven\'t seen him in days. I could find him, but you\'ll need to do something for me first.\r\n\r\nTwo problems. First, I need you to clear out the pests down in the Hyvid Tunnel. Their incessant screeching is frightening my poor alpacas. Second, a foul sister of the dark arts has stolen my babies\' collars. Their collars have enchanted gems, and I\'d like them back. In the meantime I shall divine the location of your researcher."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q0_Modal_Kenik,"((RowName=""Kenik_Act2""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Modal_Kenik_Text"", ""So here we are in some swamp in the middle of nowhere. Hope you\'re happy... Hmph, you know what? I think I got a better idea..."")","","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","A2C1Q0","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q0_Modal_Zaya,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Modal_Zaya_Text"", ""Hyvid... My father always said they were territorial and violent, but also reclusive. They rarely venture outside their colony, so what are they doing so close to town?"")","","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","A2C1Q0","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q0_Modal_SwampSeer,"((RowName=""SwampSeer""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C1Q0_Modal_SwampSeer_Text"", ""That broom-riding crook. A nuisance! A menace! You must restore the gems to their rightful owner... Me!"")","","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","A2C1Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q1_Task_InteractWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C1Q1_Task_InteractWitch_Text"", ""You\'ve returned, traveler! Yes, good, good. The one you seek awaits in the Venomous Nest. Beware! Something sinister lurks in those depths."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q1_Modal_Zaya,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C1Q1_Modal_Zaya_Text"", ""\""Venomous Nest?\"" If there\'s one thing I know about venomous creatures, it\'s that you stay out of their nest! Partner, you gotta hurry and get in there!"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C1Q2","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C1Q2_Task_RescueZephoras,"((RowName=""ZephorasCocoon""))","Modal","","NSLOCTEXT(""DialogueTable"", ""5CD7E7DA4F9660EFC2EE339C0FC43973"", ""Thank you adventurer. That spider almost made a morsel out of me! Let\'s hurry off to town now, I wish to be as far from here as possible, post-haste! What-ho!"")","","(AssetGuid=00000000000000000000000000000000)","QuestComplete","A2C1Q2:Task_RescueZephoras","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C2Q1_Task_TalktoZephoras,"((RowName=""Zephoras""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C2Q1_Task_TalktoZephoras_Text"", ""Thank you again, adventurer. I hope I can return the favor one day. The netherim? As a matter of fact, I\'ve observed some netherim right here in the swamp while researching the Hyvid.\r\n\r\nSpeaking of, the Hyvid appear to be starting a new colony, it\'s unprecedented! The Hyvid have always maintained one single colony, but now they\'re spreading out and they\'ve started a new one. If this continues... that\'s bad news for Novastraia. The netherim must be involved somehow.\r\n\r\nAdventurer, find this new colony and snuff it out. There\'s not much time before the new queen hatches. Once you\'ve eliminated the Hyvid threat, we can figure out what to do about the netherim."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C2Q1_Modal_Zaya1,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C2Q1_Modal_Zaya1_Text"", ""You saved my father! I\'m forever in your debt, partner. Let\'s check in on him, and see if he has any leads on the netherim."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A2C2Q1:Task_TalktoZephoras","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C2Q1_Modal_Zephoras,"((RowName=""Zephoras""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C2Q1_Modal_Zephoras_Text"", ""The Hyvid never establish new colonies. What could be the source of this aberrant behavior? It\'s dangerous whatever it is. Zaya should return home immediately."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A2C2Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C2Q1_Modal_Zaya2,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C2Q1_Modal_Zaya2_Text"", ""Father is too protective, I wish he would trust me. I\'m not a kid anymore. Besides, if not for us, he\'d still be wrapped up in a spider\'s cocoon!"")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A2C2Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_TalktoZephoras,"((RowName=""Zephoras""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C3Q1_Task_TalktoZephoras_Text"", ""At last, confirmation that the netherim are behind this. We must stop this \""Sadista.\"" It\'s likely she\'s operating out of the Hyvid Capital and our way is blocked by a miasma. The spores of the miasma befoul lungs and corrode metal. We must find some way past it, and into the Hyvid Capital. Consult with the Seer. If anyone knows the secrets to this foul swamp, it\'s her."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_TalktoWitch,"((RowName=""SwampSeer""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C3Q1_Task_TalktoWitch_Text"", ""Just in time, traveler! My alpacas have fled their pen. They must be deep in the swamp by now.\r\n\r\nFetch those misbehaving scamps for me, and I\'ll find a way through your \""impenetrable\"" miasma."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_RescueAlpaca1,"((RowName=""Alpaca_01""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C3Q1_Task_RescueAlpaca1_Text"", ""Traveler, do not be alarmed! I\'m speaking to you through the gem on my alpaca\'s collar. One of the very gems you recovered. \r\n\r\nEnough chatter! What is that my baby has? A dwarven artifact...  Yes, I see. From the Sunken Ruins. My babies are clever. Head there at once, they must be trying to aid you on your mission."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_RescueAlpaca2,"((RowName=""Alpaca_02""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C3Q1_Task_RescueAlpaca2_Text"", ""What have we here... an empty pedestal, a freshly collapsed tunnel, and my alpaca has an insect leg...\r\n\r\nTraveler! This is the work of burrowers. They must have dug their way into the ruins and taken whatever was on that pedestal. They can\'t have gotten far. Quickly, into the tunnel!"")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_RescueAlpaca2,"((RowName=""Alpaca_02""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C3Q1_Modal_RescueAlpaca2_Text"", ""Ah, burrowers. Sneaky creatures. Once a tiny blue burrower found its way into my alpacas\' pen. My babies nearly stomped it to death. Ha! It just narrowly escaped. That was a long time ago, wonder if it\'s still out there? And if so, I wonder how good its memory is?"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1:Task_GotoBurrow","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Task_RescueAlpaca3,"((RowName=""Alpaca_03""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A56876E142880B324084C1976AE5ECB5"", ""Oh, my poor baby. You were a good girl to the end. Traveler, bring back the artifact and take it to your young mage friend... and bring back her collar, too."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_Miasma,"((RowName=""Zephoras""))","Modal","","NSLOCTEXT(""DialogueTable"", ""B3CEFCB1461840F4D318AC9E90772C7D"", ""Sadista is likely operating out of the Hyvid Capital and our way is blocked by the corrosive spores of the Murky Miasma. We must find some way past it."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1:Task_TalktoWitch","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_MiasmaSwampSeer,"((RowName=""Zephoras""))","Modal","","NSLOCTEXT(""DialogueTable"", ""92302F714ACE30647B1084B747F2879B"", ""Have you spoken to the Swamp Seer yet?"")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1:Task_TalktoWitch","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_MiasmaAlpaca,"((RowName=""SwampSeer""))","Modal","","NSLOCTEXT(""DialogueTable"", ""3003C24B4B5404F36C4B5A80DB7D5B0A"", ""Find my alpacas and you’ll find a way through the Murky Miasma."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C3Q1_Modal_MiasmaArtifact,"((RowName=""SwampSeer""))","Modal","","NSLOCTEXT(""DialogueTable"", ""67D609E746F061FEF492CB91C2408FB9"", ""My alpacas are trained to uncover useful artifacts. If Sadista is hiding in the Hyvid Capital, you’ll need their help getting through the corrosive Miasma."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C4Q1_Task_TalktoZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C4Q1_Task_TalktoZaya_Text"", ""A dwarven crown? The jewels are pulsing with hidden magic, if I can just... Ah! There we go! Can you feel the crown\'s protective aura now? You should be safe from the Miasma so long as you carry this. Speak with my father before leaving, he should know what to look for once you\'re through."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C4Q1_Task_TalktoZephoras,"((RowName=""Zephoras""))","Quest","","NSLOCTEXT(""DialogueTable"", ""887D4EF6408E25E5A5C2C3AB95666B75"", ""Through my spyglass I observed a sizable wall of ember standing in the way to the Hyvid Capital. It\'s a most peculiar shade of ember, too. Void ember, I believe. Then I saw a huge hyvid lumbering about, its horn encrusted in the very same void ember. Like destroys like, adventurer. If you can take the beast\'s horn, you should be able to shatter the barrier. \r\n\r\nI fear Sadista is using the ember to control the hyvid. She must be stopped. When you get inside the capital you have to destroy as much void ember as you can find. Cut off her supply, post-haste!"")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C4Q1_Modal_Zephoras,"((RowName=""Zephoras""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C4Q1_Modal_Zephoras_Text"", ""Through the Miasma, truly a first in the field of archentomology. Ah, but I musn\'t be distracted by this finding, I must remain focused on the netherim. The Miasma will have to wait."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C4Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C4Q1_Modal_Zaya,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A2C4Q1_Modal_Zaya_Text"", ""Father tells me the passage is teeming with giant ember crystals. I hope I\'ll have the chance to study some up close."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A2C4Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C5Q1_Task_TalktoZephoras,"((RowName=""Zephoras""))","Quest","","NSLOCTEXT(""DialogueTable"", ""303080264610884CF6B283BF6D3CD5E7"", ""Now that you have Krronk’s Horn, you should be able to use it to break into the Hyvid Capital. If corrupted ember is how Sadista controls the Hyvid, then you must go find the source of the corrupted ember and destroy it. Search for the ember vein, and destroy as much Corrupted Ember as you can find."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C5Q2_Task_TalktoZaya,"((RowName=""Zaya""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C5Q2_Task_TalktoZaya_Text"", ""Good work defeating Sadista, but there\'s no time to rest. You saw what that Void Heart is capable of, and now it\'s on its way to Mother. Who knows what she\'ll do with it! \r\n\r\nI don\'t know for sure where Veriss went, but we\'re receiving reports of increased netherim activity on Echonok Mountain. That looks like our best bet. General Graye has dispatched Hix and Wolfram to escort us there. Let\'s speak with them at the docks."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A2C5Q2_Task_TalktoWolfram,"((RowName=""Wolfram""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A2C5Q2_Task_TalktoWolfram_Text"", ""Dear hero, delighted to see you again. Our next stop is Echonok Mountain! I\'ve always dreamed of studying the dwarven ruins within.\r\n\r\nWe\'re ready to depart at a moment\'s notice."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C1Q0_Task_InteractHilde,"((RowName=""MayorHilde""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A3C1Q0_Task_InteractHilde_Text"", ""Bless my bolts, the Empire is finally here! I’m the mayor of this humble town, you can call me Bolton. My town is under attack by the voltura! The Empire thinks it\'s something to do with these \""netherim,\"" and that stopping the netherim will neutralize the voltura too.\r\n\r\nHead up the mountain and into the ruins, then find a way into the old library. Look for anything that might tell us what the netherim are after. \r\n\r\nWell, get rolling! Bring the dwarven library materials to Wolfram when you get back, he should be able to make sense of it all."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True","Rename to MayorBolton"
A3C1Q0_Modal_Zaya,"((RowName=""Zaya""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A3C1Q0_Modal_Zaya_Text"", ""Those clouds swirling around the mountaintop sure looked ominous. I hope we\'re not too late to stop... whatever\'s happening."")","","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","A3C1Q0","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C1Q0_Modal_Wolfram,"((RowName=""Wolfram""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A3C1Q0_Modal_Wolfram_Text"", ""I\'ve been brushing up on the dwarven ruins at Echonok. The etchings and first hand accounts describe a sprawling labyrinth of stone and bronze, nestled in the heart of the mountain! You can tell they were a tremendously detail-oriented civilisation by their architecture and technology."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A3C1Q0","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C1Q0_Modal_Hix,"((RowName=""Hix_Act3""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A3C1Q0_Modal_Hix_Text"", ""Glad the general sent me out here with you and Wolfram. That batty engineer will talk your ear off about robots and ruins but he\'s not so bad once you get to know him."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A3C1Q0","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C1Q0_Modal_Mayor,"((RowName=""MayorHilde""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A3C1Q0_Modal_Mayor_Text"", ""The last I was in the library was years ago, back before my paint had completely fallen off. I was looking for adventure, and adventure I found! I had just come ‘round a corner when I saw a pack of goblins! I rolled away at full speed, smashed the control panel, and the door’s been jammed ever since. I wonder what happened to those goblins."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A3C1Q0","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C2Q1_Task_InteractWolfram,"((RowName=""Wolfram""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A3C2Q1_Task_InteractWolfram_Text"", ""Excellent work, this codex rubbing should make translation go quickly. Hmm... these tomes describe a gateway hidden atop the mountain. It\'s called the \""Astral Door\"" and according to this, it leads directly to the heart of Novastraia: the Clockwork Core. \r\n\r\nIt would be cataclysmic if the netherim gained access to the core. Head to the Machineworks and take the Service Elevator to the summit. Make haste! "")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C2Q1_Modal_Wolfram,"((RowName=""Wolfram""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A3C2Q1_Modal_Wolfram_Text"", ""I\'m learning much with this Codex Impression. For example, this mountain province manufactured dwarven automata for their entire empire. From small scouts to giant sentries, many of them were built right here. The fact that some still function is a testament to dwarven craftsmanship. "")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A3C2Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C2Q1_Modal_Hix,"((RowName=""Hix_Act3""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A3C2Q1_Modal_Hix_Text"", ""Better put some soup on, looks like our engineer forgot to eat again... Oh, hey boss. Stay safe up there, mountain looks treacherous to me."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A3C2Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C2Q1_Task_TurnIn,"((RowName=""Kenik""),(RowName=""Kenik_Act3""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A3C2Q1_Task_TurnIn_Text"", ""Well if it isn’t Graye’s favorite recruit. Listen up, rookie, I found that Astral Door. Because I\'m such a swell guy, I’ll mark it on your map, heh.\r\n\r\nWhat’s that? Where have I been? Bah! We\'re wasting time, it ain’t gonna find itself! Now go!"")","","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C3Q1_Task_InteractWolfram,"((RowName=""Wolfram""))","Quest","","NSLOCTEXT(""DialogueTable"", ""1B27558B403AA54522C9079AA2560AA7"", ""Dear hero, you\'ve returned! The Voltura attacked the town, and it was none other than that rogue Kenik leading the charge. They\'ve abducted Dearest Hix, and some townsfolk too. Misfortunes besiege us at every turn! A new plan is in order. Speak to Mayor Bolton, he\'ll know how best to proceed."")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C3Q1_Task_InteractMayor,"((RowName=""MayorHilde""))","Quest","","NSLOCTEXT(""DialogueTable"", ""A3C3Q1_Task_InteractMayor_Text"", ""We\'re all shaken up, but now is no time to falter. Pass through the Voltura Village to Bolt Town and then to the Power Line, where they\'re likely holding the townsfolk. Oh, surprised I know such dangerous territory? I may be rusty now, but I used to be quite the explorer. But enough reminiscing, our community is counting on you. Hurry!"")","","(AssetGuid=00000000000000000000000000000000)","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C3Q1_Modal_Wolfram,"((RowName=""Wolfram""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A3C3Q1_Modal_Wolfram_Text"", ""The Voltura are nothing like the dwarves! They don\'t create, only scavenge! And now they invade this town and kidnap the townsfolk? They\'re monsters! I just hope... I just hope Hix is alright. Please bring him back."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A3C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
A3C3Q1_Modal_Mayor,"((RowName=""MayorHilde""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A3C3Q1_Modal_Mayor_Text"", ""The Voltura have gone too far this time. Kidnapping our citizens? In all my years I\'ve never seen the Voltura stoop so low. Sure, they\'ve tried to carry me off a few times, but I always thought it was because I was made of metal. We cannot let this go unanswered."")","","(AssetGuid=00000000000000000000000000000000)","QuestActive","A3C3Q1","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
