---,Type,ParameterName,Level,bIsPaid,bFeatured,RewardRecipe1,RewardRecipe2,RewardRecipe3,RewardRecipe4,RewardRecipe5,RewardRecipe6,Notes
HomesteaderContract_31,"Contract","HomesteaderContract","31","False","False","(RowName=""MapScroll_Legendary_Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_32,"Contract","HomesteaderContract","32","False","False","(RowName=""FortWardrobeUnlockItem_DM_Globe_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_33,"Contract","HomesteaderContract","33","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_34,"Contract","HomesteaderContract","34","False","False","(RowName=""FortDecoUnlockItem_Legendary_Fireplace_02"")","(RowName=""FortDecoUnlockItem_Magic_ITU_Wall_Wood_02"")","(RowName=""FortDecoUnlockItem_Magic_Table_Wood_Bare_01"")","(RowName=""FortDecoUnlockItem_Magic_Rug_Cowskin_01"")","(RowName="""")","(RowName="""")",""
HomesteaderContract_35,"Contract","HomesteaderContract","35","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_36,"Contract","HomesteaderContract","36","False","False","(RowName=""EnchantingUnlock_Tainted1HRanged"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_37,"Contract","HomesteaderContract","37","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_38,"Contract","HomesteaderContract","38","False","False","(RowName=""FortWardrobeUnlockItem_FG_Ship_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_39,"Contract","HomesteaderContract","39","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderContract_40,"Contract","HomesteaderContract","40","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_1,"Contract","HomesteaderContract","41","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_2,"Contract","HomesteaderContract","42","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_3,"Contract","HomesteaderContract","43","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_4,"Contract","HomesteaderContract","44","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_5,"Contract","HomesteaderContract","45","False","False","(RowName=""FortDecoUnlockItem_Random_Homesteader"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_6,"Contract","HomesteaderContract","46","False","False","(RowName=""MapScroll_Rare_Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_7,"Contract","HomesteaderContract","47","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_8,"Contract","HomesteaderContract","48","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_9,"Contract","HomesteaderContract","49","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HomesteaderLooping_10,"Contract","HomesteaderContract","50","False","False","(RowName=""FortDecoUnlockItem_Random_Homesteader"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_01,"Contract","Winter2020Contract","1","False","False","(RowName=""FortDecoUnlockItem_SnowFloor_01"")","(RowName=""FortDecoUnlockItem_SnowFloor_02"")","(RowName=""FortDecoUnlockItem_SnowFloor_03"")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_02,"Contract","Winter2020Contract","2","False","False","(RowName=""FortDecoUnlockItem_Snowman"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_03,"Contract","Winter2020Contract","3","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_04,"Contract","Winter2020Contract","4","False","False","(RowName=""WardrobeUnlockItem_DM_Candyhouse_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_05,"Contract","Winter2020Contract","5","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_06,"Contract","Winter2020Contract","6","False","False","(RowName=""FortDecoUnlockItem_Igloo"")","(RowName=""FortDecoUnlockItem_SnowCandle"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_07,"Contract","Winter2020Contract","7","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_08,"Contract","Winter2020Contract","8","False","False","(RowName=""FortDecoUnlockItem_ArchClean"")","(RowName=""FortDecoUnlockItem_PillarClean"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_09,"Contract","Winter2020Contract","9","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_10,"Contract","Winter2020Contract","10","False","False","(RowName=""WardrobeUnlockItem_RM_Candyhouse_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_11,"Contract","Winter2020Contract","11","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_12,"Contract","Winter2020Contract","12","False","False","(RowName=""Pet_SweaterCat"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_13,"Contract","Winter2020Contract","13","False","False","(RowName=""MapScroll_Legendary_Gear"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_14,"Contract","Winter2020Contract","14","False","False","(RowName=""FortDecoUnlockItem_SnowGlobe_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_15,"Contract","Winter2020Contract","15","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_16,"Contract","Winter2020Contract","16","False","False","(RowName=""FortDecoUnlockItem_Wreath_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_17,"Contract","Winter2020Contract","17","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_18,"Contract","Winter2020Contract","18","False","False","(RowName=""WardrobeUnlockItem_FG_Candyhouse_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_19,"Contract","Winter2020Contract","19","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_20,"Contract","Winter2020Contract","20","False","False","(RowName=""Pet_FrostOwl"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_21,"Contract","Winter2020Contract","21","False","False","(RowName=""FortDecoUnlockItem_Stove_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_22,"Contract","Winter2020Contract","22","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_23,"Contract","Winter2020Contract","23","False","False","(RowName=""FortDecoUnlockItem_SnowGlobe_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_24,"Contract","Winter2020Contract","24","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_25,"Contract","Winter2020Contract","25","False","False","(RowName=""WardrobeUnlockItem_SS_Candyhouse_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_26,"Contract","Winter2020Contract","26","False","False","(RowName=""FortDecoUnlockItem_GrandClock"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_27,"Contract","Winter2020Contract","27","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_28,"Contract","Winter2020Contract","28","False","False","(RowName=""FortDecoUnlockItem_BanquetFeast"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_29,"Contract","Winter2020Contract","29","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_30,"Contract","Winter2020Contract","30","False","False","(RowName=""FortDecoUnlockItem_BanquetCoffee"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_31,"Contract","Winter2020Contract","31","False","False","(RowName=""MapScroll_Legendary_Harvest"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_32,"Contract","Winter2020Contract","32","False","False","(RowName=""FortDecoUnlockItem_Tree_Festive"")","(RowName=""FortDecoUnlockItem_StringLights"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_33,"Contract","Winter2020Contract","33","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_34,"Contract","Winter2020Contract","34","False","False","(RowName=""FortDecoUnlockItem_ServingHouse"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_35,"Contract","Winter2020Contract","35","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_36,"Contract","Winter2020Contract","36","False","False","(RowName=""FortDecoUnlockItem_LargeNutcracker"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_37,"Contract","Winter2020Contract","37","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_38,"Contract","Winter2020Contract","38","False","False","(RowName=""FortDecoUnlockItem_SnowGlobe_03"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_39,"Contract","Winter2020Contract","39","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
Winter2020Contract_40,"Contract","Winter2020Contract","40","False","False","(RowName=""FortDecoUnlockItem_GiftBoxes_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_1,"Contract","CursedCaptainContract","1","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_2,"Contract","CursedCaptainContract","2","False","False","(RowName=""FortWardrobeUnlockItem_FG_Rare_Contract_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_3,"Contract","CursedCaptainContract","3","False","False","(RowName=""DyeUnlock1"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_4,"Contract","CursedCaptainContract","4","False","False","(RowName=""FortDecoUnlockItem_ITU_Wagon_Railmaster"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_5,"Contract","CursedCaptainContract","5","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_6,"Contract","CursedCaptainContract","6","False","False","(RowName=""Pet_Ferret_Fez"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_7,"Contract","CursedCaptainContract","7","False","False","(RowName=""FortDecoUnlockItem_GlobeExplorer"")","(RowName=""FortDecoUnlockItem_LanternExplorer"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_8,"Contract","CursedCaptainContract","8","False","False","(RowName=""DyeUnlock2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_9,"Contract","CursedCaptainContract","9","False","False","(RowName=""FortDecoUnlockItem_Specimin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_10,"Contract","CursedCaptainContract","10","False","False","(RowName=""DyeUnlock3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_11,"Contract","CursedCaptainContract","11","False","False","(RowName=""FortDecoUnlockItem_TableScholar"")","(RowName=""FortDecoUnlockItem_Keg"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_12,"Contract","CursedCaptainContract","12","False","False","(RowName=""Pet_Fox_Silver"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_13,"Contract","CursedCaptainContract","13","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_14,"Contract","CursedCaptainContract","14","False","False","(RowName=""FortDecoUnlockItem_BoardCampaign"")","(RowName=""FortDecoUnlockItem_BoardPlanning"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_15,"Contract","CursedCaptainContract","15","False","False","(RowName=""FortWardrobeUnlockItem_SS_Rare_Contract_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_16,"Contract","CursedCaptainContract","16","False","False","(RowName=""FortDecoUnlockItem_ITU_Wagon_DuskMage"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_17,"Contract","CursedCaptainContract","17","False","False","(RowName=""MapScroll_Legendary_Gear"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_18,"Contract","CursedCaptainContract","18","False","False","(RowName=""FortDecoUnlockItem_Statue_Firebeard"")","(RowName=""FortDecoUnlockItem_DragonCannon"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_19,"Contract","CursedCaptainContract","19","False","False","(RowName=""Pet_Stag_Melanistic"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_20,"Contract","CursedCaptainContract","20","False","False","(RowName=""FortDecoUnlockItem_FortProp_Papis"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_21,"Contract","CursedCaptainContract","21","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_22,"Contract","CursedCaptainContract","22","False","False","(RowName=""FortDecoUnlockItem_ITU_Wagon_Forged"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_23,"Contract","CursedCaptainContract","23","False","False","(RowName=""FortWardrobeUnlockItem_RM_Rare_Contract_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_24,"Contract","CursedCaptainContract","24","False","False","(RowName=""FortDecoUnlockItem_WyrmSkull"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_25,"Contract","CursedCaptainContract","25","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_26,"Contract","CursedCaptainContract","26","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_27,"Contract","CursedCaptainContract","27","False","False","(RowName=""FortDecoUnlockItem_FortProp_FoxArch"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_28,"Contract","CursedCaptainContract","28","False","False","(RowName=""DyeUnlock4"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_29,"Contract","CursedCaptainContract","29","False","False","(RowName=""FortDecoUnlockItem_EmberGenerator"")","(RowName=""FortDecoUnlockItem_VioletThrone"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_30,"Contract","CursedCaptainContract","30","False","False","(RowName=""Pet_Bulldog_BrownWhite"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_31,"Contract","CursedCaptainContract","31","False","False","(RowName=""StashSlot"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_32,"Contract","CursedCaptainContract","32","False","False","(RowName=""FortDecoUnlockItem_FireCircle"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_33,"Contract","CursedCaptainContract","33","False","False","(RowName=""FortWardrobeUnlockItem_DM_Rare_Contract_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_34,"Contract","CursedCaptainContract","34","False","False","(RowName=""FortDecoUnlockItem_ArchIron"")","(RowName=""FortDecoUnlockItem_FenceIron"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_35,"Contract","CursedCaptainContract","35","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_36,"Contract","CursedCaptainContract","36","False","False","(RowName=""MapScroll_Legendary_Harvest"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_37,"Contract","CursedCaptainContract","37","False","False","(RowName=""FortDecoUnlockItem_KingGazebo"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_38,"Contract","CursedCaptainContract","38","False","False","(RowName=""Pet_ShibaInu_Pink"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_39,"Contract","CursedCaptainContract","39","False","False","(RowName=""FortWardrobeUnlockItem_CC_Rare_Contract_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContract_40,"Contract","CursedCaptainContract","40","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_1,"Contract","CursedCaptainContract","41","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_2,"Contract","CursedCaptainContract","42","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_3,"Contract","CursedCaptainContract","43","False","False","(RowName=""SkillRegretScroll"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_4,"Contract","CursedCaptainContract","44","False","False","(RowName=""Bundle_Gear_MagicMin_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_5,"Contract","CursedCaptainContract","45","False","False","(RowName=""FortDecoItem_Random_CursedCaptain"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_6,"Contract","CursedCaptainContract","46","False","False","(RowName=""MapScroll_Rare_Gold"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_7,"Contract","CursedCaptainContract","47","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_8,"Contract","CursedCaptainContract","48","False","False","(RowName=""Bundle_Gear_RareMin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_9,"Contract","CursedCaptainContract","49","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
CursedCaptainContractLooping_10,"Contract","CursedCaptainContract","50","False","False","(RowName=""FortDecoItem_Random_CursedCaptain"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
