---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTagContainer,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,PropComplexity,UpgradeChainIndex,DropWeight,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,bApplyCost1ToFortProp,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,bApplyCost2ToFortProp,Notes
Fireplace_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""98D6B5F94BBC817B272F98A559DAE891"", ""Cookin\' Stove"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/still.still","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_fireplaces_02_bp.fort_prop_fireplaces_02_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Fireplace_03,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""6AEC2C9A481662308E78F3905FC7D977"", ""Cottage Hearth"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fireplace_3.fireplace_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_fireplaces_03_bp.fort_prop_fireplaces_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Fishbones_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""F645A3034F0E11411B5C2BA2B799ACB9"", ""Fearsome Fish Bones"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fish_skeleton.fish_skeleton","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fishbones_gobrr_03.fort_prop_fishbones_gobrr_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","8800","","None","False","None","Name","None","0","","None","False",""
Flooring_Planks_gobrr_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""7BBB040A431D86BDE657E9996977C0E9"", ""Creaky Wooden Planks"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gobrr_dockbridge_01.fort_prop_floor_gobrr_dockbridge_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodPlank_T1_Ash","12","","None","False","None","Name","None","0","","None","False",""
Flooring_Planks_gobrr_03,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""0B22435341B542FCB49A6692E5823627"", ""Uneven Scrap Planks"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gobrr_dockbridge_03.fort_prop_floor_gobrr_dockbridge_03_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","WoodPlank_T1_Ash","20","","None","False","None","Name","None","0","","None","False",""
Flooring_Stones_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""9F3537F6400B6C7595630F913E91DBE5"", ""Cold Heavy Pavers"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_flooring_stone_01.fort_flooring_stone_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneBlock_T1_Sandstone","12","","None","False","None","Name","None","0","","None","False",""
Flooring_Stones_Gobcave_Smallrocks_03,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""BC93B0894F09D1DB78DB7494BEB28FBB"", ""Smattering of Rocks"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_03.fort_prop_floor_gcave_smallrocks_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneRock_T1_Sandstone","15","","None","False","None","Name","None","0","","None","False",""
Flooring_Stones_Gobcave_Smallrocks_04,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""9F37E52E445F24BE5E9A33B19CFE518A"", ""Clustering of Rocks"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_04.fort_prop_floor_gcave_smallrocks_04_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneRock_T1_Sandstone","15","","None","False","None","Name","None","0","","None","False",""
Flooring_Stones_Gobcave_Smallrocks_05,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""B7B51B574396661F06D9EA859CCA072C"", ""Clump of Rocks"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_05.fort_prop_floor_gcave_smallrocks_05_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneRock_T1_Sandstone","15","","None","False","None","Name","None","0","","None","False",""
Flooring_Stones_Gobcave_Smallrocks_06,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""A3A69C26407CCF36A846F589673DAA76"", ""Scattering of Rocks"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_06.fort_prop_floor_gcave_smallrocks_06_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","StoneRock_T1_Sandstone","15","","None","False","None","Name","None","0","","None","False",""
Foliage_Goblin_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""2246620F40A70FFC7AD60092DD932B81"", ""Small Leafy Shrub"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_01.fort_foliage_gob_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","False","None","Name","None","0","","None","False",""
Foliage_Goblin_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""4752478645F88C09A2C1D3A384CB9240"", ""Dense Growing Shrub"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_02.fort_foliage_gob_02_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","False","None","Name","None","0","","None","False",""
Foliage_Goblin_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""5E1621434F029F62109C7CB5FA42315E"", ""Verdant Broadleaf Shrub"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_03.fort_foliage_gob_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","150","","None","False","None","Name","None","0","","None","False",""
Foliage_Hyvid_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""2BAD68434E8EAD8F9A6830A5610C4F0B"", ""Twitchy Tentacles"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_if_01.fort_foliage_if_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","4000","","None","False","None","Name","None","0","","None","False",""
Forged_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""A979AE6844BBFF44984D15A7AC0DD268"", ""Terracotta Forged Figure"")","NSLOCTEXT(""FortPropsTable"", ""3BA6B86343A96201E35A6B8411A43AF3"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_crate_wardrobe_icon.forged_crate_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_Forged_01_bp.fort_wdrb_common_woodbox_Forged_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","False","None","Name","None","0","","None","False",""
Forged_Wardrobe_Common_01_Hardcore,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""62D651C140581FD0D7B89494D01CA807"", ""Terracotta Forged Figure (Hardcore)"")","NSLOCTEXT(""FortPropsTable"", ""1086E2A441F1123708552389D49E829B"", ""A simple place to store your gear for your hardcore characters."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_crate_wardrobe_icon.forged_crate_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_Forged_Hardcore_01_bp.fort_wdrb_common_woodbox_Forged_Hardcore_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","500","","None","False","None","Name","None","0","","None","False",""
Forged_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""22577A874374D398154F0B9DC5372775"", ""Chiseled Forged Figure"")","NSLOCTEXT(""FortPropsTable"", ""6F800D944F8242D00F6077B4715C2D5D"", ""A simple place to store your gear."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_barrel_wardrobe_icon.forged_barrel_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_Forged_01_bp.fort_wdrb_common_woodround_Forged_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","MetalBar_T1_Tin","10","NSLOCTEXT(""FortPropsTable"", ""8DA6F45A49776507D4C0A2B5F9EB6F6B"", ""10 Tin Bars"")","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","NSLOCTEXT(""FortPropsTable"", ""93B37AED47766904D36D0896FE0D7340"", ""10 Sandstone Blocks"")","None","False",""
ForgedSkillObject,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""45457C244B4E86EC6DEB309CAFA74FC6"", ""Automaton Shop"")","NSLOCTEXT(""FortPropsTable"", ""ForgedSkillObject_Description"", ""Used by the Forged to unlearn skill levels with skill regret points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation1_fort_icon.automation1_fort_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_01_bp.fort_forged_skillobject_01_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.AutomatonShop"")))","ForgedSkillObject2","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","None","None","0","","None","False","None","None","None","0","","None","False",""
ForgedSkillObject2,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""633F4663480DE524122E8180ADA293CC"", ""Lvl. 2 Automaton Shop"")","NSLOCTEXT(""FortPropsTable"", ""ForgedSkillObject2_Description"", ""Used by the Forged to unlearn skill levels with skill regret points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation2_fort_icon.automation2_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_02_bp.fort_forged_skillobject_02_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.AutomatonShop"")))","ForgedSkillObject3","True","False","FortDecor","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","2000","","None","False","Currency","Name","SkillPoints","200","","None","False",""
ForgedSkillObject3,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""13B3D37A4C5E85C45F11B5A4F6EFBAD7"", ""Lvl. 3 Automaton Shop"")","NSLOCTEXT(""FortPropsTable"", ""ForgedSkillObject3_Description"", ""Used by the Forged to unlearn skill levels with skill regret points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation3_fort_icon.automation3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_03_bp.fort_forged_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.AutomatonShop"")))","ForgedSkillObject4","True","False","FortDecor","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","10000","","None","False","Currency","Name","SkillPoints","400","","None","False",""
ForgedSkillObject4,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""4C29D2D242CDCCE2F3409292D2AF174C"", ""Lvl. 4 Automaton Shop"")","NSLOCTEXT(""FortPropsTable"", ""ForgedSkillObject4_Description"", ""Used by the Forged to unlearn skill levels with skill regret points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation3_fort_icon.automation3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_03_bp.fort_forged_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.AutomatonShop"")))","None","True","False","FortDecor","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","15000","","None","False","Currency","Name","SkillPoints","600","","None","False",""
ForgedStatue03,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""63A262A742E6D217D11518AFEB2A2098"", ""Alpha Hero of Iron"")","NSLOCTEXT(""FortPropsTable"", ""D6E9658E498C6D94173D61AB06C9FE96"", ""Thank-you gift for participation in Closed Alpha testing, 2019."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_statue_icon.forged_statue_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/WardrobeProp_Forged_Statue03.WardrobeProp_Forged_Statue03_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1","","None","False","None","Name","None","0","","None","False",""
FRG_wardrobe_gears_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""98EC9D31495B4F34526A3EA37C240883"", ""Forged of Gears"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_gearstower_wardrobe_icon.forged_gearstower_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_rare_gears_Forged_01_bp.fort_wrdb_rare_gears_Forged_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
FRG_wardrobe_plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""DC56ACB84EC91F247A63FEA076A4FA36"", ""Jungle Forged Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_leaf_wardrobe_icon.forged_leaf_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_01_bp.fort_wdrb_magic_plant_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
FRG_wardrobe_wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","0","NSLOCTEXT(""FortPropsTable"", ""093C71344FD454EF5B71DAB9DA4E6090"", ""Bronze Forged Statue"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_candles_wardrobe_icon.forged_candles_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_FRG_01_bp1.fort_wrdb_magic_wooden_FRG_01_bp1_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","2","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gate_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""5F35E6D94C0EAE8116761FB17B303DE8"", ""Cemetery Gate"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fort_cemeterygate_icon.fort_cemeterygate_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_gate_gy_01.fort_gate_gy_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","StoneBlock_T1_Sandstone","10","NSLOCTEXT(""FortPropsTable"", ""8A1974FF4607FED946C49785D86677AB"", ""10 Sandstone Blocks"")","None","False","Currency","Name","MetalBar_T1_Tin","15","NSLOCTEXT(""FortPropsTable"", ""EE15A4814F30BBE61E69A4B50E7C1569"", ""15 Tin Bars"")","None","False",""
Gcave_banner_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""AF6B9BC5447DB41AEDFA65862DAE11B7"", ""Goblin Banner"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_banner_2.gob_banner_2","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_banner_01.Fort_gcave_banner_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_bonewall_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""D0441AF74372558CE3DAF9BB7AFFBF8F"", ""Tusk Wall"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/bonespike_3.bonespike_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_spikewall_02.Fort_gcave_spikewall_02_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_candles_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""C4D1CEBF44913C96CB62B58F7FC4C76C"", ""Unlit Candles"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/candles.candles","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_candle_01.fort_prop_gob_candle_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_carvedrocks_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""BAFD6FDC42FD2C2543EA1AB5B21C6CA2"", ""Goblin Carvings"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rockscarved_2.rockscarved_2","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_carvedrocks_01.Fort_gcave_carvedrocks_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_dome_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""420CFC1646EE1B90BDECF7B6034B8D7D"", ""Cave Dome"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_entrance_1.gob_entrance_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_dome1.Fort_gcave_dome1_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_dome_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""C3C04F5C4300AF8BC23CFFAAD0505F6E"", ""Tall Cave Dome"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_entrance_2.gob_entrance_2","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_dome2.Fort_gcave_dome2_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_dome_03,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""D32123D6401E3A802D0C1F8BF29195BE"", ""Short Cave Dome"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_entrance_3.gob_entrance_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_dome3.Fort_gcave_dome3_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_entrance_01,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""AE8E640B4BA58C8F3F09E5B81FB11F26"", ""Large Cave Entrance"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/entrancesmall_3.entrancesmall_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_entrancesmall_01.Fort_gcave_entrancesmall_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_entrance_02,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""3485EEEC4CE002A230B8C29BC4E4CC89"", ""Small Cave Entrance"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/caveentrance_1.caveentrance_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_entrancesmall_02.Fort_gcave_entrancesmall_02_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_entrance_03,"(RowName=""Decorations"")","(RowName=""Foliage"")","0","NSLOCTEXT(""FortPropsTable"", ""EDB151904FA8BF51849186A6AAF71DCE"", ""Deluxe Cave Entrance"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/entrancesmall_5.entrancesmall_5","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_entrancesmall_03.Fort_gcave_entrancesmall_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_fin_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""AD11F9F64F7F512B36B4E4B275D5F602"", ""Vertical Goblin Cave Fin"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_fin_1.gob_fin_1","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_fin_01.Fort_gcave_fin_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_fin_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""1F38668A4CC957B015709FA94A2DFCF6"", ""Festive Goblin Spikes"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_fin_2.gob_fin_2","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_fin_02.Fort_gcave_fin_02_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
Gcave_fin_03,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""D80943A047803422BCB63FA6FF053EF4"", ""Leaning Tusk Awning"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_fin_6.gob_fin_6","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_fin_03.Fort_gcave_fin_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","None","Name","None","0","","None","False","None","Name","None","0","","None","False",""
