---,DisplayName,BaseMonster,AffixString,ShouldSpawnReturnPortal,DestroyAllMonstersOnDie,ScaleMultiplier,HitpointBonusMultiplier,DamageBonusMultiplier,SpeedBonusMultiplier,ExperienceBonusMultiplier,AggroRadius,bShouldTether,ChaseRadius,IgnoreMinionChance,StatusEffect,ItemSpawn,TraitString1,TraitString2,TraitString3,ItemSpawnGameplayTags,Notes
SpiderRangedPoison_Rando_Boss,"NSLOCTEXT(""BossTable"", ""4FC713FB4116888351539C854687FDD0"", ""Virulent Vernon"")","(RowName=""Spider_Ranged_Poison"")","PlagueBearer","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Champion_Unique","KnockbackResistance=1;StunResistance=1","","","None","if1_setpiece_40x80_03 via Vespid_Small_SpiderRangedPoison_Sphere_Unique"
Spider_Ranged_Physical_Mapworks_Boss,"NSLOCTEXT(""BossTable"", ""Spider_Ranged_Physical_Mapworks_Boss_DisplayName"", ""Aragoth"")","(RowName=""Spider_Ranged_Physical"")","Berserking","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
Spider_Melee_Fire_Mapworks_Boss,"NSLOCTEXT(""BossTable"", ""Spider_Melee_Fire_Mapworks_Boss_DisplayName"", ""Smoulderfang"")","(RowName=""Spider_Melee_Fire"")","Blazing","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
Spider_Melee_Electric_Mapworks_Boss,"NSLOCTEXT(""BossTable"", ""Spider_Melee_Electric_Mapworks_Boss_DisplayName"", ""Shockweb"")","(RowName=""Spider_Melee_Electric"")","Illusionist","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
StoneElemental_Story_Boss,"NSLOCTEXT(""BossTable"", ""5EA617F243E544B969F69B9EFE7D1B19"", ""Kronch, Stone Guardian"")","(RowName=""Stone_Elemental"")","SiegeSolo","True","False","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
StriderThorned_Story_Boss,"NSLOCTEXT(""BossTable"", ""4B65E2B8428595686E508BBFB2B25A30"", ""Oakbeard"")","(RowName=""Strider_Thorned"")","","True","True","1.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
VarkeninBrute_Story_Boss,"NSLOCTEXT(""BossTable"", ""904E1C7A42ED64F45EC769A2BABBC42A"", ""Strongtusk, Netherim Thrall"")","(RowName=""Varkenin_Brute_Boss"")","","True","True","1.350000","72.000000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StrongtuskBoss/StatusEffect_Boss_Strongtusk.StatusEffect_Boss_Strongtusk_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
VespidCharger_Competitive_Boss,"NSLOCTEXT(""BossTable"", ""3E167C1D48E5A8EC014F1CA8C7A72834"", ""Krrank"")","(RowName=""Vespid_Charger_Boss"")","PlagueBearer","True","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger_Competitive.StatusEffect_MonsterBoss_VspCharger_Competitive_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
VespidCharger_Story_Boss,"NSLOCTEXT(""BossTable"", ""91D065834881116E65ED3C988E6624D9"", ""Krronk"")","(RowName=""Vespid_Charger_Boss"")","PlagueBearer","False","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger.StatusEffect_MonsterBoss_VspCharger_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
VespidCharger_Story_Boss_Mapworks,"NSLOCTEXT(""BossTable"", ""91D065834881116E65ED3C988E6624D9"", ""Krronk"")","(RowName=""Vespid_Charger_Boss"")","PlagueBearer","True","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger.StatusEffect_MonsterBoss_VspCharger_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
VespidFlier_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""A7F91EAC4C9020A51CCC39991EB45B3E"", ""Szak"")","(RowName=""Vespid_Flier"")","Berserking","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
VespidFlier_Story_Boss,"NSLOCTEXT(""BossTable"", ""7B30F8084D5302C1E3DBEF99C3134986"", ""Psora"")","(RowName=""Vespid_Flier_Boss"")","","False","True","2.000000","72.000000","1.350000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/PsoraBoss/StatusEffect_Boss_Psora.StatusEffect_Boss_Psora_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
VespidFlier_Story_Boss_Mapworks,"NSLOCTEXT(""BossTable"", ""7B30F8084D5302C1E3DBEF99C3134986"", ""Psora"")","(RowName=""Vespid_Flier_Boss"")","","True","True","2.000000","72.000000","1.350000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/PsoraBoss/StatusEffect_Boss_Psora.StatusEffect_Boss_Psora_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
VespidGuardian_Rando_Boss6,"NSLOCTEXT(""BossTable"", ""8FFEB5C74E8D180C8CB982AB2587BFB2"", ""Acid Breath"")","(RowName=""Vespid_Guardian"")","PlagueBearer","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Champion_Unique","KnockbackResistance=1;StunResistance=1","","","None",""
VespidSoldier_Rando_Boss5,"NSLOCTEXT(""BossTable"", ""5EDAC401439A10DC5B64E486B7F49886"", ""Razorsaw"")","(RowName=""Vespid_SoldierTough"")","PlagueBearer","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Champion_Unique","KnockbackResistance=1;StunResistance=1","","","None",""
VespidSoldier_Story_Boss,"NSLOCTEXT(""BossTable"", ""7DC0A0EB49E5BEEF6B12BCA407681A85"", ""Syzygyx, Alpaca Hunter"")","(RowName=""Vespid_Soldier"")","Berserking","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
VespidSoldier_Story_Boss2,"NSLOCTEXT(""BossTable"", ""0DED0B634189EEAE3839CC9B5332653B"", ""Klatz"")","(RowName=""Vespid_Soldier"")","NetherWell","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
VolturaBomber_Story_Boss,"NSLOCTEXT(""BossTable"", ""9203ECFA453C9A4CE2AA429293BF6103"", ""Singedwing the Scavenger"")","(RowName=""Voltura_Bomber"")","SiegeSolo","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
VolturaFighter_Story_Boss,"NSLOCTEXT(""BossTable"", ""F009F56344603E3D1DD46981C988578A"", ""Strongarm, Voltura Bandit"")","(RowName=""Voltura_Fighter"")","Illusionist","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
VolturaFighter_Story_Boss_Shriekbeak,"NSLOCTEXT(""BossTable"", ""66FF1FBD4E906A4F24EF508F62D4B7BB"", ""Shriekbeak"")","(RowName=""Vultura_Boss_Shriekbeak"")","","True","True","1.300000","72.000000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/ShriekbeakBoss/StatusEffect_Boss_Shriekbeak.StatusEffect_Boss_Shriekbeak_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
VolturaGunner_Rando_Boss,"NSLOCTEXT(""BossTable"", ""BDC9F19D4C92F3BA5A01789DBB36CDF5"", ""Sarge, the Death Dealer"")","(RowName=""Voltura_Gunner"")","NetherWell","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
VolturaGunner_Story_Boss,"NSLOCTEXT(""BossTable"", ""ED5E35DC4F50072C4623C1AF032F25F0"", ""Swiftshooter, Voltura Sniper"")","(RowName=""Voltura_Gunner"")","Shocking","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
VolturaInterceptor_Story_Boss,"NSLOCTEXT(""BossTable"", ""CB21EC4C4497C0937702FF87B4F8D45D"", ""Squawkclaw"")","(RowName=""Voltura_Interceptor_Boss"")","","True","True","2.350000","72.000000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/SquawkclawBoss/StatusEffect_Boss_Squawkclaw.StatusEffect_Boss_Squawkclaw_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","Energy.Max=10;Energy.RegenMax=10;Energy.Regen=1","","None",""
Witch_Story_Boss,"NSLOCTEXT(""BossTable"", ""C40C4E764E828C60B4D2E8A9F17EF88A"", ""Irma Swampseer, Dark Occultist"")","(RowName=""Witch_Boss"")","NetherWell","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None","Placeholder until the witch monster is in."
ZombieMelee_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""5699558F4A9A1B0DAA670286D57156CA"", ""Stinky Streve"")","(RowName=""Zombie_Melee"")","PlagueBearer","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","4000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Champion_Unique","KnockbackResistance=1;StunResistance=1","","","None",""
Zombie_Melee_Electric_Mapworks_Boss,"NSLOCTEXT(""BossTable"", ""Zombie_Melee_Electric_Mapworks_Boss_DisplayName"", ""Zappy Sam"")","(RowName=""Zombie_Electric"")","NetherWell","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","400.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
ZombieRanged_Rando_Boss,"NSLOCTEXT(""BossTable"", ""CC6CB6A24ECE9D59E8930F8418A08F75"", ""Hurling Earl"")","(RowName=""Zombie_Ranged"")","PlagueBearer","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Champion_Unique","KnockbackResistance=1;StunResistance=1","","","None","if_lakes_X_poi_a via Vespid_Small_FoulHurler_Sphere_Unique"
Ordrak,"NSLOCTEXT(""BossTable"", ""0CF1B6CD431145898EF85093B6857A2A"", ""Ordrak"")","(RowName=""Ordrak"")","TextOrdrak","True","True","1.000000","225.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.250000","/Game/Monsters/Blueprints/Ordrak/StatusEffect_Boss_Ordrak.StatusEffect_Boss_Ordrak_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
Brall,"NSLOCTEXT(""BossTable"", ""174820A8421FA947B9FB01AE3629B2CB"", ""Brall"")","(RowName=""Brall"")","TextBrall","True","True","1.000000","72.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.500000","/Game/Monsters/Blueprints/Brall/StatusEffect_Boss_Brall.StatusEffect_Boss_Brall_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","Energy.Max=1;Energy.RegenMax=0;Energy=0","","None",""
Sadista,"NSLOCTEXT(""BossTable"", ""A6D66B3944993EA959E304A48BC11B86"", ""Sadista"")","(RowName=""Sadista"")","TextSadista","True","True","1.000000","72.000000","2.000000","0.000000","1.000000","2000.000000","False","2500.000000","0.500000","/Game/Monsters/Blueprints/Sadista/StatusEffect_Boss_Sadista.StatusEffect_Boss_Sadista_C","Story_Boss_Drop","KnockbackResistance=1;StunResistance=1","","","None",""
Witch_Story_Boss2,"NSLOCTEXT(""BossTable"", ""82878C064CB44C58D0B1A092F702DED4"", ""Sylvia Rouser, Necromantic Summoner"")","(RowName=""Witch_Boss"")","NetherWell","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
VarkeninBrute_Story_Boss2,"NSLOCTEXT(""BossTable"", ""05B9CB92403EDE389FC80C978029B0B5"", ""Smalltusk, Son of Strongtusk"")","(RowName=""Varkenin_Brute"")","Berserking","True","False","1.250000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
NetherimSpellslinger_Story_Boss,"NSLOCTEXT(""BossTable"", ""5D8B34D347F0838D63BCCEA2DF5A8B60"", ""Nyx"")","(RowName=""Netherim_Spellslinger"")","Blazing","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss_Netherim.StatusEffect_Boss_Netherim_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
Burrower_Story_Boss,"NSLOCTEXT(""BossTable"", ""C55C0FFB466056AD31A05F8AB4A52197"", ""Duggle Bug"")","(RowName=""Burrower"")","SiegeSolo","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1;StunResistance=1","","","None",""
Ordrak_PreVFX,"NSLOCTEXT(""BossTable"", ""91A84BBE4773398FAB259E89BE0831B7"", ""Ordrak Pre-VFX DO NOT USE"")","(RowName=""Ordrak_PreVFX"")","","True","True","1.000000","225.000000","2.000000","0.000000","1.000000","2500.000000","False","2500.000000","0.250000","/Game/Monsters/Blueprints/Ordrak/StatusEffect_Boss_Ordrak.StatusEffect_Boss_Ordrak_C","None","KnockbackResistance=1;StunResistance=1","","","None",""
CommunityMimicBoss,"NSLOCTEXT(""BossTable"", ""A3E445164E0328288D3E1F81E1F3ED77"", ""Schaefer\'s Safebox"")","(RowName=""Mimic_TreasureChest"")","NetherWell;Blazing;SiegeSolo;Berserking;PlagueBearer;Shocking","False","False","4.000000","700.000000","4.000000","1.000000","300.000000","2500.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","CommunityBoss","KnockbackResistance=1;StunResistance=1","","","None",""
CommunityYapperBoss,"NSLOCTEXT(""BossTable"", ""6A8FBF404B92B1A9CE07B8B3190060A3"", ""Uber Yapper"")","(RowName=""Goblin_Stabby_Yapper"")","NetherWell;Blazing;SiegeSolo;Berserking;PlagueBearer;Shocking","False","False","3.000000","500.000000","4.000000","1.000000","300.000000","2500.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Yapper.StatusEffect_Champion_Yapper_C","CommunityBoss","KnockbackResistance=1;StunResistance=1","","","None",""
