---,AffixText,AffixTextDescription,bRequiresAreas,RowType,NoPickWeight,EntryType1,Entry1,EntryTags1,WeightOrCount1,RequireQuest1,EntryType2,Entry2,EntryTags2,WeightOrCount2,RequireQuest2,EntryType3,Entry3,EntryTags3,WeightOrCount3,RequireQuest3,EntryType4,Entry4,EntryTags4,WeightOrCount4,RequireQuest4,EntryType5,Entry5,EntryTags5,WeightOrCount5,RequireQuest5,EntryType6,Entry6,EntryTags6,WeightOrCount6,RequireQuest6,EntryType7,Entry7,EntryTags7,WeightOrCount7,RequireQuest7,EntryType8,Entry8,EntryTags8,WeightOrCount8,RequireQuest8,DataCurves,Weight,OwnedGameplayTags,DungeonRequireAllTags,DungeonRequireAnyTags,DungeonExcludeAnyTags,Entries,Notes
EndlessDungeon_Goblins_Blue,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Blue","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Blue","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Blue","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Electric","(GameplayTags=)","1","","GotoRow","EndlessDungeon_LoadingScreen_Goblins","(GameplayTags=)","1","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Green_Caves,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin.Caves","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Green_Caves","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Green","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Green","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_LoadingScreen_Goblins","(GameplayTags=)","1","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Green_Forest,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin.Forest","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Green_Forest","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Green","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Green","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_LoadingScreen_Goblins","(GameplayTags=)","1","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Red_Caves,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin.Caves","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Red_Caves","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Red","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Red","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_LoadingScreen_Goblins","(GameplayTags=)","1","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_Red_Forest,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin.Forest","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Goblins_Red_Forest","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Red","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_Red","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_LoadingScreen_Goblins","(GameplayTags=)","1","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Goblins_White,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Goblin","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Goblins_White","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_White","(GameplayTags=)","1","","GotoRow","Quest_Goblins","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Goblins_White","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_LoadingScreen_Goblins","(GameplayTags=)","1","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Hyvid_A,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Infested","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Hyvid_A","(GameplayTags=)","1","","GotoRow","Quest_Hyvid","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Hyvid","(GameplayTags=)","1","","GotoRow","Quest_Hyvid","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Hyvid","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_LoadingScreen_Hyvid","(GameplayTags=)","1","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Hyvid_B,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Infested","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Hyvid_B","(GameplayTags=)","1","","GotoRow","Quest_Hyvid","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Hyvid","(GameplayTags=)","1","","GotoRow","Quest_Hyvid","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Hyvid","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_LoadingScreen_Hyvid","(GameplayTags=)","1","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Netherim_A,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Netherim_A","(GameplayTags=)","1","","GotoRow","Quest_Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Netherim","(GameplayTags=)","1","","GotoRow","Quest_Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Physical","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Netherim_B,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Netherim_B","(GameplayTags=)","1","","GotoRow","Quest_Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Netherim","(GameplayTags=)","1","","GotoRow","Quest_Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Netherim","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Physical","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders_Electric,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Spiders.Electric","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Spiders_Electric","(GameplayTags=)","1","","GotoRow","Quest_Spiders","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Spiders_Electric","(GameplayTags=)","1","","GotoRow","Quest_Spiders","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Spiders_Electric","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Electric","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders_Fire,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Spiders.Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Spiders_Fire","(GameplayTags=)","1","","GotoRow","Quest_Spiders","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Spiders_Fire","(GameplayTags=)","1","","GotoRow","Quest_Spiders","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Spiders_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Fire","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders_Physical,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Spiders.Physical","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Spiders_Physical","(GameplayTags=)","1","","GotoRow","Quest_Spiders","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Spiders_Physical","(GameplayTags=)","1","","GotoRow","Quest_Spiders","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Spiders_Physical","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Physical","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Spiders_Poison,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Spiders.Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Spiders_Poison","(GameplayTags=)","1","","GotoRow","Quest_Spiders","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Spiders_Poison","(GameplayTags=)","1","","GotoRow","Quest_Spiders","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Spiders_Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Poison","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead_Electric,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Undead.Electric","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Undead_Electric","(GameplayTags=)","1","","GotoRow","Quest_Skeletons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Undead_Electric","(GameplayTags=)","1","","GotoRow","Quest_Skeletons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Undead_Electric","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Electric","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead_Fire,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Undead.Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Undead_Fire","(GameplayTags=)","1","","GotoRow","Quest_Skeletons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Undead_Fire","(GameplayTags=)","1","","GotoRow","Quest_Skeletons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Undead_Fire","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Fire","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead_Physical,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Undead.Physical","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Undead_Physical","(GameplayTags=)","1","","GotoRow","Quest_Skeletons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Undead_Physical","(GameplayTags=)","1","","GotoRow","Quest_Skeletons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Undead_Physical","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Physical","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Undead_Poison,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Undead.Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Undead_Poison","(GameplayTags=)","1","","GotoRow","Quest_Skeletons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Undead_Poison","(GameplayTags=)","1","","GotoRow","Quest_Skeletons","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Undead_Poison","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Poison","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Voltura,"","","False","All","0","AddAreaChainByFilter","Mapworks.Dungeon.Voltura","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Monsters_Voltura","(GameplayTags=)","1","","GotoRow","Quest_Voltura","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Voltura","(GameplayTags=)","1","","GotoRow","Quest_Voltura","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Bosses_Voltura","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Shared_Electric","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Goblins_Green_Forest,"NSLOCTEXT(""MapWorksTable"", ""35DC42AC4CB6FDC73F8E2EA298D43F75"", ""Monsters: Forest Goblins (Green)"")","","True","All","0","SetGameplayTagContainer","MonsterTags","(GameplayTags=((TagName=""Character.Monster.Global""),(TagName=""Character.Monster.Goblin.Stabby.Forest.Normal""),(TagName=""Character.Monster.Goblin.Lumberjack.Green""),(TagName=""Character.Monster.Goblin.Gunner.Normal.Forest""),(TagName=""Character.Monster.Goblin.Chanter.Normal.Forest"")))","1","","GotoRow","EndlessDungeon_Monsters_Spice_Fire","(GameplayTags=)","3","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Goblins_Green_Caves,"NSLOCTEXT(""MapWorksTable"", ""5805B0FE430A2ECF419AB8B59D49A071"", ""Monsters: Cave Goblins (White)"")","","True","All","0","SetGameplayTagContainer","MonsterTags","(GameplayTags=((TagName=""Character.Monster.Global""),(TagName=""Character.Monster.Goblin.Stabby.Forest.Normal""),(TagName=""Character.Monster.Goblin.Miner.Forest""),(TagName=""Character.Monster.Goblin.Gunner.Normal.Forest""),(TagName=""Character.Monster.Goblin.Bomber.Forest""),(TagName=""Character.Monster.Goblin.Engineer.Forest"")))","1","","GotoRow","EndlessDungeon_Monsters_Spice_Fire","(GameplayTags=)","3","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Bosses_Goblins_Green,"","","True","Pick","0","GotoRow","EndlessDungeon_Boss_Goblins_Green_1","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Boss_Goblins_Green_2","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Boss_Goblins_Green_3","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Boss_Goblins_Green_4","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_1,"","","True","All","0","GotoRow","EndlessDungeon_Boss_Goblins_Green_1_Boss","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Boss_Goblins_Green_1_Quest","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_1_Boss,"","","True","PerArea","0","None","","(GameplayTags=)","0","","SetProperty","BossMonsters|((RowName=""Goblin_Bomber_Rando_Boss_Mapworks""))","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_1_Quest,"","","True","PerArea","0","None","","(GameplayTags=)","0","","SetGameplayTagContainer","QuestPoolTags","(GameplayTags=((TagName=""QuestPool.Boss.TollTakerTater"")))","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_2,"","","True","All","0","GotoRow","EndlessDungeon_Boss_Goblins_Green_2_Boss","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Boss_Goblins_Green_2_Quest","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_2_Boss,"","","True","PerArea","0","None","","(GameplayTags=)","0","","SetProperty","BossMonsters|((RowName=""GoblinChanter_Rando_Boss4_Mapworks""))","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_2_Quest,"","","True","PerArea","0","None","","(GameplayTags=)","0","","SetGameplayTagContainer","QuestPoolTags","(GameplayTags=((TagName=""QuestPool.Boss.UncleBurny"")))","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_3,"","","True","All","0","GotoRow","EndlessDungeon_Boss_Goblins_Green_3_Boss","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Boss_Goblins_Green_3_Quest","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_3_Boss,"","","True","PerArea","0","None","","(GameplayTags=)","0","","SetProperty","BossMonsters|((RowName=""GoblinMiner_Rando_Boss_Mapworks""))","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_3_Quest,"","","True","PerArea","0","None","","(GameplayTags=)","0","","SetGameplayTagContainer","QuestPoolTags","(GameplayTags=((TagName=""QuestPool.Boss.OverseerHatelash"")))","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_4,"","","True","All","0","GotoRow","EndlessDungeon_Boss_Goblins_Green_4_Boss","(GameplayTags=)","1","","GotoRow","EndlessDungeon_Boss_Goblins_Green_4_Quest","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_4_Boss,"","","True","PerArea","0","None","","(GameplayTags=)","0","","SetProperty","BossMonsters|((RowName=""GoblinEngineer_GoblinForest1_Mapworks""))","(GameplayTags=)","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Boss_Goblins_Green_4_Quest,"","","True","PerArea","0","None","","(GameplayTags=)","0","","SetGameplayTagContainer","QuestPoolTags","(GameplayTags=((TagName=""QuestPool.Boss.ChiefLugnut"")))","1","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Goblins_Red_Forest,"NSLOCTEXT(""MapWorksTable"", ""4C510496471BA72FFC0870AA144398B9"", ""Monsters: Forest Goblins (Red)"")","","True","All","0","SetGameplayTagContainer","MonsterTags","(GameplayTags=((TagName=""Character.Monster.Global""),(TagName=""Character.Monster.Goblin.Stabby.Red""),(TagName=""Character.Monster.Goblin.Lumberjack.Red""),(TagName=""Character.Monster.Goblin.Gunner.Normal.Red""),(TagName=""Character.Monster.Goblin.Bomber.Red""),(TagName=""Character.Monster.Goblin.Chanter.Normal.Red"")))","1","","GotoRow","EndlessDungeon_Monsters_Spice_Fire","(GameplayTags=)","3","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
EndlessDungeon_Monsters_Goblins_Red_Caves,"NSLOCTEXT(""MapWorksTable"", ""ACCE6CCF4E38E0BA5E9D359E303CC19D"", ""Monsters: Cave Goblins (Red)"")","","True","All","0","SetGameplayTagContainer","MonsterTags","(GameplayTags=((TagName=""Character.Monster.Global""),(TagName=""Character.Monster.Goblin.Stabby.Red""),(TagName=""Character.Monster.Goblin.Miner.Red""),(TagName=""Character.Monster.Goblin.Gunner.Normal.Red""),(TagName=""Character.Monster.Goblin.Bomber.Red""),(TagName=""Character.Monster.Goblin.Engineer.Red"")))","1","","GotoRow","EndlessDungeon_Monsters_Spice_Fire","(GameplayTags=)","3","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","","(GameplayTags=)","0","","None","1","(GameplayTags=((TagName=""ItemQuality.Magic""),(TagName=""ItemQuality.Normal""),(TagName=""ItemQuality.Rare"")))","(GameplayTags=)","(GameplayTags=)","(GameplayTags=)","",""
