---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTagContainer,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,bCanCraftInOtherPlayersForts,PropComplexity,UpgradeChainIndex,DropWeight,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,bApplyCost1ToFortProp,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,bApplyCost2ToFortProp,Notes
Fence_Gob_bf_02,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""BAE2975A4DA769A1B3586D8F2B96CC1F"", ""Still Sturdy Palisade"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_gobbf02.fort_prop_fence_gobbf02_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Fence_Gob_bf_03,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""2E89921F48588F5A603343BB1D95052A"", ""Somewhat Sturdy Palisade"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_gobbf03.fort_prop_fence_gobbf03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Fence_Gob_bf_04,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""417D67ED4C538847CE1E9DA1800C0799"", ""Questionably Sturdy Palisade"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_gobbf04.fort_prop_fence_gobbf04_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Fence_Gob_bf_05,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""641F66B94C638F2D8228938B7DE879BE"", ""Toppled Palisade"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_gobbf05.fort_prop_fence_gobbf05_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Fence_Goblin_Short,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""856E3CDB4D133CCCD0ED0585B8BBF6F3"", ""Fence: Short Spiked Goblin"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestGoblinSpikeFence.FortTestGoblinSpikeFence_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Fence_IO_Ruinswall_04,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""2EC11B0F40F8CA58471175B154A5E757"", ""Weathered Stone Wall"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fence_io_ruinswall_04.fort_prop_fence_io_ruinswall_04_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
Fence_Ladder_Gob_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""EE2EBA9D4E53E95DB9AA3A9ECC093C59"", ""Not So Trusty Ladder"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_ladder_gob_01.fort_prop_ladder_gob_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","WoodLog_T1_Ash","2","","None","False","Small"
Fence_Palisade_Tall,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""C52815B640850D96E47BEA9BDA0E6318"", ""Sturdy Palisade"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestWoodPalisade.FortTestWoodPalisade_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Fence_Stone_Goblin_Short,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""73B1B4914AE7691983671B81818AC371"", ""Fence: Short Stone Goblin"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/FortTestGoblinFence.FortTestGoblinFence_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
FG_wardrobe_ship_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""11FB647E43B1030216D4ECAF095A64D4"", ""Forged Ship Hull Statue"")","NSLOCTEXT(""FortPropsTable"", ""D78273C146DFCAA55776B8B8261A4005"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_ship_wardrobe.forged_ship_wardrobe","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wbrb_legendaryship_forged_01_bp.fort_wbrb_legendaryship_Forged_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1000","","None","False","Currency","Name","WoodPlank_T1_Ash","125","","None","False",""
Fireplace_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""786CE48047DCCB5784C562A4CBDE289E"", ""Cozy Fireplace"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fireplace_2.fireplace_2","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_fireplace_01_bp.fort_prop_fireplace_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","2","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","StoneBlock_T1_Sandstone","33","","None","False","Large"
Fireplace_02,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""98D6B5F94BBC817B272F98A559DAE891"", ""Cookin\' Stove"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/still.still","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_fireplaces_02_bp.fort_prop_fireplaces_02_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","2","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","StoneBlock_T1_Sandstone","54","","None","False","Currency","Name","RareStone","1","","None","False","Large"
Fireplace_03,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""6AEC2C9A481662308E78F3905FC7D977"", ""Cottage Hearth"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fireplace_3.fireplace_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Contracts/fort_prop_fireplaces_03_bp.fort_prop_fireplaces_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_1"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","StoneBlock_T1_Sandstone","26","","None","False","Medium"
Fishbones_03,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""F645A3034F0E11411B5C2BA2B799ACB9"", ""Fearsome Fish Bones"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fish_skeleton.fish_skeleton","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_fishbones_gobrr_03.fort_prop_fishbones_gobrr_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_1"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","WoodPlank_T1_Ash","10","","None","False","Medium"
Flooring_Planks_gobrr_01,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""7BBB040A431D86BDE657E9996977C0E9"", ""Creaky Wooden Planks"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gobrr_dockbridge_01.fort_prop_floor_gobrr_dockbridge_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","4","","None","False","Large"
Flooring_Planks_gobrr_03,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""0B22435341B542FCB49A6692E5823627"", ""Uneven Scrap Planks"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gobrr_dockbridge_03.fort_prop_floor_gobrr_dockbridge_03_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","4","","None","False","Large"
Flooring_Stones_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""9F3537F6400B6C7595630F913E91DBE5"", ""Cold Heavy Pavers"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_flooring_stone_01.fort_flooring_stone_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","StoneRock_T1_Sandstone","8","","None","False","Medium"
Flooring_Stones_Gobcave_Smallrocks_03,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""BC93B0894F09D1DB78DB7494BEB28FBB"", ""Smattering of Rocks"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_03.fort_prop_floor_gcave_smallrocks_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","StoneRock_T1_Sandstone","8","","None","False","Medium"
Flooring_Stones_Gobcave_Smallrocks_04,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""9F37E52E445F24BE5E9A33B19CFE518A"", ""Clustering of Rocks"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_04.fort_prop_floor_gcave_smallrocks_04_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","StoneRock_T1_Sandstone","6","","None","False","Small"
Flooring_Stones_Gobcave_Smallrocks_05,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""B7B51B574396661F06D9EA859CCA072C"", ""Clump of Rocks"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_05.fort_prop_floor_gcave_smallrocks_05_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","StoneRock_T1_Sandstone","6","","None","False","Small"
Flooring_Stones_Gobcave_Smallrocks_06,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""A3A69C26407CCF36A846F589673DAA76"", ""Scattering of Rocks"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_gcave_smallrocks_06.fort_prop_floor_gcave_smallrocks_06_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","StoneRock_T1_Sandstone","6","","None","False","Small"
Flooring_Tile_Metal,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""820ADA674A9B9F1B06E612B70EA714CC"", ""Metal Plate"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_02e_icon.floor_02e_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_02e_bp.fort_prop_floor_02e_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","MetalBar_T1_Tin","39","","None","False","Medium"
Flooring_Tile_Metal_Grate,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""B2CF2C52429AB8ACB0F265BCB9143E02"", ""Metal Grate"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_03c_icon.floor_03c_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_03c_bp.fort_prop_floor_03c_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","MetalNugget_T1_Tin","26","","None","False","Medium"
Flooring_Tile_Stone,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""AF06DE234BE037843F4BDA8182AB51A8"", ""Gray Brick Pavers"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_01d_icon.floor_01d_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_01d_bp.fort_prop_floor_01d_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
Flooring_Tile_Stone_Gears,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""B56F6E4D40A52A14FC34F982EA30E3EA"", ""Dwarven Stone Pavers"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_04d_icon.floor_04d_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_04d_bp.fort_prop_floor_04d_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","StoneBlock_T1_Sandstone","26","","None","False","Medium"
Flooring_Tile_Stone_Inlaid,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""B44724B3479B745824B13FAEC2B13AE0"", ""Inlaid Stone Tile"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_03d_icon.floor_03d_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_03d_bp.fort_prop_floor_03d_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
Flooring_Tile_StoneLarge,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""32B51AA24A252FBB41474789A3BE8D83"", ""Stone Pavers"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_02d_icon.floor_02d_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_02d_bp.fort_prop_floor_02d_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
Flooring_Tile_Wood,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""9801052248A4E12745133BA5DE4403AC"", ""Wooden Pier"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_01b_icon.floor_01b_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_01b_bp.fort_prop_floor_01b_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Flooring_Tile_Wood_Diagonal,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""29E9CD574489E13EB68608939DDDD08F"", ""Weathered  Diagonal Pier"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_02a_icon.floor_02a_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_02a_bp.fort_prop_floor_02a_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Flooring_Tile_Wood_Diagonal2,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""4B34E7954E4E43FD74D4AABFA14BD2E5"", ""Diagonal Pier"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_02b_icon.floor_02b_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_02b_bp.fort_prop_floor_02b_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Flooring_Tile_Wood_Diagonal3,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""3F74E9334A6FD8B365D0BEAA83ECC4F2"", ""Wooden Diagonal Tile"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_03a_icon.floor_03a_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_03a_bp.fort_prop_floor_03a_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","WoodPlank_T1_Ash","10","","None","False","Medium"
Flooring_Tile_Wood_Horizontal,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""C7AA4E8A48542C9DD38A53A665403AD8"", ""Decorative Wooden Tile"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_03b_icon.floor_03b_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_03b_bp.fort_prop_floor_03b_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","400","","None","False","Currency","Name","WoodPlank_T1_Ash","10","","None","False","Medium"
Flooring_Tile_Wood_Lattice,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""1779CF734D6A66A53F4ED8AD04890073"", ""Overgrown Lattice"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_04b_icon.floor_04b_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_04b_bp.fort_prop_floor_04b_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Flooring_Tile_Wood_Worn,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""0DBBFA044E00A9BBA654E48420ABF63D"", ""Worn Wooden Pier"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_01a_icon.floor_01a_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_01a_bp.fort_prop_floor_01a_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","4","","None","False","Large"
Flooring_Tile_Wooden_Lattice2,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""036A5045461361C0C955AEBB117D0A27"", ""Flowering Lattice"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_05b_icon.floor_05b_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_05b_bp.fort_prop_floor_05b_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Flooring_Tile_WoodMetal_Diagonal,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""B01C4643447085A6C0991AB0D7AAC711"", ""Worn Wood and Metal Plate"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_01c_icon.floor_01c_icon","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_01c_bp.fort_prop_floor_01c_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract"")))","None","False","False","FortDecor","","None","False","1","0","5","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Flooring_Tile_WoodMetal_Gold,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""36E30F0D4D3F09DE0C8ED7B91E7D3A2F"", ""Adorned Redwood Grid"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_01e_icon.floor_01e_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_01e_bp.fort_prop_floor_01e_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","WoodPlank_T1_Ash","10","","None","False","Medium"
Flooring_Tile_WoodMetal_Grid,"(RowName=""Decorations"")","(RowName=""Flooring"")","0","NSLOCTEXT(""FortPropsTable"", ""D8DD28A848F4EB8D16FD6DB5DD23B534"", ""Grided Diagonal Pier"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/floor_02c_icon.floor_02c_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_floor_02c_bp.fort_prop_floor_02c_bp_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","MetalBar_T1_Tin","39","","None","False","Medium"
Foliage_Goblin_01,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""2246620F40A70FFC7AD60092DD932B81"", ""Small Leafy Shrub"")","","None","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_01.fort_foliage_gob_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","WoodLog_T1_Ash","2","","None","False","Small"
