---,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
SpawnMonsters_Automata,"All","0","0","False","GameplayTagAll","Character.Monster.Automaton","1","GotoMonsterSpawnRow","ChooseMonsters","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SpawnMonsters_Automata_Champs,"All","0","0","False","GotoMonsterSpawnRow","ChampionOrBetter","1","AddMonsterByFilter","Character.Monster.Automaton","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SpawnMonsters_Automata_Sentry_Electric,"All","0","0","False","AddMonsterByName","Automaton_Sentry_Electric","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SpawnMonsters_Automata_Sentry_Electric_Champs,"All","0","0","False","GotoMonsterSpawnRow","ChampionOrBetter","1","AddMonsterByName","Automaton_Sentry_Electric","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SpawnMonsters_Automata_Custodian_Electric,"All","0","0","False","AddMonsterByName","Automaton_Custodian_Electric","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SpawnMonsters_Automata_Custodian_Electric_Champs,"All","0","0","False","GotoMonsterSpawnRow","ChampionOrBetter","1","AddMonsterByName","Automaton_Custodian_Electric","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SpawnMonsters_Automata_Emberhulk_Electric,"All","0","0","False","AddMonsterByName","Automaton_Hulk_Electric","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SpawnMonsters_Automata_Emberhulk_Electric_Champs,"All","0","0","False","GotoMonsterSpawnRow","ChampionOrBetter","1","AddMonsterByName","Automaton_Hulk_Electric","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SpawnMonsters_Goblins_Champs,"All","0","0","False","GameplayTagAll","Character.Monster.Goblin","1","GotoMonsterSpawnRow","ChampionOrBetter","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
EncounterChamp_Enc1,"All","0","0","False","SetMonsterChampions","Unique","1","SetMonsterPackSize","Small","1","AddMonsterByName","Goblin_Engineer_Enc1","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","Chief Lugnut, encounter champion"
