---,DisplayName,Description,DescriptionLong,FlavorText,EmberWeaponData,OffHandWeaponToEquip,bUseAffixWithName,SlotForSkillDescription,MinLevel,MaxLevel,DropWeight,GoldValue,ItemWardrobe,bCanBeDyed,DyeRow,GameplayTags,AffixAnyTags,AffixAllTags,AffixSpawnRowName,ItemQuality,LootContent,LootContentRecipe,DamageType,Spoke,PlayerClass,AnimSlotPrefix,AnimSlotSuffix,bIsTwoHanded,bCanSell,bCanDestroy,bCanBeUsed,bIgnoreLevel,bIgnoreSpoke,AttackSpeedIndex,bIsStatStick,PickupAction,PickUpTraitString,MaxStackSize,IconOverride,ItemClass,Notes
Armour_Global_Shoulders_Rare_Physical_LifeBound_01,"NSLOCTEXT(""ItemsTable"", ""FFDD38F748E93215E6F0AFA52209399C"", ""Pauldrons"")","","","","(RowName="""")","(RowName="""")","True","None","7.000000","100.000000","0","60.000000","T3_Iconic_Shoulders","True","(RowName="""")","Region.Global;Item.Phased;Item.Armour.Shoulders;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental","Item.Armour.Shoulders","Armor_Rare_LifeBound","Rare","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None","Deprecated data."
Armour_Global_Shoulders_Rare_UniversalDM_01,"NSLOCTEXT(""ItemsTable"", ""C70D2D1844E1820B0E736E98DD5DD6F0"", ""Zeraphi Shoulders"")","","","","(RowName="""")","(RowName="""")","False","None","7.000000","100.000000","0","60.000000","T3_Universal_Shoulders_DM","True","(RowName="""")","Region.Global;Item.Armour.Shoulders;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental","Item.Armour.Shoulders","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None","Deprecated data."
Armour_Global_Shoulders_Rare_UniversalDM_02,"NSLOCTEXT(""ItemsTable"", ""60D3F8864866AA3348E462B351C15924"", ""Zeraphi Noble Shoulders"")","","","","(RowName="""")","(RowName="""")","False","None","7.000000","100.000000","0","60.000000","T3_Universal2_Shoulders_DM","True","(RowName="""")","Region.Global;Item.Armour.Shoulders;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental","Item.Armour.Shoulders","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None","Deprecated data."
Armour_Global_Shoulders_Rare_UniversalFOR_01,"NSLOCTEXT(""ItemsTable"", ""6D89348049273CB8BC6258878AF5F0C7"", ""Courtly Pauldrons"")","","","","(RowName="""")","(RowName="""")","False","None","7.000000","100.000000","0","60.000000","T3_Universal_Shoulders_FOR","True","(RowName="""")","Region.Global;Item.Armour.Shoulders;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental","Item.Armour.Shoulders","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None","Deprecated data."
Armour_Global_Shoulders_Rare_UniversalFOR_02,"NSLOCTEXT(""ItemsTable"", ""AAE2F28E49F34CB8F3EDC688EDA5B476"", ""Exquisite Pauldrons"")","","","","(RowName="""")","(RowName="""")","False","None","7.000000","100.000000","0","60.000000","T3_Universal2_Shoulders_FOR","True","(RowName="""")","Region.Global;Item.Armour.Shoulders;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental","Item.Armour.Shoulders","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None","Deprecated data."
Armour_Global_Shoulders_Rare_UniversalRM_01,"NSLOCTEXT(""ItemsTable"", ""451B800E40E25A4D369758954A7EAD5E"", ""Wetworks Pauldrons"")","","","","(RowName="""")","(RowName="""")","False","None","7.000000","100.000000","0","60.000000","T3_Universal_Shoulders_RM","True","(RowName="""")","Region.Global;Item.Armour.Shoulders;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental","Item.Armour.Shoulders","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None","Deprecated data."
Armour_Global_Shoulders_Rare_UniversalRM_02,"NSLOCTEXT(""ItemsTable"", ""451B800E40E25A4D369758954A7EAD5E"", ""Wetworks Pauldrons"")","","","","(RowName="""")","(RowName="""")","False","None","7.000000","100.000000","0","60.000000","T3_Universal2_Shoulders_RM","True","(RowName="""")","Region.Global;Item.Armour.Shoulders;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental","Item.Armour.Shoulders","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None","Deprecated data."
Armour_Global_Shoulders_Rare_MixNMatch_01,"NSLOCTEXT(""ItemsTable"", ""F7F89F9A4DFB48CC4A1E179481C77D2A"", ""Rigid Shoulders"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","50.000000","0","60.000000","T3_MixNMatch_Shoulders","True","(RowName="""")","Region.Global;Item.Armour.Shoulders;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental","Item.Armour.Shoulders","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None","Deprecated data."
Armour_Global_Helm_Rare_BeakhoodDM_01,"NSLOCTEXT(""ItemsTable"", ""F0642BA04FFC1A592D111798027C06CE"", ""Miasma Doctor Mask"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","50.000000","0","60.000000","T3_BeakHood_Helm_DM","True","(RowName="""")","Region.Global;Item.Armour.Helm;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Helm","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Helm_Rare_HornedSteelRM_01,"NSLOCTEXT(""ItemsTable"", ""7973F836411B377FC0A1F4A0590FF07E"", ""Steel Gladiator Mask"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","50.000000","0","60.000000","T3_HornedSteel_Helm_RM","True","(RowName="""")","Region.Global;Item.Armour.Helm;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Helm","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Global_Helm_Rare_PipeLightFOR_01,"NSLOCTEXT(""ItemsTable"", ""076820A7406E7973111D49AF9811894A"", ""Cave Diver Helm"")","","","","(RowName="""")","(RowName="""")","False","None","20.000000","50.000000","0","60.000000","T3_PipeLight_Helm_FOR","True","(RowName="""")","Region.Global;Item.Armour.Helm;Element.Physical","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Helm","Armor_Rare","Rare","(RowName="""")","None","Element.Physical","None","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Boots_Legendary_ForestDM_01,"NSLOCTEXT(""ItemsTable"", ""2EEEEB5F4FAD518A1A7A2EA6F1FAA29A"", ""Woodsbeast Sandals"")","","","NSLOCTEXT(""ItemsTable"", ""589F23FE49526B3216A5C59396611726"", ""During the height of the dwarven empires, their subjugation of goblins was so complete that it led to a golden age for the nearby varkenin tribes."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Boots_DM","True","(RowName=""GoblinChaseDM"")","Item.Armour.Boots;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Defense.Goblin","Item.Armour.Boots","Legendary_Boots_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Boots_Legendary_ForestRM_01,"NSLOCTEXT(""ItemsTable"", ""985EB5464FA79A48BFC468A6E5D13D3E"", ""Woodsbeast Sandals"")","","","NSLOCTEXT(""ItemsTable"", ""BBEC63F0448B981DDB567C9FC1753060"", ""During the height of the dwarven empires, their subjugation of goblins was so complete that it led to a golden age for the nearby varkenin tribes."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Boots_RM","True","(RowName=""GoblinChaseRM"")","Item.Armour.Boots;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Defense.Goblin","Item.Armour.Boots","Legendary_Boots_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Boots_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""4F2659B24763B5027A8137B582A1FFAA"", ""Incombustible Sabatons"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Iconic_Boots","True","(RowName="""")","Item.Armour.Boots;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Boots","Armor_Magic","Magic","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Boots_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""7F6B4CE440E3F02C7EED2B97BC5F1D8B"", ""Insulated Boots"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Boots","True","(RowName="""")","Item.Armour.Boots;Element.Fire","Affix.Defense.Fire","Item.Armour.Boots","Armor_Normal","Normal","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Boots_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""F5079A6E469E3B77D12FD38EFF1E8270"", ""Boots"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Boots","True","(RowName="""")","Item.Armour.Boots;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Defense.Goblin","Item.Armour.Boots","Armor_Rare","Rare","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Boots_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""827821C74599E0337A54E79F5937EC31"", ""Boots"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T2_Forest_Boots","True","(RowName="""")","Item.Armour.Boots","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Defense.Goblin","Item.Armour.Boots","Armor_Rare","Rare","(RowName="""")","None","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Chest_Legendary_ForestDM_01,"NSLOCTEXT(""ItemsTable"", ""7144425742C6FF9BEFE575B10E34753B"", ""Woodsbeast Top"")","","","NSLOCTEXT(""ItemsTable"", ""6455174C401A0D37087996B1A62316B2"", ""Few have driven deep enough east into the goblin homeland to see what lies on its rocky far shores."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Chest_DM","True","(RowName=""GoblinChaseDM"")","Item.Armour.Chest;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Chest","Legendary_Chest_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Chest_Legendary_ForestRM_01,"NSLOCTEXT(""ItemsTable"", ""0EC7EB7C4D6FBAC67C9D77839DFB9BD0"", ""Woodsbeast Top"")","","","NSLOCTEXT(""ItemsTable"", ""C168647244746D6B9BE05B9A9E717142"", ""Few have driven deep enough east into the goblin homeland to see what lies on its rocky far shores."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Chest_RM","True","(RowName=""GoblinChaseRM"")","Item.Armour.Chest;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Chest","Legendary_Chest_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Chest_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""9D5DB4134CE3E7F154402DA554F27362"", ""Incombustible Chest"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Iconic_Chest","True","(RowName="""")","Item.Armour.Chest;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Magic","Magic","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Chest_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""A670941E4A13C3D19E404ABAB3A9B012"", ""Insulated Chest Armor"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Chest","True","(RowName="""")","Item.Armour.Chest;Element.Fire","Affix.Defense.Fire","Item.Armour.Chest","Armor_Normal","Normal","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Chest_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""B2CD45E64634BF69515F3CBA2C5BAC41"", ""Chest Armor"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Chest","True","(RowName="""")","Item.Armour.Chest;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Rare","Rare","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Chest_Rare_ForestFOR_01,"NSLOCTEXT(""ItemsTable"", ""7BB6AC6D46B7D45F8B3D31B563D9D442"", ""Wildfire Chest"")","","","NSLOCTEXT(""ItemsTable"", ""A11B6D1049915942648D8EB4FBD68144"", ""Few have driven deep enough east into the goblin homeland to see what lies on its rocky far shores."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Chest_FOR","True","(RowName=""GoblinChaseFOR"")","Item.Armour.Chest;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Chest","Legendary_Chest_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Chest_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""5F2905864591A5A1DA68ECB9FD256D4A"", ""Chest Armor"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T2_Forest_Chest","True","(RowName="""")","Item.Armour.Chest","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Chest","Armor_Rare","Rare","(RowName="""")","None","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Legendary_ForestDM_01,"NSLOCTEXT(""ItemsTable"", ""176F1B9848BB5C5DFF43E5B4F768BD22"", ""Woodsbeast Armguards"")","","","NSLOCTEXT(""ItemsTable"", ""0B0D09134CDAC616B651B7A6AE7388BD"", ""Even soldiers quake at the campfire stories of the varkenin, the forest beast-men who live deep among the trees."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Gloves_DM","True","(RowName=""GoblinChaseDM"")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Legendary_Gloves_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Legendary_ForestFOR_01,"NSLOCTEXT(""ItemsTable"", ""ABE5AB43452CBD66E44C2089753444F5"", ""Wildfire Gloves"")","","","NSLOCTEXT(""ItemsTable"", ""76F806014F7F3BD1E10C8F821548AA27"", ""Even soldiers quake at the campfire stories of the varkenin, the forest beast-men who live deep among the trees."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Gloves_FOR","True","(RowName=""GoblinChaseFOR"")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Legendary_Gloves_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Legendary_ForestRM_01,"NSLOCTEXT(""ItemsTable"", ""F45B6ED744638106C71CDF9BB6DCEA21"", ""Woodsbeast Armguards"")","","","NSLOCTEXT(""ItemsTable"", ""D976EA2E4D6CBB57B0CF6FB01120302C"", ""Even soldiers quake at the campfire stories of the varkenin, the forest beast-men who live deep among the trees."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Gloves_RM","True","(RowName=""GoblinChaseRM"")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Legendary_Gloves_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""2D0DFEB844375B97925AA581FBA49089"", ""Incombustible Gloves"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Iconic_Gloves","True","(RowName="""")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Magic","Magic","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""DDC49CB94473A357B584C7B0030714BA"", ""Insulated Gloves"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Gloves","True","(RowName="""")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire","Item.Armour.Gloves","Armor_Normal","Normal","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""8955E71949F07ACA1626BCA5A2A5CD76"", ""Gloves"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Gloves","True","(RowName="""")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Rare","Rare","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""1C81750D4510AC66F21135B67A7BA7B2"", ""Gloves"")","","","","(RowName="""")","(RowName="""")","True","None","10.000000","100.000000","1","60.000000","T2_Forest_Gloves","True","(RowName="""")","Item.Armour.Gloves","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Rare","Rare","(RowName="""")","None","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Legendary_ForestFOR_01,"NSLOCTEXT(""ItemsTable"", ""53FEDEA3464AB96741C2BB8E84415C97"", ""Wildfire Hatch"")","","","NSLOCTEXT(""ItemsTable"", ""227BF6F24B634A200F26C49059FED6F3"", ""During the height of the dwarven empires, their subjugation of goblins was so complete that it led to a golden age for the nearby varkenin tribes."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Hatch_FOR","True","(RowName=""GoblinChaseFOR"")","Item.Armour.Hatch;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Legendary_Hatch_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""C52F324B46048C7CF0E1D9B0A6E7A137"", ""Incombustible Hatch"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Iconic_Hatch","True","(RowName="""")","Item.Armour.Hatch;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Armor_Magic","Magic","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""10A449FD49B771BC0DDC06BC4F92D4F5"", ""Insulated Hatch"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Hatch","True","(RowName="""")","Item.Armour.Hatch;Element.Fire","Affix.Defense.Fire","Item.Armour.Hatch","Armor_Normal","Normal","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""1E2BE44945622D5EDDA401BBE8C9D11E"", ""Hatch"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Hatch","True","(RowName="""")","Item.Armour.Hatch;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Armor_Rare","Rare","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""FE0B3CB1435D296E8742B2965FB987AF"", ""Hatch"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T2_Forest_Hatch","True","(RowName="""")","Item.Armour.Hatch","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Defense.Goblin","Item.Armour.Hatch","Armor_Rare","Rare","(RowName="""")","None","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Legendary_ForestDM_01,"NSLOCTEXT(""ItemsTable"", ""5AFFCE314C4EAA394B67E5A43BE7E322"", ""Woodsbeast Headdress"")","","","NSLOCTEXT(""ItemsTable"", ""9121223242A4D0C453A725A8CFE66A65"", ""The mournful howls heard deep within the goblin forest do not always come from goblins…"")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","Legendary_Helm_Goblin_01","True","(RowName=""GoblinChaseDM"")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Legendary_Helm_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Legendary_ForestFOR_01,"NSLOCTEXT(""ItemsTable"", ""C71C111845805356C2CCE3BC4151AD2B"", ""Wildfire Helm"")","","","NSLOCTEXT(""ItemsTable"", ""0F7914C3441D508DD3B1F08EE639E0F6"", ""The mournful howls heard deep within the goblin forest do not always come from goblins…"")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","Legendary_Helm_Goblin_01","True","(RowName=""GoblinChaseFOR"")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Legendary_Helm_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Legendary_ForestRM_01,"NSLOCTEXT(""ItemsTable"", ""33EA415442681E2D43D2B0929DB79E6A"", ""Woodsbeast Headress"")","","","NSLOCTEXT(""ItemsTable"", ""4C9CF99E40217433E1C499B0D0CD4E34"", ""The mournful howls heard deep within the goblin forest do not always come from goblins…"")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","Legendary_Helm_Goblin_01","True","(RowName=""GoblinChaseRM"")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Legendary_Helm_Goblin_01","Legendary","(RowName="""")","None","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","None","False","AddToInventory","None","0","None","None",""
