---,DisplayName,CompletableTasks,OfferedQuests,ActivatingTasks,ActivatingCompletedTasks,DeactivatingTasks,DeactivatingCompletedTasks,bAlwaysActive,bMapMarkerIsArea,AreaSize,Notes
IntelligenceAgentBray,"NSLOCTEXT(""QuestObjectTable"", ""770F3EFA4ACB247974F411B59FB172E5"", ""Intelligence Agent Bray"")","(""DQ_RiderDie:Task_GetQuest"",""DQ_ForcedRetirement:Task_GetQuest"",""DQ_CleansetheCave:Task_GetQuest"",""DQ_SendingaMessage:Task_GetQuest"",""DQ_PuttoRest:Task_GetQuest"",""DQ_PutEmDown:Task_GetQuest"",""DQ_MuskyBusiness:Task_GetQuest"",""DQ_PoisonControl:Task_GetQuest"",""DQ_RoidRage:Task_GetQuest"",""DQ_EggcelentDestruction:Task_GetQuest"",""WQ_BountiesStartQuest:Task_GetQuest"",""WQ_PrepareYourself:Task_GetQuest"",""WQ_Investigations:Task_GetQuest"",""DQ_MuskyBusiness:Task_TurnIn"",""DQ_PoisonControl:Task_TurnIn"",""DQ_PuttoRest:Task_TurnIn"",""WQ_Bounties:Task_TurnIn"",""WQ_PrepareYourself:Task_TurnIn"",""WQ_Investigations:Task_TurnInGoblin"",""WQ_Investigations:Task_TurnInWideload"",""WQ_Investigations:Task_TurnInOlgarth"",""WQ_Investigations:Task_TurnInHyvid"",""WQ_Investigations:Task_FinalTurnIn"",""WQ_UnholyTerrors:Task_GetQuest"",""WQ_UnholyTerrors:Task_TurnIn"",""DQ_CursedCoin:Task_GetQuest"",""DQ_BarrelOfAGun:Task_GetQuest"",""DQ_BrambleWrangle:Task_GetQuest"",""DQ_Jawsome:Task_GetQuest"",""DQ_WhatTheFrack:Task_GetQuest"",""DQ_PretendThatWereDead:Task_GetQuest"",""DQ_PretendThatWereDead:Task_TurnIn"",""DQ_WhatABoar:Task_GetQuest"",""DQ_PiratedPackages:Task_GetQuest"",""DQ_WritingsOnTheWall:Task_GetQuest"",""DQ_LeaveNoStoneUnturned:Task_GetQuest"",""DQ_LeaveNoStoneUnturned:Task_TalkToBray"",""DQ_LeaveNoStoneUnturned:Task_TalkToZaya"",""DQ_HyvidHunterForHire:Task_GetQuest"",""DQ_HyvidHunterForHire:Task_TurnIn"",""DQ_Ransacked:Task_GetQuest"",""DQ_ItsATrap:Task_GetQuest"",""DQ_BeastOfBurden:Task_GetQuest"",""DQ_MonsterHunter:Task_GetQuest"",""DQ_BruteSquad:Task_GetQuest"",""DQ_NightOfTheUndead:Task_GetQuest"",""DQ_SwatTeam:Task_GetQuest"",""DQ_SticksAndStones:Task_GetQuest"",""DQ_VileVials:Task_GetQuest"",""WQ_WoodsEdgeUprising:Task_GetQuest"",""WQ_SpaceInvaders:Task_GetQuest"",""WQ_GoblinGreed:Task_GetQuest"",""WQ_ViciousCycle:Task_GetQuest"")","","","","","","False","False","0.000000",""
PoisonSample,"NSLOCTEXT(""QuestObjectTable"", ""B2C1239A4457B688D18E06A162993F69"", ""Concentrated Poison Sample"")","","","(""DQ_PoisonControl:Task_GetPoison"")","","","","False","False","0.000000",""
HyvidJuvenileGland,"NSLOCTEXT(""QuestObjectTable"", ""E6FCA65E420CB78EC9A2A688790609CA"", ""Juvenile Hyvid Gland"")","","","(""DQ_MuskyBusiness:Task_GetJuvGland"")","","","","False","False","0.000000",""
HyvidAdultGland,"NSLOCTEXT(""QuestObjectTable"", ""A2F09C494F1CB6BF934F42BEA804192F"", ""Adult Hyvid Gland"")","","","(""DQ_MuskyBusiness:Task_GetGland"")","","","","False","False","0.000000",""
HyvidMutatedGland,"NSLOCTEXT(""QuestObjectTable"", ""A89B1ED546B75CC07D2223BDBD19E9CA"", ""Mutated Hyvid Gland"")","","","(""DQ_MuskyBusiness:Task_GetMutatedGland"")","","","","False","False","0.000000",""
EarthEmberNode,"NSLOCTEXT(""QuestObjectTable"", ""EF0DFB5640F512CAF70E4DBF0E026C29"", ""Earth Ember Deposit"")","(""Quest_Goblin_GF4_Caves2:Task_CollectEarthEmberSamples1"",""Quest_Goblin_GF4_Caves2:Task_CollectEarthEmberSamples2"",""Quest_Goblin_GF4_Caves2:Task_CollectEarthEmberSamples3"")","","","","","","False","False","0.000000",""
ImperialOutpostOccupiedThreshold,"NSLOCTEXT(""QuestObjectTable"", ""1ED282284BCE175205D377A2BE397C94"", ""Outpost"")","(""Quest_Goblin_Intro:Task_GoToOutpostThreshold"")","","","","","","False","False","0.000000",""
FortPortalPad,"","","","","(""Quest_Fort_Intro:Task_ShowWidget"")","(""Quest_Fort_Intro:Task_KillBoss"")","","False","False","0.000000","TravelPortal_Fort"
GeneralGraye_Intro,"NSLOCTEXT(""QuestObjectTable"", ""DC46F10A4617E0A9D68C0589E3710B62"", ""General Graye"")","(""Quest_Goblin_Intro:Task_TalkToGeneralGraye"")","","","","","","False","False","0.000000",""
Kenik_Intro,"NSLOCTEXT(""QuestObjectTable"", ""128F65994BFD5E31ED9F41AF7B9C6E19"", ""Kenik"")","(""Quest_Goblin_Intro:Task_TalkToKenik"")","","","","","","False","False","0.000000",""
AlphaSprite,"NSLOCTEXT(""QuestObjectTable"", ""5440D5F34F706E3D1C13FFA2688D2593"", ""Alyph, Junior Explorers Alpha Cadet"")","","","","","","","False","False","0.000000",""
Trigger_IntroPortal,"NSLOCTEXT(""QuestObjectTable"", ""327C9C2E47534D253EEFB0A9B91C5BFA"", ""Portal"")","","","","(""Quest_Goblin_Intro:Task_TalkToGeneralGraye"")","","","False","False","0.000000",""
Trigger_QuestWaypoint,"NSLOCTEXT(""QuestObjectTable"", ""6F0DED2E427058235FA598AD7A74303E"", ""Waypoint"")","(""Quest_IntroWaypoint:Task_FindWaypoint"",""Quest_Fort_Intro:Task_InteractWaypoint"")","","","","","","False","True","10.000000","gob_triggersphere_quest_waypoint_bp"
Trigger_Intro_ClassMechanic,"NSLOCTEXT(""QuestObjectTable"", ""4791ECCA443E7CEA05E23FA183B5F573"", ""Mechanic"")","(""Quest_Goblin_Intro:Task_Trigger_Help_DM"",""Quest_Goblin_Intro:Task_Trigger_Help_FOR"",""Quest_Goblin_Intro:Task_Trigger_Help_RM"")","","","","","","False","False","0.000000",""
VespidSoldierChampSpawn,"","","","(""Quest_Infested_AreaSoldierChampions:Task_KillHyvidSoldierChampions"")","","","","False","False","0.000000",""
Spawner_DwarvenRainbowBoss,"","","","(""Quest_Echonok_EM1_DwarvenRainbow:Task_SeeBoss"")","","","","False","False","0.000000",""
EM_GrandGate,"NSLOCTEXT(""QuestObjectTable"", ""DF37624C4C7C35A0E535068AEBA79F21"", ""Grand Gate"")","(""Quest_Echonok_EM1_EM1-2pass:Task_InteractGate"")","","(""Quest_Echonok_EM1_EM1-2pass:Task_InteractGate"")","","(""Quest_Echonok_EM2_Int1:Task_GotoEM2"")","","False","False","0.000000",""
EM_GrandGateOpened,"NSLOCTEXT(""QuestObjectTable"", ""032933DE4CC55698335C16B485E7293F"", ""Grand Gate"")","","","(""Quest_Echonok_EM2_Int1:Task_GotoEM2"")","","","","False","False","0.000000",""
EM_PowerConduit,"NSLOCTEXT(""QuestObjectTable"", ""911B1EB64CF89D57343A0B91B46FD1D5"", ""Power Conduit"")","","","(""Quest_Echonok_EM1_Interior2:Task_InteractConduits"")","","","","False","False","0.000000",""
EM_DwarvenCodex,"NSLOCTEXT(""QuestObjectTable"", ""91A22F92470B1413524CE28D1B90A24C"", ""Dwarven Codex"")","","","(""Quest_Echonok_EM1_Interior1:Task_FindCodex"")","","","","False","False","0.000000",""
EM_EmberGenerator,"NSLOCTEXT(""QuestObjectTable"", ""EE879CA84C0B3552959F9EB6D378E6B9"", ""Ember Generator"")","","","(""Quest_Echonok_EM1_Interior2:Task_InteractGenerator"")","","","","False","False","0.000000",""
EM_BustFlamebeard,"NSLOCTEXT(""QuestObjectTable"", ""79849465431FED486B31D6BFBA7D53B0"", ""Bust of Flamebeard"")","","","(""Quest_Echonok_EM1_DwarvenRainbow:Task_CollectRelicFlame"")","","","","False","False","0.000000",""
EM_ExposedPanel,"NSLOCTEXT(""QuestObjectTable"", ""A0CA555F43372FC03E475F95F2F88C84"", ""Exposed Panel"")","","","(""Quest_Echonok_EM1_DwarvenRainbow:Task_RelicSpark"")","","","","False","False","0.000000",""
Spawner_Rescavenge,"","","","(""Quest_Echonok_EM1_Rescavenge:Task_KillBoss"")","","","","False","False","0.000000","Spawn boss: (VolturaBomber_Story_Boss) Trinket-Taker."
ClenseTheCavePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""1823E7FB4CEC180EE6DE2A8D4F5911FF"", ""Portal"")","","","(""DQ_CleansetheCave:Task_KillBoss"")","","","","False","False","0.000000",""
RiderDiePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""CA9C7D074270BC5EEE37E9A8BA44E6F8"", ""Portal"")","","","(""DQ_RiderDie:Task_KillMonsters"",""DQ_RiderDie:Task_KillBoss"")","","","","False","False","0.000000",""
RoidRagePortalSource,"NSLOCTEXT(""QuestObjectTable"", ""1C448EA94069852066854CB2EBAB5635"", ""Portal"")","","","(""DQ_RoidRage:Task_KillBoss"")","","","","False","False","0.000000",""
Chest_Boss,"NSLOCTEXT(""QuestObjectTable"", ""B471D0834DCAA0C5D0C07E8F34CB8339"", ""Cursed Chest"")","","","(""DQ_CursedCoin:Task_InteractChest"")","","","","False","False","0.000000","DQ_CursedCoin"
PhixBlacksmith,"NSLOCTEXT(""QuestObjectTable"", ""B9DD193E442D203B6117FEA4BB904164"", ""Phix the Blacksmith"")","(""DQ_BarrelOfAGun:Task_TurnIn"")","","","","","","False","False","0.000000",""
Gadfly,"NSLOCTEXT(""QuestObjectTable"", ""BB79320A41B08690C07B7094E8CBBF32"", ""Officer Gadfly"")","(""DQ_WhatABoar:Task_TalktoGadfly"",""DQ_BrambleWrangle:Task_TurnIn"")","","","","","","False","False","0.000000","npcgeneric16_bp"
BaitAltar,"NSLOCTEXT(""QuestObjectTable"", ""210439234BF88FA155BCD2832A8CE478"", ""Bait Altar"")","","","(""DQ_WhatABoar:Task_BaitAltar"")","","","","False","False","0.000000",""
Boat_Goblin,"NSLOCTEXT(""QuestObjectTable"", ""6BA336654EB9DCF4A7FB3CBAD5518C43"", ""Goblin Trading Boat"")","","","(""DQ_PiratedPackages:Task_InteractBoat"")","","","","False","False","0.000000",""
Graffiti,"NSLOCTEXT(""QuestObjectTable"", ""55D2FE364A7A5A00E81D34A09510A899"", ""Graffiti"")","","","(""DQ_WritingsOnTheWall:Task_InteractGraffiti"")","","","","False","False","0.000000",""
LarvaeTrap,"NSLOCTEXT(""QuestObjectTable"", ""EED5167741F50B3BE36A498741E9DBDD"", ""Larvae Trap"")","","","(""DQ_ItsATrap:Task_LarvaeTrap"")","","","","False","False","0.000000",""
FallenScout,"NSLOCTEXT(""QuestObjectTable"", ""AE12C3EE4A2936AA7CB6DFB5830661B5"", ""Fallen Scout"")","","","(""DQ_ItsATrap:Task_FallenScout"",""DQ_WritingsOnTheWall:Task_FallenScout"")","","","","False","False","0.000000",""
Footprints,"NSLOCTEXT(""QuestObjectTable"", ""ED0E29A040225EF73926928E524FB614"", ""Footprints"")","","","(""DQ_MonsterHunter:Task_Footprints"")","","","","False","False","0.000000",""
GoblinLivestock,"NSLOCTEXT(""QuestObjectTable"", ""DF5DE8A64C314C32BA229FBEDF39AB61"", ""Goblin Livestock"")","","","(""DQ_BruteSquad:Task_GoblinLivestock"")","","","","False","False","0.000000",""
Hobbs,"NSLOCTEXT(""QuestObjectTable"", ""540C2FE54DA2D2B5719D8C8341E78E01"", ""Officer Hobbs"")","","","","","","","False","False","0.000000","npcgeneric17_bp"
