---,RowType,NoPickWeight,MinLevel,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,bHideInDemo,Entries,Notes
Weapon_Legendary_vsVoltura,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary_vsVoltura","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Legendary_vsKarkinos,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary_vsKarkinos","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Legendary_vsUndead,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","GotoAffixSpawnRow","Weapon_Secondary_vsUndead","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Secondary_vsGoblins,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","AddAffixByFilter","Affix.Secondary;Affix.Damage.Goblin","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Secondary_vsHyvid,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","AddAffixByFilter","Affix.Secondary;Affix.Damage.Vespid","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Secondary_vsVoltura,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","AddAffixByFilter","Affix.Secondary;Affix.Damage.Voltura","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Secondary_vsKarkinos,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","AddAffixByFilter","Affix.Secondary;Affix.Damage.Water","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Weapon_Secondary_vsUndead,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","AddAffixByFilter","Affix.Secondary;Affix.Damage.Undead","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Mace_Legendary_vsVespid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","Damage_Physical_Secondary","1","AddAffixByName","StatusEffect_Apply_Stun","1","AddAffixByName","StatusEffect_Duration_Stun","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Mace_Legendary_vsVespid_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByName","Damage_Physical_Primary_LifeBound","1","AddAffixByName","Damage_Physical_Secondary_LifeBound","1","AddAffixByName","StatusEffect_Apply_Stun_LifeBound","1","AddAffixByName","StatusEffect_Duration_Stun_LifeBound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None,None)",""
Sword_Legendary_vsVespid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","Damage_Physical_Secondary","1","AddAffixByName","Block_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Sword_Legendary_vsVespid_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByName","Damage_Physical_Primary_LifeBound","1","AddAffixByName","Damage_Physical_Secondary_LifeBound","1","AddAffixByName","Block_Secondary_LifeBound","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Staff_Legendary_vsVespid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Physical_Primary_2H","1","AddAffixByName","Damage_Physical_Secondary","1","AddAffixByName","CriticalHit_Chance","1","AddAffixByName","CriticalHit_Chance_vsVespid","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Staff_Legendary_vsVespid_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByName","Damage_Physical_Primary_2H_LifeBound","1","AddAffixByName","Damage_Physical_Secondary_LifeBound","1","AddAffixByName","CriticalHit_Chance_LifeBound","1","AddAffixByName","CriticalHit_Chance_vsVespid_Lifebound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None,None)",""
Staff_Legendary_Poison_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Poison_Primary_2H","1","AddAffixByName","StatusEffect_Apply_Poison","1","AddAffixByName","StatusEffect_Duration_Poison","1","AddAffixByName","CriticalHit_Chance_vsPoison","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None,None)",""
GreatWeapon_Legendary_vsVespid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Fire_Primary","1","AddAffixByName","Damage_Fire_Secondary","2","AddAffixByName","HitPoints_OnKill_vsVespid","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
GreatWeapon_Legendary_vsVespid_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByName","Damage_Fire_Primary_LifeBound","1","AddAffixByName","Damage_Fire_Secondary_LifeBound","2","AddAffixByName","HitPoints_OnKill_vsVespid_LifeBound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
GreatWeapon_Legendary_Physical_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Physical_Primary_2H","1","AddAffixByName","Damage_Physical_Secondary_2H","1","AddAffixByName","AttackSpeedBonus","1","AddAffixByName","AttackSpeedBonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Sword_Legendary_vsGoblins,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Fire_Primary","1","AddAffixByName","StatusEffect_Apply_Burn","1","AddAffixByName","StatusEffect_Duration_Burn","1","AddAffixByName","CriticalHit_Chance_vsBurn","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Sword_Legendary_vsGoblins_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByName","Damage_Fire_Primary_LifeBound","1","AddAffixByName","StatusEffect_Apply_Burn_LifeBound","1","AddAffixByName","StatusEffect_Duration_Burn_LifeBound","1","AddAffixByName","CriticalHit_Chance_vsBurn_LifeBound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None,None)",""
Sword_Legendary_Steampunk_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","Damage_Physical_Secondary","1","AddAffixByName","StatusEffect_Apply_Bleed","1","AddAffixByName","StatusEffect_Duration_Bleed","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Mace_Legendary_Fire_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Fire_Primary","1","AddAffixByName","StatusEffect_Apply_Burn","1","AddAffixByName","StatusEffect_Duration_Burn","1","AddAffixByName","CriticalHit_Chance_vsBurn","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Cannon_Legendary_vsGoblins,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","Damage_Physical_Secondary","1","AddAffixByName","StatusEffect_Apply_Fear","1","AddAffixByName","StatusEffect_Fear_Chance_Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Cannon_Legendary_vsGoblins_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByName","Damage_Physical_Primary_LifeBound","1","AddAffixByName","Damage_Physical_Secondary_LifeBound","1","AddAffixByName","StatusEffect_Apply_Fear_LifeBound","1","AddAffixByName","StatusEffect_Fear_Chance_Legendary_LifeBound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None,None)",""
Weapon_Legendary_Electric_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage.Electric","1","AddAffixByName","AttackSpeedBonus","1","AddAffixByFilter","Affix.Secondary;Affix.Effect.Electric.Shock","1","AddAffixByName","StatusEffect_Shock_Bolts_Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Weapon_Legendary_Physical_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage.Physical","1","AddAffixByName","CriticalHit_Chance","1","AddAffixByName","CriticalHit_Bonus","1","AddAffixByName","StatusEffect_Apply_Bleed","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Weapon_Legendary_Shadows_Staff_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage.Physical","1","GotoAffixSpawnRow","Weapon_Secondary_vsUndead","2","AddAffixByName","HitPoints_OnKill_vsChampions","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Legendary_Fire_Sword_01,"All","0","0","GameplayTagExclude","Affix.Lifebound","1","AddAffixByName","Damage_Fire_Primary","1","GotoAffixSpawnRow","Weapon_Secondary_vsGoblins","2","AddAffixByName","CriticalHit_Chance_vsGoblins","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Legendary_Fire_Mace_01,"All","0","0","GameplayTagExclude","Affix.Lifebound","1","AddAffixByName","Damage_Fire_Primary","1","GotoAffixSpawnRow","Weapon_Secondary_vsGoblins","2","AddAffixByName","CriticalHit_Chance_vsGoblins","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Weapon_Legendary_Fire_Mace_02,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Fire_Primary","1","AddAffixByName","StatusEffect_ApplySlow","1","AddAffixByName","StatusEffect_Apply_Stun","1","AddAffixByName","StatusEffect_Apply_Bleed","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Shield_Starter,"Each","0","0","AddAffixByName","Defense_Physical_Large_Primary_Newbie","1","AddAffixByName","Block","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Normal,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Magic,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Rare,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Legendary,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Normal_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Shield_Magic_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Shield_Rare_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Shield_Rare_vsGoblins,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary_vsGoblins","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Rare_vsGoblins_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary_vsGoblins","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Shield_Rare_vsUndead,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary_vsUndead","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Rare_vsUndead_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary_vsUndead","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Shield_Legendary_vsGoblins,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary_vsGoblins","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Legendary_vsHyvid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary_vsHyvid","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Legendary_vsVoltura,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary_vsVoltura","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Legendary_vsUndead,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Defense","1","AddAffixByFilter","Affix.Primary;Affix.Block","1","GotoAffixSpawnRow","Shield_Secondary_vsUndead","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Legendary_vsUndead_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Defense_vsUndead_Large_Primary","1","AddAffixByName","Block","1","AddAffixByName","Defense_vsUndead_Large_Secondary","1","AddAffixByName","Defense_vsUndead_Large_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Shield_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Block","1","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Shield_Secondary_vsGoblins,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Block","1","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","1","AddAffixByFilter","Affix.Primary;Affix.Defense.Goblin","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Shield_Secondary_vsHyvid,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Block","1","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","1","AddAffixByFilter","Affix.Primary;Affix.Defense.Vespid","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Shield_Secondary_vsVoltura,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Block","1","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","1","AddAffixByFilter","Affix.Primary;Affix.Defense.Voltura","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Shield_Secondary_vsUndead,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Block","1","AddAffixByFilter","Affix.Secondary;Affix.Defense","1","AddAffixByFilter","Affix.Secondary;Affix.Hitpoints.Bonus","1","AddAffixByFilter","Affix.Primary;Affix.Defense.Undead","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Starter,"Each","0","0","AddAffixByName","Damage_Physical_Primary_Focus_Newbie","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Focus_Normal,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Focus_Magic,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Focus_Rare,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","1","GotoAffixSpawnRow","Focus_Secondary_NoDamage","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Legendary,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","1","GotoAffixSpawnRow","Focus_Secondary_NoDamage","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None)",""
Focus_Secondary,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","2","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Secondary_NoDamage,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Secondary_vsHyvid,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Damage.Vespid","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Secondary_vsUndead,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","AddAffixByFilter","Affix.Secondary;Affix.Damage.Undead","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Secondary_vsVoltura,"Pick","0","0","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","3","AddAffixByFilter","Affix.Secondary;Affix.Damage.Voltura","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Normal_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Magic_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Focus_Rare_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","1","GotoAffixSpawnRow","Focus_Secondary_NoDamage","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Focus_Legendary_vsUndead,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary_vsUndead","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Legendary_vsVespid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Poison_Primary_Focus","1","AddAffixByName","Damage_Poison_Secondary","1","AddAffixByName","Damage_vsVespid_Secondary","1","AddAffixByName","Damage_vsVespid_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Focus_Legendary_vsHyvid,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Weapon_Secondary_vsHyvid","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
Focus_Legendary_vsVespid_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByName","Damage_Poison_Primary_Focus_LifeBound","1","AddAffixByName","Damage_Poison_Secondary_LifeBound","1","AddAffixByName","Damage_vsVespid_Secondary_LifeBound","1","AddAffixByName","Damage_vsVespid_Secondary_LifeBound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None,None)",""
Focus_Legendary_vsGoblins,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Poison_Primary","1","AddAffixByName","Damage_Poison_Secondary","1","AddAffixByName","Damage_vsGoblins_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Focus_Legendary_vsGoblins_LifeBound,"All","0","0","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByName","Damage_Poison_Primary_LifeBound","1","AddAffixByName","Damage_Poison_Secondary_LifeBound","1","AddAffixByName","Damage_vsGoblins_Secondary_LifeBound","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None,None)",""
Focus_Legendary_Night_01,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Undead_Primary_Focus","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","AddAffixByName","Damage_vsUndead_Secondary","1","AddAffixByName","CriticalHit_Chance_vsUndead","1","AddAffixByName","CriticalHit_Bonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None,None)",""
Focus_Legendary_vsVoltura,"All","0","0","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary_vsVoltura","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","False","(None,None,None)",""
