---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitString,PerLevelDisplay,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
RM_Pound,"/Game/Skills/Blueprints/Railman/Skill_Pound.Skill_Pound_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","BonusChancePctBySkillName|RM_Pound=.02;RandomBonusPctBySkillName|RM_Pound=.01","NSLOCTEXT(""SkillsTable"", ""6006409A4BF156C33B2C0A84AD6FE95A"", ""{0} Chance for Pound to Stun\r\n{1} Damage Reduction in melee combat"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","0","1","(RowName="""")","30.000000","None","None",""
RM_RearCar_MortarTurret,"/Game/Skills/Blueprints/Railman/Skill_MortarRearCart.Skill_MortarRearCart_C","Character.Player.Railman","Instant","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","1","DurationPctBySkillName|RM_RearCar_MortarTurret=.025;CooldownPctBySkillTag|Skill.Railman.Turret=-.015","NSLOCTEXT(""[DA9604CA47192542D1210C94959E3074]"", ""26229C104150BCF75DBB88B94E3F22AB"", ""{0} Activated burning duration\r\n{1} cooldown on Active Train skills"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","1","1","(RowName=""TrySkill_RM_RearCar_MortarTurret"")","30.000000","None","None",""
RM_BlastingCharge,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_BlastingCharge.Skill_Railmaster_BlastingCharge_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","DamagePctBySkillTag|Skill.Railman.Melee=0.05;MiscBonusBySkillName|RM_BlastingCharge=0.025","NSLOCTEXT(""SkillsTable"", ""6541ED7B4853E53E3D180091A1F9108E"", ""{1} Damage Vulnerability\r\n{0} Lineage Skill Damage"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","1","0","(RowName=""TrySkill_RM_BlastingCharge"")","30.000000","None","None",""
RM_HammerSpin,"/Game/Skills/Blueprints/Railman/Skill_HammerSpin.Skill_HammerSpin_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","DurationPctBySkillName|RM_HammerSpin=.1;DamagePctBySkillTag|Skill.Weapon.Railhammer=0.05","NSLOCTEXT(""SkillsTable"", ""FC8648E142A3205BC69ACEBF7C36DFBF"", ""{0} Hammer Spin Speed Boost Duration\r\n{1} Railhammer Damage"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","1","2","(RowName=""TrySkill_RM_HammerSpin"")","30.000000","None","None",""
RM_ThirdRail,"/Game/Skills/Blueprints/Railman/Skill_ThirdRail.Skill_ThirdRail_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","5","","","None","None","None","None","True","True","2","2","(RowName="""")","30.000000","None","None",""
RM_SpikeThrow,"/Game/Skills/Blueprints/Railman/Skill_SpikeThrow.Skill_SpikeThrow_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","5","DamagePctBySkillName|RM_SpikeThrow=.05;RailmanEndurance.Regen.Multiplier=.025","NSLOCTEXT(""SkillsTable"", ""9334A76C4C7B996E26D9B88E7CB5E668"", ""{0} Flying Picks Damage\r\n{1} Endurance Recharge Rate"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","2","1","(RowName=""TrySkill_RM_SpikeThrow"")","30.000000","None","None",""
RM_MiddleCar_Shield,"/Game/Skills/Blueprints/Railman/Skill_ShieldMIddleCart.Skill_ShieldMiddleCart_C","Character.Player.Railman","Instant","None","20","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","5","RandomBonusPctBySkillName|RM_MiddleCar_Shield=.01;MiscBonusBySkillName|RM_MiddleCar_Shield=.01","NSLOCTEXT(""SkillsTable"", ""42BAA7D44C09854FE7E56C9B33A94B4F"", ""{0} Passive Damage Reduction\r\n{1} Damage when near your Train"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","2","0","(RowName=""TrySkill_RM_MiddleCar_Shield"")","30.000000","None","None",""
RM_LanternFlash,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_LanternFlash.Skill_Railmaster_LanternFlash_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","RandomBonusPctBySkillName|RM_LanternFlash=.1;DamageVsTarget|StatusEffect.Blinded=.01;DamageVsTarget|StatusEffect.Slow=.01;DamageVsTarget|StatusEffect.Stunned=.01","NSLOCTEXT(""SkillsTable"", ""C2A43C2247FB2FB054DF8E922C0811CD"", ""{0} Duration of Lantern Flash\'s Blind\r\n{1} Damage against Stunned, Blinded, or Slowed targets"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","True","True","3","0","(RowName="""")","30.000000","None","None",""
RM_GhostTrain,"/Game/Skills/Blueprints/Railman/Skill_GhostTrain.Skill_GhostTrain_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","DamagePctBySkillName|RM_GhostTrain=0.04;MiscBonusBySkillName|RM_GhostTrain=0.025","NSLOCTEXT(""SkillsTable"", ""F89D9DCC440576C1AAC1F3BCBCE35275"", ""{0} Ghost Train Damage\r\n{1} Healing for 5s after using a Lineage Skill"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","3","2","(RowName=""TrySkill_RM_GhostTrain"")","30.000000","None","None",""
RM_MiddleCar_Shotgonne,"/Game/Skills/Blueprints/Railman/Skill_ShotgonneMiddleCart.Skill_ShotgonneMiddleCart_C","Character.Player.Railman","Instant","None","20","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","10","DamagePctBySkillTag|Skill.Railman.Turret.Passive.Shotgonne=.045;DamagePctBySkillTag|Skill.Railman.Turret.Active=.01","NSLOCTEXT(""SkillsTable"", ""6AFF4D7A482CD30385304492FD4BD74D"", ""{0} Train Shotgonne car passive damage\r\n{1} active skill damage to all train cars."")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","3","1","(RowName=""TrySkill_RM_MiddleCar_Shotgonne"")","30.000000","None","None",""
RM_OverloadTurret,"/Game/Skills/Blueprints/Railman/Skill_OverloadTurret.Skill_OverloadTurret_C","Character.Player.Railman","Instant","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","15","CooldownPctBySkillName|RM_OverloadTurret=-.03;DamagePctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=.05","NSLOCTEXT(""SkillsTable"", ""EC0E1CD64531DD10399F3AABF14E839C"", ""{0} Cooldown Reduction\r\n{1} Train lead car passive damage"")","PerLevelByOnes","PerLevelByOnesStartWithOne","None","None","True","True","4","2","(RowName="""")","30.000000","None","None",""
RM_SpikeDrive,"/Game/Skills/Blueprints/Railman/Skill_SpikeDrive.Skill_SpikeDrive_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Melee"")","15","ProcChance|EnduranceOnMelee=0.03","NSLOCTEXT(""SkillsTable"", ""97B74F03471E8C1E4BE20A94E0489E52"", ""{0} Chance to Generate 1 Endurance using a Melee skill"")","PerLevelByOnesStartWithOne","None","None","None","True","True","4","1","(RowName="""")","30.000000","None","None",""
RM_RearCar_Flamethrower,"/Game/Skills/Blueprints/Railman/Skill_FlamethrowerRearCart.Skill_FlamethrowerRearCart_C","Character.Player.Railman","Instant","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","15","DurationPctBySkillName|RM_RearCar_Flamethrower=.075;CooldownPctBySkillTag|Skill.Railman.Turret.Passive=-.01","NSLOCTEXT(""SkillsTable"", ""422B093C47925F90F55FAE8097B1C404"", ""{0} Flamethrower passive burning duration\r\n{1} Default Train Car Skill Cooldowns"")","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","4","0","(RowName=""TrySkill_RM_RearCar_Flamethrower"")","30.000000","None","None",""
RM_UltimateLineage,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Melee"")","20","","","None","None","None","None","True","False","5","1","(RowName="""")","30.000000","None","None",""
RM_UltimateTrain,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Instant","None","20","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","20","","","None","None","None","None","True","False","5","1","(RowName="""")","30.000000","None","None",""
SS_Skill_Pipi,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Pipi.Skill_Sharpshooter_Pipi_C","Character.Player.Sharpshooter","Default","None","1","1","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
SS_Skill_ScatterShot,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Scattershot.Skill_Sharpshooter_Scattershot_C","Character.Player.Sharpshooter","Default","None","1","0","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
SS_Skill_Rizzi,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Rizzi.Skill_Sharpshooter_Rizzi_C","Character.Player.Sharpshooter","Default","None","1","1","(GameplayTags=((TagName=""Skill.Sharpshooter""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
Skill_Sharpshooter_Reload,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Reload.Skill_Sharpshooter_Reload_C","Character.Player.Sharpshooter","None","None","1","1","(GameplayTags=((TagName=""Skill.Sharpshooter""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","None",""
Skill_Sharpshooter_Onslaught,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Onslaught.Skill_Sharpshooter_Onslaught_C","Character.Player.Sharpshooter","Default","None","1","1","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
Skill_Sharpshooter_Goose,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Goose.Skill_Sharpshooter_Goose_C","Character.Player.Sharpshooter","Default","None","1","1","(GameplayTags=((TagName=""Skill.Sharpshooter""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
Skill_SharpShooter_Goblin,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Goblin.Skill_Sharpshooter_Goblin_C","Character.Player.Sharpshooter","None","None","1","1","(GameplayTags=((TagName=""Skill.Sharpshooter""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
Skill_Sharpshooter_Scout,"/Game/Skills/Blueprints/Sharpshooter/Skill_Scout.Skill_Scout_C","Character.Player.Sharpshooter","Default","None","1","1","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
Skill_Sharpshooter_TargetedStrikes,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_TargetedStrikes.Skill_Sharpshooter_TargetedStrikes_C","Character.Player.Sharpshooter","Default","None","1","0","(GameplayTags=((TagName=""Skill.Sharpshooter.Ranged""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Sharpshooter_TargetedStrikes"")","30.000000","None","None",""
Skill_BasicAttack,"/Game/Skills/Blueprints/Weapons/Skill_BasicAttack.Skill_BasicAttack_C","Character.Player","Instant","None","1","1","(GameplayTags=((TagName=""Skill.Global""),(TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark""),(TagName=""Skill.DuskMage.Light""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Railman.Melee""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Sharpshooter.Ranged"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
Skill_Potion,"/Game/Skills/Blueprints/Skill_Potion.Skill_Potion_C","Character.Player","Default","None","1","1","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Potion",""
Skill_PoisonCurePotion,"/Game/Skills/Blueprints/Skill_PoisonCurePotion.Skill_PoisonCurePotion_C","Character.Player","Default","None","1","1","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Potion",""
Skill_SendPetToTown,"/Game/Skills/Blueprints/Skill_SendPetToTown.Skill_SendPetToTown_C","Character.Player","Instant","None","1","1","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Send_Pet_To_Town",""
Skill_PainandGain_SpeedOnBlock,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_PainandGain_IncreasedAttackSpeed.Skill_Passive_PainandGain_IncreasedAttackSpeed_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_PainandGain_ShieldBash,"/Game/Skills/Blueprints/EmberWeapons/Skill_PainandGain_ShieldBash.Skill_PainandGain_ShieldBash_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_PainandGain_VictoryPerformance,"/Game/Skills/Blueprints/EmberWeapons/Skill_PainandGain_VictoryPerformance.Skill_PainandGain_VictoryPerformance_C","Character.Player","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_BodyBlock,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_BodyBlock.Skill_Passive_BodyBlock_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_BodyBlock"")","30.000000","None","None",""
Skill_Passive_CritChance,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_CritChance.Skill_Passive_CritChance_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_CritChance"")","30.000000","Passive","None",""
Skill_Passive_IncreasedDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedDamage.Skill_Passive_IncreasedDamage_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedDamage"")","30.000000","Passive","Skill00",""
Skill_Passive_DamageOnBlock,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_DamageonBlock.Skill_Passive_DamageonBlock_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_DamageOnBlock"")","30.000000","Passive","None",""
Skill_Passive_IncreasedGWDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedGWDamage.Skill_Passive_IncreasedGWDamage_C","Character.Player","Default","None","20","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedGWDamage"")","30.000000","None","None",""
Skill_Passive_IncreasedStaffDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedStaffDamage.Skill_Passive_IncreasedStaffDamage_C","Character.Player","Default","None","20","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedStaffDamage"")","30.000000","None","None",""
Skill_Passive_IncreasedSwordDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedSwordDamage.Skill_Passive_IncreasedSwordDamage_C","Character.Player","Default","None","20","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedSwordDamage"")","30.000000","None","None",""
Skill_Passive_IncreasedMaceDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedMaceDamage.Skill_Passive_IncreasedMaceDamage_C","Character.Player","Default","None","20","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedMaceDamage"")","30.000000","None","None",""
Skill_Passive_DefenseVsPoison,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_DefenseVsPoison.Skill_Passive_DefenseVsPoison_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_DefenseVsPoison"")","30.000000","None","None",""
Skill_Passive_IncreasedMovementSpeed,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedMovementSpeed.Skill_Passive_IncreasedMovementSpeed_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedMovementSpeed"")","30.000000","None","None",""
Skill_Passive_Regen,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_Regen.Skill_Passive_Regen_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_Regen"")","30.000000","Passive","Skill01",""
Skill_Glacier,"/Game/Skills/Blueprints/EmberWeapons/Skill_Glacier.Skill_Glacier_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_IceAge,"/Game/Skills/Blueprints/EmberWeapons/Skill_IceAge.Skill_IceAge_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Icicles,"/Game/Skills/Blueprints/EmberWeapons/Skill_Icicles.Skill_Icicles_C","Character.Player","None","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_SummonGhosts,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_SummonGhosts.Skill_Passive_SummonGhosts_C","Character.Player","None","None","1","0","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_FlamingDestroyer_SwordSmash,"/Game/Skills/Blueprints/EmberWeapons/Skill_FlamingDestroyer_SwordSmash.Skill_FlamingDestroyer_SwordSmash_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_CursedStaff_ColdSickness,"/Game/Skills/Blueprints/EmberWeapons/Skill_ColdSickness.Skill_ColdSickness_C","Character.Player","Default","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_UnboundBlade_SlowOnCrit,"/Game/Skills/Blueprints/EmberWeapons/Passive_SlowOnCrit.Passive_SlowOnCrit_C","Character.Player","None","None","1","0","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Thunderbuss_LightningHit,"/Game/Skills/Blueprints/EmberWeapons/Skill_Thunderbuss_LightningHit.Skill_Thunderbuss_LightningHit_C","Character.Player","Default","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Flametongue_BurningExploding,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_EmberWeapon_FlameTongue_BurningExploding.Skill_Passive_EmberWeapon_FlameTongue_BurningExploding_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit.Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit_C","Character.Player","None","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Conduit_LocalizedStorm,"/Game/Skills/Blueprints/EmberWeapons/Skill_Conduit_LocalizedStorm.Skill_Conduit_LocalizedStorm_C","Character.Player","Default","None","1","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Timesphere,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Timesphere.Skill_Timesphere_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_TemporalStaff,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Passive_TemporalStaff.Skill_Passive_TemporalStaff_C","Character.Player","None","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Singularity,"/Game/Skills/Blueprints/EmberWeapons/ClockworkStaff/Skill_Singularity.Skill_Singularity_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Pet_Melee,"/Game/Skills/Blueprints/Monsters/Skill_PetMeleeAttack.Skill_PetMeleeAttack_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
PetAura_Defense,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DefenseIncrease.Skill_Aura_DefenseIncrease_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","True","1","0","(RowName="""")","30.000000","None","None",""
PetAura_CritChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DeadlyStrikes.Skill_Aura_DeadlyStrikes_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","True","2","0","(RowName="""")","30.000000","None","None",""
PetAura_MovementSpeed,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_MovmentSpeed.Skill_Aura_MovmentSpeed_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","None","None","None","None","False","True","3","0","(RowName="""")","30.000000","None","None",""
