---,MonsterClass,MonsterGroup,DisplayName,LevelRangeString,ChampionLevelRangeString,HitpointPercent,DamagePercent,PickWeight,ItemSpawn,ChampionScaleMultiplier,ChampionDamage,ChampionSpeedBonusPercent,ChampionNameSpawnRow,ChampionPackNameSpawnRow,ChampionIgnoreMinionsChance,RecentDamageDecayRate,GetHitThreshold,GetHitCooldown,GetHitChance,AggroRadius,bShouldTether,ChaseRadius,Drama,AudioDrama,AudioCategory,TraitString1,TraitString2,TraitString3,MonsterTags,ItemSpawnGameplayTagFilter,ChampionItemSpawnGameplayTagFilter,ExperiencePercent,DamageElement,ScaleMultiplier,PackSizeSmall,PackSizeMedium,PackSizeLarge,PackSizeExtraLarge,Defense,DefensePhysical,DefenseWater,DefenseFire,DefenseCold,DefensePoison,DefenseElectric,Skill00Cooldown,Skill00DamageFactor,Skill01Cooldown,Skill01DamageFactor,Skill02Cooldown,Skill02DamageFactor,Skill03Cooldown,Skill03DamageFactor,Skill04Cooldown,Skill04DamageFactor,Skill05Cooldown,Skill05DamageFactor,ExtraSkill00Cooldown,ExtraSkill00DamageFactor,ExtraSkill01Cooldown,ExtraSkill01DamageFactor,ExtraSkill02Cooldown,ExtraSkill02DamageFactor,ExtraSkill03Cooldown,ExtraSkill03DamageFactor,ExtraSkill04Cooldown,ExtraSkill04DamageFactor,ExtraSkill05Cooldown,ExtraSkill05DamageFactor,MonsterDescription,Bank,Notes
Mimic_TreasureChest_Boss,"/Game/Monsters/mimicchest/mimicchest_b.mimicchest_b_C","Mimic_TreasureChest","NSLOCTEXT(""MonstersTable"", ""F08C232E4AA2797C854362BA5AB0E81A"", ""Cursed Chest"")","1-100","3-100","5.280000","1.500000","0","None","2.000000","1.000000","0.000000","None","None","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","1.000000","1.000000","Brute","StunChance=0.25;StunDuration=2","","","(GameplayTags=((TagName=""Character.Monster.Mimic""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","6.840000","Element.Physical","1.000000","1","1","1","1","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=00000000000000000000000000000000)","DQ_CursedCoin"
Mossrat,"/Game/Monsters/mossrat/mossrat_b.mossrat_b_C","Mossrat","NSLOCTEXT(""MonstersTable"", ""DBBA20C2408BE6BFEF7EE4AE66A2609F"", ""Mossrat"")","1-100","3-100","0.320000","0.330000","1000","Popcorn","2.000000","1.000000","0.000000","MossratName","MossratPackName","0.250000","0.020000","0.100000","1.000000","0.750000","800.000000","True","2500.000000","1.000000","1.000000","Popcorn","","","","(GameplayTags=((TagName=""Character.Monster.Uncommon""),(TagName=""Character.Monster.Rat.Normal""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Pack""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","0.500000","Element.Physical","1.000000","1","4","6","12","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.250000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=65F9B9091161452F88232DB38D00F0D6)",""
Mossrat_Mountain,"/Game/Monsters/mossrat/mossrat_mountain_b.mossrat_mountain_b_C","Mossrat","NSLOCTEXT(""MonstersTable"", ""148C7CF04641DC00B0F46699081438B7"", ""Cragrat"")","1-100","3-100","0.320000","0.330000","1000","Popcorn","2.000000","1.000000","0.000000","MossratName","MossratPackName","0.250000","0.020000","0.100000","1.000000","0.750000","800.000000","True","2500.000000","1.000000","1.000000","Popcorn","","","","(GameplayTags=((TagName=""Character.Monster.Uncommon""),(TagName=""Character.Monster.Rat.Mountain""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Pack""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","0.500000","Element.Physical","1.000000","1","4","6","12","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.250000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=65F9B9091161452F88232DB38D00F0D6)",""
Mossrat_newbie,"/Game/Monsters/mossrat/mossrat_newbie_b.mossrat_newbie_b_C","Mossrat_newbie","NSLOCTEXT(""MonstersTable"", ""A12C412A4E1EB47C9ED7BD8D415987CD"", ""Sickly Mossrat"")","1-100","3-100","0.410000","0.430000","1000","Popcorn","2.000000","1.000000","0.000000","MossratName","MossratPackName","0.250000","0.020000","0.100000","0.400000","1.000000","800.000000","True","2500.000000","1.000000","1.000000","Popcorn","","","","(GameplayTags=((TagName=""Character.Monster.Uncommon""),(TagName=""Character.Monster.Rat.Newbie""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Pack""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","0.640000","Element.Physical","1.000000","1","3","5","8","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=65F9B9091161452F88232DB38D00F0D6)",""
Mossrat_Tough,"/Game/Monsters/mossrat/mossrat_tough_b.mossrat_tough_b_C","Mossrat_Tough","NSLOCTEXT(""MonstersTable"", ""5C9CE7D04E9E8A2DB3E925AD09AC6561"", ""Mossrat Of Unusual Size"")","1-100","3-100","1.780000","0.670000","1000","Popcorn","2.000000","1.000000","0.000000","MossratName","MossratPackName","0.250000","0.020000","0.250000","1.000000","0.500000","800.000000","True","2500.000000","1.500000","1.000000","Medium","","","","(GameplayTags=((TagName=""Character.Monster.Uncommon""),(TagName=""Character.Monster.Rat.Large""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Pack""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","2.360000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.500000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=65F9B9091161452F88232DB38D00F0D6)",""
Netherim_Brute,"/Game/Monsters/netherimbrute/netherimbrute_armored_bp.netherimbrute_armored_bp_C","Netherim_Brute","NSLOCTEXT(""MonstersTable"", ""47B2E95C4EB5B29A58BD4392E1AD8381"", ""Netherim Brute"")","1-100","3-100","4.440000","0.670000","0","Tough","1.150000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.450000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Champion","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.Brute""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","5.560000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherim_BruteChampion,"/Game/Monsters/netherimbrute/netherimbrute_bp.netherimbrute_bp_C","Netherim_BruteChampion","NSLOCTEXT(""MonstersTable"", ""08D311194551E144DDEABAB736D66F08"", ""Netherim Brute Champion"")","1-100","3-100","5.330000","0.670000","1000","Tough","1.150000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.450000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Champion","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.Brute""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","6.620000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherim_BruteSlugger,"/Game/Monsters/netherimbrute/netherimbrute_slugger_bp.netherimbrute_slugger_bp_C","Netherim_BruteSlugger","NSLOCTEXT(""MonstersTable"", ""46A950BE48D6CE9BD441278D73031090"", ""Netherim Slugger"")","1-100","3-100","7.500000","0.750000","1000","Tough","1.150000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.400000","1.000000","0.500000","800.000000","True","2500.000000","4.000000","5.000000","Champion","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.BruteSlugger""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","9.250000","Element.Physical","1.000000","1","2","2","3","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherim_Spellbreaker,"/Game/Monsters/netherimspellbreaker/netherimspellbreaker_base_bp.netherimspellbreaker_base_bp_C","Netherim_Spellbreaker","NSLOCTEXT(""MonstersTable"", ""1E994A9C4970A4FB52E5EC89173DA0A2"", ""Netherim Spellbreaker"")","1-100","3-100","2.640000","0.670000","1000","Standard","1.350000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.250000","1.000000","1.000000","1000.000000","True","2500.000000","2.000000","2.000000","Champion","Energy.Max=3;Energy.RegenMax=0;Energy=3","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.Spellbreaker""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","3.390000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","4.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherim_SpellbreakerChampion,"/Game/Monsters/netherimspellbreaker/netherimspellbreaker_champ_bp.netherimspellbreaker_champ_bp_C","Netherim_SpellbreakerChampion","NSLOCTEXT(""MonstersTable"", ""0EDB8D3949339A16A3620DBFF5FFF5F3"", ""Netherim Spellbreaker Champion"")","1-100","3-100","2.640000","0.670000","1000","Standard","1.350000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.300000","1.000000","1.000000","1000.000000","True","2500.000000","4.000000","5.000000","Champion","Energy.Max=3;Energy.RegenMax=0;Energy=3","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.Spellbreaker""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","3.390000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","4.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherim_Spellslinger,"/Game/Monsters/netherimspellbreaker/netherimspellbreaker_spellslinger_bp.netherimspellbreaker_spellslinger_bp_C","Netherim_Spellslinger","NSLOCTEXT(""MonstersTable"", ""EA3D5A8D4441F368E9F9DEBDD2E14D55"", ""Netherim Spellslinger"")","1-100","3-100","2.640000","0.670000","1000","Standard","1.350000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.250000","1.000000","1.000000","1000.000000","True","2500.000000","2.000000","2.000000","Champion","Energy.Max=3;Energy.RegenMax=0;Energy=3","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.Spellslinger""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Ranged"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","3.390000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","4.000000","1.000000","10.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherim_Warrior,"/Game/Monsters/netherimwarrior/netherimwarrior_body_01_bp.netherimwarrior_body_01_bp_C","Netherim_Warrior","NSLOCTEXT(""MonstersTable"", ""1304344E428DECD2DBAC77AC7EF2523D"", ""Netherim Scrapper"")","1-100","3-100","2.440000","0.670000","1000","Standard","1.350000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.250000","1.000000","0.750000","800.000000","True","2500.000000","2.000000","2.000000","Champion","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.Warrior""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","3.160000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherim_WarriorArmored,"/Game/Monsters/netherimwarrior/netherimwarrior_body_02_bp.netherimwarrior_body_02_bp_C","Netherim_WarriorArmored","NSLOCTEXT(""MonstersTable"", ""7C223CB14CF0A3D8327E3B88D8555B62"", ""Netherim Warrior"")","1-100","3-100","3.670000","0.670000","1000","Standard","1.350000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.250000","1.000000","0.750000","800.000000","True","2500.000000","2.000000","2.000000","Champion","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.WarriorArmored""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","4.620000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","7.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherim_WarriorChampion,"/Game/Monsters/netherimwarrior/netherimwarrior_body_03_bp.netherimwarrior_body_03_bp_C","Netherim_WarriorChampion","NSLOCTEXT(""MonstersTable"", ""5D88C1314CF67A250BDCF7B6C1BFE777"", ""Netherim Champion"")","1-100","3-100","2.930000","0.670000","1000","Standard","1.350000","1.000000","0.000000","NetherimName","NetherimPackName","0.250000","0.020000","0.300000","1.000000","0.750000","800.000000","True","2500.000000","2.000000","3.000000","Champion","","","","(GameplayTags=((TagName=""Character.Monster.Rare""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Solo""),(TagName=""Character.Monster.Day""),(TagName=""Character.Monster.Netherim.WarriorArmored""),(TagName=""Character.Monster.Melee"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","3.740000","Element.Physical","1.000000","1","2","3","4","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","7.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherling,"/Game/Monsters/netherling/netherling_b.netherling_b_C","Netherling","NSLOCTEXT(""MonstersTable"", ""91E11B2F444BC77AF206A0A5B5F99848"", ""Netherling"")","1-100","3-100","0.620000","0.230000","1000","Popcorn","1.700000","1.000000","0.000000","NetherlingName","NetherimPackName","0.250000","0.020000","0.100000","1.000000","1.000000","800.000000","True","2500.000000","1.500000","2.000000","Popcorn","","","","(GameplayTags=((TagName=""Character.Monster.Uncommon""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.Netherling""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Pack""),(TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","0.820000","Element.Physical","1.000000","4","6","8","12","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.100000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Netherling_PotionDropper,"/Game/Monsters/netherling/netherling_b.netherling_b_C","Netherling","NSLOCTEXT(""MonstersTable"", ""Netherling_PotionDropper_DisplayName"", ""Squishy Netherling"")","1-100","3-100","0.620000","0.230000","0","PotionDropper","1.700000","1.000000","0.000000","NetherlingName","NetherimPackName","0.250000","0.020000","0.100000","1.000000","1.000000","800.000000","True","2500.000000","1.500000","2.000000","Popcorn","","","","(GameplayTags=((TagName=""Character.Monster.Uncommon""),(TagName=""Character.Monster.Netherim""),(TagName=""Character.Monster.Netherim.Netherling""),(TagName=""Character.Monster.Championable""),(TagName=""Character.Monster.Championable.Pack""),(TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","0.820000","Element.Physical","1.000000","4","6","8","12","0.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.100000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=8F56EB95A45B4F53A1CBE1E962A50E21)",""
Ordrak,"/Game/Monsters/Blueprints/Ordrak/ordrak_bp.ordrak_bp_C","Ordrak","NSLOCTEXT(""MonstersTable"", ""D0E6D608453C649667921AB7CBF1D8BE"", ""Ordrak"")","","","1.780000","0.670000","0","Tough","2.000000","1.000000","0.000000","None","None","0.250000","0.020000","0.010000","5.000000","0.100000","2000.000000","False","2500.000000","4.000000","5.000000","Brute","StunResistance=1.0","","","(GameplayTags=((TagName=""Character.Monster.Boss.Ordrak"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","2.360000","Element.Physical","1.000000","1","2","3","5","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=00000000000000000000000000000000)",""
Ordrak_PreVFX,"/Game/Monsters/Blueprints/Ordrak/ordrak_bp_VFXPrevis.ordrak_bp_VFXPrevis_C","Ordrak","NSLOCTEXT(""MonstersTable"", ""496270A3474987AB87FC1092B4DFD4C7"", ""Ordrak"")","","","3.600000","1.500000","1","Tough","2.000000","1.000000","0.000000","None","None","0.250000","0.020000","0.010000","5.000000","0.100000","2000.000000","True","2500.000000","4.000000","5.000000","Brute","StunResistance=1.0","","","(GameplayTags=((TagName=""Character.Monster.Boss.Ordrak"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","4.820000","Element.Physical","1.000000","1","1","1","1","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=00000000000000000000000000000000)",""
OrdrakPoisonOrb,"/Game/Monsters/Blueprints/Ordrak/Ordrak_PoisonOrbEntity.Ordrak_PoisonOrbEntity_C","Ordrak","","","","1.780000","0.670000","0","None","2.000000","1.000000","0.000000","None","None","0.250000","0.050000","0.100000","1.000000","1.000000","2000.000000","True","2500.000000","1.000000","0.000000","Friendly","","","","(GameplayTags=)","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","2.360000","None","1.000000","1","2","3","5","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=00000000000000000000000000000000)",""
PhaseBeast,"/Game/Monsters/gobrider/gobrider_phasebeast_bp.gobrider_phasebeast_bp_C","PhaseBeast","NSLOCTEXT(""MonstersTable"", ""339CBD2F4DDBBCA05A341CB72FA903D7"", ""Phase Beast"")","5-100","","3.600000","1.500000","10","Tough","2.000000","1.000000","0.000000","None","None","0.250000","0.020000","0.300000","1.000000","1.000000","1000.000000","False","2500.000000","5.000000","6.000000","Brute","","","","(GameplayTags=((TagName=""Character.Monster.VeryRare""),(TagName=""Character.Monster.PhaseBeast""),(TagName=""Character.Monster.HighHealth""),(TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","4.820000","Element.Physical","1.000000","1","1","1","1","1.250000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","","(AssetGuid=7CA9B9C4D46F4998B2283E4F4F34AC6A)",""
Prop_CorruptEmberCrystal,"/Game/Monsters/corruptedcrystal/corruptedcrystal_bp.corruptedcrystal_bp_C","Prop_CorruptEmberCrystal","NSLOCTEXT(""MonstersTable"", ""B864EA6A4930A4CB89A44182837D39E9"", ""Hyvid Armor Crystal"")","1-100","3-100","4.400000","1.500000","1000","Popcorn","1.350000","1.000000","0.000000","None","None","0.250000","0.020000","0.500000","1.000000","0.000000","800.000000","True","2500.000000","0.250000","0.000000","Popcorn","MovementDisabled=1.0;StunResistance=1.0","","","(GameplayTags=((TagName=""Character.Monster.Prop.HyvidCrystal"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","(GameplayTags=((TagName=""Currency.Monster.None"")))","5.780000","Element.Poison","1.000000","1","1","1","1","2.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","0.000000","1.000000","NSLOCTEXT(""MonstersTable"", ""026BA6C544E38D19C3D1138321476EB3"", ""Immobile, Boosts the defense of nearby Hyvid"")","(AssetGuid=00000000000000000000000000000000)","Spawned via APN_CorruptCrystal"
