---,DisplayName,Type,Dye,SkinHairGradient,Icon,MinLevel,MaxLevel,ItemHasAnyTags,bIsPlayerDye,DropWeight,AreaTags,Notes
SkinTan2,"","SkinDye","None","Texture2D'/Game/Items/Dyes/gradients/Skin/grad_skin_tan2.grad_skin_tan2'","/Game/UI/Textures/LooseIcons/grad_skin6.grad_skin6","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
SkinDeep,"","SkinDye","None","Texture2D'/Game/Items/Dyes/gradients/Skin/grad_skin_deep.grad_skin_deep'","/Game/UI/Textures/LooseIcons/grad_skin7.grad_skin7","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
SkinDeep2,"","SkinDye","None","Texture2D'/Game/Items/Dyes/gradients/Skin/grad_skin_deep2.grad_skin_deep2'","/Game/UI/Textures/LooseIcons/grad_skin8.grad_skin8","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
PetAlpacaWhite,"","SkinDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Alpaca1.grad_Alpaca1","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
PetAlpacaGolden,"","SkinDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Alpaca2.grad_Alpaca2","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
PetAlpacaChocolate,"","SkinDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Alpaca3.grad_Alpaca3","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
PetRetrieverGolden,"","SkinDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Dog1.grad_Dog1","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
PetRetrieverSilver,"","GearDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Dog3.grad_Dog3","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
PetRetrieverChocolate,"","GearDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Dog2.grad_Dog2","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
PetOwlRed,"","GearDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Owl1.grad_Owl1","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
PetOwlGolden,"","GearDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Owl2.grad_Owl2","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
PetOwlTeal,"","GearDye","None","None","/Game/Items/Dyes/gradients/Skin/grad_Owl3.grad_Owl3","0.000000","0.000000","(GameplayTags=)","False","0","(GameplayTags=)",""
HairBlack,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_black.grad_hair_black'","/Game/Items/Dyes/gradients/Skin/grad_hair1.grad_hair1","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
HairBlonde,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_blonde.grad_hair_blonde'","/Game/Items/Dyes/gradients/Skin/grad_hair2.grad_hair2","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
HairBlueBlack,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_blueblack.grad_hair_blueblack'","/Game/Items/Dyes/gradients/Skin/grad_hair3.grad_hair3","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
HairBlueGray,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_bluegray.grad_hair_bluegray'","/Game/Items/Dyes/gradients/Skin/grad_hair4.grad_hair4","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
HairBrownDark,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_browndark.grad_hair_browndark'","/Game/Items/Dyes/gradients/Skin/grad_hair5.grad_hair5","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
HairBrownLight,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_brownlight.grad_hair_brownlight'","/Game/Items/Dyes/gradients/Skin/grad_hair6.grad_hair6","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
HairPink,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_pink.grad_hair_pink'","/Game/Items/Dyes/gradients/Skin/grad_hair7.grad_hair7","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
HairRedOrange,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_redorange.grad_hair_redorange'","/Game/Items/Dyes/gradients/Skin/grad_hair8.grad_hair8","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
HairWhite,"","HairDye","None","Texture2D'/Game/Items/Dyes/gradients/Hair/grad_hair_white.grad_hair_white'","/Game/Items/Dyes/gradients/Skin/grad_hair9.grad_hair9","0.000000","0.000000","(GameplayTags=)","True","0","(GameplayTags=)",""
