---,SkillClass,CharacterTag,DisplayName,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,RequiredItemTags,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,DamageFactor,Cooldown,EnergyCost,Param1,Param1_DevNote,Param2,Param2_DevNote,Param3,Param3_DevNote,DefaultSkillSet,DefaultSkillSlot,Icon,SecondaryEnergyCosts,Notes
FlamingDestroyer_Power,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_ActivationSmash.Skill_FlamingDestroyer_ActivationSmash_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_Power_DisplayName"", ""Summoning Smash"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.Power""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","20","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_Power=0.05","(NSLOCTEXT(""SkillsTable"", ""FD9FC90B48D81D61974402B2FFD0AD60"", ""Summoning Smash Damage""))","","PerLevelByOnes","None","None","None","ProcChance|SwordFall=.05","NSLOCTEXT(""SkillsTable"", ""F5C80A634EBF59833EE9E09D01F53B3C"", ""5% chance on hit to summon a single falling sword onto an enemy (4 sec. Cooldown)"")","SkillModifier|Skill.Relic.FlamingDestroyer.Power.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""61E14C35407D2C75B31AA2937A10F0C5"", ""Summoning Smash now calls down a hail of meteors dealing 40% Weapon Damage on hit"")","SkillModifier|Skill.Relic.FlamingDestroyer.Power.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""085921384EC3D79ED2628E996F1439CE"", ""Summoning Smash now drops a sword dealing skill\'s current Weapon Damage onto a random target in range every second for five seconds"")","False","False","0","4","7.250000","1.000000","200.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Fire_Burst_Relic_Weapon_2.Fire_Burst_Relic_Weapon_2","",""
FlamingDestroyer_SwordSmash,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_SwordSmash.Skill_FlamingDestroyer_SwordSmash_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_SwordSmash_DisplayName"", ""Sword Smash"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.FlamingDestroyer""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","1","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_SwordSmash=0.05","(NSLOCTEXT(""SkillsTable"", ""1EDF881D4A8294EA41858AB35D5D6646"", ""Sword Smash Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.FlamingDestroyer.Attack.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""6065EC5046E0E5529D783A9F865057C3"", ""Sword Smash leaves a burning hazard that deals the skill\'s current Weapon Damage and lasts 4 sec."")","SkillModifier|Skill.Relic.FlamingDestroyer.Attack.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""ABE1C2C949206980F48AB98A5EC84241"", ""Sword Smash now stuns enemies for 1 sec."")","EnergyCostPctBySkillName|FlamingDestroyer_SwordSmash=-0.5","NSLOCTEXT(""SkillsTable"", ""12719DBC4A253DA84AE848A7678684C0"", ""-50% Relic Energy cost for Sword Smash "")","False","False","0","0","4.500000","0.000000","25.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/UI/Textures/LooseIcons/Sword_Smash.Sword_Smash","",""
FlamingDestroyer_Skill,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_FlameTornado.Skill_FlamingDestroyer_FlameTornado_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_Skill_DisplayName"", ""Blazing Pillar"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.FlamingDestroyer""),(TagName=""Skill.Relic.Skill"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_Skill=0.05","(NSLOCTEXT(""SkillsTable"", ""7DE23A254077255EF596628FC568A26D"", ""Blazing Pillar Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.FlamingDestroyer.Skill.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""DF0C911544F1E782316F118EACF70883"", ""Pillars shoot fireballs dealing 100% Weapon Damage"")","SkillModifier|Skill.Relic.FlamingDestroyer.Skill.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""51C49B9E4ADEF2789BC1F397874AB321"", ""Fire Pillars slow enemies by -50%"")","SkillModifier|Skill.Relic.FlamingDestroyer.Skill.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""600A1819429491FB2D9356B6D62F3493"", ""Adds another Fire Pillar"")","False","False","1","1","1.350000","0.000000","50.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Blazing_Pillar.Blazing_Pillar","",""
FlamingDestroyer_Barrier,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_Barrier.Skill_FlamingDestroyer_Barrier_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_Barrier_DisplayName"", ""Nimble Flames"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.FlamingDestroyer""),(TagName=""Skill.Relic.Barrier"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_BarrierProc=.05","(NSLOCTEXT(""SkillsTable"", ""2EAB19F44AFD852A577414B2D73F7929"", ""Damage for Fire Nova""))","","PerLevelByOnes","None","None","None","RandomBonusPctBySkillName|FlamingDestroyer_Barrier=.2","NSLOCTEXT(""SkillsTable"", ""E7200DFF4AA3734B07767F90A544D750"", ""+20% Evasion for Nimble Flames"")","SkillModifier|Skill.Relic.FlamingDestroyer.Barrier.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""F702A38D42A6F2DE74F5F79106B64247"", ""Fire Nova sets targets Burning for 2 sec."")","SkillModifier|Skill.Relic.FlamingDestroyer.Barrier.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""F488800748028A17C7A3EDBE6E504060"", ""Nimble Flames leaves behind a burning area on cast"")","False","False","0","3","2.000000","20.000000","0.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Flame_Barrier.Flame_Barrier","",""
FlamingDestroyer_Buff,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_RelicBuffAura.Skill_FlamingDestroyer_RelicBuffAura_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_Buff_DisplayName"", ""Cloak of Flames"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.FlamingDestroyer""),(TagName=""Skill.Relic.Buff"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_Buff=.05","(NSLOCTEXT(""SkillsTable"", ""391D9254460B15385EA7C8B08D856528"", ""Cloak of Flames Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.FlamingDestroyer.Buff.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""84BA95D247B81578384AACBCA6F01010"", ""+50% Radius for Cloak of Flames"")","EnergyCostPctBySkillName|FlamingDestroyer_Buff=-.25","NSLOCTEXT(""SkillsTable"", ""DAEFA8DD4E5355628076CAA47E88F7F8"", ""-25% Relic Energy cost for Cloak of Flames "")","SkillModifier|Skill.Relic.FlamingDestroyer.Buff.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""B90F9AC84B8181E93A96FEA142B81405"", ""Release a fireball randomly around you dealing skill\'s current Weapon Damage while Cloak of Flames is active"")","False","False","1","2","1.600000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Flaming_Destroyer_Aura.Flaming_Destroyer_Aura","",""
FlamingDestroyer_PassiveBurnChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurnChance.SkillTree_FlamingDestroyer_BurnChance_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_PassiveBurnChance_DisplayName"", ""Ignition Source"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","1","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_PassiveBurnChance=.05;BonusChancePctBySkillName|FlamingDestroyer_PassiveBurnChance=.025;Evasion=.025;ElementalProcChance|Proc.Burn=.05;ElementalProcDuration|Proc.Burn=3;ElementalProcDamage|Proc.Burn=.5","(NSLOCTEXT(""SkillsTable"", ""617B71DE45851DBE2AA7A888FE2C6FB9"", ""Burn Chance""),NSLOCTEXT(""SkillsTable"", ""90F83997489164B9CE0A7F834B6A0FFA"", ""Evasion Chance""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","","","","","","","False","False","1","0","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Burn_Chance_Evasion_Passive.Burn_Chance_Evasion_Passive","",""
FlamingDestroyer_PassiveMeteor,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_Fireballs.SkillTree_FlamingDestroyer_Fireballs_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_PassiveMeteor_DisplayName"", ""Firestorm"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","(GameplayTags=)","DamagePctBySkillName|FlamingDestroyer_Fireballs=.1;ProcChance|Fireballs=.1","(NSLOCTEXT(""SkillsTable"", ""432340EA470AC811B9D73CB08DBA4902"", ""Fireballs Damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","3","0.400000","4.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/fire_ball.fire_ball","",""
FlamingDestroyer_PassiveExplode,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplodeOnHit.SkillTree_FlamingDestroyer_ExplodeOnHit_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_PassiveExplode_DisplayName"", ""Magma Burst"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_PassiveExplode=.04;BonusChancePctBySkillName|FlamingDestroyer_PassiveExplode=.01;ProcChance|BurningExploding=.04;ProcChance|ExplodeOnCrit=.01","(NSLOCTEXT(""SkillsTable"", ""91C99F304AD04048691C8A96316CE171"", ""Explosion Chance on Kill""),NSLOCTEXT(""SkillsTable"", ""3EA5CF3E4E86F31463C771A2BF3D40BB"", ""Explosion Chance on Critical Hit""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","","","","","","","False","False","0","1","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/Relic_Magma_Burst.Relic_Magma_Burst","",""
FlamingDestroyer_PassiveRelicEnergy,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_PassiveRelicEnergy.SkillTree_Bane_PassiveRelicEnergy_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_PassiveRelicEnergy_DisplayName"", ""Energizer"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","20","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_PassiveRelicEnergy=.05;RelicEnergyChargeBonusPct=.05","(NSLOCTEXT(""SkillsTable"", ""3B787B0148681CC29D1347BE869BA706"", ""Relic Energy Charge Rate""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","False","False","1","4","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/Ember_Weapon.Ember_Weapon","",""
FlamingDestroyer_PassiveBasic,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_PassiveBasic.SkillTree_FlamingDestroyer_PassiveBasic_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_PassiveBasic_DisplayName"", ""Giant Swings"")","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","(GameplayTags=((TagName=""Item.Weapon.Digitus""),(TagName=""Item.Weapon.Hammer""),(TagName=""Item.Weapon.Bow""),(TagName=""Item.Weapon.Greatweapon"")))","DamagePctBySkillTag|Skill.BasicAttack=0.1;MiscBonusBySkillName|FlamingDestroyer_PassiveBasic=.05;ProcChance|BasicFlameShockwave=0.05;ProcChance|RelicEnergy=1","(NSLOCTEXT(""SkillsTable"", ""627E5C29425A3F8023047988C2AA25F8"", ""Basic Attack Damage""),NSLOCTEXT(""SkillsTable"", ""68BF042F455BAEC1409F79B44389DE98"", ""Relic Energy Generation While Using Basic Attack""),NSLOCTEXT(""SkillsTable"", ""290DCF5B4093008E27FF21A9ED33F5C0"", ""Chance on Basic Hit to Flame Shockwave""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","","","","","","","False","False","0","2","0.500000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/Big_Swinger_fire.Big_Swinger_fire","",""
FlamingDestroyer_BurnChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurnChance.SkillTree_FlamingDestroyer_BurnChance_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_BurnChance_DisplayName"", ""Ignition Source"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","1","StatusEffect","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_BurnChance=.05;ElementalProcChance|Proc.Burn=.05","(NSLOCTEXT(""SkillsTable"", ""FD2EBB8F4605AFAC8D76AC95D453B984"", ""Burn Chance""),NSLOCTEXT(""SkillsTable"", ""B404E228437D8EC902E5809433A766E7"", ""Evasion Chance""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","2","0","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus","",""
FlamingDestroyer_CriticalHitChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_CriticalHitChance.SkillTree_FlamingDestroyer_CriticalHitChance_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_CriticalHitChance_DisplayName"", ""Sharper Blade"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","1","StatusEffect","(GameplayTags=)","CriticalHitChance=.05","(NSLOCTEXT(""SkillsTable"", ""3E5FD8EC42FA4B21BEBA4D94CC0FD582"", ""Critical Hit chance while summoning smash is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","0","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CritHit.T_ICN_RelicTrait-CritHit","",""
FlamingDestroyer_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ActiveSkillDamage.SkillTree_FlamingDestroyer_ActiveSkillDamage_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_ActiveSkillDamage_DisplayName"", ""Smash Harder"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_SwordSmash=0.05","(NSLOCTEXT(""SkillsTable"", ""906062BC4E6B5053AA40FE86DA4EE76C"", ""Sword Smash damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","1","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-AtkDamageBonus.T_ICN_RelicTrait-AtkDamageBonus","",""
FlamingDestroyer_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ActiveSkillCooldown.SkillTree_FlamingDestroyer_ActiveSkillCooldown_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_ActiveSkillCooldown_DisplayName"", ""Smash Faster"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","(GameplayTags=)","CooldownPctBySkillName|FlamingDestroyer_SwordSmash=-.05","(NSLOCTEXT(""SkillsTable"", ""B4C2C45C4947F25CB6BFF79FBE34F54C"", ""Sword Smash cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","1","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CooldownBonus.T_ICN_RelicTrait-CooldownBonus","",""
FlamingDestroyer_BurningHazard,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurningHazard.SkillTree_FlamingDestroyer_BurningHazard_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_BurningHazard_DisplayName"", ""Lingering Blaze"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_BurningHazard=.05","(NSLOCTEXT(""SkillsTable"", ""610AD5F84A4EB83D5BF4C5894FFEEEB5"", ""Bonus damage to Lingering Blaze""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","2","0.600000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-BurnEffects.T_ICN_RelicTrait-BurnEffects","",""
FlamingDestroyer_ExplosionFear,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplosionFear.SkillTree_FlamingDestroyer_ExplosionFear_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_ExplosionFear_DisplayName"", ""Fear of Flames"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_ExplosionFear=.05","(NSLOCTEXT(""SkillsTable"", ""ABA501ED44FCFF67696B689864E69F3A"", ""Fear chance for Magma Burst""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","2","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-Fear.T_ICN_RelicTrait-Fear","",""
FlamingDestroyer_FireballChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_FireballChance.SkillTree_FlamingDestroyer_FireballChance_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_FireballChance_DisplayName"", ""Firestarter"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_FireballChance=.005;ProcChance|Fireballs=.005","(NSLOCTEXT(""SkillsTable"", ""F076302B494C9459D26A88A50D0DF7A8"", ""Fireballs bonus chance""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","1","3","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-PlusSkillDmg.T_ICN_RelicTrait-PlusSkillDmg","",""
FlamingDestroyer_FireballsDamage,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_FireballsBurning.SkillTree_FlamingDestroyer_FireballsBurning_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_FireballsDamage_DisplayName"", ""Smolder"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_FireballProc=.1","(NSLOCTEXT(""SkillsTable"", ""349EC44248E66BEAB9B98BB906C7E61C"", ""Fireball damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","3","0.500000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-UndeadBonus.T_ICN_RelicTrait-UndeadBonus","",""
FlamingDestroyer_ExplodeOnHit,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplodeOnHit.SkillTree_FlamingDestroyer_ExplodeOnHit_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_ExplodeOnHit_DisplayName"", ""Magma Burst"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","(GameplayTags=)","ProcChance|BurningExploding=.15","(NSLOCTEXT(""SkillsTable"", ""725BE35049B8F09B5CD63C9096C4ABEE"", ""Magma Burst chance""))","","Ones","None","None","None","","","","","","","True","True","0","2","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/UI/Textures/LooseIcons/Relic_Magma_Burst.Relic_Magma_Burst","",""
FlamingDestroyer_Fireballs,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_Fireballs.SkillTree_FlamingDestroyer_Fireballs_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_Fireballs_DisplayName"", ""Firestorm"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","(GameplayTags=)","ProcChance|Fireballs=.06","(NSLOCTEXT(""SkillsTable"", ""3E89C5AB46C67F2AD6F21589995F9BCB"", ""Fireballs chance""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","0","3","0.400000","4.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/fire_ball.fire_ball","",""
FlamingDestroyer_EnhancedActivation,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_EnhancedActivation.SkillTree_FlamingDestroyer_EnhancedActivation_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""FlamingDestroyer_EnhancedActivation_DisplayName"", ""Reign of Fire"")","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","True","True","0","4","1.000000","0.000000","0.000000","0.000000","","0.000000","","0.000000","","None","None","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Relic_Reign_of_Fire.Relic_Reign_of_Fire","",""
BloodDrinker_Power,"/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/Skill_BloodDrinker_Activate.Skill_BloodDrinker_Activate_C","Character.Player","NSLOCTEXT(""SkillsTable"", ""BloodDrinker_Power_DisplayName"", ""Dance of Death"")","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Relic.BloodDrinker""),(TagName=""Skill.Relic.Power"")))","(GameplayTags=)","(RowName=""BloodDrinker"")","20","Default","(GameplayTags=)","SkillDamageFactorMultiplier|BloodDrinker_Power=0.05","(NSLOCTEXT(""SkillsTable"", ""589D81BD4875A7998DE639AF52268132"", ""Dancing Death Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.BloodDrinker.Power.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""4ED165AA479D1C0BD53DE2BB9B188032"", ""Dance of Death causes a large bleed around you on activation for current skill damage for 3 secs."")","DurationPctBySkillName|BloodDrinker_Power=.5","NSLOCTEXT(""SkillsTable"", ""9DAC9BB345F36975444ED1852549CB55"", ""Dance of Death duration increased by 50%"")","SkillModifier|Skill.Relic.BloodDrinker.Power.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""186A301C4E9FB7837F9BDD84FFC96BDF"", ""Dance of Death spawns two more blades"")","False","False","0","4","3.400000","1.000000","200.000000","0.000000","","0.000000","","0.000000","","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/BloodDrinker/danceofdeath.danceofdeath","",""
