---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
Forged_PoisonDart,"/Game/Skills/Blueprints/Forged/Skill_Forged_PoisonDart.Skill_Forged_PoisonDart_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","5","Default","SkillDamageFactorMultiplier|Forged_PoisonDart=0.051","(NSLOCTEXT(""SkillsTable"", ""DD09C9124A05373F614257A8A6D92491"", ""Poison Dart Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.PoisonDart1=1","NSLOCTEXT(""SkillsTable"", ""2858EAFA484EA012539F04971CDA0983"", ""Poison Dart slows enemies who pass through it"")","DamagePctBySkillTag|Skill.Pet=0.65","NSLOCTEXT(""SkillsTable"", ""6680B27145B5CC5FFC92FBAF2E68C516"", ""+65% Pet damage"")","ProcChance|PoisonDartExplode=1","NSLOCTEXT(""SkillsTable"", ""2D81838A418A86514BC98EB41D2DC6FF"", ""Enemies killed while poisoned by Poison Dart explode in a small area for Poison Dart\'s current weapon damage"")","False","False","1","2","(RowName=""TrySkill_Forged_PoisonDart"")","30.000000","Default","Skill00",""
Forged_ServoDrivenUppercut,"/Game/Skills/Blueprints/Forged/Skill_Forged_ServoDrivenUppercut.Skill_Forged_ServoDrivenUppercut_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","5","Default","SkillDamageFactorMultiplier|Forged_ServoDrivenUppercut=0.0425","(NSLOCTEXT(""SkillsTable"", ""76AEC5EE4C86E323564045B4B27303FA"", ""Uppercut Stun Chance""))","","PerLevelByOnes","None","None","None","BonusChancePctBySkillName|Forged_ServoDrivenUppercut=20","NSLOCTEXT(""SkillsTable"", ""0C83D6D04CB05AE7D97BAFB6F7BC7409"", ""+20% Stun chance for Servo-Driven Uppercut"")","CriticalHitChanceForType|Skill.Forged.Melee=0.2","NSLOCTEXT(""SkillsTable"", ""7CF8CA034160CFF2332860B1B73CDF45"", ""+20% Critical Hit Chance for Brawl Skills"")","SkillModifier|Skill.Forged.Milestone.ServoDrivenUppercut1=1","NSLOCTEXT(""SkillsTable"", ""01322D75499A9F5E323DE28B0A49162D"", ""Every 3rd hit of Servo-Driven Uppercut deals double damage"")","False","False","1","2","(RowName=""TrySkill_Forged_ServoDrivenUppercut"")","30.000000","Default","Skill00",""
Forged_SlugShot,"/Game/Skills/Blueprints/Forged/Skill_Forged_SlugShot.Skill_Forged_SlugShot_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Forged.SlugShot"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","15","Default","SkillDamageFactorMultiplier|Forged_SlugShot=0.0425","(NSLOCTEXT(""SkillsTable"", ""12AFC33B483295AACD5279A74C04388E"", ""Slugshot Critical Hit Chance""))","","PerLevelByOnes","None","None","None","CriticalHitChanceForType|Skill.Forged.SlugShot=0.25","NSLOCTEXT(""SkillsTable"", ""FA1A5D1E426EE381B4F2F08E94C6AA91"", ""+25% Critical Hit Chance for Slug Shot"")","CriticalHitChanceForType|Skill.Forged.Ranged=0.2","NSLOCTEXT(""SkillsTable"", ""2E4089FF45F7713D02084F98371915B0"", ""+20% Critical Hit Chance for Barrage Skills"")","SkillModifier|Skill.Forged.Milestone.SlugShot1=1","NSLOCTEXT(""SkillsTable"", ""77AC495F43A71E38E6E36F99909AE0D5"", ""Every 5th Slugshot always critically hits and does double damage"")","False","False","1","4","(RowName=""TrySkill_Forged_SlugShot"")","30.000000","Default","Skill00",""
Forged_MyBuddy,"/Game/Skills/Blueprints/Forged/Skill_MyBuddy.Skill_MyBuddy_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","10","Default","DurationPctBySkillName|Forged_MyBuddy=.085","(NSLOCTEXT(""SkillsTable"", ""EF61EAC54001345A212871A4F1103C7B"", ""Increased Duration for Power Projection""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.PowerProjection1=1","NSLOCTEXT(""SkillsTable"", ""9C6D4A964C9F8E3187E73E84AFEEBB69"", ""Power Projection now heals for 5% total Health per second"")","ProcChance|VentBlock=1","NSLOCTEXT(""SkillsTable"", ""7CE015D448192BFD894922B59B77755A"", ""Your Block chance is increased by +10% for 4 sec. after venting"")","SkillModifier|Skill.Forged.Milestone.PowerProjection2=1","NSLOCTEXT(""SkillsTable"", ""2F51966C4E63F79C2475CAA9AA22B334"", ""Power Projection makes you and your allies Invulnerable for 1 sec. on cast"")","False","False","2","3","(RowName="""")","30.000000","Default","Skill00",""
Forged_VentFurnaceBlast,"/Game/Skills/Blueprints/Forged/Skill_Forged_VentFurnaceBlast.Skill_Forged_VentFurnaceBlast_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Vent""),(TagName=""Skill.Forged.Ranged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","15","Default","SkillDamageFactorMultiplier|Forged_VentFurnaceBlast=0.068;","(NSLOCTEXT(""SkillsTable"", ""B97AAE4340DD48B0328CBBB39DDEC330"", ""Furnace Blast Damage""))","","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|Forged_VentFurnaceBlast=-0.5","NSLOCTEXT(""SkillsTable"", ""94B667434814404E3A06AFA55267A896"", ""-50% Heat Cost for Furnace Blast"")","DamagePctByStatusEffectTag|StatusEffect.Burning=.25","NSLOCTEXT(""SkillsTable"", ""F0C49819453FAF9DE217D7AF771D5663"", ""+25% Damage to burning enemies"")","SkillModifier|Skill.Forged.Milestone.FurnaceBlast2=1","NSLOCTEXT(""SkillsTable"", ""2360C5644FBE57703C5480913458B671"", ""Furnace Blast size increased by 50%"")","False","False","0","4","(RowName="""")","30.000000","Default","Skill00",""
Forged_RammingRobot,"/Game/Skills/Blueprints/Forged/Skill_Forged_BashingCharge.Skill_Forged_BashingCharge_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","1","Default","SkillDamageFactorMultiplier|Forged_RammingRobot=0.0595;","(NSLOCTEXT(""SkillsTable"", ""55C9881149FF7F38FBA909ADB1FAEF8E"", ""Ramming Robot Damage""))","","PerLevelByOnes","None","None","None","RammingRobotCharges.Max=1","NSLOCTEXT(""SkillsTable"", ""144692FA4548D66950906AB0BDA49BF0"", ""Ramming Robot gains an additional Charge"")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""089DB3984A6F73B5AC456A8A5F53D477"", ""+20% Relic Active Skill Damage"")","SkillModifier|Skill.Forged.Milestone.RammingRobot1=1","NSLOCTEXT(""SkillsTable"", ""844189E04DBBB26DD4A3C4A71BDC1664"", ""Ramming Robot leaves behind burning hotspots, dealing 100% Weapon Damage"")","False","False","0","1","(RowName=""TrySkill_Forged_RammingRobot"")","30.000000","Default","Skill00",""
Forged_SonicPulse,"/Game/Skills/Blueprints/Forged/Skill_Forged_SonicPulse.Skill_Forged_SonicPulse_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","10","Default","CooldownPctBySkillName|Forged_SonicPulse=-.025","(NSLOCTEXT(""SkillsTable"", ""CD2B674A41E21ADE7E8F09B6EB3CA80D"", ""Sonic Pulse Cooldown""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.SonicPulse1=1","NSLOCTEXT(""SkillsTable"", ""BC3E1B724EDC204DC67269A9E4077C6A"", ""Sonic Pulse now Stuns enemies for 1 sec."")","CooldownPctBySkillTag|Skill.Emberweapon=-.2","NSLOCTEXT(""SkillsTable"", ""807CB90143733BBD38DBE1ACFF1FA249"", ""-20% to Relic Active Skill Cooldowns"")","SkillModifier|Skill.Forged.Milestone.SonicPulse2=1","NSLOCTEXT(""SkillsTable"", ""0E63B43E4A2D62B978CD7481615B894F"", ""Sonic Pulse now activates around you as well"")","False","False","2","3","(RowName="""")","30.000000","Default","Skill00",""
Forged_FrackingStrike,"/Game/Skills/Blueprints/Forged/Skill_FrackingStrike.Skill_FrackingStrike_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","15","Default","SkillDamageFactorMultiplier|Forged_FrackingStrike=.084","(NSLOCTEXT(""SkillsTable"", ""769757134CEFF65698D8CF8498721213"", ""Damage for Fracking Strike""))","","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|Forged_FrackingStrike=-0.5","NSLOCTEXT(""SkillsTable"", ""97F12D6A4864836807F3C08ED8DD2A94"", ""-50% Heat cost for Fracking Strike"")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""3415F94248D1FC0FD8937E988A8DAA64"", ""+20% Relic Active Skill Damage"")","SkillModifier|Skill.Forged.Milestone.FrackingStrike1=1","NSLOCTEXT(""SkillsTable"", ""B691EC2349AC78EEADDDF39D3232A0D6"", ""Fracking Strike shockwave size is doubled"")","False","False","1","4","(RowName="""")","30.000000","Default","Skill00",""
RM_BuildTurret,"/Game/Skills/Blueprints/Railman/Skill_LayTrack.Skill_LayTrack_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","SkillDamageFactorMultiplier|RM_TurretPassive=.0425","(NSLOCTEXT(""SkillsTable"", ""2E449EFA4D143E8E633C0AA1C7BB2DDE"", ""Turret Basic Attack Damage""))","","PerLevelByOnes","None","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=-.25","NSLOCTEXT(""SkillsTable"", ""2B0275A74FB2A6622281DFB812418559"", ""+25% Main Turret passive Attack Speed"")","DamagePctBySkillTag|Skill.Railman.Turret=.20","NSLOCTEXT(""SkillsTable"", ""8F08C26C4A82E110D66DD09A7AD1CFAD"", ""+20% damage to Conductor Skills"")","ProcChance|TurretPiercing=1","NSLOCTEXT(""SkillsTable"", ""9ACE6C9243F6B09BCA951EB98417ABAD"", ""Main Turret shots pierce enemies for 3 sec. after using an active Train Skill"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
RM_Pound,"/Game/Skills/Blueprints/Railman/Skill_Pound.Skill_Pound_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName="""")","0","Default","SkillDamageFactorMultiplier|RM_Pound=.0425","(NSLOCTEXT(""SkillsTable"", ""BFDC91CD467370D4402E20A516752C4E"", ""Damage for Pound""))","","PerLevelByOnes","None","None","None","BonusStunChanceforSkill|RM_Pound=.2","NSLOCTEXT(""SkillsTable"", ""E6DC9BE04CDDDF56CD240A8878339710"", ""+20% Stun chance for Pound"")","DamagePctBySkillTag|Skill.Railman.Melee=0.2","NSLOCTEXT(""SkillsTable"", ""5CC726934280AEE6DE827AB51816A06D"", ""+20% Lineage Skill Damage"")","SkillModifier|Skill.Railmaster.Milestone.Pound1=1","NSLOCTEXT(""SkillsTable"", ""D50BF7364FE264E00B7D37AC563252A2"", ""Pound deals 100% Weapon Damage in a larger area, hitting enemies at center twice"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
RM_RearCar_MortarTurret,"/Game/Skills/Blueprints/Railman/Skill_MortarRearCart.Skill_MortarRearCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","1","Default","SkillDamageFactorMultiplier|RM_MortarPassive=.0425;SkillDamageFactorMultiplier|RM_RearCar_MortarTurret=.0425;","(NSLOCTEXT(""SkillsTable"", ""C3AD7FCA4FA736F00C1B5085E8421B0B"", ""Damage to Mortar Car""))","","PerLevelByOnes","PerLevelByOnes","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.Mortar=-.25","NSLOCTEXT(""SkillsTable"", ""0443220345B4B8D7FF6CFB9512BD799C"", ""+25% Mortar Car passive Attack Speed"")","CooldownPctBySkillTag|Skill.Cooldown.Railman=-.1","NSLOCTEXT(""SkillsTable"", ""FFC8A33E4262C3553445519AD91AC6AA"", ""-10% Cooldowns for Railmaster Skills"")","SkillModifier|Skill.Railmaster.Milestone.Mortar1=1","NSLOCTEXT(""SkillsTable"", ""70E4A49148F62BF084A8B99E5F18C1B6"", ""+50% to Mortar active damage area"")","False","False","1","1","(RowName=""TrySkill_RM_RearCar_MortarTurret"")","30.000000","Default","Skill00",""
RM_BlastingCharge,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_BlastingCharge.Skill_Railmaster_BlastingCharge_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","Default","SkillDamageFactorMultiplier|RM_BlastingCharge=.0425","(NSLOCTEXT(""SkillsTable"", ""E613BBE14D57B385850245B0CE6D7D48"", ""Damage for Blasting Charge""))","(NSLOCTEXT(""SkillsTable"", ""RM_BlastingCharge_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""1AAA8BF54727ABF963389AB076BB95BD"", ""Lineage Skills""))","PerLevelByOnes","None","None","None","MiscBonusBySkillName|RM_BlastingCharge=0.2","NSLOCTEXT(""SkillsTable"", ""D104FBC347485DB76F512C8BA7E80376"", ""+20% to vulnerability for Blasting Charge"")","RandomBonusPctBySkillName|RM_Pound=.2","NSLOCTEXT(""SkillsTable"", ""FAD32E6E49193A496A35CCAE8352CA86"", ""+20% Damage reduction in melee combat"")","SkillModifier|Skill.Railmaster.Milestone.BlastingCharge1=1","NSLOCTEXT(""SkillsTable"", ""7FE40D4044490B49DF334690390E7990"", ""Blasting Charge now unleashes a second blast in front of the first"")","False","False","2","1","(RowName=""TrySkill_RM_BlastingCharge"")","30.000000","Default","Skill00",""
RM_HammerSpin,"/Game/Skills/Blueprints/Railman/Skill_HammerSpin.Skill_HammerSpin_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","Default","CooldownPctBySkillName|RM_Hammerspin=-.0205","(NSLOCTEXT(""SkillsTable"", ""F036C05F4C9A8483913D88B9C20B6649"", ""Cooldown for Hammerspin""))","","PerLevelByOnes","PerLevelByOnes","None","None","SkillModifier|Skill.Railmaster.Milestone.Hammerspin1=1","NSLOCTEXT(""SkillsTable"", ""5F6229954BC354DE5EE38F85986385FE"", ""+50% Movement Speed boost after cast for 6 sec."")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""0A8A453B4EC9A4FA02733B851877F97C"", ""+20% Relic Active Skill Damage"")","SkillModifier|Skill.Railmaster.Milestone.Hammerspin2=1","NSLOCTEXT(""SkillsTable"", ""1805BE064AEE43C03FD6759AB2D3CF5E"", ""50% damage reduction shield on cast for 6 sec."")","False","False","0","1","(RowName=""TrySkill_RM_HammerSpin"")","30.000000","Default","Skill00",""
RM_ThirdRail,"/Game/Skills/Blueprints/Railman/Skill_ShockingRounds.Skill_ShockingRounds_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Turret"")","5","Default","SkillDamageFactorMultiplier|RM_ThirdRail=0.068","(NSLOCTEXT(""SkillsTable"", ""748A397440B50AF8A0BC2ABE12081721"", ""Shocking Rounds Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.ShockingRounds1=1","NSLOCTEXT(""SkillsTable"", ""236FAFA8446B8108364C2D93F2C86ABE"", ""Shocking Rounds Chain Lightning bounces 1 more time"")","DamagePctBySkillTag|Skill.BasicAttack=.3","NSLOCTEXT(""SkillsTable"", ""757E363D46C4753CE74125ACC899C985"", ""+30% Basic Attack Damage"")","SkillModifier|Skill.Railmaster.Milestone.ShockingRounds2=1","NSLOCTEXT(""SkillsTable"", ""E38BE1974EA005972C235BA606261481"", ""Unfinished -- Check Back Soon!"")","False","False","0","2","(RowName="""")","30.000000","Default","Skill00",""
RM_SpikeThrow,"/Game/Skills/Blueprints/Railman/Skill_SpikeThrow.Skill_SpikeThrow_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","5","Default","SkillDamageFactorMultiplier|RM_SpikeThrow=.085","(NSLOCTEXT(""SkillsTable"", ""4885CA954365A79AA3775DBD9FBF3EC2"", ""Flying Picks Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.SpikeThrow1=1","NSLOCTEXT(""SkillsTable"", ""CFFFF89D43FD02A3CBEC549A594A2E69"", ""Flying Picks now pierces"")","RailmanEndurance.Regen.Multiplier=.25","NSLOCTEXT(""SkillsTable"", ""14AB829847F32AEC06A18C856CA2E6EB"", ""+25% Endurance recharge rate"")","EnergyCostPctBySkillName|RM_SpikeThrow=-0.3","NSLOCTEXT(""SkillsTable"", ""D6D4BF1141359A5AA3A5898D3984752B"", ""-30% Flying Picks endurance cost"")","False","False","1","2","(RowName=""TrySkill_RM_SpikeThrow"")","30.000000","Default","Skill00",""
RM_MiddleCar_Shield,"/Game/Skills/Blueprints/Railman/Skill_ShieldMIddleCart.Skill_ShieldMiddleCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","5","Default","DurationPctBySkillName|RM_MiddleCar_Shield=.0425","(NSLOCTEXT(""SkillsTable"", ""44705C2147EBA32BD1E1AFB69F983C7F"", ""Duration for Shield Car Active Skill""))","(NSLOCTEXT(""SkillsTable"", ""RM_MiddleCar_Shield_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""F3E03ED04EDE9BFFB9055185D2092F5D"", ""Conductor Skills""))","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.Shield1=1","NSLOCTEXT(""SkillsTable"", ""1B5AD61B40CF1FF2C6CC70A6C3F780A2"", ""Shield Car heals for 3% per sec. while in active area"")","CriticalHitChanceForType|Skill.Railman.Turret=.1","NSLOCTEXT(""SkillsTable"", ""7AA6DD6543F410ED8964AEA4B3EC2D5D"", ""+10% Critical Hit Chance for Conductor Skills"")","SkillModifier|Skill.Railmaster.Milestone.Shield2=1","NSLOCTEXT(""SkillsTable"", ""005FA32D4F3829311AA11D9B4D24B237"", ""Leaving the Shield Car active area gives you a Damage Shield for its current Active Duration"")","False","False","2","2","(RowName=""TrySkill_RM_MiddleCar_Shield"")","30.000000","Default","Skill00",""
RM_LanternFlash,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_LanternFlash.Skill_Railmaster_LanternFlash_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","Default","SkillDamageFactorMultiplier|RM_LanternFlash=.0425","(NSLOCTEXT(""SkillsTable"", ""D986A48B412FD42D6F566CB8AF1F2DB3"", ""Damage for Lantern Flash""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.LanternFlash1=1","NSLOCTEXT(""SkillsTable"", ""E558E10F49A7D3C7E859C68A88B9F5EC"", ""Lantern Flash now Blinds for 1 sec."")","DamagePctByStatusEffectTag|StatusEffect.Blinded=.65;DamagePctByStatusEffectTag|StatusEffect.Slow=.65;DamagePctByStatusEffectTag|StatusEffect.Stunned=.65","NSLOCTEXT(""SkillsTable"", ""1D61FDDB413E7D417F0D77B62419E87F"", ""+65% damage vs Stunned, Blinded, or Slowed targets"")","SkillModifier|Skill.Railmaster.Milestone.LanternFlash2=1","NSLOCTEXT(""SkillsTable"", ""B738BFB24BEC82001CE3FA905EF0827E"", ""Lantern Flash now blasts enemies behind you"")","False","False","2","3","(RowName="""")","30.000000","Default","Skill00",""
RM_GhostTrain,"/Game/Skills/Blueprints/Railman/Skill_GhostTrain.Skill_GhostTrain_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.GhostTrain""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","15","Default","SkillDamageFactorMultiplier|RM_GhostTrain=0.068","(NSLOCTEXT(""SkillsTable"", ""F02BD02048E4A3B21C9DE592B82AC2F1"", ""Ghost Train Damage""))","(NSLOCTEXT(""SkillsTable"", ""RM_GhostTrain_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""FBA7220043EC96239C56239A3F4627A9"", ""Lineage Skills""))","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|RM_GhostTrain=-.25","NSLOCTEXT(""SkillsTable"", ""6F53DF104F7F30CCEF14D2815B838467"", ""Ghost Train\'s cost is reduced by -25%"")","CooldownPctBySkillTag|Skill.Railman.Turret.Passive=-.1","NSLOCTEXT(""SkillsTable"", ""106312F840430EAC60FE93888F36355D"", ""10% increased Attack Speed for Train Cars"")","SkillModifier|Skill.Railmaster.Milestone.GhostTrain1=1","NSLOCTEXT(""SkillsTable"", ""3FE3E13A4F658B2441EED5AD0E98D33B"", ""Ghost Train is now 50% larger"")","False","False","0","4","(RowName=""TrySkill_RM_GhostTrain"")","30.000000","Default","Skill00",""
RM_MiddleCar_Shotgonne,"/Game/Skills/Blueprints/Railman/Skill_ShotgonneMiddleCart.Skill_ShotgonneMiddleCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","10","Default","SkillDamageFactorMultiplier|RM_ShotgunPassive=.0425;SkillDamageFactorMultiplier|RM_ShotgonneActive=.0425;","(NSLOCTEXT(""SkillsTable"", ""8BA333FA4D49F2F3967B838D3594589F"", ""Train Shotgonne car passive damage""))","","PerLevelByOnes","None","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.Shotgonne=-.25","NSLOCTEXT(""SkillsTable"", ""EEAD68C64C199912CC2F70AB3EAC423F"", ""+25% Shotgonne Car passive Attack Speed"")","DamagePctBySkillTag|Skill.Pet=.65","NSLOCTEXT(""SkillsTable"", ""0CA763D5468EFD29F5EB2AA49FC68680"", ""+65% damage for Pets"")","SkillModifier|Skill.Railmaster.Milestone.Shotgonne1=1","NSLOCTEXT(""SkillsTable"", ""3935AD8D4B130AEF65886FA4212154E4"", ""Shotgonne Car active skill now fires 3 piercing rounds in a tight spread"")","False","False","1","3","(RowName=""TrySkill_RM_MiddleCar_Shotgonne"")","30.000000","Default","Skill00",""
RM_SpikeDrive,"/Game/Skills/Blueprints/Railman/Skill_SpikeDrive.Skill_SpikeDrive_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName=""RM_Melee"")","15","Default","SkillDamageFactorMultiplier|RM_SpikeDrive=.042","(NSLOCTEXT(""SkillsTable"", ""FAD2997F4614ED5A00BF53AA575082DF"", ""Increased Damage to Spike Drive""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.SpikeDrive1=1","NSLOCTEXT(""SkillsTable"", ""54567807486FF9ED2248979D30A60580"", ""Spike Drive now fires a large missile straight ahead for double skill\'s current Weapon Damage"")","ProcChance|EnduranceOnMelee=0.2","NSLOCTEXT(""SkillsTable"", ""E6C4C97C4B77CF59D0E1BF8FC0C3E4BB"", ""20% chance to return an Endurance on melee attack"")","SkillModifier|Skill.Railmaster.Milestone.SpikeDrive2=1","NSLOCTEXT(""SkillsTable"", ""2546E1B449D31921FE3056BE2A0F86A8"", ""Adds 4 missiles to Spike Drive"")","False","False","1","4","(RowName="""")","30.000000","Default","Skill00",""
