---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
Forged_PoisonDart,"/Game/Skills/Blueprints/Forged/Skill_Forged_PoisonDart.Skill_Forged_PoisonDart_C","Character.Player.Forged","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","10","Default","SkillDamageFactorMultiplier|Forged_PoisonDart=0.05","(NSLOCTEXT(""SkillsTable"", ""099EADE94D4774E97C36D2AE349A5816"", ""Poison Dart Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.PoisonDart1=1","NSLOCTEXT(""SkillsTable"", ""4D8498C64CC73DA04642238CD0088548"", ""Poison Dart Slows enemies who pass through it"")","DamagePctBySkillTag|Skill.Pet=0.65","NSLOCTEXT(""SkillsTable"", ""6680B27145B5CC5FFC92FBAF2E68C516"", ""+65% Pet damage"")","ProcChance|PoisonDartExplode=1","NSLOCTEXT(""SkillsTable"", ""FBEBFCAA4C13ECFB62122FAFF96E7D27"", ""Enemies killed while Poisoned by Poison Dart explode in a small area for Poison Dart\'s current Weapon Damage"")","False","False","1","2","(RowName=""TrySkill_Forged_PoisonDart"")","30.000000","Default","Skill00",""
Forged_ServoDrivenUppercut,"/Game/Skills/Blueprints/Forged/Skill_Forged_ServoDrivenUppercut.Skill_Forged_ServoDrivenUppercut_C","Character.Player.Forged","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","10","Default","SkillDamageFactorMultiplier|Forged_ServoDrivenUppercut=0.05","(NSLOCTEXT(""SkillsTable"", ""58FC55CD4043413AE67BD28B1FDBAEA1"", ""Uppercut Stun Chance""))","","PerLevelByOnes","None","None","None","BonusChancePctBySkillName|Forged_ServoDrivenUppercut=20","NSLOCTEXT(""SkillsTable"", ""0C83D6D04CB05AE7D97BAFB6F7BC7409"", ""+20% Stun chance for Servo-Driven Uppercut"")","CriticalHitChanceForType|Skill.Forged.Melee=0.1","NSLOCTEXT(""SkillsTable"", ""CD78C794482D6616371F3FA305FC0CC2"", ""+10% Critical Hit chance for Brawl skills"")","SkillModifier|Skill.Forged.Milestone.ServoDrivenUppercut1=1","NSLOCTEXT(""SkillsTable"", ""01322D75499A9F5E323DE28B0A49162D"", ""Every 3rd hit of Servo-Driven Uppercut deals double damage"")","False","False","0","2","(RowName=""TrySkill_Forged_ServoDrivenUppercut"")","30.000000","Default","Skill00",""
Forged_SlugShot,"/Game/Skills/Blueprints/Forged/Skill_Forged_SlugShot.Skill_Forged_SlugShot_C","Character.Player.Forged","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Forged.SlugShot"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","15","Default","SkillDamageFactorMultiplier|Forged_SlugShot=0.05","(NSLOCTEXT(""SkillsTable"", ""C09CF0674210985375DCE2A97A53C190"", ""Slugshot Critical Hit Chance""))","","PerLevelByOnes","None","None","None","CriticalHitChanceForType|Skill.Forged.SlugShot=0.25","NSLOCTEXT(""SkillsTable"", ""5C3207F54DE10F096E3556A21A228E32"", ""+25% Critical Hit chance for Slug Shot"")","CriticalHitChanceForType|Skill.Forged.Ranged=0.1","NSLOCTEXT(""SkillsTable"", ""67FEF10044ADD3E3EFD9E39AF4036DE0"", ""+10% Critical Hit chance for Barrage skills"")","SkillModifier|Skill.Forged.Milestone.SlugShot1=1","NSLOCTEXT(""SkillsTable"", ""311A53F24EB524439D8A5E9699FCCDFC"", ""Every 5th Slugshot always critically hits and deals double damage"")","False","False","2","3","(RowName=""TrySkill_Forged_SlugShot"")","30.000000","Default","Skill00",""
Forged_MyBuddy,"/Game/Skills/Blueprints/Forged/Skill_MyBuddy.Skill_MyBuddy_C","Character.Player.Forged","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","10","Default","DurationPctBySkillName|Forged_MyBuddy=.05","(NSLOCTEXT(""SkillsTable"", ""58A8BF654394C75A08C589822BBC474D"", ""Power Projection Increased Duration""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.PowerProjection1=1","NSLOCTEXT(""SkillsTable"", ""26E61E4C48C857D891F9428A97369EE9"", ""Power Projection now heals you and your allies for 15% of your total health on start"")","ProcChance|VentBlock=1","NSLOCTEXT(""SkillsTable"", ""7CE015D448192BFD894922B59B77755A"", ""Your Block chance is increased by +10% for 4 sec. after venting"")","SkillModifier|Skill.Forged.Milestone.PowerProjection2=1","NSLOCTEXT(""SkillsTable"", ""2F51966C4E63F79C2475CAA9AA22B334"", ""Power Projection makes you and your allies Invulnerable for 1 sec. on cast"")","False","False","2","2","(RowName="""")","30.000000","Default","Skill00",""
Forged_VentFurnaceBlast,"/Game/Skills/Blueprints/Forged/Skill_Forged_VentFurnaceBlast.Skill_Forged_VentFurnaceBlast_C","Character.Player.Forged","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Vent""),(TagName=""Skill.Forged.Ranged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","20","Default","SkillDamageFactorMultiplier|Forged_VentFurnaceBlast=0.065","(NSLOCTEXT(""SkillsTable"", ""C3D8C948460EEA24DEA796BFDE2E0E63"", ""Furnace Blast Damage""))","","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|Forged_VentFurnaceBlast=-0.5","NSLOCTEXT(""SkillsTable"", ""D60EE1F64107619A387FB798B2DAEEBA"", ""-50% Heat cost for Furnace Blast"")","DamagePctByStatusEffectTag|StatusEffect.Burning=.25","NSLOCTEXT(""SkillsTable"", ""20AC42B445A61FCC98FD11842490E1E9"", ""+25% Damage to Burning enemies"")","SkillModifier|Skill.Forged.Milestone.FurnaceBlast2=1","NSLOCTEXT(""SkillsTable"", ""2360C5644FBE57703C5480913458B671"", ""Furnace Blast size increased by 50%"")","False","False","1","4","(RowName="""")","30.000000","Default","Skill00",""
Forged_RammingRobot,"/Game/Skills/Blueprints/Forged/Skill_Forged_BashingCharge.Skill_Forged_BashingCharge_C","Character.Player.Forged","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","5","Default","SkillDamageFactorMultiplier|Forged_RammingRobot=0.05","(NSLOCTEXT(""SkillsTable"", ""E1E9E8554BE2764083158791282E96FA"", ""Ramming Robot Damage""))","","PerLevelByOnes","None","None","None","RammingRobotCharges.Max=1","NSLOCTEXT(""SkillsTable"", ""81D6C64041A5C0621A3D948D5BA5065C"", ""Ramming Robot gains an additional charge"")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""9AF1097F44EF717F9BA67DA5F4710601"", ""+20% Relic Active Skill damage"")","SkillModifier|Skill.Forged.Milestone.RammingRobot1=1","NSLOCTEXT(""SkillsTable"", ""844189E04DBBB26DD4A3C4A71BDC1664"", ""Ramming Robot leaves behind burning hotspots, dealing 100% Weapon Damage"")","False","False","1","1","(RowName=""TrySkill_Forged_RammingRobot"")","30.000000","Default","Skill00",""
Forged_SonicPulse,"/Game/Skills/Blueprints/Forged/Skill_Forged_SonicPulse.Skill_Forged_SonicPulse_C","Character.Player.Forged","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","15","Default","CooldownPctBySkillName|Forged_SonicPulse=-.05","(NSLOCTEXT(""SkillsTable"", ""CB48FEAA4577E761AA6443ADF7FA79D1"", ""Sonic Pulse Cooldown""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.SonicPulse1=1","NSLOCTEXT(""SkillsTable"", ""BC3E1B724EDC204DC67269A9E4077C6A"", ""Sonic Pulse now Stuns enemies for 1 sec."")","CooldownPctBySkillTag|Skill.Emberweapon=-.2","NSLOCTEXT(""SkillsTable"", ""BBB9567D4E30D2EC9C4EA0A7ACEEE0AA"", ""-20% to Relic Active Skill cooldowns"")","SkillModifier|Skill.Forged.Milestone.SonicPulse2=1","NSLOCTEXT(""SkillsTable"", ""0E63B43E4A2D62B978CD7481615B894F"", ""Sonic Pulse now activates around you as well"")","False","False","0","3","(RowName="""")","30.000000","Default","Skill00",""
Forged_FrackingStrike,"/Game/Skills/Blueprints/Forged/Skill_FrackingStrike.Skill_FrackingStrike_C","Character.Player.Forged","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","20","Default","SkillDamageFactorMultiplier|Forged_FrackingStrike=.05","(NSLOCTEXT(""SkillsTable"", ""A4858581453A6D31EC1F639ADDE79579"", ""Fracking Strike Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Forged.Milestone.FrackingStrike2=1","NSLOCTEXT(""SkillsTable"", ""98DF7DD64B860B039C94659069407F2A"", ""Fracking Strike does two close small impact hits to enemies directly in front of you for the skill\'s base weapon damage"")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""9712F5B34F7FB02B0A309BA14616849D"", ""+20% Relic Active Skill damage"")","SkillModifier|Skill.Forged.Milestone.FrackingStrike1=1","NSLOCTEXT(""SkillsTable"", ""B691EC2349AC78EEADDDF39D3232A0D6"", ""Fracking Strike shockwave size is doubled"")","False","False","2","4","(RowName="""")","30.000000","Default","Skill00",""
RM_BuildTurret,"/Game/Skills/Blueprints/Railman/Skill_LayTrack.Skill_LayTrack_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","1","Default","SkillDamageFactorMultiplier|RM_TurretPassive=.05","(NSLOCTEXT(""SkillsTable"", ""F1BBFDB849CB1BC13C22C0A680A7EF63"", ""Turret Basic Attack Damage""))","","PerLevelByOnes","None","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=-.25","NSLOCTEXT(""SkillsTable"", ""2B0275A74FB2A6622281DFB812418559"", ""+25% Main Turret passive Attack Speed"")","DamagePctBySkillTag|Skill.Railman.Turret=.20","NSLOCTEXT(""SkillsTable"", ""15CBF7AF4D465A33099E37B744172E21"", ""+20% damage to Conductor skills"")","ProcChance|TurretPiercing=1","NSLOCTEXT(""SkillsTable"", ""1917B55F403E6BAB6C0713A714972918"", ""Main Turret shots pierce enemies for 3 sec. after using an active Train skill"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill01",""
RM_Pound,"/Game/Skills/Blueprints/Railman/Skill_Pound.Skill_Pound_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","Default","SkillDamageFactorMultiplier|RM_Pound=.05","(NSLOCTEXT(""SkillsTable"", ""1CEF372B46A333C0C80484B77F2CCC0B"", ""Pound Damage""))","","PerLevelByOnes","None","None","None","BonusStunChanceforSkill|RM_Pound=.2","NSLOCTEXT(""SkillsTable"", ""E6DC9BE04CDDDF56CD240A8878339710"", ""+20% Stun chance for Pound"")","DamagePctBySkillTag|Skill.Railman.Melee=0.2","NSLOCTEXT(""SkillsTable"", ""EE94B9844E5EDA466F89889011F2A424"", ""+20% Slammer skill damage"")","SkillModifier|Skill.Railmaster.Milestone.Pound1=1","NSLOCTEXT(""SkillsTable"", ""D50BF7364FE264E00B7D37AC563252A2"", ""Pound deals 100% Weapon Damage in a larger area, hitting enemies at center twice"")","False","False","0","0","(RowName="""")","30.000000","Default","Skill00",""
RM_RearCar_MortarTurret,"/Game/Skills/Blueprints/Railman/Skill_MortarRearCart.Skill_MortarRearCart_C","Character.Player.Railman","Instant","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","5","Default","SkillDamageFactorMultiplier|RM_MortarPassive=.05;SkillDamageFactorMultiplier|RM_RearCar_MortarTurret=.05","(NSLOCTEXT(""SkillsTable"", ""B485C08F44B4B5EDFA2BAA84B37109A1"", ""Mortar Car Damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.Mortar=-.25","NSLOCTEXT(""SkillsTable"", ""0443220345B4B8D7FF6CFB9512BD799C"", ""+25% Mortar Car passive Attack Speed"")","CooldownPctBySkillTag|Skill.Cooldown.Railman=-.1","NSLOCTEXT(""SkillsTable"", ""4E0F09084E3E25F868F5A9B42E10C14D"", ""-10% cooldowns for Railmaster skills"")","SkillModifier|Skill.Railmaster.Milestone.Mortar1=1","NSLOCTEXT(""SkillsTable"", ""70E4A49148F62BF084A8B99E5F18C1B6"", ""+50% to Mortar active damage area"")","False","False","0","1","(RowName=""TrySkill_RM_RearCar_MortarTurret"")","30.000000","Default","Skill00",""
RM_BlastingCharge,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_BlastingCharge.Skill_Railmaster_BlastingCharge_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","Default","SkillDamageFactorMultiplier|RM_BlastingCharge=.05","(NSLOCTEXT(""SkillsTable"", ""EB31D76A47E95D2431B150A2FA50DA45"", ""Blasting Charge Damage""))","(NSLOCTEXT(""SkillsTable"", ""RM_BlastingCharge_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""1AAA8BF54727ABF963389AB076BB95BD"", ""Lineage Skills""))","PerLevelByOnes","None","None","None","MiscBonusBySkillName|RM_BlastingCharge=0.2","NSLOCTEXT(""SkillsTable"", ""D104FBC347485DB76F512C8BA7E80376"", ""+20% to vulnerability for Blasting Charge"")","RandomBonusPctBySkillName|RM_Pound=.2","NSLOCTEXT(""SkillsTable"", ""FAD32E6E49193A496A35CCAE8352CA86"", ""+20% Damage reduction in melee combat"")","SkillModifier|Skill.Railmaster.Milestone.BlastingCharge1=1","NSLOCTEXT(""SkillsTable"", ""7FE40D4044490B49DF334690390E7990"", ""Blasting Charge now unleashes a second blast in front of the first"")","False","False","2","0","(RowName=""TrySkill_RM_BlastingCharge"")","30.000000","Default","Skill00",""
RM_HammerSpin,"/Game/Skills/Blueprints/Railman/Skill_HammerSpin.Skill_HammerSpin_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Melee"")","5","Default","CooldownPctBySkillName|RM_Hammerspin=-.05","(NSLOCTEXT(""SkillsTable"", ""087FDE2848B8ADB5D59C89B3F6E5B322"", ""Hammer Spin Cooldown""))","","PerLevelByOnes","PerLevelByOnes","None","None","SkillModifier|Skill.Railmaster.Milestone.Hammerspin1=1","NSLOCTEXT(""SkillsTable"", ""1328787847BD7ED8F6A067AC339D8932"", ""+25% Movement Speed boost after cast for 6 sec."")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""58DFCF9543D2F60EC2CFA28BD86186E2"", ""+20% Relic Active Skill damage"")","SkillModifier|Skill.Railmaster.Milestone.Hammerspin2=1","NSLOCTEXT(""SkillsTable"", ""1805BE064AEE43C03FD6759AB2D3CF5E"", ""50% damage reduction shield on cast for 6 sec."")","False","False","1","1","(RowName=""TrySkill_RM_HammerSpin"")","30.000000","Default","Skill00",""
RM_ThirdRail,"/Game/Skills/Blueprints/Railman/Skill_ShockingRounds.Skill_ShockingRounds_C","Character.Player.Railman","Instant","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Turret"")","15","Default","SkillDamageFactorMultiplier|RM_ThirdRail=0.05","(NSLOCTEXT(""SkillsTable"", ""31E0E9ED4F2BEBDE31CA7B92F7305872"", ""Shocking Rounds Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.ShockingRounds1=1","NSLOCTEXT(""SkillsTable"", ""236FAFA8446B8108364C2D93F2C86ABE"", ""Shocking Rounds Chain Lightning bounces 1 more time"")","DamagePctBySkillTag|Skill.BasicAttack=.3","NSLOCTEXT(""SkillsTable"", ""9790B07847B45A58A65C7A98B6B8B2BC"", ""+30% Basic Attack damage"")","SkillModifier|Skill.Railmaster.Milestone.ShockingRounds2=1","","False","False","2","3","(RowName="""")","30.000000","Default","Skill00",""
RM_SpikeThrow,"/Game/Skills/Blueprints/Railman/Skill_SpikeThrow.Skill_SpikeThrow_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","Default","SkillDamageFactorMultiplier|RM_SpikeThrow=.05","(NSLOCTEXT(""SkillsTable"", ""E7C314874713EFB2B6BBAFBA60FF2C10"", ""Flying Picks Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.SpikeThrow1=1","NSLOCTEXT(""SkillsTable"", ""CFFFF89D43FD02A3CBEC549A594A2E69"", ""Flying Picks now pierces"")","RailmanEndurance.Regen.Multiplier=.25","NSLOCTEXT(""SkillsTable"", ""14AB829847F32AEC06A18C856CA2E6EB"", ""+25% Endurance recharge rate"")","SkillModifier|Skill.Railmaster.Milestone.SpikeThrow2=1","NSLOCTEXT(""SkillsTable"", ""EC705B4B4C7E555966237C832D9CDE1A"", ""Flying Picks\' Endurance Bonus spawns a second Ancestral Spirit"")","False","False","0","2","(RowName=""TrySkill_RM_SpikeThrow"")","30.000000","Default","Skill00",""
RM_MiddleCar_Shield,"/Game/Skills/Blueprints/Railman/Skill_ShieldMIddleCart.Skill_ShieldMiddleCart_C","Character.Player.Railman","Instant","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","5","Default","DurationPctBySkillName|RM_MiddleCar_Shield=.05","(NSLOCTEXT(""SkillsTable"", ""8B40C86A408679B9F48BDB87C9F4BFB2"", ""Shield Car Active Skill Duration""))","(NSLOCTEXT(""SkillsTable"", ""RM_MiddleCar_Shield_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""F3E03ED04EDE9BFFB9055185D2092F5D"", ""Conductor Skills""))","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.Shield1=1","NSLOCTEXT(""SkillsTable"", ""1B5AD61B40CF1FF2C6CC70A6C3F780A2"", ""Shield Car heals for 3% per sec. while in active area"")","CriticalHitChanceForType|Skill.Railman.Turret=.1","NSLOCTEXT(""SkillsTable"", ""0F93E8DE43CD3CDA248ADF8E9B672D3E"", ""+10% Critical Hit chance for Conductor Skills"")","SkillModifier|Skill.Railmaster.Milestone.Shield2=1","NSLOCTEXT(""SkillsTable"", ""005FA32D4F3829311AA11D9B4D24B237"", ""Leaving the Shield Car active area gives you a Damage Shield for its current Active Duration"")","False","False","2","1","(RowName=""TrySkill_RM_MiddleCar_Shield"")","30.000000","Default","Skill00",""
RM_LanternFlash,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_LanternFlash.Skill_Railmaster_LanternFlash_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","Default","SkillDamageFactorMultiplier|RM_LanternFlash=.05","(NSLOCTEXT(""SkillsTable"", ""A7146E33467933B69C15D4BA2CB496FB"", ""Lantern Flash Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.LanternFlash1=1","NSLOCTEXT(""SkillsTable"", ""E558E10F49A7D3C7E859C68A88B9F5EC"", ""Lantern Flash now Blinds for 1 sec."")","DamagePctByStatusEffectTag|StatusEffect.Blinded=.65;DamagePctByStatusEffectTag|StatusEffect.Slow=.65;DamagePctByStatusEffectTag|StatusEffect.Stunned=.65","NSLOCTEXT(""SkillsTable"", ""1D61FDDB413E7D417F0D77B62419E87F"", ""+65% damage vs Stunned, Blinded, or Slowed targets"")","SkillModifier|Skill.Railmaster.Milestone.LanternFlash2=1","NSLOCTEXT(""SkillsTable"", ""B738BFB24BEC82001CE3FA905EF0827E"", ""Lantern Flash now blasts enemies behind you"")","False","False","2","2","(RowName="""")","30.000000","Default","Skill00",""
RM_GhostTrain,"/Game/Skills/Blueprints/Railman/Skill_GhostTrain.Skill_GhostTrain_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.GhostTrain""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","15","Default","SkillDamageFactorMultiplier|RM_GhostTrain=0.05","(NSLOCTEXT(""SkillsTable"", ""FE1DB35747698FFA9597EB9C37B88B71"", ""Ghost Train Damage""))","(NSLOCTEXT(""SkillsTable"", ""RM_GhostTrain_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""FBA7220043EC96239C56239A3F4627A9"", ""Lineage Skills""))","PerLevelByOnes","None","None","None","GhostTrainCharges.Max=1","NSLOCTEXT(""SkillsTable"", ""66F55BE348FF7A8CC8D62689A2D37B86"", ""+1 Ghost Train Charges"")","CooldownPctBySkillTag|Skill.Railman.Turret.Passive=-.1","NSLOCTEXT(""SkillsTable"", ""106312F840430EAC60FE93888F36355D"", ""10% increased Attack Speed for Train Cars"")","SkillModifier|Skill.Railmaster.Milestone.GhostTrain1=1","NSLOCTEXT(""SkillsTable"", ""3FE3E13A4F658B2441EED5AD0E98D33B"", ""Ghost Train is now 50% larger"")","False","False","0","3","(RowName=""TrySkill_RM_GhostTrain"")","30.000000","Default","Skill00",""
RM_MiddleCar_Shotgonne,"/Game/Skills/Blueprints/Railman/Skill_ShotgonneMiddleCart.Skill_ShotgonneMiddleCart_C","Character.Player.Railman","Instant","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","10","Default","SkillDamageFactorMultiplier|RM_ShotgunPassive=.05;SkillDamageFactorMultiplier|RM_ShotgonneActive=.05","(NSLOCTEXT(""SkillsTable"", ""792C19B745C16E7DD598159E60408AF9"", ""Train Shotgonne Car Passive Skill Damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.Shotgonne=-.25","NSLOCTEXT(""SkillsTable"", ""EEAD68C64C199912CC2F70AB3EAC423F"", ""+25% Shotgonne Car passive Attack Speed"")","DamagePctBySkillTag|Skill.Pet=.65","NSLOCTEXT(""SkillsTable"", ""0CA763D5468EFD29F5EB2AA49FC68680"", ""+65% damage for Pets"")","SkillModifier|Skill.Railmaster.Milestone.Shotgonne1=1","NSLOCTEXT(""SkillsTable"", ""3935AD8D4B130AEF65886FA4212154E4"", ""Shotgonne Car active skill now fires 3 piercing rounds in a tight spread"")","False","False","1","2","(RowName=""TrySkill_RM_MiddleCar_Shotgonne"")","30.000000","Default","Skill00",""
RM_SpikeDrive,"/Game/Skills/Blueprints/Railman/Skill_SpikeDrive.Skill_SpikeDrive_C","Character.Player.Railman","Default","None","10","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName=""RM_Melee"")","20","Default","SkillDamageFactorMultiplier|RM_SpikeDrive=.05","(NSLOCTEXT(""SkillsTable"", ""B11CD289411C0A89BE75129119F14EA1"", ""Spike Drive Increased Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.SpikeDrive1=1","NSLOCTEXT(""SkillsTable"", ""54567807486FF9ED2248979D30A60580"", ""Spike Drive now fires a large missile straight ahead for double skill\'s current Weapon Damage"")","ProcChance|EnduranceOnMelee=0.2","NSLOCTEXT(""SkillsTable"", ""E6C4C97C4B77CF59D0E1BF8FC0C3E4BB"", ""20% chance to return an Endurance on melee attack"")","SkillModifier|Skill.Railmaster.Milestone.SpikeDrive2=1","NSLOCTEXT(""SkillsTable"", ""2546E1B449D31921FE3056BE2A0F86A8"", ""Adds 4 missiles to Spike Drive"")","False","False","0","4","(RowName="""")","30.000000","Default","Skill00",""
