---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,EmberWeaponUnlockLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitMode,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
Forged_SlugShot,"/Game/Skills/Blueprints/Forged/Skill_Forged_SlugShot.Skill_Forged_SlugShot_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Forged.SlugShot"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","15","Default","CriticalHitChanceForType|Skill.Forged.SlugShot=0.085;DurationPctBySkillName|Forged_RocketBarrage=0.084","(NSLOCTEXT(""SkillsTable"", ""12AFC33B483295AACD5279A74C04388E"", ""Slugshot Critical Hit Chance""),NSLOCTEXT(""SkillsTable"", ""68ED5FEC416E43FBCB982C9CDABA73D9"", ""Coal Launch Area Duration""))","","PerLevelByOnes","PerLevelByOnes","None","None","","","","","","","False","False","1","4","(RowName=""TrySkill_Forged_SlugShot"")","30.000000","Default","Skill00",""
Forged_MyBuddy,"/Game/Skills/Blueprints/Forged/Skill_MyBuddy.Skill_MyBuddy_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","10","Default","BonusChancePctBySkillName|Forged_MyBuddy=.085;BlockChance=.01","(NSLOCTEXT(""SkillsTable"", ""F969FB3F47182345265460A3B6BBE919"", ""Increased bonus defense for Power Projection""),NSLOCTEXT(""SkillsTable"", ""FC86135442150B93FFF10CA04DC526C2"", ""Base block chance""))","","PerLevelByOnes","PerLevelByOnes","None","None","","","","","","","False","False","2","3","(RowName="""")","30.000000","Default","Skill00",""
Forged_VentFurnaceBlast,"/Game/Skills/Blueprints/Forged/Skill_Forged_VentFurnaceBlast.Skill_Forged_VentFurnaceBlast_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Vent""),(TagName=""Skill.Forged.Ranged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","15","Default","RandomBonusPctBySkillName|Forged_VentFurnaceBlast=0.125;CriticalHitChanceForType|Skill.Forged.Vent=.025","(NSLOCTEXT(""SkillsTable"", ""3D49002E4B928631A47C41A9EA76E3FD"", ""Furnace Blast Burn Duration""),NSLOCTEXT(""SkillsTable"", ""19237C9547735FD8EC3A30B44659E90D"", ""Increased critical hit chance for Vent skills""))","","PerLevelByOnes","PerLevelByOnes","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","Default","Skill00",""
Forged_RammingRobot,"/Game/Skills/Blueprints/Forged/Skill_Forged_BashingCharge.Skill_Forged_BashingCharge_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","1","Default","SkillDamageFactorMultiplier|Forged_RammingRobot=0.0595;CooldownPctBySkillTag|Skill.Forged.Ranged=-.025","(NSLOCTEXT(""SkillsTable"", ""55C9881149FF7F38FBA909ADB1FAEF8E"", ""Ramming Robot Damage""),NSLOCTEXT(""SkillsTable"", ""D2AD01D044341333A694C29D8A0AFF3B"", ""Barrage Skill Cooldowns""))","","PerLevelByOnes","PerLevelByOnes","None","None","","","","","","","False","False","0","1","(RowName=""TrySkill_Forged_RammingRobot"")","30.000000","Default","Skill00",""
Forged_SonicPulse,"/Game/Skills/Blueprints/Forged/Skill_Forged_SonicPulse.Skill_Forged_SonicPulse_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.GeneratesHeat""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Cooldown.Forged"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","10","Default","BonusChancePctBySkillName|Forged_SonicPulse=.025","(NSLOCTEXT(""SkillsTable"", ""4653CBF744D4F32E1A2C0D886509276E"", ""Additional Stun Chance for Sonic Pulse""))","","PerLevelByOnes","None","None","None","","","","","","","False","False","2","3","(RowName="""")","30.000000","Default","Skill00",""
Forged_FrackingStrike,"/Game/Skills/Blueprints/Forged/Skill_FrackingStrike.Skill_FrackingStrike_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","15","Default","SkillDamageFactorMultiplier|Forged_FrackingStrike=.084;DamagePctBySkillTag|Skill.EmberWeapon.Active=0.0168","(NSLOCTEXT(""SkillsTable"", ""769757134CEFF65698D8CF8498721213"", ""Damage for Fracking Strike""),NSLOCTEXT(""SkillsTable"", ""1D9D72684AFE89DFF26ED3B877F6A3C9"", ""Relic Active Skill Damage""))","","PerLevelByOnes","PerLevelByOnes","None","None","","","","","","","False","False","1","4","(RowName="""")","30.000000","Default","Skill00",""
Forged_VentHeatedSkin,"/Game/Skills/Blueprints/Forged/Skill_Forged_VentHeatedSkin.Skill_Forged_VentHeatedSkin_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Forged.Vent""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","False","True","2","0","(RowName="""")","30.000000","None","None",""
Forged_Vent,"/Game/Skills/Blueprints/Forged/Skill_Forged_VentTrail.Skill_Forged_VentTrail_C","Character.Player.Forged","Default","None","12","0","0","True","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","Default","","","","None","None","None","None","","","","","","","True","True","2","0","(RowName="""")","30.000000","Default","Skill00",""
RM_BuildTurret,"/Game/Skills/Blueprints/Railman/Skill_LayTrack.Skill_LayTrack_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","Default","DamagePctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=.085","(NSLOCTEXT(""SkillsTable"", ""2E449EFA4D143E8E633C0AA1C7BB2DDE"", ""Turret Basic Attack Damage""))","","PerLevelByOnes","None","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=-.25","NSLOCTEXT(""SkillsTable"", ""C99638434A44C88149946EB10AC4CDF1"", ""+25% Main Turret Passive Attack Speed"")","DamagePctBySkillTag|Skill.Railman.Turret=.20","NSLOCTEXT(""SkillsTable"", ""0ABC51EA4F4A44704DA266BB26849A1E"", ""+20% Damage to Conductor Skills"")","ProcChance|TurretPiercing=1","NSLOCTEXT(""SkillsTable"", ""7BE978DF47BD6E9F39B809BA882B4356"", ""Main Turret Shots Pierce Targets for 3s After Using a Train Active Skill"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
RM_Pound,"/Game/Skills/Blueprints/Railman/Skill_Pound.Skill_Pound_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName="""")","0","Default","SkillDamageFactorMultiplier|RM_Pound=.0425","(NSLOCTEXT(""SkillsTable"", ""BFDC91CD467370D4402E20A516752C4E"", ""Damage for Pound""))","","PerLevelByOnes","None","None","None","BonusStunChanceforSkill|RM_Pound=.2","NSLOCTEXT(""SkillsTable"", ""6EC1ABC24BAEBDB0196FAE8DD4A726D4"", ""+20% Stun Chance for Pound"")","DamagePctBySkillTag|Skill.Railman.Melee=0.2","NSLOCTEXT(""SkillsTable"", ""5CC726934280AEE6DE827AB51816A06D"", ""+20% Lineage Skill Damage"")","SkillModifier|Skill.Railmaster.Milestone.Pound1=1","NSLOCTEXT(""SkillsTable"", ""085CC99842053C76A84555A69069CEFC"", ""Pound Does 100% Weapon Damage in a Larger Area, Impacting Enemies in Center Twice"")","False","False","1","0","(RowName="""")","30.000000","Default","Skill00",""
RM_RearCar_MortarTurret,"/Game/Skills/Blueprints/Railman/Skill_MortarRearCart.Skill_MortarRearCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","1","Default","SkillDamageFactorMultiplier|RM_MortarPassive=.0425;SkillDamageFactorMultiplier|RM_RearCar_MortarTurret=.0425;","(NSLOCTEXT(""SkillsTable"", ""C3AD7FCA4FA736F00C1B5085E8421B0B"", ""Damage to Mortar Car""))","","PerLevelByOnes","PerLevelByOnes","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.Mortar=-.25","NSLOCTEXT(""SkillsTable"", ""D4BC76344564F23E3555F09DC207E43B"", ""+25% Mortar Car Passive Attack Speed"")","CooldownPctBySkillTag|Skill.Cooldown.Railman=-.1","NSLOCTEXT(""SkillsTable"", ""FFC8A33E4262C3553445519AD91AC6AA"", ""-10% Cooldowns for Railmaster Skills"")","SkillModifier|Skill.Railmaster.Milestone.Mortar1=1","NSLOCTEXT(""SkillsTable"", ""4111CDC14300E276E975F99562A5060C"", ""+50% to Mortar Active Damage Area"")","False","False","1","1","(RowName=""TrySkill_RM_RearCar_MortarTurret"")","30.000000","Default","Skill00",""
RM_BlastingCharge,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_BlastingCharge.Skill_Railmaster_BlastingCharge_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","Default","SkillDamageFactorMultiplier|RM_BlastingCharge=.0425","(NSLOCTEXT(""SkillsTable"", ""E613BBE14D57B385850245B0CE6D7D48"", ""Damage for Blasting Charge""))","(NSLOCTEXT(""SkillsTable"", ""RM_BlastingCharge_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""1AAA8BF54727ABF963389AB076BB95BD"", ""Lineage Skills""))","PerLevelByOnes","None","None","None","MiscBonusBySkillName|RM_BlastingCharge=0.2","NSLOCTEXT(""SkillsTable"", ""E1837F6A4D8B98E05A7D3791AFB21FFC"", ""+20% to Vulnerability for Blasting Charge"")","RandomBonusPctBySkillName|RM_Pound=.2","NSLOCTEXT(""SkillsTable"", ""FD8B52B04D8AEF8FD94101867335AD41"", ""+20% Damage Reduction in Melee Combat"")","SkillModifier|Skill.Railmaster.Milestone.BlastingCharge1=1","NSLOCTEXT(""SkillsTable"", ""E3AB7A68480156EE660BC3BF67615A1F"", ""Blasting Charge Now Unleashes a Second Blast in Front of the First"")","False","False","2","1","(RowName=""TrySkill_RM_BlastingCharge"")","30.000000","Default","Skill00",""
RM_HammerSpin,"/Game/Skills/Blueprints/Railman/Skill_HammerSpin.Skill_HammerSpin_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","Default","CooldownPctBySkillName|RM_Hammerspin=-.0205","(NSLOCTEXT(""SkillsTable"", ""F036C05F4C9A8483913D88B9C20B6649"", ""Cooldown for Hammerspin""))","","PerLevelByOnes","PerLevelByOnes","None","None","SkillModifier|Skill.Railmaster.Milestone.Hammerspin1=1","NSLOCTEXT(""SkillsTable"", ""8D1EFBA84264071ACF71E1AC1AD9EC98"", ""+50% Movement Speed Boost After Use for 6s"")","DamagePctBySkillTag|Skill.EmberWeapon.Active=0.2","NSLOCTEXT(""SkillsTable"", ""0A8A453B4EC9A4FA02733B851877F97C"", ""+20% Relic Active Skill Damage"")","SkillModifier|Skill.Railmaster.Milestone.Hammerspin2=1","NSLOCTEXT(""SkillsTable"", ""8A06FAB6451160BA61EFE5B30EE3135B"", ""50% Damage Reduction Shield On Use for 6s"")","False","False","0","1","(RowName=""TrySkill_RM_HammerSpin"")","30.000000","Default","Skill00",""
RM_ThirdRail,"/Game/Skills/Blueprints/Railman/Skill_ShockingRounds.Skill_ShockingRounds_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Turret"")","5","Default","SkillDamageFactorMultiplier|RM_ThirdRail=0.068","(NSLOCTEXT(""SkillsTable"", ""748A397440B50AF8A0BC2ABE12081721"", ""Shocking Rounds Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.ShockingRounds1=1","NSLOCTEXT(""SkillsTable"", ""40B22ED14BA2C6F338F662A2089D26C2"", ""Shocking Rounds Chain Lightning Bounces One More Time"")","DamagePctBySkillTag|Skill.BasicAttack=.3","NSLOCTEXT(""SkillsTable"", ""757E363D46C4753CE74125ACC899C985"", ""+30% Basic Attack Damage"")","SkillModifier|Skill.Railmaster.Milestone.ShockingRounds2=1","","False","False","0","2","(RowName="""")","30.000000","Default","Skill00",""
RM_SpikeThrow,"/Game/Skills/Blueprints/Railman/Skill_SpikeThrow.Skill_SpikeThrow_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","5","Default","SkillDamageFactorMultiplier|RM_SpikeThrow=.085","(NSLOCTEXT(""SkillsTable"", ""4885CA954365A79AA3775DBD9FBF3EC2"", ""Flying Picks Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.SpikeThrow1=1","NSLOCTEXT(""SkillsTable"", ""1D36A694474A64DDB73C78ACAAC002EC"", ""Flying Picks Now Pierces"")","RailmanEndurance.Regen.Multiplier=.25","NSLOCTEXT(""SkillsTable"", ""A876A77448E7820130A743AF2C804F7B"", ""+25% Endurance Recharge Rate"")","EnergyCostPctBySkillName|RM_SpikeThrow=-0.3","NSLOCTEXT(""SkillsTable"", ""95F3E84044D457D925842FB435A4524D"", ""-30% Flying Picks Endurnace Cost"")","False","False","1","2","(RowName=""TrySkill_RM_SpikeThrow"")","30.000000","Default","Skill00",""
RM_MiddleCar_Shield,"/Game/Skills/Blueprints/Railman/Skill_ShieldMIddleCart.Skill_ShieldMiddleCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","5","Default","DurationPctBySkillName|RM_MiddleCar_Shield=.0425","(NSLOCTEXT(""SkillsTable"", ""44705C2147EBA32BD1E1AFB69F983C7F"", ""Duration for Shield Car Active Skill""))","(NSLOCTEXT(""SkillsTable"", ""RM_MiddleCar_Shield_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""F3E03ED04EDE9BFFB9055185D2092F5D"", ""Conductor Skills""))","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.Shield1=1","NSLOCTEXT(""SkillsTable"", ""C98C94504BC9B0D8B041A5BDEB16725F"", ""Shield Car Heals for 3% Per Second While in Active Area"")","CriticalHitChanceForType|Skill.Railman.Turret=.1","NSLOCTEXT(""SkillsTable"", ""7AA6DD6543F410ED8964AEA4B3EC2D5D"", ""+10% Critical Hit Chance for Conductor Skills"")","SkillModifier|Skill.Railmaster.Milestone.Shield2=1","NSLOCTEXT(""SkillsTable"", ""3AFA4F564CB06EF94FC602BEB2EB4E30"", ""Leaving the Shield Car Active Area Gives you a Damage Shield for its Current Active Duration"")","False","False","2","2","(RowName=""TrySkill_RM_MiddleCar_Shield"")","30.000000","Default","Skill00",""
RM_LanternFlash,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_LanternFlash.Skill_Railmaster_LanternFlash_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","Default","SkillDamageFactorMultiplier|RM_LanternFlash=.0425","(NSLOCTEXT(""SkillsTable"", ""D986A48B412FD42D6F566CB8AF1F2DB3"", ""Damage for Lantern Flash""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.LanternFlash1=1","NSLOCTEXT(""SkillsTable"", ""9D2084204763A3DDBFE1CCB7D7FD5E64"", ""Lantern Flash Now Blinds for 1s"")","DamagePctByStatusEffectTag|StatusEffect.Blinded=.65;DamagePctByStatusEffectTag|StatusEffect.Slow=.65;DamagePctByStatusEffectTag|StatusEffect.Stunned=.65","NSLOCTEXT(""SkillsTable"", ""BE6E1F4D4AD93650914B43BAA1EF5FD1"", ""+65% Damage vs Stunned, Blinded, or Slowed targets"")","SkillModifier|Skill.Railmaster.Milestone.LanternFlash2=1","NSLOCTEXT(""SkillsTable"", ""64D358704AFA280697D395B9AA07955F"", ""Lantern Flash Now Blasts Enemies Behind You"")","False","False","2","3","(RowName="""")","30.000000","Default","Skill00",""
RM_GhostTrain,"/Game/Skills/Blueprints/Railman/Skill_GhostTrain.Skill_GhostTrain_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.GhostTrain""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName=""RM_Turret"")","15","Default","SkillDamageFactorMultiplier|RM_GhostTrain=0.068","(NSLOCTEXT(""SkillsTable"", ""F02BD02048E4A3B21C9DE592B82AC2F1"", ""Ghost Train Damage""))","(NSLOCTEXT(""SkillsTable"", ""RM_GhostTrain_PerLevelDisplayCategories_Index0"", """"),NSLOCTEXT(""SkillsTable"", ""FBA7220043EC96239C56239A3F4627A9"", ""Lineage Skills""))","PerLevelByOnes","None","None","None","EnergyCostPctBySkillName|RM_GhostTrain=-.25","NSLOCTEXT(""SkillsTable"", ""D7A0DC2641D702B3741C0389708194A3"", ""Ghost Train\'s Cost is Reduced by -25%"")","CooldownPctBySkillTag|Skill.Railman.Turret.Passive=-.1","NSLOCTEXT(""SkillsTable"", ""73D9D14E4AA71A670171DCBB9FBCD306"", ""10% Increased Attack Speed for Train Cars"")","SkillModifier|Skill.Railmaster.Milestone.GhostTrain1=1","NSLOCTEXT(""SkillsTable"", ""8BFCA53A425E2F04D6922AA59FCB41F4"", ""Ghost Train is now 50% Larger"")","False","False","0","4","(RowName=""TrySkill_RM_GhostTrain"")","30.000000","Default","Skill00",""
RM_MiddleCar_Shotgonne,"/Game/Skills/Blueprints/Railman/Skill_ShotgonneMiddleCart.Skill_ShotgonneMiddleCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","10","Default","SkillDamageFactorMultiplier|RM_ShotgunPassive=.0425;SkillDamageFactorMultiplier|RM_MiddleCar_Shotgonne=.0425;","(NSLOCTEXT(""SkillsTable"", ""8BA333FA4D49F2F3967B838D3594589F"", ""Train Shotgonne car passive damage""))","","PerLevelByOnes","None","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.Shotgonne=-.25","NSLOCTEXT(""[1BA8F4A14C484999C81F2F8ABFA28128]"", ""798CDF8C4F895D8DF36BC38386E53D66"", ""+25% Shotgonne Car Passive Attack Speed"")","DamagePctBySkillTag|Skill.Pet=.65","NSLOCTEXT(""[1BA8F4A14C484999C81F2F8ABFA28128]"", ""0DD4639D41079E2F74E5C58DD9A2A05B"", ""+65% Damage for Pets"")","SkillModifier|Skill.Railmaster.Milestone.Shotgonne1=1","NSLOCTEXT(""[1BA8F4A14C484999C81F2F8ABFA28128]"", ""31BC058B4F0D2EA15A6C3388984F580A"", ""Shotgonne Active Skill Now Fires Three Piercing Rounds in a Tight Spread"")","False","False","1","3","(RowName=""TrySkill_RM_MiddleCar_Shotgonne"")","30.000000","Default","Skill00",""
RM_SpikeDrive,"/Game/Skills/Blueprints/Railman/Skill_SpikeDrive.Skill_SpikeDrive_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee.LegendaryShockwaveTrigger"")))","(GameplayTags=)","(RowName=""RM_Melee"")","15","Default","SkillDamageFactorMultiplier|RM_SpikeDrive=.042","(NSLOCTEXT(""SkillsTable"", ""FAD2997F4614ED5A00BF53AA575082DF"", ""Increased Damage to Spike Drive""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.SpikeDrive1=1","NSLOCTEXT(""SkillsTable"", ""AB2D3DB943467FA1CB3E7F8C431006BD"", ""Spike Drive Now Fires a Large Missile Straight Ahead for Double Skill\'s Current Weapon Damage"")","ProcChance|EnduranceOnMelee=0.2","NSLOCTEXT(""SkillsTable"", ""57CA12844392A5615F7F80B951406415"", ""20% Chance to Return an Endurance On Melee Attack"")","SkillModifier|Skill.Railmaster.Milestone.SpikeDrive2=1","NSLOCTEXT(""SkillsTable"", ""66E39385434409E19A2343A988273CF4"", ""Adds Four Missiles to Spike Drive"")","False","False","1","4","(RowName="""")","30.000000","Default","Skill00",""
RM_RearCar_Flamethrower,"/Game/Skills/Blueprints/Railman/Skill_FlamethrowerRearCart.Skill_FlamethrowerRearCart_C","Character.Player.Railman","Instant","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret""),(TagName=""Skill.Railman.TurretSpecial""),(TagName=""Skill.Cooldown.Railman"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","15","Default","SkillDamageFactorMultiplier|RM_FlamethrowerPassive=.0425;SkillDamageFactorMultiplier|RM_RearCar_Flamethrower=.0425;","(NSLOCTEXT(""[1BA8F4A14C484999C81F2F8ABFA28128]"", ""4DD8981743F82790DE696DA5572C6366"", ""Damage for Flamethrower""))","","PerLevelByOnes","None","None","None","CooldownPctBySkillTag|Skill.Railman.Turret.Passive.Flamethrower=-.25","NSLOCTEXT(""[1BA8F4A14C484999C81F2F8ABFA28128]"", ""C55C2E934F8C0E4D60B1CA89790B4EA3"", ""+25% Flamethrower Passive Attack Speed"")","CooldownPctBySkillTag|Skill.Emberweapon=-.2","NSLOCTEXT(""[1BA8F4A14C484999C81F2F8ABFA28128]"", ""D9B66C4E49DA445B2322ACBA94DC0A7A"", ""-20% Relic Active Skill Cooldowns"")","SkillModifier|Skill.Railmaster.Milestone.Flamethrower1=1","NSLOCTEXT(""[1BA8F4A14C484999C81F2F8ABFA28128]"", ""D972099F4311C0C2A98227B380A6F68D"", ""Activating Flamethrower Car Fires 8 Fireballs that Deal Skill\'s Current Weapon Damage"")","False","False","2","4","(RowName=""TrySkill_RM_RearCar_Flamethrower"")","30.000000","Default","Skill00",""
RM_TorqueSwing,"/Game/Skills/Blueprints/Railman/Skill_TorqueSpin.Skill_TorqueSpin_C","Character.Player.Railman","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","Default","SkillDamageFactorMultiplier|RM_TorqueSwing=0.068","(NSLOCTEXT(""SkillsTable"", ""92C1F9E8477D5D2072A65BA8202345AC"", ""Damage for Torque Swing""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Railmaster.Milestone.TorqueSwing1=1","NSLOCTEXT(""SkillsTable"", ""6C515BE44172E951B8645E869C59A16D"", ""Torque Swing Now Pulls Enemies in On Activation"")","CriticalHitChanceForType|Skill.Railman.Melee=.1","NSLOCTEXT(""SkillsTable"", ""F266F03846DF950874B0068D16766463"", ""+10% Critical Hit Chance for Lineage Skills"")","SkillModifier|Skill.Railmaster.Milestone.TorqueSwing2=1","NSLOCTEXT(""SkillsTable"", ""9C5483B646C81F2D1DC13898DA1E8358"", ""Torque Swing Restores All Endurance On Activation"")","False","False","0","3","(RowName="""")","30.000000","Default","Skill00",""
SS_Pipi,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Pipi.Skill_Sharpshooter_Pipi_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Adventurer""),(TagName=""Skill.Cooldown.Sharpshooter"")))","(GameplayTags=)","(RowName=""SS_Adventurer"")","15","Default","RandomBonusPctBySkillName|SS_Pipi=.01;ProcChance|PrecisionAmmo=.01","(NSLOCTEXT(""SkillsTable"", ""37BFB83A4E967D7EB12122906A35E7B4"", ""More Ammo Returned on Kill for Curse of Pi\'Pi""),NSLOCTEXT(""SkillsTable"", ""BD9CD7864FCB7D428C5752B9743B18DB"", ""Chance to Return Ammo on Kill for Precision Skills""))","","PerLevelByOnes","PerLevelByOnes","None","None","","","","","","","False","False","0","4","(RowName="""")","30.000000","Default","Skill00",""
SS_ScatterShot,"/Game/Skills/Blueprints/Sharpshooter/Skill_Sharpshooter_Scattershot.Skill_Sharpshooter_Scattershot_C","Character.Player.Sharpshooter","Default","None","12","0","0","True","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Sharpshooter.Ranged.Shoot"")))","(GameplayTags=)","(RowName=""SS_Precision"")","1","Default","SkillDamageFactorMultiplier|SS_Scattershot=.042;DamagePctBySkillTag|Skill.BasicAttack.Ranged=.05","(NSLOCTEXT(""SkillsTable"", ""0D0C335945FC62565DC898AE1614043F"", ""Damage for Scattershot""),NSLOCTEXT(""SkillsTable"", ""7167F34D4E39D08AD00060B383D5C3B7"", ""Damage for Ranged Basic Attacks""))","","PerLevelByOnes","PerLevelByOnes","None","None","","","","","","","False","False","2","1","(RowName="""")","30.000000","Default","Skill00",""
