---,QuestRewardText,QuestRewardIconGameplayTag,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
Legendary,"","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Gear_Legendary_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Gear_Normal_PickType,"","(TagName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Armour_Normal","43","GotoItemSpawnRow","Weapon_Normal","43","GotoItemSpawnRow","PetCollar_Normal","7","AddItemByFilter","Item.Pet.Tag;Region.Global;ItemQuality.Normal","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Gear_Magic_PickType,"","(TagName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Armour_Magic","43","GotoItemSpawnRow","Weapon_Magic","43","GotoItemSpawnRow","PetCollar_Magic","7","AddItemByFilter","Item.Pet.Tag;Region.Global;ItemQuality.Magic","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Gear_Rare_PickType,"","(TagName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Rare","43","GotoItemSpawnRow","Weapon_Rare","43","GotoItemSpawnRow","PetCollar_Rare","7","AddItemByFilter","Item.Pet.Tag;Region.Global;ItemQuality.Rare","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Gear_Legendary_PickType,"","(TagName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Legendary","43","GotoItemSpawnRow","Weapon_Legendary","43","GotoItemSpawnRow","PetCollar_Legendary","7","GotoItemSpawnRow","PetTag_Legendary","7","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""622108374BAE6D99B674F0A17B1D663A"", ""Normal Armor"")","(TagName=""Item.Armour"")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Normal_Area_PickType","2","GotoItemSpawnRow","Armour_Normal_Global_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""53F5823649A88277ACBAFCA1C13208AA"", ""Magic Armor"")","(TagName=""Item.Armour"")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Magic_Area_PickType","2","GotoItemSpawnRow","Armour_Magic_Global_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""E46B928541A29829FF02A8BCB955E3C6"", ""Rare Armor"")","(TagName=""Item.Armour"")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Rare_Area_PickType","2","GotoItemSpawnRow","Armour_Rare_Global_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""CA6B7CC2422F116CD2C4389A6BD5B3FB"", ""Legendary Armor"")","(TagName=""Item.Armour"")","Pick","0","0","False","False","GotoItemSpawnRow","Armour_Legendary_Area_PickType","2","GotoItemSpawnRow","Armour_Legendary_Global_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_MagicMin,"NSLOCTEXT(""ItemSpawnTable"", ""9629815E423D17DDE6487784D4861269"", ""Magic or Better Armor"")","(TagName=""Item.Armour"")","All","0","0","False","False","GameplayTagAll","Item.Armour","1","GotoItemSpawnRow","Armour_MagicMin_PickQuality","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_RareMin,"NSLOCTEXT(""ItemSpawnTable"", ""039704A944F0FEBD6F65C7A94310E73E"", ""Rare or Better Armor"")","(TagName=""Item.Armour"")","All","0","0","False","False","GameplayTagAll","Item.Armour","1","GotoItemSpawnRow","Armour_RareMin_PickQuality","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Armour_MagicMin_PickQuality,"","(TagName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Armour_Magic","0","GotoItemSpawnRow","Armour_Rare","0","GotoItemSpawnRow","Armour_Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Magic_Min;Rare;Legendary","(None,None,None)",""
Armour_RareMin_PickQuality,"","(TagName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Armour_Rare","0","GotoItemSpawnRow","Armour_Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Rare_Min;Legendary","(None,None)",""
Weapon_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""BAC448D04E7F442E235FF494C40CE4ED"", ""Normal Weapon"")","(TagName=""Item.Weapon"")","Pick","0","0","True","True","AddItemByFilter","Item.Weapon.Cannon;Region.Global;ItemQuality.Normal","2","AddItemByFilter","Item.Weapon.Digitus;Region.Global;ItemQuality.Normal","1","GotoItemSpawnRow","Focus_Normal","1","AddItemByFilter","Item.Weapon.GreatWeapon;Region.Global;ItemQuality.Normal","1","AddItemByFilter","Item.Weapon.Hammer;Region.Global;ItemQuality.Normal","1","GotoItemSpawnRow","Mace_Normal","1","GotoItemSpawnRow","Staff_Normal","1","GotoItemSpawnRow","Sword_Normal","1","None","","0","None","","0","None","","0","None","(None,None,None,None,None,None,None,None)",""
Weapon_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""F1A520AF48B7FBC3C89509A927E6AF31"", ""Magic Weapon"")","(TagName=""Item.Weapon"")","Pick","0","0","True","True","AddItemByFilter","Item.Weapon.Cannon;Region.Global;ItemQuality.Magic","2","GotoItemSpawnRow","Digitus_Magic","1","GotoItemSpawnRow","Focus_Magic","1","AddItemByFilter","Item.Weapon.GreatWeapon;Region.Global;ItemQuality.Magic","1","AddItemByFilter","Item.Weapon.Hammer;Region.Global;ItemQuality.Magic","1","GotoItemSpawnRow","Mace_Magic","1","GotoItemSpawnRow","Staff_Magic","1","GotoItemSpawnRow","Sword_Magic","1","None","","0","None","","0","None","","0","None","(None,None,None,None,None,None,None,None)",""
Weapon_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""037E3B6E4F80152FD36CA38092E2C930"", ""Rare Weapon"")","(TagName=""Item.Weapon"")","Pick","0","0","True","True","AddItemByFilter","Item.Weapon.Cannon;Region.Global;ItemQuality.Rare","2","AddItemByFilter","Item.Weapon.Digitus;Region.Global;ItemQuality.Rare","1","GotoItemSpawnRow","Focus_Rare","1","AddItemByFilter","Item.Weapon.GreatWeapon;Region.Global;ItemQuality.Rare","1","GotoItemSpawnRow","Railhammer_Rare","1","GotoItemSpawnRow","Mace_Rare","1","GotoItemSpawnRow","Staff_Rare","1","GotoItemSpawnRow","Sword_Rare","1","None","","0","None","","0","None","","0","None","(None,None,None,None,None,None,None,None)",""
Weapon_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""A187860A4F0771A04AC5359C1D820997"", ""Legendary Weapon"")","(TagName=""Item.Weapon"")","Pick","0","0","False","False","GotoItemSpawnRow","Weapon_Legendary_Global","2","GotoItemSpawnRow","Weapon_Legendary_Area","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Weapon_Legendary_Global,"","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","GotoItemSpawnRow","Weapon_Legendary_Global_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Weapon_Legendary_Area,"","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","GotoItemSpawnRow","Weapon_Legendary_Area_PickType","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Weapon_MagicMin,"NSLOCTEXT(""ItemSpawnTable"", ""24D276974B1245E1F12DA5B35F053F48"", ""Magic or Better Weapon"")","(TagName=""Item.Weapon"")","All","0","0","False","False","GameplayTagAll","Item.Weapon","1","GotoItemSpawnRow","Weapon_MagicMin_PickQuality","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Weapon_RareMin,"NSLOCTEXT(""ItemSpawnTable"", ""241648C045333689B8765FBC0DEF2062"", ""Rare or Better Weapon"")","(TagName=""Item.Weapon"")","All","0","0","False","False","GameplayTagAll","Item.Weapon","1","GotoItemSpawnRow","Weapon_RareMin_PickQuality","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Weapon_MagicMin_PickQuality,"","(TagName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Weapon_Magic","0","GotoItemSpawnRow","Weapon_Rare","0","GotoItemSpawnRow","Weapon_Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Magic_Min;Rare;Legendary","(None,None,None)",""
Weapon_RareMin_PickQuality,"","(TagName="""")","Pick_Curve","0","0","False","False","GotoItemSpawnRow","Weapon_Rare","0","GotoItemSpawnRow","Weapon_Legendary","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","Rare_Min;Legendary","(None,None)",""
Armour_Normal_Area_PickType,"","(TagName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Chest_Area_Normal","1","GotoItemSpawnRow","Pants_Area_Normal","1","GotoItemSpawnRow","Boots_Area_Normal","1","GotoItemSpawnRow","Gloves_Area_Normal","1","GotoItemSpawnRow","Hatch_Area_Normal","1","GotoItemSpawnRow","Helm_Area_Normal","1","GotoItemSpawnRow","Locomotion_Area_Normal","1","GotoItemSpawnRow","Shoulders_Area_Normal","1","GotoItemSpawnRow","AmmoBag_Area_Normal","0","GotoItemSpawnRow","Shield_Area_Normal","1","None","","0","None","(None,None,None,None,None,None,None,None,None,None)",""
Armour_Magic_Area_PickType,"","(TagName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Chest_Area_Magic","1","GotoItemSpawnRow","Pants_Area_Magic","1","GotoItemSpawnRow","Boots_Area_Magic","1","GotoItemSpawnRow","Gloves_Area_Magic","1","GotoItemSpawnRow","Hatch_Area_Magic","1","GotoItemSpawnRow","Helm_Area_Magic","1","GotoItemSpawnRow","Locomotion_Area_Magic","1","GotoItemSpawnRow","Shoulders_Area_Magic","1","GotoItemSpawnRow","AmmoBag_Area_Magic","0","GotoItemSpawnRow","Shield_Area_Magic","1","None","","0","None","(None,None,None,None,None,None,None,None,None,None)",""
Armour_Rare_Area_PickType,"","(TagName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Chest_Area_Rare","1","GotoItemSpawnRow","Pants_Area_Rare","1","GotoItemSpawnRow","Boots_Area_Rare","1","GotoItemSpawnRow","Gloves_Area_Rare","1","GotoItemSpawnRow","Hatch_Area_Rare","1","GotoItemSpawnRow","Helm_Area_Rare","1","GotoItemSpawnRow","Locomotion_Area_Rare","1","GotoItemSpawnRow","Shoulders_Area_Rare","1","GotoItemSpawnRow","AmmoBag_Area_Rare","0","GotoItemSpawnRow","Shield_Area_Rare","1","None","","0","None","(None,None,None,None,None,None,None,None,None,None)",""
Armour_Legendary_Area_PickType,"","(TagName="""")","Pick","0","0","False","False","GotoItemSpawnRow","Chest_Area_Legendary","1","GotoItemSpawnRow","Pants_Area_Legendary","1","GotoItemSpawnRow","Boots_Area_Legendary","1","GotoItemSpawnRow","Gloves_Area_Legendary","1","GotoItemSpawnRow","Hatch_Area_Legendary","1","GotoItemSpawnRow","Helm_Area_Legendary","1","GotoItemSpawnRow","Locomotion_Area_Legendary","1","GotoItemSpawnRow","Shoulders_Area_Legendary","1","GotoItemSpawnRow","AmmoBag_Area_Legendary","0","GotoItemSpawnRow","Shield_Area_Legendary","1","None","","0","None","(None,None,None,None,None,None,None,None,None,None)",""
Armour_Normal_Global_PickType,"","(TagName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Chest_Global_Normal","1","GotoItemSpawnRow","Pants_Global_Normal","1","GotoItemSpawnRow","Boots_Global_Normal","1","GotoItemSpawnRow","Gloves_Global_Normal","1","GotoItemSpawnRow","Hatch_Global_Normal","1","GotoItemSpawnRow","Helm_Global_Normal","1","GotoItemSpawnRow","Locomotion_Global_Normal","1","GotoItemSpawnRow","Shoulders_Global_Normal","1","GotoItemSpawnRow","AmmoBag_Global_Normal","0","GotoItemSpawnRow","Shield_Global_Normal","1","None","","0","None","(None,None,None,None,None,None,None,None,None,None)",""
Armour_Magic_Global_PickType,"","(TagName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Chest_Global_Magic","1","GotoItemSpawnRow","Pants_Global_Magic","1","GotoItemSpawnRow","Boots_Global_Magic","1","GotoItemSpawnRow","Gloves_Global_Magic","1","GotoItemSpawnRow","Hatch_Global_Magic","1","GotoItemSpawnRow","Helm_Global_Magic","1","GotoItemSpawnRow","Locomotion_Global_Magic","1","GotoItemSpawnRow","Shoulders_Global_Magic","1","GotoItemSpawnRow","AmmoBag_Global_Magic","0","GotoItemSpawnRow","Shield_Global_Magic","1","None","","0","None","(None,None,None,None,None,None,None,None,None,None)",""
Armour_Rare_Global_PickType,"","(TagName="""")","Pick","0","0","True","True","GotoItemSpawnRow","Chest_Global_Rare","1","GotoItemSpawnRow","Pants_Global_Rare","1","GotoItemSpawnRow","Boots_Global_Rare","1","GotoItemSpawnRow","Gloves_Global_Rare","1","GotoItemSpawnRow","Hatch_Global_Rare","1","GotoItemSpawnRow","Helm_Global_Rare","1","GotoItemSpawnRow","Locomotion_Global_Rare","1","GotoItemSpawnRow","Shoulders_Global_Rare","1","GotoItemSpawnRow","AmmoBag_Global_Rare","0","GotoItemSpawnRow","Shield_Global_Rare","1","None","","0","None","(None,None,None,None,None,None,None,None,None,None)",""
Armour_Legendary_Global_PickType,"","(TagName="""")","Pick","0","0","True","False","GotoItemSpawnRow","Chest_Global_Legendary","1","GotoItemSpawnRow","Pants_Global_Legendary","1","GotoItemSpawnRow","Boots_Global_Legendary","1","GotoItemSpawnRow","Gloves_Global_Legendary","1","GotoItemSpawnRow","Hatch_Global_Legendary","1","GotoItemSpawnRow","Helm_Global_Legendary","1","GotoItemSpawnRow","Locomotion_Global_Legendary","1","GotoItemSpawnRow","Shoulders_Global_Legendary","1","GotoItemSpawnRow","AmmoBag_Global_Legendary","0","GotoItemSpawnRow","Shield_Global_Legendary","1","None","","0","None","(None,None,None,None,None,None,None,None,None,None)",""
Weapon_Legendary_Global_PickType,"","(TagName="""")","Pick","0","0","True","False","GotoItemSpawnRow","Cannon_Legendary","2","GotoItemSpawnRow","Digitus_Global_Legendary","1","GotoItemSpawnRow","Focus_Legendary","1","GotoItemSpawnRow","GreatWeapon_Legendary","1","GotoItemSpawnRow","Railhammer_Legendary","1","GotoItemSpawnRow","Mace_Legendary","1","GotoItemSpawnRow","Staff_Legendary","1","GotoItemSpawnRow","Sword_Legendary","1","None","","0","None","","0","None","","0","None","(None,None,None,None,None,None,None,None)",""
Weapon_Legendary_Area_PickType,"","(TagName="""")","Pick","0","0","True","False","GotoItemSpawnRow","Cannon_Area_Legendary","2","GotoItemSpawnRow","Digitus_Area_Legendary","1","GotoItemSpawnRow","Focus_Area_Legendary","1","GotoItemSpawnRow","GreatWeapon_Area_Legendary","1","GotoItemSpawnRow","Railhammer_Area_Legendary","1","GotoItemSpawnRow","Mace_Area_Legendary","1","GotoItemSpawnRow","Staff_Area_Legendary","1","GotoItemSpawnRow","Sword_Area_Legendary","1","None","","0","None","","0","None","","0","None","(None,None,None,None,None,None,None,None)",""
PetCollar_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""34D3FB264AEC06E6BE8D50B7329987A7"", ""Normal Pet Collar"")","(TagName=""Item.Pet.Collar"")","Pick","0","10","False","False","GotoItemSpawnRow","PetCollar_Normal_Area","2","GotoItemSpawnRow","PetCollar_Normal_Global","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PetCollar_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""322DB0A649E2F5121E8D78B8381B6118"", ""Magic Pet Collar"")","(TagName=""Item.Pet.Collar"")","Pick","0","10","False","False","GotoItemSpawnRow","PetCollar_Magic_Area","2","GotoItemSpawnRow","PetCollar_Magic_Global","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PetCollar_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""9070579347FB9FCF4A7303A52F486B3B"", ""Rare Pet Collar"")","(TagName=""Item.Pet.Collar"")","Pick","0","10","False","False","GotoItemSpawnRow","PetCollar_Rare_Area","2","GotoItemSpawnRow","PetCollar_Rare_Global","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PetCollar_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""1396C1CF4035EB967543F9A604CE88C0"", ""Legendary Pet Collar"")","(TagName=""Item.Pet.Collar"")","Pick","0","10","False","False","GotoItemSpawnRow","PetCollar_Legendary_Area","2","GotoItemSpawnRow","PetCollar_Legendary_Global","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PetCollar_Normal_Area,"NSLOCTEXT(""ItemSpawnTable"", ""D589CC034ED0D241A3D40A9E44B96CA1"", ""Normal Pet Collar"")","(TagName=""Item.Pet.Collar"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Pet.Collar;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetCollar_Magic_Area,"NSLOCTEXT(""ItemSpawnTable"", ""E02639C746D0E15E543B098D42A64D0A"", ""Magic Pet Collar"")","(TagName=""Item.Pet.Collar"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Pet.Collar;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetCollar_Rare_Area,"NSLOCTEXT(""ItemSpawnTable"", ""933985394B2E977C6FE5B7BD9C69BD8D"", ""Rare Pet Collar"")","(TagName=""Item.Pet.Collar"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Pet.Collar;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetCollar_Legendary_Area,"NSLOCTEXT(""ItemSpawnTable"", ""DAEE41744267F28CB3EC288E1C80FBA9"", ""Legendary Pet Collar"")","(TagName=""Item.Pet.Collar"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Pet.Collar;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetCollar_Normal_Global,"NSLOCTEXT(""ItemSpawnTable"", ""195D47E84CD362894B37238432C048D5"", ""Normal Pet Collar"")","(TagName=""Item.Pet.Collar"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Pet.Collar;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetCollar_Magic_Global,"NSLOCTEXT(""ItemSpawnTable"", ""F282CD4E4DD5CD364D50D082A5354656"", ""Magic Pet Collar"")","(TagName=""Item.Pet.Collar"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Pet.Collar;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetCollar_Rare_Global,"NSLOCTEXT(""ItemSpawnTable"", ""543B99B94AB3FECC4E559CA1B864CB9F"", ""Rare Pet Collar"")","(TagName=""Item.Pet.Collar"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Pet.Collar;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetCollar_Legendary_Global,"NSLOCTEXT(""ItemSpawnTable"", ""4FD639DE42EC7C47DAAF4584E986F306"", ""Legendary Pet Collar"")","(TagName=""Item.Pet.Collar"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Pet.Collar;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetTag_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""9C4CB14C42AF3D9841E23EACBE864260"", ""Legendary Pet Tag"")","(TagName=""Item.Pet.Tag"")","Pick","0","10","False","False","GotoItemSpawnRow","PetTag_Legendary_Global","1","GotoItemSpawnRow","PetTag_Legendary_Area","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PetTag_Legendary_Global,"NSLOCTEXT(""ItemSpawnTable"", ""1A3C185C4E499235E4870099646F72B6"", ""Legendary Pet Tag"")","(TagName=""Item.Pet.Tag"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Pet.Tag;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
PetTag_Legendary_Area,"NSLOCTEXT(""ItemSpawnTable"", ""ACEDE1814F3ED1754FCF109AE39EE338"", ""Legendary Pet Tag"")","(TagName=""Item.Pet.Tag"")","All","0","10","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Pet.Tag;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Spoke_Goblin,"","(TagName="""")","All","0","0","False","False","GameplayTagAll","Region.GoblinIsle.GoblinForest","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Spoke_Hyvid,"","(TagName="""")","All","0","0","False","False","GameplayTagAll","Region.GoblinIsle.InfestedForest","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Spoke_Voltura,"","(TagName="""")","All","0","0","False","False","GameplayTagAll","Region.RedHavenCoast.EchonokMountains","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Phased,"","(TagName="""")","All","0","0","False","False","ItemAddAffix","LifeBound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
PlayTest,"","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","PlayTest_LevelRange","1","GotoItemSpawnRow","PlayTest_Quality","1","GotoItemSpawnRow","Potion_Health","1","GotoItemSpawnRow","Gold_1000","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PlayTest_Quality,"","(TagName="""")","Pick","0","0","False","False","AddItemByFilter","ItemQuality.Magic","1","AddItemByFilter","ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PlayTest_Armour,"","(TagName="""")","All","0","0","False","False","GotoItemSpawnRow","PlayTest_LevelRange","1","AddAreaTagsToAll","0","1","GotoItemSpawnRow","PlayTest_Armour_Pick","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PlayTest_Armour_Pick,"","(TagName="""")","Pick","0","0","False","False","AddItemByFilter","ItemQuality.Magic","1","AddItemByFilter","ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
PlayTest_LevelRange,"","(TagName="""")","Pick","0","0","False","False","LevelDelta","-2","1","LevelDelta","-1","1","LevelDelta","0","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Sword_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""319B1C804AC9073CF0AF06AD6ADB57BD"", ""Normal Sword"")","(TagName=""Item.Weapon.Sword"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Sword_Magic,"NSLOCTEXT(""ItemSpawnTable"", ""326A66694316C4EDF26BEFAAE9ABFE86"", ""Magic Sword"")","(TagName=""Item.Weapon.Sword"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Magic","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Sword_Rare,"NSLOCTEXT(""ItemSpawnTable"", ""5DF5D30A45D959B93F3068BD5F051A5F"", ""Rare Sword"")","(TagName=""Item.Weapon.Sword"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Sword_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""D58886E64FCFEC5C4BC542BCBCBD4E28"", ""Legendary Sword"")","(TagName=""Item.Weapon.Sword"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Sword_Area_Legendary,"NSLOCTEXT(""ItemSpawnTable"", ""D58886E64FCFEC5C4BC542BCBCBD4E28"", ""Legendary Sword"")","(TagName=""Item.Weapon.Sword"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Area","1","AddItemByFilter","Item.Weapon.Sword;ItemQuality.Legendary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Mace_Normal,"NSLOCTEXT(""ItemSpawnTable"", ""1C6D2236478329A93E3A12A1D9A24A03"", ""Normal Mace"")","(TagName=""Item.Weapon.Mace"")","All","0","0","False","False","GotoItemSpawnRow","Tags_Global","1","AddItemByFilter","Item.Weapon.Mace;ItemQuality.Normal","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
