---,DisplayName,BaseMonster,AffixString,ShouldSpawnReturnPortal,DestroyAllMonstersOnDie,ScaleMultiplier,HitpointBonusMultiplier,DamageBonusMultiplier,SpeedBonusMultiplier,ExperienceBonusMultiplier,AggroRadius,bShouldTether,ChaseRadius,IgnoreMinionChance,StatusEffect,ItemSpawn,TraitString1,TraitString2,TraitString3,ItemSpawnGameplayTags,Notes
SkeletonMelee_Rando_Boss,"NSLOCTEXT(""BossTable"", ""CE5C71B64FFF9C37214BEE9200D69970"", ""Darkspell, Spawn of the Well"")","(RowName=""Skeleton_Melee"")","Knockback","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
SkeletonMelee_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""2D9A41D04253C65EEB37E39A91986C75"", ""Skullotar, Evil Lord of Ressurection"")","(RowName=""Skeleton_Melee_Unique"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
SkeletonRangedPoison_Rando_Boss,"NSLOCTEXT(""BossTable"", ""6662BCD04327FAC01074909DEE34F110"", ""Sniper Lestrange"")","(RowName=""Skeleton_Ranged_Poison"")","Knockback","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
SkeletonRangedPoison_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""FF98FD1D4791CAD67D8CCFAE3A758CE7"", ""Huntarr"")","(RowName=""Skeleton_Ranged_Poison"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
SkeletonRangedFire_Story_Boss,"NSLOCTEXT(""BossTable"", ""AA604A2D4A8A4E73D4256FAE790DB40C"", ""Master Marrow, Scorcher of Bones"")","(RowName=""Skeleton_Ranged_Fire"")","Knockback","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None",""
SkeletonShield_Rando_Boss,"NSLOCTEXT(""BossTable"", ""AF72F82F40D4C11D9C35BA9C68AEC430"", ""Darkspell, Spawn of the Well"")","(RowName=""Skeleton_Shield"")","Knockback","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
SkeletonShield_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""00A06D5E4426FC46D4048DB4A0B6B1B6"", ""Nadir"")","(RowName=""Skeleton_Shield"")","Toxic","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None","DQ_WritingsOnTheWall"
SkeletonShield_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""5C96391E4D52B6300C76709F7EA3D583"", ""Sir Alek"")","(RowName=""Skeleton_Shield"")","Knockback","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
SkeletonShieldPoison_Rando_Boss,"NSLOCTEXT(""BossTable"", ""8BC989704AA2009D210DDD8E39D01A83"", ""Watcher Gravely"")","(RowName=""Skeleton_Shield_Poison"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
Spider_Electric_Rando_Boss,"NSLOCTEXT(""BossTable"", ""7CABE9944034D91F62F348AA8F94E92B"", ""Electric Widow"")","(RowName=""Spider_Boss_Electric"")","Fast","True","False","3.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None",""
Spider_Fire_Rando_Boss,"NSLOCTEXT(""BossTable"", ""CE876293453083DEBDD42FAF3E7847CF"", ""Giant Spider"")","(RowName=""Spider_Boss_Fire"")","Fast","False","False","3.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None",""
Spider_Fire_Story_Boss,"NSLOCTEXT(""BossTable"", ""7C9148B441AC82730A33428A1400B02C"", ""Skittles"")","(RowName=""Spider_Boss_Fire"")","Fast","True","True","3.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None",""
Spider_Poison_Story_Boss,"NSLOCTEXT(""BossTable"", ""83D6724F4D5848F8396D43AE8CA9D2C6"", ""Spinderella"")","(RowName=""Spider_Boss_Poison"")","Fast","True","False","3.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Indoors_Arena.StatusEffect_MiniBoss_Indoors_Arena_C","Boss","KnockbackResistance=1","","","None",""
Spider_Poison_Rando_Boss,"NSLOCTEXT(""BossTable"", ""48CA7B584A36D7F40B2AAE94B5091017"", ""Sinisterette"")","(RowName=""Spider_Ranged_Poison"")","Knockback","False","False","3.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
StoneElemental_Story_Boss,"NSLOCTEXT(""BossTable"", ""5EA617F243E544B969F69B9EFE7D1B19"", ""Kronch, Stone Guardian"")","(RowName=""Stone_Elemental"")","Knockback","True","False","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
StriderThorned_Story_Boss,"NSLOCTEXT(""BossTable"", ""4B65E2B8428595686E508BBFB2B25A30"", ""Oakbeard"")","(RowName=""Strider_Thorned"")","","True","True","1.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VarkeninBrute_Rando_Boss,"NSLOCTEXT(""BossTable"", ""E115156A444872CF52D58BA9B39533BC"", ""Pigface"")","(RowName=""Varkenin_Brute"")","","False","False","1.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Boss","KnockbackResistance=1","","","None","DQ_WhatABoar"
VarkeninBrute_Story_Boss,"NSLOCTEXT(""BossTable"", ""904E1C7A42ED64F45EC769A2BABBC42A"", ""Strongtusk, Netherim Thrall"")","(RowName=""Varkenin_Brute_Boss"")","Health","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StrongtuskBoss/StatusEffect_Boss_Strongtusk.StatusEffect_Boss_Strongtusk_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
VarkeninBrute_Phase_Boss,"NSLOCTEXT(""BossTable"", ""904E1C7A42ED64F45EC769A2BABBC42A"", ""Strongtusk, Netherim Thrall"")","(RowName=""Varkenin_Brute_Boss"")","Health","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StrongtuskBoss/StatusEffect_Boss_Strongtusk.StatusEffect_Boss_Strongtusk_C","Phase_Boss_Drop","KnockbackResistance=1","","","None",""
VespidCharger_Competitive_Boss,"NSLOCTEXT(""BossTable"", ""3E167C1D48E5A8EC014F1CA8C7A72834"", ""Krrank"")","(RowName=""Vespid_Charger_Boss"")","Knockback;Toxic","True","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger_Competitive.StatusEffect_MonsterBoss_VspCharger_Competitive_C","Boss","KnockbackResistance=1","","","None",""
VespidCharger_Rando_Boss,"NSLOCTEXT(""BossTable"", ""3666EF0F4B2FDC5A0220D3A6D8782F80"", ""Dozer"")","(RowName=""Vespid_Charger_Boss"")","","True","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger.StatusEffect_MonsterBoss_VspCharger_C","VespidCharger_Story_Boss_Drop","KnockbackResistance=1","","","None",""
VespidCharger_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""87FF4D054865E7B71F0FAE8046917CC4"", ""Krromp the Stomper"")","(RowName=""Vespid_Charger_Boss"")","Toxic","True","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger.StatusEffect_MonsterBoss_VspCharger_C","VespidCharger_Story_Boss_Drop","KnockbackResistance=1","","","None",""
VespidCharger_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""488E45654F04853170C3B4A3818661A9"", ""Krrump the Crusher"")","(RowName=""Vespid_Charger_Boss"")","Health","True","False","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger.StatusEffect_MonsterBoss_VspCharger_C","Boss","KnockbackResistance=1","","","None",""
VespidCharger_Story_Boss,"NSLOCTEXT(""BossTable"", ""91D065834881116E65ED3C988E6624D9"", ""Krronk"")","(RowName=""Vespid_Charger_Boss"")","Knockback","False","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger.StatusEffect_MonsterBoss_VspCharger_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
VespidCharger_Phase_Boss,"NSLOCTEXT(""BossTable"", ""91D065834881116E65ED3C988E6624D9"", ""Krronk"")","(RowName=""Vespid_Charger_Boss"")","Knockback","True","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/KrronkBoss/StatusEffect_MonsterBoss_VspCharger.StatusEffect_MonsterBoss_VspCharger_C","Phase_Boss_Drop","KnockbackResistance=1","","","None",""
VespidFlier_Rando_Boss,"NSLOCTEXT(""BossTable"", ""CE6150344B8396A4212FE19F58EA9033"", ""Skryck, the Spitter"")","(RowName=""Vespid_Flier"")","Fast;Knockback","True","False","1.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidFlier_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""CB6FB10D4E5EBC9D97F6BE849F55DA79"", ""Swyrt, the Stinger"")","(RowName=""Vespid_Flier"")","Fast;Toxic","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidFlier_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""A7F91EAC4C9020A51CCC39991EB45B3E"", ""Szak"")","(RowName=""Vespid_Flier"")","","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidFlier_Rando_Boss4,"NSLOCTEXT(""BossTable"", ""A073F12D47DE919636EF17A1D4CAE7EB"", ""Szarya"")","(RowName=""Vespid_Flier"")","Noxious","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidFlier_Rando_Boss5,"NSLOCTEXT(""BossTable"", ""E109DD404939328275D3E59B3B0F2386"", ""S\'zilick"")","(RowName=""Vespid_Flier"")","Damage","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidFlier_Story_Boss,"NSLOCTEXT(""BossTable"", ""7B30F8084D5302C1E3DBEF99C3134986"", ""Psora"")","(RowName=""Vespid_Flier_Boss"")","Fast","False","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/PsoraBoss/StatusEffect_Boss_Psora.StatusEffect_Boss_Psora_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
VespidFlier_Phase_Boss,"NSLOCTEXT(""BossTable"", ""7B30F8084D5302C1E3DBEF99C3134986"", ""Psora"")","(RowName=""Vespid_Flier_Boss"")","Fast","True","True","2.000000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/PsoraBoss/StatusEffect_Boss_Psora.StatusEffect_Boss_Psora_C","Phase_Boss_Drop","KnockbackResistance=1","","","None",""
VespidGuardian_Rando_Boss,"NSLOCTEXT(""BossTable"", ""3499404344758EA7E1D09C8606169A29"", ""Kri-lick, the Creator"")","(RowName=""Vespid_Guardian"")","Knockback","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidGuardian_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""D176A8F24F6657CA449799857A2E314F"", ""Shrree"")","(RowName=""Vespid_Guardian"")","Fast","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidGuardian_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""1837BAFF4DB5D4C99E292285161A70D7"", ""Shrill, the Spewer"")","(RowName=""Vespid_Guardian"")","Stun","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
VespidGuardian_Rando_Boss4,"NSLOCTEXT(""BossTable"", ""715AD15142B888FE41E662AF59DC3FAC"", ""Kahtalhin"")","(RowName=""Vespid_Guardian"")","","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidGuardian_Rando_Boss5,"NSLOCTEXT(""BossTable"", ""71B41CDD494FF49E1BC25CBDCCCE356A"", ""Kerkz"")","(RowName=""Vespid_Guardian"")","Damage","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidGuardian_Rando_Boss6,"NSLOCTEXT(""BossTable"", ""8FFEB5C74E8D180C8CB982AB2587BFB2"", ""Acid Breath"")","(RowName=""Vespid_Guardian"")","","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
VespidGuardian_Story_Boss,"NSLOCTEXT(""BossTable"", ""D3A823694DF522263D7DD896E0A79543"", ""Krru\'sha, Hyvid Queen"")","(RowName=""Vespid_Guardian"")","Toxic","True","True","1.500000","31.500000","2.000000","0.000000","24.000000","1000.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Story_Boss_Drop","KnockbackResistance=1","","","None","Placeholder until we have the real queen."
VespidSoldier_Rando_Boss,"NSLOCTEXT(""BossTable"", ""56FCC74C4BFA475ED970EFB1E5E6B1F1"", ""Klack"")","(RowName=""Vespid_Soldier"")","Toxic","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidSoldier_Rando_Boss2,"NSLOCTEXT(""BossTable"", ""0CBB0A914CA2444F2A03F484D7CA6D8E"", ""Klick"")","(RowName=""Vespid_Soldier"")","Fast","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidSoldier_Rando_Boss3,"NSLOCTEXT(""BossTable"", ""E04E3EE744C8981F0B45458204A8B840"", ""R\'zir"")","(RowName=""Vespid_Soldier"")","","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidSoldier_Rando_Boss4,"NSLOCTEXT(""BossTable"", ""77A1305C4BBDE2FCBDBCB3A456591EF9"", ""S\'zir"")","(RowName=""Vespid_Soldier"")","Nimble","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VespidSoldier_Rando_Boss5,"NSLOCTEXT(""BossTable"", ""5EDAC401439A10DC5B64E486B7F49886"", ""Razorsaw"")","(RowName=""Vespid_SoldierTough"")","Toxic","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_Outdoors_EndCap.StatusEffect_MiniBoss_Outdoors_EndCap_C","Champion_Unique","KnockbackResistance=1","","","None",""
VespidSoldier_Story_Boss,"NSLOCTEXT(""BossTable"", ""7DC0A0EB49E5BEEF6B12BCA407681A85"", ""Syzygyx, Alpaca Hunter"")","(RowName=""Vespid_Soldier"")","","True","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
VespidSoldier_Story_Boss2,"NSLOCTEXT(""BossTable"", ""0DED0B634189EEAE3839CC9B5332653B"", ""Klatz"")","(RowName=""Vespid_Soldier"")","","False","False","1.500000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
VolturaBomber_Rando_Boss,"NSLOCTEXT(""BossTable"", ""F83135B64FB1CD9D993BF69C523C58CC"", ""Axle, the Demolitionist"")","(RowName=""Voltura_Bomber"")","Knockback","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
VolturaBomber_Story_Boss,"NSLOCTEXT(""BossTable"", ""9203ECFA453C9A4CE2AA429293BF6103"", ""Singedwing the Scavenger"")","(RowName=""Voltura_Bomber"")","Invigorated","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
VolturaFighter_Event_Boss,"NSLOCTEXT(""BossTable"", ""DB2A4A094BD510139AB3BB89E4B191E1"", ""Beakers, the Scythemaster"")","(RowName=""Voltura_Fighter"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
VolturaFighter_Rando_Boss,"NSLOCTEXT(""BossTable"", ""AD0268F04FA6C9FBF61CDAA93ABBD94A"", ""Single Pounder, Voltura Royale"")","(RowName=""Voltura_Fighter"")","Stun","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
VolturaFighter_Story_Boss,"NSLOCTEXT(""BossTable"", ""F009F56344603E3D1DD46981C988578A"", ""Strongarm, Voltura Bandit"")","(RowName=""Voltura_Fighter"")","Damage","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Boss.StatusEffect_Boss_C","Story_Boss_Drop","KnockbackResistance=1","","","None",""
VolturaFighter_Story_Boss_Shriekbeak,"NSLOCTEXT(""BossTable"", ""66FF1FBD4E906A4F24EF508F62D4B7BB"", ""Shriekbeak"")","(RowName=""Vultura_Boss_Shriekbeak"")","","True","True","1.300000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/ShriekbeakBoss/StatusEffect_Boss_Shriekbeak.StatusEffect_Boss_Shriekbeak_C","Boss","KnockbackResistance=1","","","None",""
VolturaFighter_Phase_Boss_Shriekbeak,"NSLOCTEXT(""BossTable"", ""66FF1FBD4E906A4F24EF508F62D4B7BB"", ""Shriekbeak"")","(RowName=""Vultura_Boss_Shriekbeak"")","","True","True","1.300000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/ShriekbeakBoss/StatusEffect_Boss_Shriekbeak.StatusEffect_Boss_Shriekbeak_C","Phase_Boss_Drop","KnockbackResistance=1","","","None",""
VolturaGlider_Rando_Boss,"NSLOCTEXT(""BossTable"", ""EB2747FE4729C43E099B4698DBE1AC9F"", ""Cutter, the Bloodthirsty"")","(RowName=""Voltura_Glider"")","Health","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
VolturaGlider_Story_Boss,"NSLOCTEXT(""BossTable"", ""67266C314ADF70789FCCA7865871B656"", ""Bloodtalon, Voltura Looter"")","(RowName=""Voltura_Glider"")","Nimble","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VolturaGunner_Rando_Boss,"NSLOCTEXT(""BossTable"", ""BDC9F19D4C92F3BA5A01789DBB36CDF5"", ""Sarge, the Death Dealer"")","(RowName=""Voltura_Gunner"")","","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
VolturaGunner_Story_Boss,"NSLOCTEXT(""BossTable"", ""ED5E35DC4F50072C4623C1AF032F25F0"", ""Swiftshooter, Voltura Sniper"")","(RowName=""Voltura_Gunner"")","Knockback","True","True","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None",""
VolturaInterceptor_Rando_Boss,"NSLOCTEXT(""BossTable"", ""236B8E0547C35BEBF9CF51AC684ACFE8"", ""Speedfreek, the Juicer"")","(RowName=""Voltura_Interceptor"")","Fast","False","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_Champion_Unique.StatusEffect_Champion_Unique_C","Boss","KnockbackResistance=1","","","None",""
VolturaInterceptor_Story_Boss,"NSLOCTEXT(""BossTable"", ""CB21EC4C4497C0937702FF87B4F8D45D"", ""Squawkclaw"")","(RowName=""Voltura_Interceptor_Boss"")","Knockback","True","True","2.350000","45.000000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/SquawkclawBoss/StatusEffect_Boss_Squawkclaw.StatusEffect_Boss_Squawkclaw_C","Story_Boss_Drop","KnockbackResistance=1","Energy.Max=10;Energy.RegenMax=10;Energy.Regen=1","","None",""
VolturaInterceptor_Phase_Boss,"NSLOCTEXT(""BossTable"", ""CB21EC4C4497C0937702FF87B4F8D45D"", ""Squawkclaw"")","(RowName=""Voltura_Interceptor_Boss"")","Knockback","True","True","2.350000","45.000000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/SquawkclawBoss/StatusEffect_Boss_Squawkclaw.StatusEffect_Boss_Squawkclaw_C","Phase_Boss_Drop","KnockbackResistance=1","Energy.Max=10;Energy.RegenMax=10;Energy.Regen=1","","None",""
Witch_Story_Boss,"NSLOCTEXT(""BossTable"", ""C40C4E764E828C60B4D2E8A9F17EF88A"", ""Irma Swampseer, Dark Occultist"")","(RowName=""Witch"")","Blazing","True","False","1.350000","31.500000","2.000000","0.000000","24.000000","800.000000","True","2500.000000","0.250000","/Game/Monsters/Blueprints/StatusEffect_MiniBoss_EndCap.StatusEffect_MiniBoss_EndCap_C","Boss","KnockbackResistance=1","","","None","Placeholder until the witch monster is in."
