---,Type,ParameterName,Level,bIsPaid,bFeatured,RewardRecipe1,RewardRecipe2,RewardRecipe3,RewardRecipe4,RewardRecipe5,RewardRecipe6,Notes
GoblinContract_OTO_Free_42,"Contract","GoblinContract","42","False","True","(RowName=""FortProp_Wardrobe_Forged_Plant_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_43,"Contract","GoblinContract","43","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_44,"Contract","GoblinContract","44","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_45,"Contract","GoblinContract","45","False","False","(RowName=""MapBundle_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_46,"Contract","GoblinContract","46","False","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_47,"Contract","GoblinContract","47","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_48,"Contract","GoblinContract","48","False","True","(RowName=""FortProp_Wardrobe_DuskMage_Plant_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_49,"Contract","GoblinContract","49","False","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_50,"Contract","GoblinContract","50","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_51,"Contract","GoblinContract","51","False","False","(RowName=""RelicCore_FlamingDestroyer_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_52,"Contract","GoblinContract","52","False","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_53,"Contract","GoblinContract","53","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_54,"Contract","GoblinContract","54","False","True","(RowName=""Pet_Cat_Black"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_55,"Contract","GoblinContract","55","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_56,"Contract","GoblinContract","56","False","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_57,"Contract","GoblinContract","57","False","False","(RowName=""FortProp_Deco_RiverGobHut"")","(RowName=""FortProp_Deco_RiverGobShack"")","(RowName=""FortProp_Deco_RiverGobHideout"")","(RowName=""FortProp_Deco_GoblinCauldron"")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_58,"Contract","GoblinContract","58","False","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_59,"Contract","GoblinContract","59","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Free_60,"Contract","GoblinContract","60","False","True","(RowName=""FortProp_Deco_NetherstonesShort_02"")","(RowName=""FortProp_Deco_NetherstonesTall_02"")","(RowName=""FortProp_Deco_NetherSeal"")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_1,"Contract","GoblinContract","1","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_2,"Contract","GoblinContract","2","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_3,"Contract","GoblinContract","3","True","False","(RowName=""FortProp_Deco_ITUWoodenWall01_04"")","(RowName=""FortProp_Deco_ITUWoodenWall02_04"")","(RowName=""FortProp_Deco_ITUWoodenArch01_04"")","(RowName=""FortProp_Deco_ITUWoddenColumn01_08"")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_4,"Contract","GoblinContract","4","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_5,"Contract","GoblinContract","5","True","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_6,"Contract","GoblinContract","6","True","True","(RowName=""Pet_Chakawary_Aqua"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_7,"Contract","GoblinContract","7","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_8,"Contract","GoblinContract","8","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_9,"Contract","GoblinContract","9","True","False","(RowName=""MapBundle_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_10,"Contract","GoblinContract","10","True","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_11,"Contract","GoblinContract","11","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_12,"Contract","GoblinContract","12","True","True","(RowName=""FortProp_Wardrobe_Forged_Gears"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_13,"Contract","GoblinContract","13","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_14,"Contract","GoblinContract","14","True","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_15,"Contract","GoblinContract","15","True","False","(RowName=""RelicCore_FlamingDestroyer_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_16,"Contract","GoblinContract","16","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_17,"Contract","GoblinContract","17","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_18,"Contract","GoblinContract","18","True","True","(RowName=""Pet_Cat_Siamese"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_19,"Contract","GoblinContract","19","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_20,"Contract","GoblinContract","20","True","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_21,"Contract","GoblinContract","21","True","False","(RowName=""MapBundle_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_22,"Contract","GoblinContract","22","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_23,"Contract","GoblinContract","23","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_24,"Contract","GoblinContract","24","True","True","(RowName=""FortProp_Wardrobe_DuskMage_Globe"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_25,"Contract","GoblinContract","25","True","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_26,"Contract","GoblinContract","26","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_27,"Contract","GoblinContract","27","True","False","(RowName=""RelicCore_FlamingDestroyer_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_28,"Contract","GoblinContract","28","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_29,"Contract","GoblinContract","29","True","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_30,"Contract","GoblinContract","30","True","True","(RowName=""FortProp_Deco_ImperialWagon"")","(RowName=""FortProp_Deco_TentBarracks"")","(RowName=""FortProp_Deco_TentGenerals"")","(RowName=""FortProp_Deco_CrowsNest"")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_31,"Contract","GoblinContract","31","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_32,"Contract","GoblinContract","32","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_33,"Contract","GoblinContract","33","True","False","(RowName=""FortProp_Deco_CookoutKit"")","(RowName=""FortProp_Deco_JamGear"")","(RowName=""FortProp_Deco_TinBathtub"")","(RowName=""FortProp_Deco_BedStraw"")","(RowName=""FortProp_Deco_RugHide"")","(RowName=""FortProp_Deco_TableWood"")",""
GoblinContract_OTO_Paid_34,"Contract","GoblinContract","34","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_35,"Contract","GoblinContract","35","True","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_36,"Contract","GoblinContract","36","True","True","(RowName=""FortProp_Wardrobe_Railmaster_Clock"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_37,"Contract","GoblinContract","37","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_38,"Contract","GoblinContract","38","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_39,"Contract","GoblinContract","39","True","False","(RowName=""MapBundle_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_40,"Contract","GoblinContract","40","True","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_41,"Contract","GoblinContract","41","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_42,"Contract","GoblinContract","42","True","True","(RowName=""Pet_Eagle_Crested"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_43,"Contract","GoblinContract","43","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_44,"Contract","GoblinContract","44","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_45,"Contract","GoblinContract","45","True","False","(RowName=""RelicCore_FlamingDestroyer_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_46,"Contract","GoblinContract","46","True","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_47,"Contract","GoblinContract","47","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_48,"Contract","GoblinContract","48","True","True","(RowName=""Pet_Chakawary_White"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_49,"Contract","GoblinContract","49","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_50,"Contract","GoblinContract","50","True","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_51,"Contract","GoblinContract","51","True","False","(RowName=""MapBundle_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_52,"Contract","GoblinContract","52","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_53,"Contract","GoblinContract","53","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_54,"Contract","GoblinContract","54","True","True","(RowName=""Pet_Chakawary_Red"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_55,"Contract","GoblinContract","55","True","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_56,"Contract","GoblinContract","56","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_57,"Contract","GoblinContract","57","True","False","(RowName=""RelicCore_FlamingDestroyer_3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_58,"Contract","GoblinContract","58","True","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_59,"Contract","GoblinContract","59","True","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_OTO_Paid_60,"Contract","GoblinContract","60","True","True","(RowName=""FortProp_Deco_EpicHearth"")","(RowName=""FortProp_Deco_ExplorersGlobe"")","(RowName=""FortProp_Deco_ExplorersTelescope"")","(RowName=""FortProp_Deco_PlanningTable"")","(RowName=""FortProp_Deco_VarkskinRug"")","(RowName=""FortProp_Deco_CozyBed"")",""
GoblinContract_Loop_Free_1,"Contract","GoblinContract","61","False","False","(RowName=""ResourceBundle_Refined_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Free_2,"Contract","GoblinContract","62","False","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Free_3,"Contract","GoblinContract","63","False","False","(RowName=""GiveBundle_Gob_Lesser"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Free_4,"Contract","GoblinContract","64","False","False","(RowName=""MapBundle_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Free_5,"Contract","GoblinContract","65","False","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Free_6,"Contract","GoblinContract","66","False","True","(RowName=""GiveBundle_Gob_Greater"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Paid_1,"Contract","GoblinContract","61","True","False","(RowName=""EnchantingBundle_Essence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Paid_2,"Contract","GoblinContract","62","True","False","(RowName=""MapBundle_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Paid_3,"Contract","GoblinContract","63","True","False","(RowName=""GiveBundle_JU_Lesser"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Paid_4,"Contract","GoblinContract","64","True","False","(RowName=""ResourceBundle_Refined_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Paid_5,"Contract","GoblinContract","65","True","False","(RowName=""EnchantingBundle_Essence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
GoblinContract_Loop_Paid_6,"Contract","GoblinContract","66","True","True","(RowName=""GiveBundle_JU_Greater"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_1,"Contract","HyvidContract","1","True","False","(RowName="""")","(RowName=""ContractReward_TestFortProp"")","(RowName=""RelicSlot"")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_2,"Contract","HyvidContract","2","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_3,"Contract","HyvidContract","3","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_4,"Contract","HyvidContract","4","True","False","(RowName=""Gold_500"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_5,"Contract","HyvidContract","5","True","False","(RowName=""LegendaryMapBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_6,"Contract","HyvidContract","6","True","False","(RowName=""Gold_500"")","(RowName=""WoodLogs_100"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_7,"Contract","HyvidContract","7","True","False","(RowName=""Gold_500"")","(RowName=""StoneBlocks_90"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_8,"Contract","HyvidContract","8","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_9,"Contract","HyvidContract","9","True","False","(RowName=""Gold_500"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_10,"Contract","HyvidContract","10","True","False","(RowName=""RareItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_11,"Contract","HyvidContract","11","True","False","(RowName=""MetalBars_90"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_12,"Contract","HyvidContract","12","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_13,"Contract","HyvidContract","13","True","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_14,"Contract","HyvidContract","14","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_15,"Contract","HyvidContract","15","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_16,"Contract","HyvidContract","16","True","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_17,"Contract","HyvidContract","17","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_18,"Contract","HyvidContract","18","True","False","(RowName=""MetalNuggets_100"")","(RowName=""StoneRocks_100"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_19,"Contract","HyvidContract","19","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_20,"Contract","HyvidContract","20","True","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_21,"Contract","HyvidContract","21","True","False","(RowName=""WoodLogs_100"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_22,"Contract","HyvidContract","22","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_23,"Contract","HyvidContract","23","True","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_24,"Contract","HyvidContract","24","True","False","(RowName=""RareWood_10"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_25,"Contract","HyvidContract","25","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_26,"Contract","HyvidContract","26","True","False","(RowName=""RareStone_10"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_27,"Contract","HyvidContract","27","True","False","(RowName=""RareMetal_10"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_28,"Contract","HyvidContract","28","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_29,"Contract","HyvidContract","29","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_30,"Contract","HyvidContract","30","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_31,"Contract","HyvidContract","31","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_32,"Contract","HyvidContract","32","True","False","(RowName=""WoodPlanks_90"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_33,"Contract","HyvidContract","33","True","False","(RowName=""StoneBlocks_90"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_34,"Contract","HyvidContract","34","True","False","(RowName=""MetalBars_90"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_35,"Contract","HyvidContract","35","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_36,"Contract","HyvidContract","36","True","False","(RowName=""WoodLogs_100"")","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_37,"Contract","HyvidContract","37","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_38,"Contract","HyvidContract","38","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_39,"Contract","HyvidContract","39","True","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_40,"Contract","HyvidContract","40","True","False","(RowName=""RareItemBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_41,"Contract","HyvidContract","41","True","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_42,"Contract","HyvidContract","42","False","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_43,"Contract","HyvidContract","43","False","False","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_44,"Contract","HyvidContract","44","False","False","(RowName=""GoldBag"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_45,"Contract","HyvidContract","45","False","False","(RowName=""GoldBag"")","(RowName=""ContractReward_TestFortProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_46,"Contract","HyvidContract","46","False","False","(RowName=""RareMetal_10"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_47,"Contract","HyvidContract","47","False","False","(RowName=""RareWood_10"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
HyvidContract_Paid_48,"Contract","HyvidContract","48","False","False","(RowName=""RareStone_10"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")",""
