---,AreaName,AreaName_MapWorks,AreaGroup,AreaGroupType,AreaClass,AreaSize,PrevAreaRow0,NextAreaRow1,NextAreaRow2,NextAreaRow3,NextAreaRow4,NextAreaRow5,NextAreaRow6,RequiredQuestTask,FortCount,bShowClockUI,bIsOutdoors,bIsBossArea,bMonstersCanTargetNPC,MonsterLevel,MonsterLevelDelta,MonstersRespawn,MonstersDisabledByDistance,bGadgetsReset,BossMonster,bTriggerSpawnersHelpDrama,bTriggerSpawnersCheckDrama,MonsterAffixes,GadgetItemLevel,GadgetItemLevelDelta,ItemLevelBonus,HazardDamage,ItemSpokeMaxDelta,ItemSpokeMinDelta,CameraDistance,PrimaryElement,SpokeTag,MonsterManagerDaytimeTags,MonsterManagerNighttimeTags,ThemedPropTags,QuestPoolTags,LootLuck,CritterDensity,Critter1,Critter2,Critter3,AreaSkill1,AreaSkill2,AreaSkill3,CameraYawRandomRange,bReviveInTown,bCanReviveInPlace,bCanReviveInTown,bLifeBoundItemsOnly,DisallowedSkillTags,LoadingScreenBackgroundOverride,LoadingScreenForegroundOverride,LoadingScreenTextOverride,LoadingScreenTags,ItemQualityLevelBoost,MapworksTags,SelectionWeight,QuestTags,MonsterSpawnerActiveChance,MonsterSpawnerNightActiveChance,ItemGameplayTags,ItemExcludeGameplayTags,AffixGameplayTags,MonsterGameplayTags,RegionGameplayTag,bPvPEnabled,Notes
GF3_Forest3_boss_gc1,"NSLOCTEXT(""AreaTable"", ""3DE28A5C4A0C84C0BEE6C48984504D68"", ""Gobkill Crevasse"")","NSLOCTEXT(""AreaTable"", ""80A6A0BE4567D14D4D3A43AABF26D480"", ""Fernando\'s Crevasse"")","GFO3_Progressive_Forest3","Progressive","/Game/Environments/Levels/Goblinland/rules/GF3_Forest3_boss/Area_GF3_Forest3_boss_gc2.Area_GF3_Forest3_boss_gc2_C","1.000000","(RowName=""GF3_Forest3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_KillNetherimBoss:Task_KillBoss","0","False","False","False","False","17.000000","0.000000","True","False","False","(RowName=""NetherimWarrior_Story_Boss"")","False","False","","17.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.PetCage""),(TagName=""Theme.Mine"")))","(GameplayTags=)","(Map=(((TagName=""Affix.LifeBound""), 0.200000)))","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Netherim","Region.GoblinIsle.GoblinForest","False",""
GF3-4_pass,"NSLOCTEXT(""AreaTable"", ""FECE5D1D44BB652450A955B54F0CEEEA"", ""Overgrown Trek"")","NSLOCTEXT(""AreaTable"", ""9DD5456D4E294A35F8738DB07689629E"", ""Overgrown Passage"")","GFO3_Pass","Open","/Game/Environments/Levels/Forts/rules/Goblinland/Area_gob_PlayerFort_GF3.Area_gob_PlayerFort_GF3_C","1.000000","(RowName=""GoblinForest3"")","(RowName=""GoblinForest4"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","1","True","True","False","False","18.000000","0.000000","False","True","False","(RowName="""")","False","False","","18.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName="""")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Character.NPC.Gatekeeper"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","None","Region.GoblinIsle.GoblinForest","False",""
GoblinForest4,"NSLOCTEXT(""AreaTable"", ""73F9ADD94A2B0D01713EB4853AAF5A0B"", ""Gobstomp Stronghold"")","NSLOCTEXT(""AreaTable"", ""6BF728284281879034883AA8AC2379C5"", ""Gobstomper Watch"")","GFO4","Open","/Game/Environments/Levels/Goblinland/rules/GoblinForest4/Area_GoblinForest4.Area_GoblinForest4_C","4.000000","(RowName=""GF3-4_pass"")","(RowName=""GF4-5pass"")","(RowName=""GF4_Cave1_gc2"")","(RowName=""GF4_Cave2_gc2"")","(RowName=""GF4_Cave3_gc2"")","(RowName="""")","(RowName="""")","GFQ_GobBoomBlast:Task_KillStockpiles","0","True","True","False","False","18.000000","3.990000","True","True","True","(RowName="""")","False","True","","18.000000","3.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""MonsterSpawner.Quest.GF4"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.500000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global;Region.Public","Region.GoblinIsle.GoblinForest","False",""
GF4_Cave1_gc2,"NSLOCTEXT(""AreaTable"", ""8F8F081B41FEDED3A6DF13B6138E8D18"", ""Cave of Boom"")","NSLOCTEXT(""AreaTable"", ""56553C7E4AC26300E89091B73DA81811"", ""Deadly Depths"")","GFO4_Progressive_Cave1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF4_Cave1/Area_GF4_Cave1_gc2.Area_GF4_Cave1_gc2_C","6.000000","(RowName=""GoblinForest4"")","(RowName=""GF4_Cave1a_boss_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_GobBoomBlast:Task_KillStockpiles","0","False","False","False","False","18.000000","0.990000","False","True","False","(RowName="""")","False","False","","18.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Theme.Netherim""),(TagName=""Breakable.Quest.Stockpile"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Netherim;Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF4_Cave1a_boss_gc2,"NSLOCTEXT(""AreaTable"", ""88DC2C3948BCE9D953136D893C290A5F"", ""Heart of Boom"")","NSLOCTEXT(""AreaTable"", ""0CE8D90C4496F3BCCDB3508384109791"", ""Abandoned Domain"")","GFO4_Progressive_Cave1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF4_Cave1a_boss/Area_GF4_Cave1a_boss_gc2.Area_GF4_Cave1a_boss_gc2_C","1.000000","(RowName=""GF4_Cave1_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_GobBoomBlast:Task_BossSpawned","0","False","False","False","False","19.000000","0.000000","True","False","False","(RowName=""GoblinGunner_Rando_Boss3"")","False","False","","19.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Theme.Netherim""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Netherim;Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF4_Cave2_gc2,"NSLOCTEXT(""AreaTable"", ""7CB150E344511455CF3C319C845D3802"", ""Ostian Sepulcher"")","NSLOCTEXT(""AreaTable"", ""7C22FF06427F186FA3E07382A7F60797"", ""Upper Crypt"")","GFO4_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF4_Cave2/Area_GF4_Cave2_gc2.Area_GF4_Cave2_gc2_C","2.000000","(RowName=""GoblinForest4"")","(RowName=""GF4_Cave2a_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_FindKey:Task_GotoArea","0","False","False","False","False","19.000000","0.990000","False","True","False","(RowName="""")","True","True","","19.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Physical"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""MonsterSpawner.Quest.GF4_Forest1""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=((TagName=""MapWorks.Dungeon.Goblin"")))","1","(GameplayTags=)","0.750000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Skeleton.Fire;Character.Monster.Skeleton.Physical;Character.Monster.Gargoyle;Character.Monster.Mimic.TreasureChest","Region.GoblinIsle.GoblinForest","False",""
GF4_Cave2a_gc2,"NSLOCTEXT(""AreaTable"", ""060CEA2742F8F35A144189BD5F65C250"", ""Ostian Depths"")","NSLOCTEXT(""AreaTable"", ""F5CE722D4BC09D58CC3D629896DA412A"", ""Lower Crypt"")","GFO4_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF4_Cave2a/Area_GF4_Cave2a_gc2.Area_GF4_Cave2a_gc2_C","3.000000","(RowName=""GF4_Cave2_gc2"")","(RowName=""GF4_Cave2b_boss_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_FindKey:Task_GotoArea2","0","False","False","False","False","20.000000","0.990000","False","True","False","(RowName=""GoblinChanter_Side_Boss2"")","False","False","","20.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Physical"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Mine""),(TagName=""Theme.Graveyard""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Skeleton.Fire;Character.Monster.Skeleton.Physical;Character.Monster.Gargoyle;Character.Monster.Mimic.TreasureChest","Region.GoblinIsle.GoblinForest","False",""
GF4_Cave2b_boss_gc2,"NSLOCTEXT(""AreaTable"", ""D12C192240BFD17E52EE1BA23284E8DF"", ""Dast\'s Lair"")","NSLOCTEXT(""AreaTable"", ""C3C333444AD367A43C9D13988310E188"", ""Restless Lair"")","None","Progressive","/Game/Environments/Levels/Goblinland/rules/GF4_Cave2b_boss/Area_GF4_Cave2b_boss_gc2.Area_GF4_Cave2b_boss_gc2_C","1.000000","(RowName=""GF4_Cave2a_gc2"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_FindKey:Task_KillBoss","0","False","False","False","False","21.000000","0.000000","True","False","False","(RowName=""Skeleton_Shield_Story_Boss"")","False","False","","21.000000","0.000000","0.000000","10.000000","1.000000","-1.000000","3000.000000","(TagName=""Element.Physical"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Graveyard""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName="""")","(RowName="""")","(RowName="""")","(X=0.000000,Y=0.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Character.Monster.Skeleton.Physical","Region.GoblinIsle.GoblinForest","False",""
GF4_Cave3_gc2,"NSLOCTEXT(""AreaTable"", ""0D4EC6BB407B11E4B13D52A853826DC0"", ""Upper Mining Facility"")","NSLOCTEXT(""AreaTable"", ""5FBE372B42596ABCAD8C60972383C75E"", ""Upper Facility"")","GFO4_Progressive_Cave3","Progressive","/Game/Environments/Levels/Goblinland/rules/GF4_Cave2/Area_GF4_Cave2_gc2.Area_GF4_Cave2_gc2_C","3.000000","(RowName=""GoblinForest4"")","(RowName=""GF4_Cave3a_gc3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_FightSadista:Task_GotoArea2","0","False","False","False","False","20.000000","0.990000","False","True","False","(RowName="""")","False","False","","20.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves","Region.GoblinIsle.GoblinForest","False",""
GF4_Cave3a_gc3,"NSLOCTEXT(""AreaTable"", ""005E6A4B42F388DB201302AA91791B9B"", ""Lower Mining Facility"")","NSLOCTEXT(""AreaTable"", ""FE44CC954A6585A570A941A6780CE6D7"", ""Lower Facility"")","GFO4_Progressive_Cave3","Progressive","/Game/Environments/Levels/Goblinland/rules/GF4_Cave3a/Area_GF4_Cave3a_gc3.Area_GF4_Cave3a_gc3_C","4.000000","(RowName=""GF4_Cave2_gc2"")","(RowName=""GF4_Cave3b_boss_gc3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_FightSadista:Task_KillGoblins","0","False","False","False","False","21.000000","0.990000","False","True","False","(RowName="""")","False","False","","21.000000","0.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Netherim","Region.GoblinIsle.GoblinForest","False",""
GF4_Cave3b_boss_gc3,"NSLOCTEXT(""AreaTable"", ""6991048D429ECAE4E14E7BBEE6ABEABF"", ""Mining Grounds"")","NSLOCTEXT(""AreaTable"", ""4AD657C7457713022BBBDEBF2B1B4C16"", ""Spelunker\'s Stash"")","GFO4_Progressive_Cave3","Progressive","/Game/Environments/Levels/Goblinland/rules/GF4_Cave3b_boss/Area_GF4_Cave3b_boss_gc3.Area_GF4_Cave3b_boss_gc3_C","1.000000","(RowName=""GF4_Cave3a_gc3"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_FightSadista:Task_SeeBoss","0","False","False","False","False","22.000000","0.000000","True","False","False","(RowName=""NetherimSpellbreaker_Story_Boss"")","False","False","","22.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Gadget.PetCage"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","False","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.GoblinForest.Caves;Character.Monster.Netherim","Region.GoblinIsle.GoblinForest","False",""
GF4-5pass,"NSLOCTEXT(""AreaTable"", ""B78E87254DFE1AC0AB6A77A8CD835677"", ""Lakeside Clearing"")","NSLOCTEXT(""AreaTable"", ""A17BB96540E72E8C7EDFBC89BECB925A"", ""Trampled Underbrush"")","GFO4_Pass","Open","/Game/Environments/Levels/Forts/rules/Goblinland/Area_gob_PlayerFort_GF4.Area_gob_PlayerFort_GF4_C","1.000000","(RowName=""GoblinForest4"")","(RowName=""GoblinForest5"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","None","1","True","True","False","False","23.000000","0.000000","False","True","False","(RowName="""")","False","False","","23.000000","0.000000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName="""")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=)","(GameplayTags=)","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Character.NPC.Gatekeeper"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","None","Region.GoblinIsle.GoblinForest","False",""
GoblinForest5,"NSLOCTEXT(""AreaTable"", ""319F25F8417B0A5E49496E8E3051899B"", ""Lake Gobdunk"")","NSLOCTEXT(""AreaTable"", ""206D5CAB49D1078FC1094184A9743C64"", ""Peaceful Pier"")","GFO5","Open","/Game/Environments/Levels/Goblinland/rules/GoblinForest5/Area_GoblinForest5.Area_GoblinForest5_C","2.000000","(RowName=""GF4-5pass"")","(RowName=""GF5-6pass"")","(RowName=""GF5_Forest1"")","(RowName=""GF5_Forest2"")","(RowName=""GF5_Cave1_gc1"")","(RowName="""")","(RowName="""")","GFQ_FindShipment:Task_GotoArea","0","True","True","False","False","23.000000","2.990000","True","True","True","(RowName=""Mossrat_Story_Boss"")","False","True","","23.000000","2.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Theme.Quest.YappersFishing""),(TagName=""Gadget.Quest.GoblinCauldron""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","1.000000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global;Region.Public","Region.GoblinIsle.GoblinForest","False",""
GF5_Forest1,"NSLOCTEXT(""AreaTable"", ""53F5BCE948C633F5F33D719614547CFE"", ""Deadgob Falls"")","NSLOCTEXT(""AreaTable"", ""6821630E48BA5972FE719A8D9C782E9F"", ""Tranquil Falls"")","GFO5_Progressive_Forest1","Progressive","/Game/Environments/Levels/Goblinland/rules/GF5_Forest1/Area_GF5_Forest1.Area_GF5_Forest1_C","5.000000","(RowName=""GoblinForest5"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","GFQ_FindShipment:Task_GotoArea2","0","True","True","False","False","23.000000","1.990000","False","True","False","(RowName=""GoblinBrute_RandoBoss2"")","False","False","","23.000000","1.990000","0.000000","10.000000","1.000000","-3.000000","3000.000000","(TagName=""Element.Fire"")","(TagName=""Region.GoblinIsle.GoblinForest"")","(GameplayTags=((TagName=""Character.Monster.Day"")))","(GameplayTags=((TagName=""Character.Monster.Night"")))","(GameplayTags=((TagName=""Theme.Generic""),(TagName=""Breakable.Quest.GoblinWarfare""),(TagName=""Gadget.Quest.GoblinCauldron""),(TagName=""Theme.GoblinForest""),(TagName=""Gadget.HarvestingNode.Metal.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Stone.T1.GoblinIsle""),(TagName=""Gadget.HarvestingNode.Wood.T1.GoblinIsle.GoblinForest""),(TagName=""Gadget.Shrine.Global""),(TagName=""Gadget.Shrine.Goblin"")))","(GameplayTags=)","(Map=())","1.000000","None","None","None","(RowName=""Skill_Potion"")","(RowName="""")","(RowName="""")","(X=-20.000000,Y=20.000000)","False","True","True","False","(GameplayTags=)","(RowName="""")","(RowName="""")","(RowName="""")","(GameplayTags=)","0","(GameplayTags=)","0","(GameplayTags=)","0.750000","1.000000","Region.GoblinIsle.GoblinForest","None","Affix.Damage.Goblin;Affix.vsMonsterType.Goblins&Affix.Defense.Goblin","Region.GoblinIsle.AllForests;Region.GoblinIsle.GoblinForest.Forest;Region.Global","Region.GoblinIsle.GoblinForest","False",""
