---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,bShowSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredLevelInSkillTab,TraitMode,RequiredItemTags,TraitString,PerLevelDisplayTexts,PerLevelDisplayCategories,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,Tier1TraitString,Tier1DisplayText,Tier2TraitString,Tier2DisplayText,Tier3TraitString,Tier3DisplayText,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Icon,Notes
Bane_PoisonChanceWhileActive,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_PoisonChanceWhileActive.SkillTree_Bane_PoisonChanceWhileActive_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","1","StatusEffect","(GameplayTags=)","RandomBonusPctBySkillName|Bane_PoisonChanceWhileActive=.05;ElementalProcChance|Proc.Poison=.05","(NSLOCTEXT(""SkillsTable"", ""EE61C4DD4B031058F0978FAEAAEDBC1C"", ""Poison chance while Miasma is active""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","2","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-PoisonDamage.T_ICN_RelicTrait-PoisonDamage",""
Bane_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_ActiveDamage.SkillTree_Bane_ActiveDamage_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|BaneSpiderLargeMelee=.05","(NSLOCTEXT(""SkillsTable"", ""146766EA40B0B4C7282BB4A91EFE0247"", ""Damage for Venomous Maw\'s Poison""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-DmgSkills.T_ICN_RelicTrait-DmgSkills",""
Bane_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_ActiveSkillCooldown.SkillTree_Bane_ActiveSkillCooldown_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","5","Default","(GameplayTags=)","DurationPctBySkillName|Bane_FangedMaw=0.05","(NSLOCTEXT(""SkillsTable"", ""41A3892648284EB8D813CB8E54284B12"", ""Increased Duration for Venemous Maw\'s spider""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CooldownBonus.T_ICN_RelicTrait-CooldownBonus",""
Bane_SnakeMissileDamage,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissileDamage.SkillTree_Bane_MissileDamage_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit=.05","(NSLOCTEXT(""SkillsTable"", ""C728EF7B492C79B3544C00AF973FFE12"", ""Bane Poison Missile damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-UndeadBonus.T_ICN_RelicTrait-UndeadBonus",""
Bane_IncreasedMissileChance,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissilesChance.SkillTree_Bane_MissilesChance_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|Bane_IncreasedMissileChance=.025;ProcChance|MissilesOnPoisoned=.025","(NSLOCTEXT(""SkillsTable"", ""E10DA57E43D63D93A93F3FA7A60381B2"", ""Increased Spread of Death Chance""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","2","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-Increase.T_ICN_RelicTrait-Increase",""
Bane_SpiderSummonChance,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderSummonChance.SkillTree_Bane_SpiderSummonChance_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","15","Default","(GameplayTags=)","RandomBonusPctBySkillName|Bane_SpiderSummonChance=.05;ProcChance|SpiderAllies=.05","(NSLOCTEXT(""SkillsTable"", ""F7C9053440CBC03E0A2D3CBFC075A69F"", ""Increased chance to summon Spider Allies on kill""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","1","3","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus",""
Bane_SpiderMinionCount,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderCount.SkillTree_Bane_SpiderCount_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","15","Default","(GameplayTags=)","BonusInventoryCapacity|Character.Minion.BaneSpider=1","(NSLOCTEXT(""SkillsTable"", ""7CA9C9A44BD7CAC1724E09A247364700"", ""Additional spiders Eight-Legged Allies can summon""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","3","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-SummonSkills.T_ICN_RelicTrait-SummonSkills",""
Bane_MissilesOnPoisonHit,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_MissilesOnPoisonHit.SkillTree_Bane_MissilesOnPoisonHit_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","0","Default","(GameplayTags=)","ProcChance|MissilesOnPoisoned=.3","","","None","None","None","None","","","","","","","True","True","0","2","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/poison_missiles.poison_missiles",""
Bane_SpiderAllies,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_SpiderSummon.SkillTree_Bane_SpiderSummon_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","0","Default","(GameplayTags=)","ProcChance|SpiderAllies=.4","","","Ones","None","None","None","","","","","","","True","True","0","3","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/spider_allies.spider_allies",""
Bane_EnhancedActivationSkill,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_EnhancedActivation.SkillTree_Bane_EnhancedActivation_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""Bane"")","0","Default","(GameplayTags=)","","","","None","None","None","None","","","","","","","True","True","0","4","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/Bane/relic_contagen.relic_contagen",""
FlamingDestroyer_Power,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_ActivationSmash.Skill_FlamingDestroyer_ActivationSmash_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.Power""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","20","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_Power=0.05","(NSLOCTEXT(""SkillsTable"", ""FD9FC90B48D81D61974402B2FFD0AD60"", ""Summoning Smash Damage""))","","PerLevelByOnes","None","None","None","ProcChance|SwordFall=.05","NSLOCTEXT(""SkillsTable"", ""5099A1B849257988A1B757B2DD1664ED"", ""5% chance on hit to summon a single falling sword onto an enemy (4s Cooldown)"")","SkillModifier|Skill.Relic.FlamingDestroyer.Power.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""DE187715431BBA5BDAB0B7AFDF094864"", ""Summoning Smash now calls down a hail of meteors dealing 40% weapon damage on hit"")","SkillModifier|Skill.Relic.FlamingDestroyer.Power.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""111C28E042407696DB48EA8977B153D9"", ""Summoning Smash now drops a sword dealing skill\'s current weapon damage onto a random target in range every second for five seconds"")","False","False","0","4","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Fire_Burst_Relic_Weapon_2.Fire_Burst_Relic_Weapon_2",""
FlamingDestroyer_SwordSmash,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_SwordSmash.Skill_FlamingDestroyer_SwordSmash_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.FlamingDestroyer""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","1","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_SwordSmash=0.05","(NSLOCTEXT(""SkillsTable"", ""1EDF881D4A8294EA41858AB35D5D6646"", ""Sword Smash Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.FlamingDestroyer.Attack.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""C1E5F5124F44BE9BEE25238F877A6FD4"", ""Sword Smash leaves a burning hazard that deals skills current weapon damage"")","EnergyCostPctBySkillName|FlamingDestroyer_SwordSmash=-0.5","NSLOCTEXT(""SkillsTable"", ""24EFAD0C4F21AA2527DE2788F2401D5D"", ""-50% Relic Energy cost for Sword Smash "")","SkillModifier|Skill.Relic.FlamingDestroyer.Attack.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""DDEDBEEF454FDFE392AE81AC5B9BC11C"", ""Sword Smash now stuns enemies for 1s"")","False","False","0","0","(RowName="""")","30.000000","Default","Skill00","/Game/UI/Textures/LooseIcons/Sword_Smash.Sword_Smash",""
FlamingDestroyer_Skill,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_FlameTornado.Skill_FlamingDestroyer_FlameTornado_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.FlamingDestroyer""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_Skill=0.05","(NSLOCTEXT(""SkillsTable"", ""7DE23A254077255EF596628FC568A26D"", ""Blazing Pillar Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.FlamingDestroyer.Skill.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""7A2A9ADB486917D4E86E219444F015EC"", ""Pillars throw out fireballs dealing X% weapon damage"")","SkillModifier|Skill.Relic.FlamingDestroyer.Skill.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""0619432942D968BEEEA1C6B3A50D5570"", ""Firepillars slow enemies by -50%"")","SkillModifier|Skill.Relic.FlamingDestroyer.Skill.Milestone3=1","NSLOCTEXT(""SkillsTable"", ""0A462D8848DEC70C428217A5C1DAC70E"", ""Add another fire pillar"")","False","False","1","1","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/FlameTornado.FlameTornado",""
FlamingDestroyer_Barrier,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_Barrier.Skill_FlamingDestroyer_Barrier_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.FlamingDestroyer""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_BarrierProc=.05","(NSLOCTEXT(""SkillsTable"", ""2EAB19F44AFD852A577414B2D73F7929"", ""Damage for Fire Nova""))","","PerLevelByOnes","None","None","None","RandomBonusPctBySkillName|FlamingDestroyer_Barrier=.25","NSLOCTEXT(""SkillsTable"", ""AD3F852C4CA3F4B6276BF094AA0F54B1"", ""+25% Evasion for Nimble Flames"")","SkillModifier|Skill.Relic.FlamingDestroyer.Barrier.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""C92B21C84F89A1B7FECB3E84B0F4F0ED"", ""Fire Nova sets targets burning for 2s"")","SkillModifier|Skill.Relic.FlamingDestroyer.Barrier.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""C417392D470B09A63BC16984BC5CF246"", ""Fire Nova leaves behind a burning area when it ends"")","False","False","0","3","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SpellBook01_692.SpellBook01_692",""
FlamingDestroyer_Buff,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/Skill_FlamingDestroyer_RelicBuffAura.Skill_FlamingDestroyer_RelicBuffAura_C","Character.Player","Default","None","10","0","True","(GameplayTags=((TagName=""Skill.Cooldown""),(TagName=""Skill.Active""),(TagName=""Skill.Relic.FlamingDestroyer""),(TagName=""Skill.Relic.Attack"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_Buff=.05","(NSLOCTEXT(""SkillsTable"", ""391D9254460B15385EA7C8B08D856528"", ""Cloak of Flames Damage""))","","PerLevelByOnes","None","None","None","SkillModifier|Skill.Relic.FlamingDestroyer.Buff.Milestone1=1","NSLOCTEXT(""SkillsTable"", ""84BA95D247B81578384AACBCA6F01010"", ""+50% Radius for Cloak of Flames"")","EnergyCostPctBySkillName|FlamingDestroyer_Buff=-.25","NSLOCTEXT(""SkillsTable"", ""DAEFA8DD4E5355628076CAA47E88F7F8"", ""-25% Relic Energy cost for Cloak of Flames "")","SkillModifier|Skill.Relic.FlamingDestroyer.Buff.Milestone2=1","NSLOCTEXT(""SkillsTable"", ""DEFFED324CFE91E4B4814487C06009CC"", ""Release a fireball randomly around you dealing skill\'s current weapon damage when activating Cloak of Flames"")","False","False","1","2","(RowName="""")","30.000000","Default","Skill00","/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/yellow__15_.yellow__15_",""
FlamingDestroyer_PassiveBurnChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurnChance.SkillTree_FlamingDestroyer_BurnChance_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","1","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_PassiveBurnChance=.05;BonusChancePctBySkillName|FlamingDestroyer_PassiveBurnChance=.025;Evasion=.025;ElementalProcChance|Proc.Burn=.05;ElementalProcDuration|Proc.Burn=3;ElementalProcDamage|Proc.Burn=.5","(NSLOCTEXT(""SkillsTable"", ""617B71DE45851DBE2AA7A888FE2C6FB9"", ""Burn Chance""),NSLOCTEXT(""SkillsTable"", ""90F83997489164B9CE0A7F834B6A0FFA"", ""Evasion Chance""))","","PerLevelByOnes","PerLevelByOnes","PerLevelByOnes","PerLevelByOnes","","","","","","","False","False","1","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus",""
FlamingDestroyer_PassiveMeteor,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_Fireballs.SkillTree_FlamingDestroyer_Fireballs_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_PassiveMeteor=.02;ProcChance|Fireballs=.02","(NSLOCTEXT(""SkillsTable"", ""4F20D8CA4A0EF48A498A8BA4779FAB82"", ""Fireballs Chance""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","False","False","1","3","(RowName="""")","30.000000","None","None","/Game/Skills/Blueprints/EmberWeapons/fire_ball.fire_ball",""
FlamingDestroyer_PassiveExplode,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplodeOnHit.SkillTree_FlamingDestroyer_ExplodeOnHit_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","(GameplayTags=)","BonusChancePctBySkillName|FlamingDestroyer_PassiveExplode=.05;RandomBonusPctBySkillName|FlamingDestroyer_PassiveExplode=.01;DamagePctByElement|Element.Fire=.05;ProcChance|BurningExploding=.01;ProcChance|BurningExploding=.05","(NSLOCTEXT(""SkillsTable"", ""DC3081B4452F6D64D87E4EB05B89E702"", ""Fire Damage Bonus""),NSLOCTEXT(""SkillsTable"", ""F1D8BD314F666AC9C3E683B58E8E250A"", ""Explosion Chance""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","","","","","","","False","False","0","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Relic_Magma_Burst.Relic_Magma_Burst",""
FlamingDestroyer_PassiveRelicEnergy,"/Game/Skills/Blueprints/EmberWeapons/Bane/SkillTreePlaceholders/SkillTree_Bane_PassiveRelicEnergy.SkillTree_Bane_PassiveRelicEnergy_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","20","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_PassiveRelicEnergy=.05;ProcChance|RelicAttackEnergy=1","(NSLOCTEXT(""SkillsTable"", ""7344C56145CF16EF93930491AB4D701B"", ""Increased Relic Recharge Rate for 6s after using a Relic Skill, Attack, or Barrier""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","False","False","1","4","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-ChargeRate.T_ICN_RelicTrait-ChargeRate",""
FlamingDestroyer_PassiveBasic,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_PassiveBasic.SkillTree_FlamingDestroyer_PassiveBasic_C","Character.Player","Default","None","5","0","True","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.Relic.FlamingDestroyer"")))","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","(GameplayTags=((TagName=""Item.Weapon.Greatweapon"")))","DamagePctBySkillTag|Skill.BasicAttack=0.1;DamagePctBySkillTag|Relic.Attack=0.1;ProcChance|RelicEnergy=1","(NSLOCTEXT(""SkillsTable"", ""627E5C29425A3F8023047988C2AA25F8"", ""Basic Attack Damage""),NSLOCTEXT(""SkillsTable"", ""741FEDB54EBD88A0DE2A2D9FBFEAD79D"", ""Damage for Sword Smash""),NSLOCTEXT(""SkillsTable"", ""902392134F3CB084AFD7848E6198C33E"", ""Basic Attack increases Relic Energy regeneration by 10% for 2s""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","False","False","0","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-DmgSkills.T_ICN_RelicTrait-DmgSkills",""
FlamingDestroyer_BurnChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurnChance.SkillTree_FlamingDestroyer_BurnChance_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","1","StatusEffect","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_BurnChance=.05;ElementalProcChance|Proc.Burn=.05","(NSLOCTEXT(""SkillsTable"", ""FD2EBB8F4605AFAC8D76AC95D453B984"", ""Burn Chance""),NSLOCTEXT(""SkillsTable"", ""B404E228437D8EC902E5809433A766E7"", ""Evasion Chance""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","2","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-percentBonus.T_ICN_RelicTrait-percentBonus",""
FlamingDestroyer_CriticalHitChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_CriticalHitChance.SkillTree_FlamingDestroyer_CriticalHitChance_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","1","StatusEffect","(GameplayTags=)","CriticalHitChance=.05","(NSLOCTEXT(""SkillsTable"", ""3E5FD8EC42FA4B21BEBA4D94CC0FD582"", ""Critical Hit chance while summoning smash is Activated""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","0","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CritHit.T_ICN_RelicTrait-CritHit",""
FlamingDestroyer_ActiveSkillDamage,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ActiveSkillDamage.SkillTree_FlamingDestroyer_ActiveSkillDamage_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_SwordSmash=0.05","(NSLOCTEXT(""SkillsTable"", ""906062BC4E6B5053AA40FE86DA4EE76C"", ""Sword Smash damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-AtkDamageBonus.T_ICN_RelicTrait-AtkDamageBonus",""
FlamingDestroyer_ActiveSkillCooldown,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ActiveSkillCooldown.SkillTree_FlamingDestroyer_ActiveSkillCooldown_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","5","Default","(GameplayTags=)","CooldownPctBySkillName|FlamingDestroyer_SwordSmash=-.05","(NSLOCTEXT(""SkillsTable"", ""B4C2C45C4947F25CB6BFF79FBE34F54C"", ""Sword Smash cooldown""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","1","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-CooldownBonus.T_ICN_RelicTrait-CooldownBonus",""
FlamingDestroyer_BurningHazard,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_BurningHazard.SkillTree_FlamingDestroyer_BurningHazard_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_BurningHazard=.05","(NSLOCTEXT(""SkillsTable"", ""610AD5F84A4EB83D5BF4C5894FFEEEB5"", ""Bonus damage to Lingering Blaze""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","1","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-BurnEffects.T_ICN_RelicTrait-BurnEffects",""
FlamingDestroyer_ExplosionFear,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplosionFear.SkillTree_FlamingDestroyer_ExplosionFear_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","10","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_ExplosionFear=.05","(NSLOCTEXT(""SkillsTable"", ""ABA501ED44FCFF67696B689864E69F3A"", ""Fear chance for Magma Burst""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-Fear.T_ICN_RelicTrait-Fear",""
FlamingDestroyer_FireballChance,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_FireballChance.SkillTree_FlamingDestroyer_FireballChance_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","(GameplayTags=)","RandomBonusPctBySkillName|FlamingDestroyer_FireballChance=.005;ProcChance|Fireballs=.005","(NSLOCTEXT(""SkillsTable"", ""F076302B494C9459D26A88A50D0DF7A8"", ""Fireballs bonus chance""))","","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","","","","","","","True","True","1","3","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-PlusSkillDmg.T_ICN_RelicTrait-PlusSkillDmg",""
FlamingDestroyer_FireballsDamage,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_FireballsBurning.SkillTree_FlamingDestroyer_FireballsBurning_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","15","Default","(GameplayTags=)","SkillDamageFactorMultiplier|FlamingDestroyer_FireballProc=.1","(NSLOCTEXT(""SkillsTable"", ""349EC44248E66BEAB9B98BB906C7E61C"", ""Fireball damage""))","","PerLevelByOnesStartWithOne","None","None","None","","","","","","","True","True","2","3","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/T_ICN_RelicTrait-UndeadBonus.T_ICN_RelicTrait-UndeadBonus",""
FlamingDestroyer_ExplodeOnHit,"/Game/Skills/Blueprints/EmberWeapons/FlamingDestroyer/SkillTreePlaceholders/SkillTree_FlamingDestroyer_ExplodeOnHit.SkillTree_FlamingDestroyer_ExplodeOnHit_C","Character.Player","Default","None","10","0","True","(GameplayTags=)","(GameplayTags=)","(RowName=""FlamingDestroyer"")","0","Default","(GameplayTags=)","ProcChance|BurningExploding=.15","(NSLOCTEXT(""SkillsTable"", ""725BE35049B8F09B5CD63C9096C4ABEE"", ""Magma Burst chance""))","","Ones","None","None","None","","","","","","","True","True","0","2","(RowName="""")","30.000000","None","None","/Game/UI/Textures/LooseIcons/Relic_Magma_Burst.Relic_Magma_Burst",""
