---,SkillClass,CharacterTag,Animation,AnimationOverride,MaximumSkillLevel,MinimumSkillLevel,GameplayTags,ExclusiveTags,RequiredSkillTab,RequiredPointsInSkillTab,TraitString,PerLevelDisplay,PerLevelDisplayTexts,TraitCurve1,TraitCurve2,TraitCurve3,TraitCurve4,bCanNeverBeUnlocked,bHiddenBehindCheats,SkillPanelRow,SkillPanelColumn,TryStatusEffect,TryDuration,DefaultSkillSet,DefaultSkillSlot,Notes
Forged_UltimateMelee,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Melee"")","20","","","","None","None","None","None","True","False","5","2","(RowName="""")","30.000000","None","None",""
Forged_UltimateRanged,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Active""),(TagName=""Skill.Forged.GeneratesHeat"")))","(GameplayTags=)","(RowName=""Forged_Ranged"")","20","","","","None","None","None","None","True","False","5","1","(RowName=""TrySkill_Forged_RocketBarrage"")","30.000000","None","None",""
Forged_VentHeatedSkin,"/Game/Skills/Blueprints/Forged/Skill_Forged_VentHeatedSkin.Skill_Forged_VentHeatedSkin_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=((TagName=""Skill.Forged.Vent""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","0","0","(RowName="""")","30.000000","None","None",""
Forged_AutoVent,"/Game/Skills/Blueprints/Forged/Skill_Passive_AutoVent.Skill_Passive_AutoVent_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","True","True","0","0","(RowName="""")","30.000000","None","None",""
Forged_Vent,"/Game/Skills/Blueprints/Forged/Skill_Forged_VentTrail.Skill_Forged_VentTrail_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","True","True","0","0","(RowName="""")","30.000000","None","None",""
Forged_LongBoreBarrel,"/Game/Skills/Blueprints/Forged/Skill_Passive_LongBoreBarrel.Skill_Passive_LongBoreBarrel_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=((TagName=""Skill.Forged""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","0","0","(RowName=""TrySkill_Forged_LongBoreBarrel"")","30.000000","None","None",""
Forged_IncreasedVentilation,"/Game/Skills/Blueprints/Forged/Skill_Passive_IncreasedVentilation.Skill_Passive_IncreasedVentilation_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=((TagName=""Skill.Forged""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","0","0","(RowName=""TrySkill_Forged_IncreasedVentilation"")","30.000000","None","None",""
Forged_Passive_CycloneModeBonus,"/Game/Skills/Blueprints/Forged/Skill_Passive_CycloneMode.Skill_Passive_CycloneMode_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=((TagName=""Skill.Forged""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","0","0","(RowName=""TrySkill_Forged_Passive_CycloneModeBonus"")","30.000000","None","None",""
Forged_Passive_RapidFireBoost,"/Game/Skills/Blueprints/Forged/Skill_Passive_RapidFireBoost.Skill_Passive_RapidFireBoost_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=((TagName=""Skill.Forged""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","0","0","(RowName=""TrySkill_Forged_Passive_RapidFireBoost"")","30.000000","None","None",""
Forged_ShotgonneShove,"/Game/Skills/Blueprints/Forged/Skill_Passive_ShotgonneShove.Skill_Passive_ShotgonneShove_C","Character.Player.Forged","Default","None","12","0","(GameplayTags=((TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","0","0","(RowName=""TrySkill_Forged_ShotgonneShove"")","30.000000","None","None",""
RM_BuildTurret,"/Game/Skills/Blueprints/Railman/Skill_LayTrack.Skill_LayTrack_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","DamagePctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=.085;DamagePctBySkillTag|Skill.Railman.Turret.Passive=.0168","NSLOCTEXT(""SkillsTable"", ""3AD468F048AF1D601CB27C8011005FEF"", ""Train lead car passive damage\r\nPassive damage to all train cars"")","(NSLOCTEXT("""", ""CC4749F0485BBA08E966749F9342DA85"", ""Train lead car passive damage""),NSLOCTEXT("""", ""A8CEAEBC45047152CDDB0EAD5C81AC89"", ""Passive damage to all train cars""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","0","1","(RowName="""")","30.000000","None","None",""
RM_Pound,"/Game/Skills/Blueprints/Railman/Skill_Pound.Skill_Pound_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","BonusChancePctBySkillName|RM_Pound=.051;RandomBonusPctBySkillName|RM_Pound=.0168","NSLOCTEXT(""SkillsTable"", ""B8CED13340F183C24D452891B8294628"", ""Pound Stun Chance\r\nDamage Reduction in melee combat"")","(NSLOCTEXT("""", ""C462988C4FD34BBC246A78AA521305E2"", ""Pound Stun Chance""),NSLOCTEXT("""", ""CBB88273497CBBA7416700AEED6066D6"", ""Damage Reduction in melee combat""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","0","1","(RowName="""")","30.000000","None","None",""
RM_RearCar_MortarTurret,"/Game/Skills/Blueprints/Railman/Skill_MortarRearCart.Skill_MortarRearCart_C","Character.Player.Railman","Instant","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","1","DurationPctBySkillName|RM_RearCar_MortarTurret=.0425;CooldownPctBySkillTag|Skill.Railman.Turret=-.0252","NSLOCTEXT(""SkillsTable"", ""65BF33E644F0E3B8CB7924ACF67DDC3B"", ""Activated burning duration\r\nActive Train skill cooldown"")","(NSLOCTEXT("""", ""7F932FF64A593324A23651AFA1DCD718"", ""Activated burning duration""),NSLOCTEXT("""", ""7C3D76D04E64B4FF5FAC14B62A018C4A"", ""Active Train skill cooldown""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","1","1","(RowName=""TrySkill_RM_RearCar_MortarTurret"")","30.000000","None","None",""
RM_BlastingCharge,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_BlastingCharge.Skill_Railmaster_BlastingCharge_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","DamagePctBySkillTag|Skill.Railman.Melee=0.085;MiscBonusBySkillName|RM_BlastingCharge=0.042","NSLOCTEXT(""SkillsTable"", ""CF0988604068A164E60FEFB2253D3CF7"", ""Damage Vulnerability\r\nLineage Skill Damage"")","(NSLOCTEXT("""", ""02EAF8A24C348E9DB2A253BE9C895614"", ""Damage Vulnerability""),NSLOCTEXT("""", ""AFEEFA96432DCE03A25C0EB46FBB217A"", ""Lineage Skill Damage""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","1","0","(RowName=""TrySkill_RM_BlastingCharge"")","30.000000","None","None",""
RM_HammerSpin,"/Game/Skills/Blueprints/Railman/Skill_HammerSpin.Skill_HammerSpin_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Melee"")","1","DurationPctBySkillName|RM_HammerSpin=.17;DamagePctBySkillTag|Skill.Weapon.Railhammer=0.084","NSLOCTEXT(""SkillsTable"", ""F6DE94B24A0EE42EEDA756A7CFD6F293"", ""Hammer Spin Speed Boost Duration\r\nRailhammer Damage"")","(NSLOCTEXT("""", ""C991D0E245CA5FAC83DA79944F653500"", ""Hammer Spin Speed Boost Duration""),NSLOCTEXT("""", ""DFFA0001415FA6BC24D2CA88DC361822"", ""Railhammer Damage""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","1","2","(RowName=""TrySkill_RM_HammerSpin"")","30.000000","None","None",""
RM_ThirdRail,"/Game/Skills/Blueprints/Railman/Skill_ThirdRail.Skill_ThirdRail_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","5","","","","None","None","None","None","True","True","2","2","(RowName="""")","30.000000","None","None",""
RM_SpikeThrow,"/Game/Skills/Blueprints/Railman/Skill_SpikeThrow.Skill_SpikeThrow_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","5","DamagePctBySkillName|RM_SpikeThrow=.085;RailmanEndurance.Regen.Multiplier=.042","NSLOCTEXT(""SkillsTable"", ""18CF31AB4508548ACFACF38C8926DFAE"", ""Flying Picks Damage\r\nEndurance Recharge Rate"")","(NSLOCTEXT("""", ""4885CA954365A79AA3775DBD9FBF3EC2"", ""Flying Picks Damage""),NSLOCTEXT("""", ""597853C640D7330082A5FBB70AE6E435"", ""Endurance Recharge Rate""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","2","1","(RowName=""TrySkill_RM_SpikeThrow"")","30.000000","None","None",""
RM_MiddleCar_Shield,"/Game/Skills/Blueprints/Railman/Skill_ShieldMIddleCart.Skill_ShieldMiddleCart_C","Character.Player.Railman","Instant","None","12","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","5","RandomBonusPctBySkillName|RM_MiddleCar_Shield=.085;MiscBonusBySkillName|RM_MiddleCar_Shield=.0168","NSLOCTEXT(""SkillsTable"", ""95DA6870479DB706C270B08ED7240CAA"", ""Passive Damage Reduction\r\nDamage when near your Train"")","(NSLOCTEXT("""", ""AD3AF54D42736769E76A8F96DD5D0348"", ""Passive Damage Reduction""),NSLOCTEXT("""", ""B177886A4522C2B0C5FD01BA4369B69E"", ""Damage when near your Train""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","2","0","(RowName=""TrySkill_RM_MiddleCar_Shield"")","30.000000","None","None",""
RM_LanternFlash,"/Game/Skills/Blueprints/Railman/Skill_Railmaster_LanternFlash.Skill_Railmaster_LanternFlash_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","RandomBonusPctBySkillName|RM_LanternFlash=.085;DamageVsTarget|StatusEffect.Blinded=.0588;DamageVsTarget|StatusEffect.Slow=.0588;DamageVsTarget|StatusEffect.Stunned=.0588","NSLOCTEXT(""SkillsTable"", ""1EEBE97642CCBB0BE30EDEAB26963CD4"", ""Lantern Flash Blind Duration\r\nDamage vs Stunned, Blinded, or Slowed targets"")","(NSLOCTEXT("""", ""B72A60F04E9E2678BD0B84ADF776679D"", ""Lantern Flash Blind Duration""),NSLOCTEXT("""", ""72B4E28E4A026D2E932695B7B64BEF86"", ""Damage vs Stunned, Blinded, or Slowed targets""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","True","True","3","0","(RowName="""")","30.000000","None","None",""
RM_GhostTrain,"/Game/Skills/Blueprints/Railman/Skill_GhostTrain.Skill_GhostTrain_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Melee"")))","(GameplayTags=)","(RowName=""RM_Melee"")","10","DamagePctBySkillName|RM_GhostTrain=0.068;MiscBonusBySkillName|RM_GhostTrain=0.042","NSLOCTEXT(""SkillsTable"", ""A0F1BD884BD335CBA3577DACA9FB403F"", ""Ghost Train Damage\r\nHealing for 5s after using a Lineage Skill"")","(NSLOCTEXT("""", ""F02BD02048E4A3B21C9DE592B82AC2F1"", ""Ghost Train Damage""),NSLOCTEXT("""", ""2897A79E4584E65F8D3776A6C79339DC"", ""Healing for 5s after using a Lineage Skill""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","3","2","(RowName=""TrySkill_RM_GhostTrain"")","30.000000","None","None",""
RM_MiddleCar_Shotgonne,"/Game/Skills/Blueprints/Railman/Skill_ShotgonneMiddleCart.Skill_ShotgonneMiddleCart_C","Character.Player.Railman","Instant","None","12","0","(GameplayTags=((TagName=""Skill.Active""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=((TagName=""Character.Minion.Train.SecondCar"")))","(RowName=""RM_Turret"")","10","DamagePctBySkillTag|Skill.Railman.Turret.Passive.Shotgonne=.0765;DamagePctBySkillTag|Skill.Railman.Turret.Active=.0168","NSLOCTEXT(""SkillsTable"", ""129B599B4C67BB09AC4240ADF769828D"", ""Train Shotgonne car passive damage\r\nActive skill damage to all train cars"")","(NSLOCTEXT("""", ""8BA333FA4D49F2F3967B838D3594589F"", ""Train Shotgonne car passive damage""),NSLOCTEXT("""", ""986F9B9F475A5BFEB0326F8B734F4C83"", ""Active skill damage to all train cars""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","3","1","(RowName=""TrySkill_RM_MiddleCar_Shotgonne"")","30.000000","None","None",""
RM_OverloadTurret,"/Game/Skills/Blueprints/Railman/Skill_OverloadTurret.Skill_OverloadTurret_C","Character.Player.Railman","Instant","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","15","CooldownPctBySkillName|RM_OverloadTurret=-.03;DamagePctBySkillTag|Skill.Railman.Turret.Passive.LeadCar=.05","NSLOCTEXT(""SkillsTable"", ""E5A3ADD64CEE6FC5B93BCA9A063866A2"", ""Overload Cooldown\r\nTrain lead car passive damage"")","(NSLOCTEXT("""", ""7B75A51040079BC17AC5E8818C259287"", ""Overload Cooldown""),NSLOCTEXT("""", ""BCEB50224E7013C691DAFAABBFAA28AF"", ""Train lead car passive damage""))","PerLevelByOnes","PerLevelByOnesStartWithOne","None","None","True","True","4","2","(RowName="""")","30.000000","None","None",""
RM_SpikeDrive,"/Game/Skills/Blueprints/Railman/Skill_SpikeDrive.Skill_SpikeDrive_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Melee"")","15","ProcChance|EnduranceOnMelee=0.03","NSLOCTEXT(""SkillsTable"", ""EC661F0743A6535D87BFF894A2E47B87"", ""Chance to Generate 1 Endurance using a Melee skill"")","","PerLevelByOnesStartWithOne","None","None","None","True","True","4","1","(RowName="""")","30.000000","None","None",""
RM_RearCar_Flamethrower,"/Game/Skills/Blueprints/Railman/Skill_FlamethrowerRearCart.Skill_FlamethrowerRearCart_C","Character.Player.Railman","Instant","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=((TagName=""Character.Minion.Train.ThirdCar"")))","(RowName=""RM_Turret"")","15","DurationPctBySkillName|RM_RearCar_Flamethrower=.1275;CooldownPctBySkillTag|Skill.Railman.Turret.Passive=-.042","NSLOCTEXT(""SkillsTable"", ""2B7E6B9C48773C9CC256A6B15FE92552"", ""Flamethrower passive burning duration\r\nDefault Train Car Skill Cooldowns"")","(NSLOCTEXT("""", ""2F0B2AF04B7229D67C2ADFA26AC3BCA0"", ""Flamethrower passive burning duration""),NSLOCTEXT("""", ""8CC1EF2B4C20A39EE4F18CA05DF7B1D7"", ""Default Train Car Skill Cooldowns""))","PerLevelByOnesStartWithOne","PerLevelByOnesStartWithOne","None","None","False","False","4","0","(RowName=""TrySkill_RM_RearCar_Flamethrower"")","30.000000","None","None",""
RM_UltimateLineage,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Default","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Melee""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Melee"")","20","","","","None","None","None","None","True","False","5","1","(RowName="""")","30.000000","None","None",""
RM_UltimateTrain,"/Game/Skills/Blueprints/Skill_Placeholder.Skill_Placeholder_C","Character.Player.Railman","Instant","None","12","0","(GameplayTags=((TagName=""Skill.Railman.Turret""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName=""RM_Turret"")","20","","","","None","None","None","None","True","False","5","1","(RowName="""")","30.000000","None","None",""
Skill_BasicAttack,"/Game/Skills/Blueprints/Weapons/Skill_BasicAttack.Skill_BasicAttack_C","Character.Player","Instant","None","1","1","(GameplayTags=((TagName=""Skill.Global""),(TagName=""Skill.Active""),(TagName=""Skill.DuskMage.Dark""),(TagName=""Skill.DuskMage.Light""),(TagName=""Skill.Forged.Melee""),(TagName=""Skill.Forged.Ranged""),(TagName=""Skill.Railman.Melee""),(TagName=""Skill.Railman.Turret"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
Skill_Potion,"/Game/Skills/Blueprints/Skill_Potion.Skill_Potion_C","Character.Player","Default","None","1","1","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Potion",""
Skill_PoisonCurePotion,"/Game/Skills/Blueprints/Skill_PoisonCurePotion.Skill_PoisonCurePotion_C","Character.Player","Default","None","1","1","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Potion",""
Skill_SendPetToTown,"/Game/Skills/Blueprints/Skill_SendPetToTown.Skill_SendPetToTown_C","Character.Player","Instant","None","1","1","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","Default","Send_Pet_To_Town",""
Skill_Passive_BodyBlock,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_BodyBlock.Skill_Passive_BodyBlock_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_BodyBlock"")","30.000000","None","None",""
Skill_Passive_CritChance,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_CritChance.Skill_Passive_CritChance_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_CritChance"")","30.000000","Passive","None",""
Skill_Passive_IncreasedDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedDamage.Skill_Passive_IncreasedDamage_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedDamage"")","30.000000","Passive","Skill00",""
Skill_Passive_DamageOnBlock,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_DamageonBlock.Skill_Passive_DamageonBlock_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_DamageOnBlock"")","30.000000","Passive","None",""
Skill_Passive_IncreasedGWDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedGWDamage.Skill_Passive_IncreasedGWDamage_C","Character.Player","Default","None","20","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedGWDamage"")","30.000000","None","None",""
Skill_Passive_IncreasedStaffDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedStaffDamage.Skill_Passive_IncreasedStaffDamage_C","Character.Player","Default","None","20","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedStaffDamage"")","30.000000","None","None",""
Skill_Passive_IncreasedSwordDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedSwordDamage.Skill_Passive_IncreasedSwordDamage_C","Character.Player","Default","None","20","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedSwordDamage"")","30.000000","None","None",""
Skill_Passive_IncreasedMaceDamage,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedMaceDamage.Skill_Passive_IncreasedMaceDamage_C","Character.Player","Default","None","20","0","(GameplayTags=)","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedMaceDamage"")","30.000000","None","None",""
Skill_Passive_DefenseVsPoison,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_DefenseVsPoison.Skill_Passive_DefenseVsPoison_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_DefenseVsPoison"")","30.000000","None","None",""
Skill_Passive_IncreasedMovementSpeed,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_IncreasedMovementSpeed.Skill_Passive_IncreasedMovementSpeed_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_IncreasedMovementSpeed"")","30.000000","None","None",""
Skill_Passive_Regen,"/Game/Skills/Blueprints/GenericPassives/Skill_Passive_Regen.Skill_Passive_Regen_C","Character.Player","Default","None","20","0","(GameplayTags=((TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName=""TrySkill_Skill_Passive_Regen"")","30.000000","Passive","Skill01",""
Skill_Glacier,"/Game/Skills/Blueprints/EmberWeapons/Skill_Glacier.Skill_Glacier_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_IceAge,"/Game/Skills/Blueprints/EmberWeapons/Skill_IceAge.Skill_IceAge_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Icicles,"/Game/Skills/Blueprints/EmberWeapons/Skill_Icicles.Skill_Icicles_C","Character.Player","None","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_SummonGhosts,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_SummonGhosts.Skill_Passive_SummonGhosts_C","Character.Player","None","None","1","0","(GameplayTags=((TagName=""Skill.Passive""),(TagName=""Skill.EmberWeapon"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_FlamingDestroyer_SwordSmash,"/Game/Skills/Blueprints/EmberWeapons/Skill_FlamingDestroyer_SwordSmash.Skill_FlamingDestroyer_SwordSmash_C","Character.Player","Instant","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Active"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit,"/Game/Skills/Blueprints/EmberWeapons/Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit.Skill_Passive_EmberWeapon_Bane_MissilesOnPoisonHit_C","Character.Player","None","None","1","0","(GameplayTags=((TagName=""Skill.EmberWeapon""),(TagName=""Skill.Passive"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None","Relic Weapon"
Pet_Melee,"/Game/Skills/Blueprints/Monsters/Skill_PetMeleeAttack.Skill_PetMeleeAttack_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","False","0","0","(RowName="""")","30.000000","None","None",""
PetAura_Defense,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DefenseIncrease.Skill_Aura_DefenseIncrease_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","1","0","(RowName="""")","30.000000","None","None",""
PetAura_CritChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_DeadlyStrikes.Skill_Aura_DeadlyStrikes_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","2","0","(RowName="""")","30.000000","None","None",""
PetAura_MovementSpeed,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_MovmentSpeed.Skill_Aura_MovmentSpeed_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","3","0","(RowName="""")","30.000000","None","None",""
PetAura_BlockChance,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_Aura_BlockChance.Skill_Aura_BlockChance_C","Character","Default","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","4","0","(RowName="""")","30.000000","None","None",""
PetBuff_BattleCry,"/Game/Skills/Blueprints/Pets/AurasandBuffs/Skill_BattleCry.Skill_BattleCry_C","Character","Instant","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","1","1","(RowName="""")","30.000000","None","None","Fireball skill on pet"
PetBuff_MenacingSound,"/Game/Skills/Blueprints/Pets/Debuffs/Skill_MenacingSound.Skill_MenacingSound_C","Character","Instant","None","1","0","(GameplayTags=((TagName=""Skill.Pet"")))","(GameplayTags=)","(RowName="""")","0","","","","None","None","None","None","False","True","2","1","(RowName="""")","30.000000","None","None",""
