---,DisplayName,Description,DescriptionLong,FlavorText,EmberWeaponData,OffHandWeaponToEquip,bUseAffixWithName,SlotForSkillDescription,MinLevel,MaxLevel,DropWeight,GoldValue,ItemWardrobe,bCanBeDyed,DyeRow,GameplayTags,AffixAnyTags,AffixAllTags,AffixSpawnRowName,ItemQuality,LootContent,LootContentRecipe,LootContentRecipeUnit,DamageType,Spoke,PlayerClass,AnimSlotPrefix,AnimSlotSuffix,bIsTwoHanded,bCanSell,bCanDestroy,bCanBeUsed,bCanBulkBuy,bIgnoreLevel,bIgnoreSpoke,bIgnoreDroppedArea,AttackSpeedIndex,bIsStatStick,PickupAction,PickUpTraitString,MaxStackSize,IconOverride,ItemClass,Notes
Armour_Goblin_Gloves_Legendary_ForestRM_01,"NSLOCTEXT(""ItemsTable"", ""F45B6ED744638106C71CDF9BB6DCEA21"", ""Woodsbeast Armguards"")","","","NSLOCTEXT(""ItemsTable"", ""D976EA2E4D6CBB57B0CF6FB01120302C"", ""Even soldiers quake at the campfire stories of the varkenin, the forest beast-men who live deep among the trees."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Gloves_RM","True","(RowName=""GoblinChaseRM"")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Legendary_Gloves_Goblin_01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""2D0DFEB844375B97925AA581FBA49089"", ""Incombustible Gloves"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Iconic_Gloves","True","(RowName="""")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""DDC49CB94473A357B584C7B0030714BA"", ""Insulated Gloves"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Gloves","True","(RowName="""")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire","Item.Armour.Gloves","Armor_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""8955E71949F07ACA1626BCA5A2A5CD76"", ""Gloves"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Gloves","True","(RowName="""")","Item.Armour.Gloves;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Gloves_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""1C81750D4510AC66F21135B67A7BA7B2"", ""Gloves"")","","","","(RowName="""")","(RowName="""")","True","None","10.000000","100.000000","1","60.000000","T2_Forest_Gloves","True","(RowName="""")","Item.Armour.Gloves","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Effect.Electric.Bolt","Item.Armour.Gloves","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Legendary_ForestFOR_01,"NSLOCTEXT(""ItemsTable"", ""53FEDEA3464AB96741C2BB8E84415C97"", ""Wildfire Hatch"")","","","NSLOCTEXT(""ItemsTable"", ""227BF6F24B634A200F26C49059FED6F3"", ""During the height of the dwarven empires, their subjugation of goblins was so complete that it led to a golden age for the nearby varkenin tribes."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Hatch_FOR","True","(RowName=""GoblinChaseFOR"")","Item.Armour.Hatch;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Legendary_Hatch_Goblin_01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""C52F324B46048C7CF0E1D9B0A6E7A137"", ""Incombustible Hatch"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Iconic_Hatch","True","(RowName="""")","Item.Armour.Hatch;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""10A449FD49B771BC0DDC06BC4F92D4F5"", ""Insulated Hatch"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Hatch","True","(RowName="""")","Item.Armour.Hatch;Element.Fire","Affix.Defense.Fire","Item.Armour.Hatch","Armor_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""1E2BE44945622D5EDDA401BBE8C9D11E"", ""Hatch"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Hatch","True","(RowName="""")","Item.Armour.Hatch;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen","Item.Armour.Hatch","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Hatch_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""FE0B3CB1435D296E8742B2965FB987AF"", ""Hatch"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T2_Forest_Hatch","True","(RowName="""")","Item.Armour.Hatch","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Defense.Goblin","Item.Armour.Hatch","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Legendary_ForestDM_01,"NSLOCTEXT(""ItemsTable"", ""5AFFCE314C4EAA394B67E5A43BE7E322"", ""Woodsbeast Headdress"")","","","NSLOCTEXT(""ItemsTable"", ""9121223242A4D0C453A725A8CFE66A65"", ""The mournful howls heard deep within the goblin forest do not always come from goblins…"")","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","1","100.000000","Legendary_Helm_Goblin_01","True","(RowName=""GoblinChaseDM"")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Legendary_Helm_Goblin_01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Legendary_ForestFOR_01,"NSLOCTEXT(""ItemsTable"", ""C71C111845805356C2CCE3BC4151AD2B"", ""Wildfire Helm"")","","","NSLOCTEXT(""ItemsTable"", ""0F7914C3441D508DD3B1F08EE639E0F6"", ""The mournful howls heard deep within the goblin forest do not always come from goblins…"")","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","1","100.000000","Legendary_Helm_Goblin_FOR_01","True","(RowName=""GoblinChaseFOR"")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Legendary_Helm_Goblin_01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Legendary_ForestRM_01,"NSLOCTEXT(""ItemsTable"", ""33EA415442681E2D43D2B0929DB79E6A"", ""Woodsbeast Headress"")","","","NSLOCTEXT(""ItemsTable"", ""4C9CF99E40217433E1C499B0D0CD4E34"", ""The mournful howls heard deep within the goblin forest do not always come from goblins…"")","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","1","100.000000","Legendary_Helm_Goblin_01","True","(RowName=""GoblinChaseRM"")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Legendary_Helm_Goblin_01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Magic_BasicDM_01,"NSLOCTEXT(""ItemsTable"", ""94592DAA4A2F5663A8B4C6A1C105DA93"", ""Acolyte Cap"")","","","","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","0","30.000000","T2_Basic_Helm_DM","True","(RowName="""")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Magic_BasicFOR_01,"NSLOCTEXT(""ItemsTable"", ""C10F83F0405D33B57E714D869FB8A06B"", ""Rusty Can Cap"")","","","","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","0","30.000000","T2_Basic_Helm_FOR","True","(RowName="""")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Magic_BasicRM_01,"NSLOCTEXT(""ItemsTable"", ""C1C92C114404233B5E8A208DB4A4B351"", ""Kitbash Plate Helm"")","","","","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","0","30.000000","T2_Basic_Helm_RM","True","(RowName="""")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""D98D31BA468ED556FF830FBC942A7388"", ""Incombustible Sallet"")","","","","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","0","30.000000","T2_SoftHood_Helm","True","(RowName="""")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Rare_BasicDM_01,"NSLOCTEXT(""ItemsTable"", ""CF40FD6E418D4DE4DF2E73A394A8751B"", ""Hivemaster Hat"")","","","","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","0","60.000000","T3_Basic_Helm_DM","True","(RowName="""")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Rare_BasicFOR_01,"NSLOCTEXT(""ItemsTable"", ""1BCB9BB64EA6A5347D7D6BA13D2C0A07"", ""Stationmaster Cap"")","","","","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","0","60.000000","T3_Basic_Helm_FOR","True","(RowName="""")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Rare_BasicRM_01,"NSLOCTEXT(""ItemsTable"", ""30E4E58D429F7B6B6963499099FAB50F"", ""Railrider Helm"")","","","","(RowName="""")","(RowName="""")","False","None","5.000000","100.000000","0","60.000000","T3_Basic_Helm_RM","True","(RowName="""")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""266DCEF347166E592AAF738CDF046528"", ""Helm"")","","","","(RowName="""")","(RowName="""")","True","None","5.000000","100.000000","0","60.000000","T3_Iconic_Helm","True","(RowName="""")","Item.Armour.Helm;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Helm_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""070228E246CE9FEDD230BFB451CAD84F"", ""Helm"")","","","","(RowName="""")","(RowName="""")","True","None","10.000000","100.000000","0","60.000000","T2_Forest_Helm","True","(RowName="""")","Item.Armour.Helm","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Regen;Affix.Effect.Fire","Item.Armour.Helm","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Locomotion_Legendary_ForestFOR_01,"NSLOCTEXT(""ItemsTable"", ""94A7469F45F0553DBE4A7AB0549F24FF"", ""Wildfire Crab Legs"")","","","NSLOCTEXT(""ItemsTable"", ""9D6B767A451A7816892A4BAE5F6011F3"", ""Varkenin have a nurturing respect for the land, living between trees rather than felling them. Even the goblin skins they use for their tents are all natural."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Locomotion_FOR","True","(RowName=""GoblinChaseFOR"")","Item.Armour.Locomotion;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Locomotion","Legendary_Locomotion_Goblin_01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","Crab","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Locomotion_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""2BFF4EE3491984DA0A3492B68E0ECA2B"", ""Incombustible Crab Legs"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Iconic_Locomotion","True","(RowName="""")","Item.Armour.Locomotion;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Locomotion","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","Crab","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Locomotion_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""5C9C0DC049C6208992A09EBA2EE19C11"", ""Insulated Crab Legs"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Locomotion","True","(RowName="""")","Item.Armour.Locomotion;Element.Fire","Affix.Defense.Fire","Item.Armour.Locomotion","Armor_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","Crab","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Locomotion_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""692C06D24F1222AD9AB1ACAACD28B09C"", ""Crab Legs"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Locomotion","True","(RowName="""")","Item.Armour.Locomotion;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Locomotion","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Forged","Crab","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Locomotion_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""209B747D44ADBC2B15A897B71A0124BF"", ""Crab Legs"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T2_Forest_Locomotion","True","(RowName="""")","Item.Armour.Locomotion","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Locomotion","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player.Forged","Crab","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Pants_Legendary_ForestDM_01,"NSLOCTEXT(""ItemsTable"", ""68643A444DD978D8ECD129A6ECAB1D7D"", ""Woodsbeast Wrap"")","","","NSLOCTEXT(""ItemsTable"", ""2A58E0D64B54432B183C71B2F9100A39"", ""Varkenin have a nurturing respect for the land, living between trees rather than felling them. Even the goblin skins they use for their tents are all natural."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Pants_DM","True","(RowName=""GoblinChaseDM"")","Item.Armour.Pants;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Pants","Legendary_Pants_Goblin_01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Pants_Legendary_ForestRM_01,"NSLOCTEXT(""ItemsTable"", ""0DA3063941BF0A8051D93EAE689CB800"", ""Woodsbeast Wrap"")","","","NSLOCTEXT(""ItemsTable"", ""8428EF6D4CCDBA39A5C2EA9C63B85288"", ""Varkenin have a nurturing respect for the land, living between trees rather than felling them. Even the goblin skins they use for their tents are all natural."")","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","100.000000","T4_Forest_Pants_RM","True","(RowName=""GoblinChaseRM"")","Item.Armour.Pants;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Pants","Legendary_Pants_Goblin_01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Pants_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""C03AF8E140606A6A59A591B378CD836D"", ""Incombustible Slacks"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","30.000000","T2_Iconic_Pants","True","(RowName="""")","Item.Armour.Pants;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Pants","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Pants_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""D67BED3E4123A2EDC41918964BD996B3"", ""Insulated Slacks"")","","","","(RowName="""")","(RowName="""")","False","None","1.000000","100.000000","1","8.000000","T1_Iconic_Pants","True","(RowName="""")","Item.Armour.Pants;Element.Fire","Affix.Defense.Fire","Item.Armour.Pants","Armor_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Pants_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""743A62E547E3DF35C266FB97A5FA5AD5"", ""Breeches"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T3_Iconic_Pants","True","(RowName="""")","Item.Armour.Pants;Element.Fire","Affix.Defense.Fire;Affix.NonElemental;Affix.Hitpoints.Bonus","Item.Armour.Pants","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_Pants_Rare_Goblins_01,"NSLOCTEXT(""ItemsTable"", ""C3B639C440B8CD2F4DAA6193C5E5D160"", ""Breeches"")","","","","(RowName="""")","(RowName="""")","True","None","1.000000","100.000000","1","60.000000","T2_Forest_Pants","True","(RowName="""")","Item.Armour.Pants","Affix.Defense.Fire;Affix.NonElemental;Affix.Defense.Goblin;Affix.Hitpoints.Bonus","Item.Armour.Pants","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Character.Monster.Goblin","Region.GoblinIsle.GoblinForest","Character.Player.DuskMage;Character.Player.Railman","None","None","False","True","True","False","False","False","False","False","None","False","AddToInventory","None","0","None","None",""
Armour_Goblin_PetCollar_Legendary_Fire_01,"NSLOCTEXT(""ItemsTable"", ""CF1F4B7C4182C6B8B27A8BA5D4110712"", ""Collar of the Goblin Hunter"")","","","NSLOCTEXT(""ItemsTable"", ""D0494DFE42C2F8E7FB4D13B45BB941DE"", ""Unleash the beast."")","(RowName="""")","(RowName="""")","False","None","10.000000","100.000000","1","100.000000","","False","(RowName="""")","Item.Pet.Collar","Affix.Defense.Fire;Affix.NonElemental;Affix.CrowdControl;Affix.Defense.Goblin","Item.Pet.Collar","Legendary_PetCollar_vsGoblins01","Legendary","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_collar_1h_winged/w_collar_1h_winged_t4a_bp.w_collar_1h_winged_t4a_bp_C",""
Armour_Goblin_PetCollar_Legendary_Fire_02,"NSLOCTEXT(""ItemsTable"", ""FF1088574EA264517D5B7EBBA30AA749"", ""Char\'s Choker"")","","","","(RowName="""")","(RowName="""")","False","None","10.000000","100.000000","1","100.000000","","False","(RowName="""")","Region.Global;Item.Pet.Collar","Affix.Defense.Physical;Affix.Defense.Netherim;Affix.NonElemental;Affix.CrowdControl","Item.Pet.Collar","Legendary_PetCollar_vsGoblins02","Legendary","(RowName="""")","None","(RowName="""")","Element.Physical","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_collar_1h_winged/w_collar_1h_winged_t4a_bp.w_collar_1h_winged_t4a_bp_C",""
Armour_Goblin_PetCollar_Magic_Fire_01,"NSLOCTEXT(""ItemsTable"", ""D7ED624C4A628E717453859E0A22E871"", ""Incombustible Harness"")","","","","(RowName="""")","(RowName="""")","False","None","10.000000","100.000000","1","30.000000","","False","(RowName="""")","Item.Pet.Collar","Affix.Defense.Fire;Affix.NonElemental;Affix.CrowdControl","Item.Pet.Collar","Armor_Magic","Magic","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_collar_1h_weakleather/w_collar_1h_weakleather_t2a_bp.w_collar_1h_weakleather_t2a_bp_C",""
Armour_Goblin_PetCollar_Normal_Fire_01,"NSLOCTEXT(""ItemsTable"", ""EB84A51D46B5F110B849EE82FB43CBA5"", ""Insulated Collar"")","","","","(RowName="""")","(RowName="""")","False","None","10.000000","100.000000","1","8.000000","","False","(RowName="""")","Item.Pet.Collar","Affix.Defense.Fire","Item.Pet.Collar","Armor_Normal","Normal","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_collar_1h_weakleather/w_collar_1h_weakleather_bp.w_collar_1h_weakleather_bp_C",""
Armour_Goblin_PetCollar_Rare_Fire_01,"NSLOCTEXT(""ItemsTable"", ""C3106BDC4F2891BD27150EB915E1AE52"", ""Choker"")","","","","(RowName="""")","(RowName="""")","True","None","10.000000","100.000000","1","60.000000","","False","(RowName="""")","Item.Pet.Collar","Affix.Defense.Fire;Affix.NonElemental;Affix.CrowdControl;Affix.Defense.Goblin","Item.Pet.Collar","Armor_Rare","Rare","(RowName="""")","None","(RowName="""")","Element.Fire","Region.GoblinIsle.GoblinForest","Character.Player","None","None","False","True","True","False","False","False","False","False","None","True","AddToInventory","None","0","None","/Game/Items/Weapons/w_collar_1h_ornateround/w_collar_1h_ornateround_t3a_bp.w_collar_1h_ornateround_t3a_bp_C",""
