---,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,DataCurves,Entries,Notes
Focus_Legendary,"All","0","0","False","GameplayTagExclude","Affix.LifeBound","1","AddAreaTagsToAny","0","1","GotoAffixSpawnRow","Focus_Primary","1","GotoAffixSpawnRow","Focus_Secondary","3","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Primary,"Pick","0","0","True","GotoAffixSpawnRow","Focus_PrimaryStrongDMG","1","GotoAffixSpawnRow","Focus_PrimaryStrongEnergyRegen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_PrimaryStrongDMG,"All","0","0","False","GameplayTagExclude","Affix.EnergyRegenStrong","1","AddAffixByFilter","Affix.Primary;Affix.Damage;Affix.DamageFocusStrong","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_PrimaryStrongEnergyRegen,"All","0","0","False","GameplayTagExclude","Affix.DamageFocusStrong","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.EnergyRegenStrong","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Secondary,"Pick","0","0","True","AddAffixByFilter","Affix.Secondary;Affix.Damage","2","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","AddAffixByFilter","Affix.Secondary;Affix.CrowdControl","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Normal_LifeBound,"All","0","0","False","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Magic_LifeBound,"All","0","0","False","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Focus_Rare_LifeBound,"All","0","0","False","GameplayTagAll","Affix.LifeBound","1","AddAffixByName","LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Focus_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Focus_Legendary_Night_01,"All","0","0","False","GameplayTagExclude","Affix.LifeBound","1","AddAffixByName","Damage_Undead_Primary_Focus","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","AddAffixByName","Damage_vsUndead_Secondary","1","AddAffixByName","CriticalHit_Chance_vsUndead","1","AddAffixByName","CriticalHit_Bonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None,None)",""
Focus_Electric_Magic,"All","0","0","False","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Weapon_Electric_Magic_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Magic_Secondary,"Pick","0","0","True","AddAffixByFilter","Affix.Secondary;Affix.Damage","2","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","AddAffixByFilter","Affix.Secondary;Affix.Effect","1","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","AddAffixByFilter","Affix.Secondary;Affix.CrowdControl","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Rare,"All","0","0","False","GameplayTagExclude","Affix.LifeBound","1","AddAffixByFilter","Affix.Primary;Affix.Damage","1","AddAffixByFilter","Affix.Primary;Affix.Energy.Regen","1","GotoAffixSpawnRow","Weapon_Electric_Rare_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Rare_Secondary,"Pick","0","0","True","GotoAffixSpawnRow","Focus_Electric_Rare_Shock_Secondary","1","GotoAffixSpawnRow","Focus_Electric_Rare_NoShock_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Electric_Rare_Shock_Secondary,"All","0","0","False","GotoAffixSpawnRow","Weapon_Electric_Shock","1","GotoAffixSpawnRow","Weapon_Electric_Rare_Bolt_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Focus_Electric_Rare_NoShock_Secondary,"All","0","0","False","GotoAffixSpawnRow","Focus_Electric_Rare_NoBolt_Secondary","2","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
Focus_Electric_Rare_Bolt_Secondary,"Pick","0","0","True","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","GotoAffixSpawnRow","Weapon_Electric_Bolts","3","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","AddAffixByFilter","Affix.Secondary;Affix.CrowdControl","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Focus_Electric_Rare_NoBolt_Secondary,"Pick","0","0","True","AddAffixByFilter","Affix.Secondary;Affix.Damage","1","AddAffixByFilter","Affix.Secondary;Affix.NonElemental","2","GotoAffixSpawnRow","Weapon_Electric_Shock","3","AddAffixByFilter","Affix.Secondary;Affix.Energy.Regen","3","AddAffixByFilter","Affix.Secondary;Affix.CrowdControl","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None,None)",""
Mapworks_ItemLevelBoost,"All","0","0","False","AddAffixByName","Mapworks_ItemLevelBoost","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_Negative,"Pick","0","0","False","AddAffixByFilter","Affix.Mapworks.Negative","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_LuckGold,"All","0","0","False","AddAffixByName","Mapworks_GoldLuck_Common","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_LuckGold_Magic,"All","0","0","False","AddAffixByName","Mapworks_GoldLuck_Magic","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_LuckGold_Rare,"All","0","0","False","AddAffixByName","Mapworks_GoldLuck_Rare","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_LuckGold_Legendary,"All","0","0","False","AddAffixByName","Mapworks_GoldLuck_Legendary","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_LuckItem,"All","0","0","False","AddAffixByName","Mapworks_ItemLuck_Common","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_LuckItem_Magic,"All","0","0","False","AddAffixByName","Mapworks_ItemLuck_Magic","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_LuckItem_Rare,"All","0","0","False","AddAffixByName","Mapworks_ItemLuck_Rare","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_LuckItem_Legendary,"All","0","0","False","AddAffixByName","Mapworks_ItemLuck_Legendary","1","GotoAffixSpawnRow","Mapworks_Negative","1","AddAffixByName","Mapworks_Finishing","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None,None)",""
Mapworks_Competitive_Speedrun_Rare,"All","0","0","False","AddAffixByName","Mapworks_CompetitiveSpeedrun_Rare","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
PotionTooltip,"Each","0","0","False","AddAffixByName","PotionTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
EmberCoreTooltip,"All","0","0","False","AddAffixByName","EmberCoreTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
GoldBagTooltip,"All","0","0","False","AddAffixByName","GoldBagTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
MapworksBagTooltip,"All","0","0","False","AddAffixByName","MapworksBagTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
RandomItemBagTooltip,"All","0","0","False","AddAffixByName","RandomItemBagTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","(None)",""
WideloadShieldTooltip,"All","0","0","False","AddAffixByName","WideloadShieldTooltip","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Mace_Wideload,"All","0","0","False","AddAffixByName","Damage_Fire_Primary","1","AddAffixByName","StatusEffect_Apply_Stalactites","1","AddAffixByName","StatusEffect_Apply_Stun","1","AddAffixByName","Damage_Fire_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Sword_FastCrits,"All","0","0","False","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","AttackSpeedBonus","1","AddAffixByName","CriticalHit_Bonus","1","AddAffixByName","StatusEffect_ApplySlow","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_GreatWeapon_Skeletons,"All","0","0","False","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","SkeletonRangedOnCrit","1","AddAffixByName","CriticalHit_Bonus","1","AddAffixByName","StatusEffect_ApplyImmobilize","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Focus_GeneralGraye,"All","0","0","False","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","GhostGuardOnEquip","1","AddAffixByName","StatusEffect_ApplyImmobilize","1","AddAffixByName","Defense_Fire_Large_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Hammer_Skeletons,"All","0","0","False","AddAffixByName","Damage_Physical_Primary_2H","1","AddAffixByName","SkeletonMeleeOnCrit","1","AddAffixByName","CriticalHit_Bonus","1","AddAffixByName","Damage_vsSkeletons_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Digitus_Netherim,"All","0","0","False","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","NetherlingOnKill","1","AddAffixByName","Defense_vsNetherim_Large_Secondary","1","AddAffixByName","StatusEffect_Apply_Blind","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_PetTag_Bleed,"All","0","0","False","AddAffixByName","Damage_Physical_Primary","1","AddAffixByName","HitPoints_OnKill","1","AddAffixByName","HitPoints_Bonus_Secondary","1","AddAffixByName","StatusEffect_Apply_Bleed","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Staff_PoisonDef,"All","0","0","False","AddAffixByName","Damage_Physical_Primary_2H","1","AddAffixByName","ProcPoisonImmunityOnKill","1","AddAffixByName","CriticalHit_Chance","1","AddAffixByName","Damage_vsVespid_Secondary_2H","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","Temporarily using poison defense instead of a procc'ed immunity."
Legendary_PetCollar_vsGoblins,"All","0","0","False","AddAffixByName","Defense_Fire_Large_Primary","1","AddAffixByName","PetRecoveryTime","1","AddAffixByName","Defense_Fire_Medium_Secondary","1","AddAffixByName","HitPoints_OnKill_vsGoblins","1","AddAffixByName","HitPoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Helm_Goblin_01,"All","0","0","False","AddAffixByName","Defense_Fire_Medium_Primary","1","AddAffixByName","StatusEffect_Fear_Chance_Legendary","1","AddAffixByName","Defense_vsGoblins_Medium_Secondary","1","AddAffixByFilter","Affix.Energy.Regen","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Chest_Goblin_01,"All","0","0","False","AddAffixByName","Defense_Fire_Large_Primary","1","AddAffixByName","ProcBurnImmunityOnCrit","1","AddAffixByName","Defense_vsGoblins_Large_Secondary","1","AddAffixByName","HitPoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Gloves_Goblin_01,"All","0","0","False","AddAffixByName","Defense_Fire_Large_Primary","1","AddAffixByName","Damage_Fire_Secondary","1","AddAffixByName","Defense_vsGoblins_Small_Secondary","1","AddAffixByName","AttackSpeedBonus","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Shoulders_Goblin_01,"All","0","0","False","AddAffixByName","Defense_Fire_Medium_Primary","1","AddAffixByName","Defense_Fire_Medium_Secondary","1","AddAffixByName","Defense_vsGoblins_Medium_Secondary","1","AddAffixByName","CriticalHit_Chance_Armor","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Pants_Goblin_01,"All","0","0","False","AddAffixByName","Defense_Fire_Large_Primary","1","AddAffixByName","HitPoints_OnKill_vsGoblins","1","AddAffixByName","Defense_vsGoblins_Large_Secondary","1","AddAffixByName","HitPoints_Bonus_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Locomotion_Goblin_01,"All","0","0","False","AddAffixByName","Defense_Fire_Large_Primary","1","AddAffixByName","HitPoints_OnKill_vsGoblins","1","AddAffixByName","Defense_vsGoblins_Large_Secondary","1","AddAffixByName","Damage_vsGoblins_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Boots_Goblin_01,"All","0","0","False","AddAffixByName","Defense_Fire_Small_Primary","1","AddAffixByName","ProcMoveSpeedOnKill","1","AddAffixByName","Defense_vsGoblins_Small_Secondary","1","AddAffixByName","HitPoints_Regen_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
Legendary_Hatch_Goblin_01,"All","0","0","False","AddAffixByName","Defense_Fire_Small_Primary","1","AddAffixByName","ProcMoveSpeedOnKill","1","AddAffixByName","Defense_Fire_Small_Defense_vsGoblins_Small_SecondarySecondary","1","AddAffixByName","HitPoints_Regen_Secondary","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
