---,Speakers,Type,Text,Voiceover,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,Weight,ContextEntries,bDefaultSet,Notes
GFQ_CollectEmbershine:Task_TurnIn,"((RowName=""Kenik""))","Quest","NSLOCTEXT(""DialogueTable"", ""B5F625BE44FEE5139D238CBAA4638293"", ""You found it? Yeah, that’s the stuff! Glows like spark ember and burns like flame ember. Here’s some of my old stuff I had lying around."")","(AssetGuid=942BE1F6816947ABA2AA95FA61F4347B)","None","None","None","None","None","None","1","","True","GFQ_CollectEmbershine"
Quest_Goblin_GF6_Cave1,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""0DC347524285653D2AD4ACB3C22CB3E5"", ""You wanna know where goblins keep their best weapons to control beasts? Heh, Yapper knows!\r\n\r\nYapper told chief Pyro it dumb to keep ‘em all in one place.\r\n\r\nThere’s a cave we call the <span color=\""#FFD700\"">Cave of Boom</>. It full of goblin weapons!"")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF6_Cave1_TurnIn,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""4993A5DF4A93FA1202C62FA9B70D76AD"", ""Nice hit! I heard that one from all the way over here.\r\n\r\nTaking out the goblin leaders and their weapon stockpiles should hopefully prevent those gobs from capturing any more beasts. \r\n\r\nLet\'s see what else <span color=\""#FFD700\"">Yapper</> knows about the goblin\'s involvement with <span color=\""#FFD700\"">Sadista</>."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True",""
GFQ_CollectGoblinBruteShields,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""749849084838B1A3AEB2B395E04AB244"", ""The gobs are pretty much pushovers, but they\'ve got some <span color=\""#FFD700\"">brutes</> that are giving us a bit more trouble.\r\n\r\nBring me their <span color=\""#FFD700\"">shields</> and we\'ll show \'em who\'s in charge."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","GFQ_CollectGoblinBruteShields"
GFQ_CollectGoblinBruteShields:Task_TurnIn,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""9B89909A435ABFECC22836AF38D31FCC"", ""That\'ll show ‘em! Our engineers finished their little art project. Go check it out in front of the outpost.\r\n\r\nLet those brutes look at this the next time they consider giving you any trouble."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","GFQ_CollectGoblinBruteShields"
GFQ_FindKey,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""F798726F41835944C59AAEA3B0A2A103"", ""Yapper know nothing about Sadista, but maybe you can help find shiny treasure for Yapper, and maybe this shiny treasure can help Yapper help you find boss lady. Sound like deal?\r\n\r\nYou find shiny, you find <span color=\""#FFD700\"">Sadista</>."")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True",""
GFQ_FindKey:Task_TurnIn,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""4364AF6C43EED34BCD7CC19ABC137E32"", ""What you mean no treasure? You trick Yapper! Okay, maybe Yapper told half truth, but now you have the shiny. Yapper not expect you to return to tell you the truth. \r\n\r\nBefore tasty humens chained Yapper here, goblin chieftans help Nether-things build a lair \'side goblin mines. Maybe you find Sadista there. Yapper hope so, heh, heh."")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True",""
GFQ_KillSkeletalMage,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""56771C564822FD3872AE548DFC969742"", ""We\'ve gotten reports of a powerful weapon we could use to defeat the goblins.\r\n\r\nUnfortunately, there\'s a section of the forest near the goblin village overrun with the undead. This is where the weapon is and the undead have erected a magical barrier to protect it.\r\n\r\nThe captain of one of our previous expeditions was secretly dabbling in dark forces. When overrun by goblins, he led a retreat to the caves where he tried to hold the gobs off by raising members of his expedition as they fell.\r\n\r\nIf there\'s something we can use to gain access to the <span color=\""#FFD700\"">Dead\'s End</>, that\'s where we\'ll find it. We need any advantage we can get."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","GFQ_KillSkeletalMage"
GFQ_KillSkeletalMage:Task_1,"((RowName=""Zaya""))","Modal","NSLOCTEXT(""DialogueTable"", ""9C87247C420C06153FCBF7BBA28FCB16"", ""The dark arts is a dangerous path. It is rumored that witches practicing dark magic are the source of the rising dead."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","GFQ_KillSkeletalMage:Task_1","None","None","None","None","1","","True","GFQ_KillSkeletalMage"
GFQ_KillSkeletalMage:Task_CollectSkeletonScrolls_4,"((RowName=""Zaya""))","Modal","NSLOCTEXT(""DialogueTable"", ""068E028849BABF76845A149620907359"", ""The <span color=\""#FFD700\"">Ostian Sepulcher</> within <span color=\""#FFD700\"">Snotskin Village</> is crawling with the undead. If you are looking for <span color=\""#FFD700\"">Scrolls of the Damned</>, the <span color=\""#FFD700\"">undead</> are sure to carry them--but be careful when toying with dark magic. You might find some unpleasant surprises the further you dig."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","QuestActive","GFQ_KillSkeletalMage:Task_CollectSkeletonScrolls_4","None","None","None","None","1","","True","GFQ_KillSkeletalMage"
GFQ_KillSkeletalMage:Task_GoToBossArena,"((RowName=""GeneralGraye""))","Modal","NSLOCTEXT(""DialogueTable"", ""FDDDC7E1452138C00D6309BB42FB1E25"", ""Zaya\'s opinion may differ, but <span color=\""#FFD700\"">Dast</> was once a great <span color=\""#FFD700\"">Imperial Captain</>. Perhaps you can find his remains in the <span color=\""#FFD700\"">Ostian Sepulcher</> and finally put his soul to rest."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","QuestActive","GFQ_KillSkeletalMage:Task_GoToBossArena","None","None","None","None","1","","True","GFQ_KillSkeletalMage"
GFQ_KillSkeletalMage:Task_TurnIn2,"((RowName=""GeneralGraye""))","Modal","NSLOCTEXT(""DialogueTable"", ""9AEEB074440DECA262D46D976C261A46"", ""It\'s a shame how Dast has fallen into darkness, but at least you\'ve found the scrolls.\r\n\r\nTell <span color=\""#FFD700\"">Zaya</> about your findings. "")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","QuestActive","GFQ_KillSkeletalMage:Task_TurnIn","None","None","None","None","1","","True","GFQ_KillSkeletalMage"
GFQ_KillSkeletalMage:Task_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""87D043F049834EB089FEC4A0E4AFA0A5"", ""Ooh, Scrolls of the Damned. Yeesh. Not sure if I should even touch those, but those should do the trick.\r\n\r\nYou be careful fooling with dark magic. The trouble with necromancy is that it\'s easy to wander into the darkness, but tough to find your way back to the light."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","GFQ_KillSkeletalMage"
GFQ_FightSadista,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""536974C945C5268EA90515A7DE47B076"", ""This \""specimen\"" that you\'ve found appears to be a shard from some arcane device. Perhaps it\'s the key to luring Sadista out of her hiding place?\r\n\r\nSearch the Gobstomp Stronghold for Sadista\'s hideout before she further corrupts the frontier."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True",""
GFQ_FightSadista:Task_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""0ABF4D3749B1E4E75C0532A8F2A22BB6"", ""Unless Sadista has taken another form, this thing you\'ve fought sounds more like a powerful spellcaster, another Netherim champion. I\'m afraid you\'ve yet to see Sadista\'s true form. \r\n\r\nI\'ll need a moment to refocus. Go check in with <span color=\""#FFD700\"">General Graye</> in the meantime."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True",""
GFQ_CollectPigFish,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""3733CEFE46F7936811315D8EA316515A"", ""Hmn… Yapper hungry. Yapper told humens about tasty Broiled Pigfish. They don\'t believe Yapper that it taste just like pig! Yapper knows, though. Yapper has secret fishin\' spot and knows what Pigfish eat. You go get Pigfish, I let you eat some, too!"")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True","GFQ_CollectPigFish"
GFQ_CollectPigFish:Task_TurnIn,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""A98876E9491E7D6FCBDEAFB5FE1DCA97"", ""Yum! That\'s the fish! Wait until humens taste this. It\'ll be a real surprise. Heh. Here, you have one too!"")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True","GFQ_CollectPigFish"
GFQ_CollectAntidote,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""BD47C373472DADEF852C219E6C85B8C0"", ""Yeesh. Sorry. If you haven\'t started itching yet, it won\'t be long. There\'s some sort of illness spreading across everyone in the Outpost. Yapper gave me a list of ingredients for an antidote. I\'m skeptical, but at this point, I just want to stop scratching. Please, bring me these ingredients!"")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","GFQ_CollectAntidote"
GFQ_CollectAntidote:Task_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""E70306534565B8D891703392EC5D8EDD"", ""Finally! I\'m going to just throw this all together. This had better work."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","GFQ_CollectAntidote"
GFQ_FindShipment,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""A626AD13463DB1D289BCC5B1D0CA0D71"", ""Whatever you\'ve done, it seems that you managed to scare Sadista away for now, but I don\'t think we\'ve seen the last of her. \r\n\r\nOur scouts reported some activity in <span color=\""#FFD700\"">Lake Gobdunk</> involving some very large creatures being ferried aboard near <span color=\""#FFD700\"">Deadgob Falls</>. I doubt it\'s anything like Wideload, but I\'m sure it\'s something far worse. "")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True",""
GFQ_FindShipment:Task_TurnIn,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""97B6028C4A377D4029F07F82C041505A"", ""The gobs must have moved the cargo before your arrival. Strange how something that large was carried off so quickly. It\'s almost as if they were able to leviate the cargo straight out of the gulf. This warrants further investigation. I\'ll send some scouts out to track for more clues immediately."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True",""
GFQ_SadistasPlan,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""EF7096354EBAB5E0E45770AA1616FB7E"", ""Yapper can\'t help but overhear you loud-mouths talking over there. You want to know Sadista\'s big secret? You can find big secret for yourself in <span color=\""#FFD700\"">Restless Glades</>."")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True",""
GFQ_KillGoblinBarricade,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""95CEECDB485C189FE1817CA4F50D6283"", ""With this many Scrolls of the Damned, you should be able to enter the Dead\'s End. You\'ll have to fight your way there through the undead, so make sure you clear out a bunch of them.\r\n\r\nHead in there, kill the skull lord and take back the weapon."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True","GFQ_KillGoblinBarricade"
GFQ_KillGoblinBarricade:Task_TurnIn,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""6980BA1D49B36EBCD66AB487B54F5201"", ""You did it! The Skull Lord was a formidable foe.\r\n\r\nThe weapon you retrieved is ideal for cutting your way into goblin territory. It\'s yours, you\'ve earned it.\r\n\r\nWell done."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","GFQ_KillGoblinBarricade"
GFQ_KillGoblinBarricade:Task_GoToRestlessGlade,"((RowName=""Zaya""))","Modal","NSLOCTEXT(""DialogueTable"", ""613BF4D74B3EBE52E364139835CF0F3F"", ""Make your way to <span color=\""#FFD700\"">Lake Gobdunk</>, where you will also find the entrance to the <span color=\""#FFD700\"">Restless Glade</>."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","GFQ_KillGoblinBarricade:Task_GoToRestlessGlade","None","None","None","None","1","","True","GFQ_KillGoblinBarricade"
GFQ_KillGoblinBarricade:Task_GoToRestlessGlade2,"((RowName=""GeneralGraye""))","Modal","NSLOCTEXT(""DialogueTable"", ""9E354CE047AB77C1E903558C348352FF"", ""The <span color=\""#FFD700\"">Restless Glade</> is located somewhere around <span color=\""#FFD700\"">Lake Gobdunk</>, but the further you venture away from the Imperial Outpost, the more challenging it will be to survive without proper training. I hope you are ready for this."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","QuestActive","GFQ_KillGoblinBarricade:Task_GoToRestlessGlade","None","None","None","None","1","","True","GFQ_KillGoblinBarricade"
GFQ_AntiNetherim,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""3C9B1C084CA0E725FFC01D8077F3AFDF"", ""I think it\'s time for us to take extra precautions against the Netherim. I\'ve been working on a concoction that may help, but I\'ll need you to collect some additional ingredients."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True",""
GFQ_AntiNetherim:Task_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""1A423AA74A605DB46BDA7F9C8DBFC229"", ""Perfect! I hope this will help you in the challenges ahead. If the goblins are working with the Netherim, you\'ll need all the help that you can get.\r\n\r\n<span color=\""#FFD700\"">General Graye</> has another important task for you.  It sounds like the scouts were able to track down what the goblins were transporting."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True",""
GFQ_Wreckoning,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""E214619D4F37D48B1505668294C2EC4E"", ""My eyes in the forest tell me the goblins are rallying their remaining forces. It seems that they\'ve lost control over a captured Varkenin, and it\'s been rampaging throughout the <span color=\""#FFD700\"">Gobwood Thicket</>.\r\n\r\nThis is our chance. Follow the trail of carnage and assess the damage. I want to know what we\'re up against."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","GFQ_Wreckoning"
GFQ_Wreckoning_TurnIn,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""9559F6594B7F983BFD0F7B93C3CE30CF"", ""Sounds like they\'ve unleashed a monster. You\'ll need to gear up if you want a fighting chance against this beast. \r\n\r\nI can\'t prove it yet, but I have a gut feeling that the gobs have been pirating goods to aid in their capture of large beasts, including equipment upgrades to protect against physical harm. They have been spotted entering <span color=\""#FFD700\"">Snotskin Grove</> with large quantities of goods. I bet you can find something of use there."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","GFQ_Wreckoning"
GFQ_BlackMarketBattle_TurnIn,"((RowName=""GeneralGraye""))","Quest","NSLOCTEXT(""DialogueTable"", ""12A0948B4A1066E92E5FD289B1532BFA"", ""I knew it! This invoice is from the Blood Legion, a merc company operating out of the Kalacama Desert. Those shipments were bound for mercs known for raiding Imperial camps. Good work!\r\n\r\nBefore you go head on with the beast, check in with <span color=\""#FFD700\"">Zaya</> next."")","(AssetGuid=AC33C04C61DB48DB8EB6E1ED866B8046)","None","None","None","None","None","None","1","","True","GFQ_BlackMarketBattle"
Quest_Goblin_KillNetherim_Intro,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""DA110A9B4A9ED8AD44CAC9BEE14B7B06"", ""Hey there. We don\'t like to think about it all the time, but the Netherim are always waiting to rip their way into our world.\r\n\r\nThe bad news is, we\'ve found a tear, and my Netherim wards are failing. Fortunately, I\'ve pinpointed where the Netherim disturbance is located, somewhere within the <span color=\""#FFD700\"">Glimmering Grotto</>.\r\n\r\nI need you to find a way to shut it down."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_KillNetherim_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""624BFB5A49E674359F7B57944F59D10E"", ""You did it!\r\n\r\nNow that you\'ve sealed the Netherim rift, I\'ll be able to reform my wards protecting this place.\r\n\r\nIt sounds like that Varkenin was being corrupted by the Netherim, so I\'m glad you were able to stop him in time.\r\n\r\nThis won\'t stop the Netherim for very long, but it\'ll at least give us a break."")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF2_Cave1,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""556C94BD4505BCEBC088BE9F828F4E74"", ""Yapper helps smelly humens. Humens smashing goblin land. Yapper left stuff in Yapper’s cave when he join humens.\r\n\r\nYou get Yapper’s stuff if you want Yapper to help, yes?"")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF2_Cave1:Task_TurnIn,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""C26E4B9B4B5EF8908D071D843EAF7F87"", ""Yes! Yes! You find Yapper’s things! You not as smelly as other humens. Where Yapper’s Favorite Fork? What you mean too dangerous?"")","(AssetGuid=A65C4E079FE1488D920FFE6307F748B0)","None","None","None","None","None","None","1","","True",""
Quest_Infested_IF6_Cave2:Task_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""E32B17AD4CE0B9823B042E8A5A681340"", ""The Netherim has been controlling the Hyvid Queen? I can\'t imagine what else they\'ve managed to get their maws on. "")","(AssetGuid=D0B76303FE00496C89808DBDE4A86E08)","QuestActive","Quest_Infested_IF6_Cave2:Task_TurnIn","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF1,"((RowName=""ThanesSnow""))","Modal","NSLOCTEXT(""DialogueTable"", ""19528C874303101D6D8AC1A85C90C3C7"", ""Me? Skittish? You would be too, if you\'ve been where I\'ve been. General Graye needs your help defeating that big goblin Wideload before you can help us with the Hyvid infestation. One problem at a time, right?\r\n\r\nReturn here after you\'ve kicked Wideload in the shins."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","Quest_GatekeepingGF1-2","QuestActive","Quest_GatekeepingGF2-3","QuestActive","GFQ_CollectInsignias","2","","True","GFQ_CollectInsignias"
Quest_Infested_GatekeepingIF1:Task_TurnInIO,"((RowName=""ThanesSnow""))","Modal","NSLOCTEXT(""DialogueTable"", ""721F6F86466EC301335E1F915DAE8790"", ""The Hyvid proliferation is growing. If you thought the Goblins were bad, wait until you stumble upon an entire swarm of Hyvid. You\'ll want to stock up on poison gear for this place."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestComplete","Quest_Infested_GatekeepingIF1","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF2,"((RowName=""HyvidGatekeeperIF2""))","Modal","NSLOCTEXT(""DialogueTable"", ""CADE84DA46D73B19F4C962A84661A229"", ""Halt! I have strict orders to not let anyone into Bugswat Pass until they\'ve cleared it with Thanes Snow. You\'d better finish up everything you need to, first."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","Quest_Infested_GatekeepingIF2","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF2:Task_TurnIn,"((RowName=""GatekeeperIF2_NoCollide""))","Modal","NSLOCTEXT(""DialogueTable"", ""6D2F1C0D4FF0EEF77B5CE8B063DE84B0"", ""Got word that Thanes Snow has cleared you to head in further. Good luck!"")","(AssetGuid=E09CA9C12A104AEDAF45DA401FB94E66)","QuestComplete","Quest_Infested_GatekeepingIF2","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF1_Alt,"((RowName=""ThanesSnow""))","Quest","NSLOCTEXT(""DialogueTable"", ""8A838A06410FC6B0319248AD7D9B2881"", ""It\'s about time they sent someone out here. I have reports from our Chief Imperial Guard that the outskirts of our northern encampments have been overrun by the Hyvid. Conditions are critical, and I need you to escort any of our injured guards to safety. I’m sending out reinforcements as soon as possible.\r\n\r\nThe Hyvid spew deadly poison, so you\'ll need to gather a fresh set of gear. Here\'s some to get you started."")","(AssetGuid=177DC927CD944290A0381B33CE569780)","None","None","None","None","None","None","1","","True",""
PLACEHOLDER_MaleOutpostGuard_Quip1,"((RowName=""MaleOutpostGuard""))","Bubble","NSLOCTEXT(""DialogueTable"", ""DFE31E80465A712618D85BAECAFFCA06"", ""Harassing a guard on duty is a punishable offense under Prinicipial law."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","None","None","None","None","None","None","1","","True",""
Quest_Goblins_Gatekeeping1_Info,"((RowName=""GatekeeperGF2""))","Modal","NSLOCTEXT(""DialogueTable"", ""626DC5B347FF0C1C64DE1EB88B4F64C7"", ""Hey! You can\'t move past here without approval from General Graye.\r\n\r\nThere\'s a village full of nasty goblins past here and the General doesn\'t want any more of you types wandering off, never to return again.\r\n\r\nI\'m sure if you do everything General Graye asked you to, she\'ll send you ahead."")","(AssetGuid=624DD367B6A54BEBA27AEF912110D2F7)","QuestActive","Quest_GatekeepingGF2","None","None","None","None","1","","True",""
Quest_Goblins_Gatekeeping2_Info,"((RowName=""GatekeeperGF3""))","Modal","NSLOCTEXT(""DialogueTable"", ""05AD2D9C46E30E4C52FE3CBC3E94BE1D"", ""Hang on, now. The General needs your help with high priority missions.\r\n\r\nYou\'ll need to finish these quests to move ahead."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","QuestActive","Quest_GatekeepingGF3","None","None","None","None","1","","True",""
Quest_GatekeepingGF1-2:GatekeeperGF1,"((RowName=""GatekeeperGF1""))","Modal","NSLOCTEXT(""DialogueTable"", ""503E20A84D9999133DBFD4AE16AC1D6E"", ""Are you ready for what\'s up ahead?"")","(AssetGuid=A623B17912FA4305A0FA47865DC46B41)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF1-2:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""525AE30041F8EFD56629D899F2DA9025"", ""Are you prepared for what\'s ahead?"")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestComplete","Quest_GatekeepingGF1-2","None","None","None","None","1","","True",""
Quest_GatekeepingGF2-3:GatekeeperGF2,"((RowName=""GatekeeperGF2""))","Modal","NSLOCTEXT(""DialogueTable"", ""4148F4AB4EAB3291A28F67806ACEFB35"", ""I\'m not convinced that you\'re ready for the goblin incursion."")","(AssetGuid=1B8F93DA2F0E4277B1624122455C4B33)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF2-3:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""3D864DB045DC88002B2CA490A296B76E"", ""You\'ve proven yourself to be quite the hero! I salute you."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestComplete","Quest_GatekeepingGF2-3","None","None","None","None","1","","True",""
Quest_GatekeepingGF3-4:GatekeeperGF3,"((RowName=""GatekeeperGF3""))","Modal","NSLOCTEXT(""DialogueTable"", ""4B2910814D6839E427B216AD8A699CE6"", ""Hold it right there. Before you head deep into goblin country, you\'ll need to deal with the situation in the goblin villages."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF3-4:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""936CE8114BD02FC554A4549963EB7935"", ""What? You haven\'t had enough? Well, it\'s your funeral."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestComplete","Quest_GatekeepingGF3-4","None","None","None","None","1","","True",""
Quest_GatekeepingGF4-5:GatekeeperGF4,"((RowName=""GatekeeperGF4""))","Modal","NSLOCTEXT(""DialogueTable"", ""651E703D47677CCE1380F79E98CCDEE0"", ""I\'m sure you know the drill by now. Come back when you\'ve dealt with the goblin menace in the Gobstomp Stronghold."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF4-5:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""AE30E0744F1D3B610AC80DB5D635EC68"", ""I could tell you that I\'m impressed, but I won\'t."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestComplete","Quest_GatekeepingGF4-5","None","None","None","None","1","","True",""
Quest_GatekeepingGF4-5:WaypointGuard_Alt,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""7917E07B44DF894105055AA71B938FF7"", ""Well, be safe out there. There\'s some kind of lake ahead, crawling with goblins. I wonder if they swim?"")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestComplete","Quest_GatekeepingGF4-5","None","None","None","None","1","","True",""
Default_GatekeeperGF5_Quip1,"((RowName=""GatekeeperGF5""))","Bubble","NSLOCTEXT(""DialogueTable"", ""CF5140A44E7DA0EBFDCF6D92650D9BE5"", ""I have no idea what a \""pig fish\"" is, but I bet you can find some in Lake Gobdunk."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF5-6:GatekeeperGF5,"((RowName=""GatekeeperGF5""))","Modal","NSLOCTEXT(""DialogueTable"", ""F33E67E34481093BF71F958A89A5A321"", ""If you think Lake Gobdunk is dangerous, wait until you see River Run!"")","(AssetGuid=1B8F93DA2F0E4277B1624122455C4B33)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF5-6:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""D08C119A4B06F21B3CF7EDB49D2E2B20"", ""Be careful out there."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestComplete","Quest_GatekeepingGF5-6","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF2_ThanesSnow,"((RowName=""ThanesSnow""))","Modal","NSLOCTEXT(""DialogueTable"", ""C636909D4A816086699D27B75B2E78EE"", ""Stock up on poison gear if you want to survive the Polluted Plateau."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestComplete","Quest_Infested_GatekeepingIF1","None","None","None","None","1","","True",""
Quest_Daily6_AlphaReward:Task_TurnInNPC,"((RowName=""Bandit""))","Quest","NSLOCTEXT(""DialogueTable"", ""3E7DD0AF4AA2042D0C2C19AA07C7395B"", ""Don\'t be so concerned about my methods. I\'m simply redistributing the wealth. Here, take this bundle and move along."")","(AssetGuid=F04D33ED01C54789B93462A978F67E05)","QuestActive","Quest_Daily6_AlphaReward:Task_TurnInNPC","None","None","None","None","1","","True",""
