---,Type,Item,Prop,PropSpawn,Trait,Currency,Pet,PetSpawn,Spawn,AffixSpawn,SpawnLevelFrom,SpawnLevelFixed,SpawnLevelAdd,SpawnLevelMult,Query,RequiredItemLevel,Tags,TagQuery,Quantity,bDropOnGround,TraitParameterRowName,bLimitedTime,bApplyToFortProp,StatusEffectClass,StatusEffectDuration,Notes
FortProp_Deco_NetherSeal,"FortProp","(RowName="""")","(RowName=""Netherstonescenterpiece_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_ITUWoodenWall01_04,"FortProp","(RowName="""")","(RowName=""ITU_Wall_Wood_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","4","False","None","False","False","None","0.000000",""
FortProp_Deco_ITUWoodenWall02_04,"FortProp","(RowName="""")","(RowName=""ITU_Wall_Wood_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","4","False","None","False","False","None","0.000000",""
FortProp_Deco_ITUWoodenArch01_04,"FortProp","(RowName="""")","(RowName=""ITU_Arch_Wood_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","4","False","None","False","False","None","0.000000",""
FortProp_Deco_ITUWoddenColumn01_08,"FortProp","(RowName="""")","(RowName=""ITU_Column_Wood_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","8","False","None","False","False","None","0.000000",""
Pet_Chakawary_Aqua,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Chakawary03"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Wardrobe_Forged_Gears,"FortProp","(RowName="""")","(RowName=""FRG_wardrobe_gears_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Cat_Siamese,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Cat03"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Wardrobe_DuskMage_Globe,"FortProp","(RowName="""")","(RowName=""DM_wardrobe_globe_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_ImperialWagon,"FortProp","(RowName="""")","(RowName=""ITU_wagon_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_TentBarracks,"FortProp","(RowName="""")","(RowName=""ITU_Tent_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_TentGenerals,"FortProp","(RowName="""")","(RowName=""ITU_Tent_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_CrowsNest,"FortProp","(RowName="""")","(RowName=""ITU_CrowsNest_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_CookoutKit,"FortProp","(RowName="""")","(RowName=""ITU_Firepit_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_JamGear,"FortProp","(RowName="""")","(RowName=""ITU_MusicSet_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_TinBathtub,"FortProp","(RowName="""")","(RowName=""ITU_Bathtub_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_BedStraw,"FortProp","(RowName="""")","(RowName=""ITU_Bed_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_RugHide,"FortProp","(RowName="""")","(RowName=""ITU_Rug_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_TableWood,"FortProp","(RowName="""")","(RowName=""ITU_Table_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Wardrobe_Railmaster_Clock,"FortProp","(RowName="""")","(RowName=""RM_wardrobe_clock_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Eagle_Crested,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Eagle04"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Chakawary_White,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Chakawary02"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Chakawary_Red,"Pet","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""Chakawary04"")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_EpicHearth,"FortProp","(RowName="""")","(RowName=""ITU_Hearth_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_ExplorersGlobe,"FortProp","(RowName="""")","(RowName=""ITU_Globe_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_ExplorersTelescope,"FortProp","(RowName="""")","(RowName=""ITU_Telescope_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_PlanningTable,"FortProp","(RowName="""")","(RowName=""ITU_PlanningTable_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_VarkskinRug,"FortProp","(RowName="""")","(RowName=""ITU_VarkRug_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_CozyBed,"FortProp","(RowName="""")","(RowName=""ITU_Bed_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
RelicCore_FlamingDestroyer_3,"Item","(RowName=""EmberCore_FlamingDestroyer"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","3","False","None","False","False","None","0.000000",""
MapBundle_Legendary,"Item","(RowName=""LegendaryMapBundle"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
MapBundle_Rare,"Item","(RowName=""RareMapBundle"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
ResourceBundle_Refined_Rare,"Item","(RowName=""Bundle_RefinedResources_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
ResourceBundle_Refined_Legendary,"Item","(RowName=""Bundle_RefinedResources_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
EnchantingBundle_Essence_Rare,"Item","(RowName=""Bundle_EnchantingEssence_Rare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
EnchantingBundle_Essence_Legendary,"Item","(RowName=""Bundle_EnchantingEssence_Legendary"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Enchanting_1H_HotOrCold,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","HotorCold1h","False","False","None","0.000000",""
Enchanting_1H_ShockAndAwe,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","ShockandAwe1h","False","False","None","0.000000",""
Enchanting_1H_Tainted,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","Tainted1h","False","False","None","0.000000",""
Enchanting_2H_HotOrCold,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","HotorCold2h","False","False","None","0.000000",""
Enchanting_2H_ShockAndAwe,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","ShockandAwe2H","False","False","None","0.000000",""
Enchanting_2H_Tainted,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","Tainted2H","False","False","None","0.000000",""
Enchanting_Armor_GoblinMedium,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","GoblinMedium","False","False","None","0.000000",""
Enchanting_Armor_GoblinSmall,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","GoblinSmall","False","False","None","0.000000",""
Enchanting_Armor_HyvidMedium,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","HyvidMedium","False","False","None","0.000000",""
Enchanting_Armor_HyvidSmall,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","HyvidSmall","False","False","None","0.000000",""
Enchanting_Offhand_DefenderBonus,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","DefenderBonus","False","False","None","0.000000",""
Enchanting_Offhand_AttackEnhancement,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","AttackEnhancement","False","False","None","0.000000",""
Enchanting_Pet_CriticalStriker,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","CriticalStriker","False","False","None","0.000000",""
Enchanting_Pet_ElectricFreeze,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","ElectricFreeze","False","False","None","0.000000",""
Enchanting_Pet_NoxiousBurn,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","NoxiousBurn","False","False","None","0.000000",""
Enchanting_Pet_BloodyCarnage,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","BloodyCarnage","False","False","None","0.000000",""
Enchanting_Pet_Resistance,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","Resistance","False","False","None","0.000000",""
TestFortPropSpawn,"None","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Enchanting_Ranged_HotOrCold,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","HotorColdRanged","False","False","None","0.000000",""
Enchanting_Ranged_ShockAndAwe,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","ShockAndAweRanged","False","False","None","0.000000",""
Enchanting_Ranged_Tainted,"Trait","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""RecipeUnlocked"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","TaintedRanged","False","False","None","0.000000",""
Pet,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random"")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Common,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Common"")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Magic,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Magic"")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Rare,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Rare"")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
Pet_Legendary,"PetSpawn","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName=""SpawnPet_Random_Legendary"")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_GoblinFrontier,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_GoblinFrontier"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_GoblinFrontier_Lesser,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_LesserGoblinFrontier"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
FortProp_Deco_JourneyUnknown,"FortPropSpawn","(RowName="""")","(RowName="""")","(RowName=""GiveFortProps_JourneyUnknown"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","None","False","False","None","0.000000",""
