---,Speakers,Type,Text,Voiceover,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,Weight,ContextEntries,bDefaultSet,Notes
Quest_KillSkeletalMage:Task_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""87D043F049834EB089FEC4A0E4AFA0A5"", ""Ooh, Scrolls of the Damned. Yeesh. Not sure if I should even touch those, but those should do the trick.\r\n\r\nYou be careful fooling with dark magic. The trouble with necromancy is that it\'s easy to wander into the darkness, but tough to find your way back to the light."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Quest_RescueGuards,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""F4E5DEB147FAA9C0F536799D613E6755"", ""What? That nasty gob Yapper said there are prisoners in the <span color=\""#FFD700\"">Lost Woods</>? That must be our scouting party. They really should have returned by now. I don\'t know who this \""Wideload\"" is, but I need you to get them back. Goblin prisoners don\'t last very long. I\'ve marked the Lost Woods on your map. Be careful.\r\n\r\nCome see me after you free them."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_RescueGuards:Task_GoToLostWoods,"((RowName=""GeneralGraye""))","Modal","NSLOCTEXT(""DialogueTable"", ""318A753F4298090A2BCF2284780471E4"", ""You can find the entrance to the <span color=\""#FFD700\"">Lost Woods</> deep within <span color=\""#FFD700\"">Wood\'s Edge</>. Please, rescue those guards!"")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","QuestActive","Quest_RescueGuards:Task_GoToLostWoods","None","None","None","None","1","","True",""
Quest_RescueGuards:Task_GoToLostWoods2,"((RowName=""GeneralGraye_DenOfEvil""))","Modal","NSLOCTEXT(""DialogueTable"", ""DA4A31504AE36F3BA59862B39EB7E28C"", ""The <span color=\""#FFD700\"">Lost Woods</> is located within <span color=\""#FFD700\"">Wood\'s Edge</>, near the <span color=\""#FFD700\"">Cave of Sorrows</>. Find and rescue those guards!"")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","QuestActive","Quest_RescueGuards:Task_GoToLostWoods","None","None","None","None","1","","True",""
Quest_RescueGuards:Task_TurnIn,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""5F3DFA9E4F526A5AD766469DB482E415"", ""Thanks for freeing our guards.\r\nThey told me about this massive, menacing gob called Wideload.\r\nYou\'re growing stronger and more capable. Soon we\'ll make our strike against Wideload."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF1,"((RowName=""ThanesSnow""))","Modal","NSLOCTEXT(""DialogueTable"", ""19528C874303101D6D8AC1A85C90C3C7"", ""Me? Skittish? You would be too, if you\'ve been where I\'ve been. General Graye needs your help defeating that big goblin Wideload before you can help us with the Hyvid infestation. One problem at a time, right?\r\n\r\nReturn here after you\'ve kicked Wideload in the shins."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","Quest_GatekeepingGF1-2","QuestActive","Quest_GatekeepingGF2-3","QuestActive","Quest_CollectInsignias","2","","True",""
Quest_Infested_GatekeepingIF1:Task_TurnInIO,"((RowName=""ThanesSnow""))","Modal","NSLOCTEXT(""DialogueTable"", ""721F6F86466EC301335E1F915DAE8790"", ""The Hyvid proliferation is growing. If you thought the Goblins were bad, wait until you stumble upon an entire swarm of Hyvid. You\'ll want to stock up on poison gear for this place."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestComplete","Quest_Infested_GatekeepingIF1","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF2,"((RowName=""HyvidGatekeeperIF2""))","Modal","NSLOCTEXT(""DialogueTable"", ""CADE84DA46D73B19F4C962A84661A229"", ""Halt! I have strict orders to not let anyone into Bugswat Pass until they\'ve cleared it with Thanes Snow. You\'d better finish up everything you need to, first."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","Quest_Infested_GatekeepingIF2","None","None","None","None","1","","True",""
Quest_Goblin_GF6_Forest1_TurnIn,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""DFAF85C5426768E1A3193CABB21C30AA"", ""Well done! We\'ve achieved a solid victory against the gobs.\r\n\r\nThese things keep coming out of the woodwork, so I doubt we\'ll ever clear them all out.\r\n\r\nKeep your fort strong and help us hold this frontier."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF2:Task_TurnIn,"((RowName=""GatekeeperIF2_NoCollide""))","Modal","NSLOCTEXT(""DialogueTable"", ""6D2F1C0D4FF0EEF77B5CE8B063DE84B0"", ""Got word that Thanes Snow has cleared you to head in further. Good luck!"")","(AssetGuid=E09CA9C12A104AEDAF45DA401FB94E66)","QuestComplete","Quest_Infested_GatekeepingIF2","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF1_Alt,"((RowName=""ThanesSnow""))","Quest","NSLOCTEXT(""DialogueTable"", ""8A838A06410FC6B0319248AD7D9B2881"", ""It\'s about time they sent someone out here. I have reports from our Chief Imperial Guard that the outskirts of our northern encampments have been overrun by the Hyvid. Conditions are critical, and I need you to escort any of our injured guards to safety. I’m sending out reinforcements as soon as possible.\r\n\r\nThe Hyvid spew deadly poison, so you\'ll need to gather a fresh set of gear. Here\'s some to get you started."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF6_Forest1,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""9C121E69454A5A6DC826C7A53999ABD4"", ""My eyes in the forest tell me the goblins are rallying their remaining forces.\r\n\r\nThis is our chance. Assemble your team and assault the gob remnants!"")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
PLACEHOLDER_MaleOutpostGuard_Quip1,"((RowName=""MaleOutpostGuard""))","Bubble","NSLOCTEXT(""DialogueTable"", ""DFE31E80465A712618D85BAECAFFCA06"", ""Harassing a guard on duty is a punishable offense under Prinicipial law."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","None","None","None","None","None","None","1","","True",""
Quest_Goblins_Gatekeeping1_Info,"((RowName=""GatekeeperGF2""))","Modal","NSLOCTEXT(""DialogueTable"", ""626DC5B347FF0C1C64DE1EB88B4F64C7"", ""Hey! You can\'t move past here without approval from General Graye.\r\n\r\nThere\'s a village full of nasty goblins past here and the General doesn\'t want any more of you types wandering off, never to return again.\r\n\r\nI\'m sure if you do everything General Graye asked you to, she\'ll send you ahead."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestActive","Quest_GatekeepingGF2","None","None","None","None","1","","True",""
Quest_Goblins_Gatekeeping2_Info,"((RowName=""GatekeeperGF3""))","Modal","NSLOCTEXT(""DialogueTable"", ""05AD2D9C46E30E4C52FE3CBC3E94BE1D"", ""Hang on, now. The General needs your help with high priority missions.\r\n\r\nYou\'ll need to finish these quests to move ahead."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","QuestActive","Quest_GatekeepingGF3","None","None","None","None","1","","True",""
PLACEHOLDER_HyvidResearcher_Quip1,"((RowName=""HyvidResearcher""))","Bubble","NSLOCTEXT(""DialogueTable"", ""6DD04F6F4AD3697546F0F0AE625CFA3E"", ""It could be goosebumps, or it could be a rash."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","None","None","None","None","None","None","1","","True",""
PLACEHOLDER_HyvidResearcher_Quip2,"((RowName=""HyvidResearcher""))","Bubble","NSLOCTEXT(""DialogueTable"", ""081F625247FE8A0B58EE1EB826AEE390"", ""I recommend asking your physician for health advice."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","None","None","None","None","None","None","1","","True",""
PLACEHOLDER_HyvidResearcher_Quip3,"((RowName=""HyvidResearcher""))","Bubble","NSLOCTEXT(""DialogueTable"", ""8FBC1D9A45BF289734AF2A80A1BBF3F5"", ""Hurry along, I don\'t have time for chit-chat."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","None","None","None","None","None","None","1","","True",""
PLACEHOLDER_HyvidResearcher_Quip4,"((RowName=""HyvidResearcher""))","Bubble","NSLOCTEXT(""DialogueTable"", ""429EF9AF4850AA39F0AB9091244BD049"", ""Incidentally, pest control often involves dealing with more than one kind of pest."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","None","None","None","None","None","None","1","","True",""
Default_Zaya_Quip1,"((RowName=""Zaya""))","Bubble","NSLOCTEXT(""DialogueTable"", ""3DEE4C8645DE2E1A649CFFAB2F89B740"", ""Hmn? Oh, sorry, I was in the middle of a spellbook."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Default_Zaya_Quip2,"((RowName=""Zaya""))","Bubble","NSLOCTEXT(""DialogueTable"", ""0415EDE34653020F5B0152A6A6C857C4"", ""This is such a strange place… think of the research!"")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Default_Zaya_Quip3,"((RowName=""Zaya""))","Bubble","NSLOCTEXT(""DialogueTable"", ""A0DB253D42EA252A611C3CAFA914D3E4"", ""Tell me if you find any strange ember."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Default_Zaya_Quip4,"((RowName=""Zaya""))","Bubble","NSLOCTEXT(""DialogueTable"", ""2BCD7B964539DF71D40FD4A946A9193A"", ""Isn\'t this place amazing?"")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Default_Zaya_Quip5,"((RowName=""Zaya""))","Bubble","NSLOCTEXT(""DialogueTable"", ""326EEB784957D03CB9CAA780F5E11983"", ""Hi there!"")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Default_Zaya_Quip6,"((RowName=""Zaya""))","Bubble","NSLOCTEXT(""DialogueTable"", ""4525299A43E001D41E3D52BF3EC06863"", ""Yes, how can I help you?"")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Default_Zaya_Quip7,"((RowName=""Zaya""))","Bubble","NSLOCTEXT(""DialogueTable"", ""3130BC40445C6DF9E69E98A13A46FF6E"", ""No, sparkle! This one\'s a friend."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Default_Zaya_Quip8,"((RowName=""Zaya""))","Bubble","NSLOCTEXT(""DialogueTable"", ""B13423094BB5F2E67021D6854BACA927"", ""I\'m sure we can help each other."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Default_GeneralGraye_Quip1,"((RowName=""GeneralGraye_Demo""))","Bubble","NSLOCTEXT(""DialogueTable"", ""4F52D54E440A0F1586983584670C0483"", ""Hey, get out there and kick some goblin butts!"")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Default_GeneralGraye_Quip2,"((RowName=""GeneralGraye_Demo""))","Bubble","NSLOCTEXT(""DialogueTable"", ""20CC1D8C4C25DF291D4C5EAFDEA316C8"", ""Your assistance is much appreciated."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Default_GeneralGraye_Quip3,"((RowName=""GeneralGraye_Demo""))","Bubble","NSLOCTEXT(""DialogueTable"", ""6EB2E980452CA019A5EA09A08E72ED89"", ""We could really use your help around here."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Default_GeneralGraye_Quip4,"((RowName=""GeneralGraye_Demo""))","Bubble","NSLOCTEXT(""DialogueTable"", ""8818388445B8D91D4D24B0BE96C2E05C"", ""Hey there."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Default_GeneralGraye_Quip5,"((RowName=""GeneralGraye_Demo""))","Bubble","NSLOCTEXT(""DialogueTable"", ""C5F8E96A4B010F6AD979C7986F564137"", ""Hi, can I help you with something?"")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Default_GeneralGrayeDoSE_Quip1,"((RowName=""GeneralGraye_DenOfEvil""))","Bubble","NSLOCTEXT(""DialogueTable"", ""CB80AEC546D2B4D5035053A3D5FDEFBD"", ""Hey, get out there and kick some goblin butts!"")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Default_GeneralGrayeDoSE_Quip2,"((RowName=""GeneralGraye_DenOfEvil""))","Bubble","NSLOCTEXT(""DialogueTable"", ""5F11924D4B1E89005F8474898673595D"", ""Your assistance is much appreciated."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Default_GeneralGrayeDoSE_Quip3,"((RowName=""GeneralGraye_DenOfEvil""))","Bubble","NSLOCTEXT(""DialogueTable"", ""2797DF064C823FA5A6D8B49CB6931B73"", ""We could really use your help around here."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Default_GeneralGrayeDoSE_Quip4,"((RowName=""GeneralGraye_DenOfEvil""))","Bubble","NSLOCTEXT(""DialogueTable"", ""0394EC7A4618A7B160F011AADA1130BC"", ""Hey there."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF2_Cave1,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""556C94BD4505BCEBC088BE9F828F4E74"", ""Yapper helps smelly humens. Humens smashing goblin land. Yapper left stuff in Yapper’s cave when he join humens.\r\n\r\nYou get Yapper’s stuff if you want Yapper to help, yes?"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF2_Cave1:Task_TurnIn,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""C26E4B9B4B5EF8908D071D843EAF7F87"", ""Yes! Yes! You find Yapper’s things! You not as smelly as other humens. Where Yapper’s Favorite Fork? What you mean too dangerous?"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF2_Caves2,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""2A3306244FFC9E1D1BA891981BE6FF13"", ""I\'m sure you\'ve heard the rumors… yes, I talked my way into coming along on this trip so I could find my father.\r\n\r\nHis name is Zephoras (I know). He\'s an emberologist, researching lost forms of ember for the university. He came on an expedition here early last year, but no one from his group returned…\r\n\r\nThe general won\'t let me leave the outpost. Could you please search the battlefield for me?"")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF2_Caves2:Task_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""5BDE06CD4C3DFFBF00F99DA4374DBDD9"", ""What? He wasn\'t there? I guess I shouldn\'t have gotten my hopes up. Thank you for looking.\r\n\r\nThis amulet… it\'s the same as the necklace he gave me when I entered the university. This has to be his.\r\n\r\nPlease, I need to study it."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF2_Forest1,"((RowName=""Kenik""))","Quest","NSLOCTEXT(""DialogueTable"", ""E1F4EFCD4E956E48C27AD68BDA3EE2B1"", ""Who’s that?! Oh, it’s just you.\r\n\r\nYou heard the story of the beast from the well of shadows, right? On a dark night just like this, a vanquisher put down a whole mess of undead. When he finished, something emerged from that well over there. Something dark and evil — right here in the Haunted Cemetery.\r\n\r\nThat can’t be true, right?"")","(AssetGuid=7D01EE71DF3241859132F2CD67629D79)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF2_Forest1:Task_TurnIn,"((RowName=""Kenik""))","Quest","NSLOCTEXT(""DialogueTable"", ""0191A4C642DA4AEDFC197FBE48CC9DD5"", ""You mean that thing was real? I thought that was just a story that Astern told the recruits ‘cause he likes to watch them wet themselves.\r\n\r\nNicely done. You deserve this."")","(AssetGuid=7D01EE71DF3241859132F2CD67629D79)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF4_Forest1,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""843500504654CC3F691AAF87ACA67CE4"", ""It’s time for action, adventurer.\r\n\r\nMy eyes in the forest report that some important gob chieftain is assembling a war council. This is our chance to hit them all in one place.\r\n\r\nGet to Gobtown, eliminate the council and find the chieftain and kill him."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF4_Forest1_TurnIn,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""59BD29FA48233EBD8D7973BEA84C792F"", ""Well done. You’ve weakened the goblins by striking at their leaders. Now they\'ll be even more inept and chaotic than before.\r\nLet’s see if we can tell the difference..."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF4_Cave2,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""9805315A496903D5780BAF94BD7C3CF1"", ""The stone at the center of this pendant, it\'s ember, but like no ember I\'ve ever seen.\r\nIt\'s inert, but I think it may be Earth ember… I need more samples."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF4_Cave2_TurnIn,"((RowName=""Zaya""))","Quest","NSLOCTEXT(""DialogueTable"", ""2AB895714CBCEB29ACA4759DD3ACC1D9"", ""That should be enough. It must be Earth ember. But why is it inert? Why did my father leave the necklace behind? I have to study this. Thank you."")","(AssetGuid=4675EF239CF84C3094F7397E75F26B19)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF6_Cave1,"((RowName=""Yapper""))","Quest","NSLOCTEXT(""DialogueTable"", ""039DACCD4E3E1BD884BE249E72D5FF38"", ""You wanna know where goblins keep their best weapons? Heh, Yapper knows!\r\n\r\nYapper told chief Pyro it dumb to keep ‘em all in one place.\r\n\r\nYou go to River Run. There’s a cave we call the Cave of Boom. It full of goblin weapons!"")","(AssetGuid=7D7B31C4477C4CACB4581B27268737A7)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF6_Cave1_TurnIn,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""D60A0F644E575E2ED22BAE93CFCBA4D7"", ""Nice hit! I heard that one all the way over here.\r\n\r\nTaking out the goblin leaders and their weapon stockpiles should weaken those gobs.\r\n\r\nWe\'re getting close to finally clearing the island."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF1-2:GatekeeperGF1,"((RowName=""GatekeeperGF1""))","Modal","NSLOCTEXT(""DialogueTable"", ""503E20A84D9999133DBFD4AE16AC1D6E"", ""Are you ready for what\'s up ahead?"")","(AssetGuid=F2BC21BDCA98442A9C80D9E21628640B)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF1-2:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""525AE30041F8EFD56629D899F2DA9025"", ""Are you prepared for what\'s ahead?"")","(AssetGuid=624DD367B6A54BEBA27AEF912110D2F7)","QuestComplete","Quest_GatekeepingGF1-2","None","None","None","None","1","","True",""
Quest_GatekeepingGF2-3:GatekeeperGF2,"((RowName=""GatekeeperGF2""))","Modal","NSLOCTEXT(""DialogueTable"", ""4148F4AB4EAB3291A28F67806ACEFB35"", ""I\'m not convinced that you\'re ready for the goblin incursion."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF2-3:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""3D864DB045DC88002B2CA490A296B76E"", ""You\'ve proven yourself to be quite the hero! I salute you."")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","QuestComplete","Quest_GatekeepingGF2-3","None","None","None","None","1","","True",""
Quest_GatekeepingGF3-4:GatekeeperGF3,"((RowName=""GatekeeperGF3""))","Modal","NSLOCTEXT(""DialogueTable"", ""4B2910814D6839E427B216AD8A699CE6"", ""Hold it right there. Before you head deep into goblin country, you\'ll need to deal with the situation in the goblin villages."")","(AssetGuid=E09CA9C12A104AEDAF45DA401FB94E66)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF3-4:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""936CE8114BD02FC554A4549963EB7935"", ""What? You haven\'t had enough? Well, it\'s your funeral."")","(AssetGuid=BA6EA02EE9F94B8C8C05675A7FA5DA8A)","QuestComplete","Quest_GatekeepingGF3-4","None","None","None","None","1","","True",""
Quest_GatekeepingGF4-5:GatekeeperGF4,"((RowName=""GatekeeperGF4""))","Modal","NSLOCTEXT(""DialogueTable"", ""651E703D47677CCE1380F79E98CCDEE0"", ""I\'m sure you know the drill by now. Come back when you\'ve dealt with the goblin menace in the Gobstomp Stronghold."")","(AssetGuid=1B8F93DA2F0E4277B1624122455C4B33)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF4-5:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""AE30E0744F1D3B610AC80DB5D635EC68"", ""I could tell you that I\'m impressed, but I won\'t."")","(AssetGuid=1B8F93DA2F0E4277B1624122455C4B33)","QuestComplete","Quest_GatekeepingGF4-5","None","None","None","None","1","","True",""
Quest_GatekeepingGF4-5:WaypointGuard_Alt,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""7917E07B44DF894105055AA71B938FF7"", ""Well, be safe out there. There\'s some kind of lake ahead, crawling with goblins. I wonder if they swim?"")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","QuestComplete","Quest_GatekeepingGF4-5","None","None","None","None","1","","True",""
Default_GatekeeperGF5_Quip1,"((RowName=""GatekeeperGF5""))","Bubble","NSLOCTEXT(""DialogueTable"", ""CF5140A44E7DA0EBFDCF6D92650D9BE5"", ""I have no idea what a \""pig fish\"" is, but I bet you can find some in Lake Gobdunk."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF5-6:GatekeeperGF5,"((RowName=""GatekeeperGF5""))","Modal","NSLOCTEXT(""DialogueTable"", ""F33E67E34481093BF71F958A89A5A321"", ""If you think Lake Gobdunk is dangerous, wait until you see River Run!"")","(AssetGuid=DA29F1676A1E466ABEFA83B6E15340EA)","None","None","None","None","None","None","1","","True",""
Quest_GatekeepingGF5-6:WaypointGuard,"((RowName=""WaypointGuard""))","Modal","NSLOCTEXT(""DialogueTable"", ""D08C119A4B06F21B3CF7EDB49D2E2B20"", ""Be careful out there."")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","QuestComplete","Quest_GatekeepingGF5-6","None","None","None","None","1","","True",""
Quest_Infested_GatekeepingIF2_ThanesSnow,"((RowName=""ThanesSnow""))","Modal","NSLOCTEXT(""DialogueTable"", ""C636909D4A816086699D27B75B2E78EE"", ""Stock up on poison gear if you want to survive the Polluted Plateau."")","(AssetGuid=DE5BA51EF5294D2F8B0473C2E28698A4)","QuestComplete","Quest_Infested_GatekeepingIF1","None","None","None","None","1","","True",""
Quest_Daily6_AlphaReward:Task_TurnInNPC,"((RowName=""Bandit""))","Quest","NSLOCTEXT(""DialogueTable"", ""3E7DD0AF4AA2042D0C2C19AA07C7395B"", ""Don\'t be so concerned about my methods. I\'m simply redistributing the wealth. Here, take this bundle and move along."")","(AssetGuid=E860685034704583B4D5F8CADC6BAA64)","QuestActive","Quest_Daily6_AlphaReward:Task_TurnInNPC","None","None","None","None","1","","True",""
Default_Bandit_Quip1,"((RowName=""Bandit""))","Bubble","NSLOCTEXT(""DialogueTable"", ""C068C53244C848C538F045A70C99B5F5"", ""Another freeloader, huh? I\'m not one to judge."")","(AssetGuid=E860685034704583B4D5F8CADC6BAA64)","None","None","None","None","None","None","1","","True",""
Default_Bandit_Quip2,"((RowName=""Bandit""))","Bubble","NSLOCTEXT(""DialogueTable"", ""61E8B88E4A667BBDA4ACA0896D8DE2DE"", ""Sometimes, you\'ve got to just help yourself."")","(AssetGuid=E860685034704583B4D5F8CADC6BAA64)","None","None","None","None","None","None","1","","True",""
Default_Bandit_Quip3,"((RowName=""Bandit""))","Bubble","NSLOCTEXT(""DialogueTable"", ""01D76DBD4C3295C0C7DFAFB0F3FE4B04"", ""Quit staring. I\'m not getting any prettier."")","(AssetGuid=E860685034704583B4D5F8CADC6BAA64)","None","None","None","None","None","None","1","","True",""
Default_Bandit_Quip4,"((RowName=""Bandit""))","Bubble","NSLOCTEXT(""DialogueTable"", ""9660913D435F4C3F056C57980CC447D0"", ""Don\'t you have some place to be?"")","(AssetGuid=E860685034704583B4D5F8CADC6BAA64)","None","None","None","None","None","None","1","","True",""
Default_Bandit_Quip5,"((RowName=""Bandit""))","Bubble","NSLOCTEXT(""DialogueTable"", ""3BB270DB4480890C1AE5C8B43DDD33DE"", ""No more handouts for you. Go away."")","(AssetGuid=E860685034704583B4D5F8CADC6BAA64)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF6_Forest2,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""4D0910054F764CCF38A6EB9B30CC9315"", ""Do you ever stop to think? What are these gobs doing with all the ore and ember they’re mining? They\'re not using all of it, so where does it go?\r\n\r\nIf you ask me, I think they’re selling it on the black market. I need you to bring me some samples of their higher quality stone and get some evidence of where it\'s going."")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_Goblin_GF6_Forest2_TurnIn,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_DenOfEvil""))","Quest","NSLOCTEXT(""DialogueTable"", ""32EE47AA4096BCDB29C8CE842372010D"", ""I knew it! This invoice is from the Blood Legion, a merc company operating out of the Kalacama Desert. Those shipments were bound for mercs known for raiding Imperial camps. Good work!"")","(AssetGuid=35F42952D3F94782B31536241E1BE043)","None","None","None","None","None","None","1","","True",""
Quest_Fort_UpgradeFort:Task_TurnInKlive2,"((RowName=""SgtKlive""))","Quest","NSLOCTEXT(""DialogueTable"", ""1739A7A64976A5CBB9891E9915108144"", ""Okay, sure it may seem like it\'s going to take a while to make all those planks.\r\n\r\nNo, of course we don\'t expect you to stand around and wait. Why don\'t you fight something?\r\n\r\nUgh. Fine, this was laying around. See if you can use it to make your upgrades. Never say I didn\'t give you anything."")","(AssetGuid=4DB097D67FAE48BABAAE2B16BBA260A1)","None","None","None","None","None","None","1","","True",""
